cruise,cast,niskin,date,sal00,sal11,density00,density11,sbox0mm_kg,oxsolmm_kg,potemp090c,potemp190c,svcm,svcm1,prdm,depsm,scan,times,t090c,t190c,c0ms_cm,c1ms_cm,sbeox0v,fleco_afl,cstarat0,cstartr0,par,v7,dz_dtm,altm,latitude,longitude
HRS2601,10,6,2026-04-25 12:00:23+00:00,32.6739,32.6741,1025.7261,1025.7257,294.849,299.49156,6.855,6.8597,1475.62,1475.64,26.136,25.934,28936.0,1205.625,6.8573,6.862,33.053075,33.057437,2.5626,0.6745,4.1419,44.1222,41.327,0.3264,0.033,77.25,40.2591,-70.88534
HRS2601,10,7,2026-04-25 12:00:30+00:00,32.6717,32.6735,1025.7226,1025.7235,295.016,299.39906,6.8691,6.8728,1475.67,1475.69,26.157,25.954,29097.0,1212.333,6.8714,6.8751,33.063382,33.068226,2.5645,0.685,5.911,40.3997,40.983,0.324,0.097,72.18,40.25908,-70.88536
HRS2601,10,8,2026-04-25 12:00:38+00:00,32.6704,32.6708,1025.7163,1025.7158,294.819,299.15764,6.9047,6.9107,1475.81,1475.83,26.04,25.838,29303.0,1220.917,6.907,6.913,33.093095,33.09866,2.5649,0.7291,1.2224,75.6011,42.694,0.3352,-0.009,88.64,40.25908,-70.88539
HRS2601,10,9,2026-04-25 12:04:35+00:00,32.6624,32.6638,1025.4802,1025.4813,291.356,293.43929,7.7581,7.7577,1478.68,1478.68,1.556,1.544,34987.0,1457.75,7.7583,7.7578,33.816952,33.817893,2.5901,0.2839,4.0215,47.5932,1604.9,0.2837,-0.166,34.58,40.25892,-70.8864
HRS2601,10,10,2026-04-25 12:04:44+00:00,32.6625,32.6639,1025.4789,1025.4799,290.659,293.44243,7.7576,7.7583,1478.68,1478.68,1.246,1.237,35202.0,1466.708,7.7577,7.7584,33.816484,33.818371,2.5852,0.7589,4.5233,44.4278,3253.4,0.3004,-0.232,71.1,40.25892,-70.88644
HRS2601,10,11,2026-04-25 12:04:53+00:00,32.6629,32.6641,1025.4806,1025.4815,291.374,293.44281,7.7574,7.7581,1478.68,1478.68,1.549,1.537,35406.0,1475.208,7.7576,7.7582,33.816815,33.818556,2.5902,0.4062,7.2043,30.611,2495.1,0.2948,0.108,4.63,40.25892,-70.88648
HRS2601,11,1,2026-04-26 02:24:39+00:00,32.8658,32.8669,1026.109,1026.1097,262.885,307.21231,5.6952,5.6962,1471.57,1471.58,44.509,44.16,11256.0,468.958,5.6987,5.6997,32.230565,32.232372,2.2868,0.2198,24.4423,0.222,0.0068341,0.3311,-0.084,7.87,40.8669,-70.89352
HRS2601,11,2,2026-04-26 02:24:49+00:00,32.8659,32.8669,1026.1089,1026.1095,263.569,307.21428,5.6949,5.6957,1471.57,1471.57,44.46,44.111,11490.0,478.708,5.6984,5.6992,32.230361,32.231947,2.2914,0.2659,24.4587,0.221,0.0068341,0.3324,-0.048,7.66,40.8669,-70.89354
HRS2601,11,3,2026-04-26 02:26:40+00:00,32.8665,32.8675,1026.0673,1026.068,263.628,307.17419,5.701,5.7018,1471.45,1471.45,35.513,35.235,14153.0,589.667,5.7038,5.7046,32.231597,32.233218,2.2941,0.2837,24.4505,0.2215,0.0068341,0.3287,0.152,17.55,40.86688,-70.89388
HRS2601,11,4,2026-04-26 02:26:50+00:00,32.8662,32.8671,1026.0652,1026.066,263.209,307.18562,5.6995,5.6996,1471.43,1471.43,35.077,34.803,14396.0,599.792,5.7023,5.7023,32.229873,32.230749,2.2913,0.2271,24.4587,0.221,0.0068341,0.3214,-0.351,17.66,40.86688,-70.8939
HRS2601,11,5,2026-04-26 02:29:12+00:00,32.8816,32.8831,1025.8305,1025.8316,307.701,296.94193,7.1623,7.1633,1477.01,1477.02,22.28,22.107,17797.0,741.5,7.1643,7.1654,33.509276,33.511551,2.6724,3.8986,24.0557,0.2444,0.0068341,0.3122,-0.177,29.86,40.86688,-70.89434
HRS2601,11,6,2026-04-26 02:29:21+00:00,32.8814,32.8832,1025.8322,1025.8334,307.943,296.97064,7.1581,7.1592,1477.0,1477.0,22.555,22.379,18008.0,750.292,7.1602,7.1613,33.505531,33.508126,2.6738,4.033,24.0557,0.2444,0.0068341,0.3127,0.162,25.13,40.86688,-70.89436
HRS2601,11,7,2026-04-26 02:29:30+00:00,32.8821,32.8833,1025.8354,1025.8361,308.296,297.01613,7.1511,7.1526,1476.98,1476.99,22.93,22.751,18235.0,759.75,7.1532,7.1546,33.500293,33.502611,2.6758,3.8962,24.0557,0.2444,0.0068341,0.2779,0.31,23.92,40.86688,-70.8944
HRS2601,11,8,2026-04-26 02:32:51+00:00,32.9124,32.9136,1025.6612,1025.6621,329.187,292.24763,7.8578,7.8584,1479.37,1479.37,1.332,1.322,23042.0,960.042,7.8579,7.8585,34.137786,34.139423,2.8691,3.533,23.697,0.2674,2.2067,0.312,-0.226,21.19,40.86692,-70.89498
HRS2601,11,9,2026-04-26 02:33:00+00:00,32.9123,32.9135,1025.662,1025.6627,329.534,292.25862,7.8561,7.8574,1479.36,1479.37,1.45,1.439,23260.0,969.125,7.8562,7.8576,34.136352,34.138672,2.8715,3.455,23.7119,0.2665,2.2017,0.3033,0.093,36.84,40.86692,-70.89501
HRS2601,11,10,2026-04-26 02:33:08+00:00,32.9121,32.9132,1025.6647,1025.6655,329.093,292.30377,7.8493,7.8502,1479.35,1479.35,1.881,1.866,23472.0,977.958,7.8494,7.8504,34.130317,34.132161,2.8678,3.4247,23.7119,0.2665,1.9532,0.2974,0.095,33.33,40.86692,-70.89504
HRS2601,11,11,2026-04-26 02:33:17+00:00,32.9116,32.913,1025.6617,1025.6628,329.339,292.31937,7.8471,7.8474,1479.33,1479.33,1.238,1.229,23670.0,986.208,7.8472,7.8475,34.12765,34.129231,2.8696,3.2931,23.6895,0.2679,2.6777,0.3017,-0.36,40.39,40.86692,-70.89506
HRS2601,12,1,2026-04-26 07:31:59+00:00,32.6851,32.6856,1025.6571,1025.6573,292.465,295.95831,7.3711,7.3731,1477.61,1477.62,24.445,24.256,19772.0,823.792,7.3734,7.3753,33.511799,33.513994,2.5728,0.7036,23.6827,0.2684,0.0068341,0.2812,0.136,54.31,40.36464,-70.78171
HRS2601,12,2,2026-04-26 07:35:13+00:00,32.638,32.6402,1025.5199,1025.522,290.129,293.45018,7.7631,7.7608,1478.89,1478.88,14.583,14.47,24409.0,1017.0,7.7645,7.7622,33.805328,33.805382,2.5778,0.4928,24.0557,0.2444,0.0068341,0.3151,0.112,42.62,40.36516,-70.78268
HRS2601,12,3,2026-04-26 07:35:30+00:00,32.6289,32.6313,1025.5101,1025.5121,290.684,293.37835,7.7769,7.7761,1478.93,1478.93,14.437,14.326,24839.0,1034.917,7.7783,7.7775,33.808849,33.810381,2.5824,0.5043,24.0557,0.2444,0.0068341,0.296,-0.069,7.18,40.36522,-70.78275
HRS2601,12,4,2026-04-26 07:38:11+00:00,32.5989,32.5998,1025.4246,1025.4251,288.306,293.23837,7.809,7.8103,1478.8,1478.81,1.894,1.88,28683.0,1195.083,7.8092,7.8105,33.802319,33.804321,2.5699,0.4943,24.0557,0.2444,1.9759,0.2889,-0.053,26.83,40.36562,-70.78342
HRS2601,12,5,2026-04-26 07:38:23+00:00,32.5989,32.5998,1025.4247,1025.4251,288.013,293.21376,7.8127,7.815,1478.82,1478.83,2.02,2.004,28986.0,1207.708,7.8129,7.8152,33.805659,33.808501,2.568,0.4862,24.0557,0.2444,1.8182,0.2941,0.026,51.04,40.36563,-70.7835
HRS2601,13,1,2026-04-26 09:14:48+00:00,32.7605,32.7625,1025.5828,1025.584,287.153,291.60252,8.004,8.0064,1479.96,1479.98,14.889,14.774,22838.0,951.542,8.0054,8.0078,34.131382,34.135322,2.5704,0.8541,23.0153,0.3171,0.0068341,0.3192,0.068,54.39,40.3644,-70.9919
HRS2601,13,2,2026-04-26 09:14:59+00:00,32.7596,32.7603,1025.5869,1025.5867,286.519,291.82197,7.9708,7.9763,1479.84,1479.86,14.901,14.786,23093.0,962.167,7.9722,7.9777,34.101336,34.106829,2.5642,0.8652,23.0446,0.3147,0.0068341,0.3105,0.069,51.39,40.36444,-70.99194
HRS2601,13,3,2026-04-26 09:17:01+00:00,32.706,32.7075,1025.4782,1025.4793,285.876,291.41268,8.0519,8.0529,1479.88,1479.88,2.895,2.872,26026.0,1084.375,8.0522,8.0532,34.115981,34.118299,2.5659,0.7806,23.0446,0.3147,0.0068341,0.2793,0.028,72.98,40.36462,-70.9923
HRS2601,13,4,2026-04-26 09:17:10+00:00,32.7062,32.7078,1025.4777,1025.4787,285.474,291.40893,8.0524,8.0536,1479.88,1479.88,2.737,2.716,26234.0,1093.042,8.0527,8.0539,34.116598,34.119143,2.5631,0.7963,23.0446,0.3147,0.0068341,0.2948,-0.028,1.19,40.36464,-70.99232
HRS2601,15,1,2026-04-26 21:01:54+00:00,32.8695,32.8706,1025.8462,1025.847,249.889,295.26311,7.4142,7.415,1478.19,1478.19,35.396,35.118,10730.0,447.042,7.4175,7.4183,33.725635,33.727395,2.2755,0.3181,24.4587,0.221,3.0544,0.2934,0.054,5.02,41.04382,-70.88336
HRS2601,15,2,2026-04-26 21:02:59+00:00,32.8691,32.8707,1025.8441,1025.8456,250.451,295.2583,7.4151,7.4141,1478.18,1478.18,35.037,34.762,12312.0,512.958,7.4183,7.4174,33.725856,33.726512,2.2795,0.3083,24.477,0.22,3.1156,0.2965,-0.096,5.33,41.04382,-70.88372
HRS2601,15,3,2026-04-26 21:05:17+00:00,32.8848,32.885,1025.7856,1025.7856,268.964,294.09873,7.5846,7.5862,1478.68,1478.69,24.763,24.569,15618.0,650.708,7.5869,7.5885,33.883924,33.885419,2.4203,0.6433,24.4587,0.221,9.4244,0.3096,0.267,14.64,41.04384,-70.88454
HRS2601,15,4,2026-04-26 21:05:26+00:00,32.8821,32.8818,1025.7862,1025.7842,261.281,294.34506,7.5486,7.5609,1478.53,1478.58,24.233,24.044,15817.0,659.0,7.5508,7.5632,33.849426,33.860023,2.3644,0.4638,24.4587,0.221,10.136,0.2857,-0.299,15.67,41.04384,-70.8846
HRS2601,15,5,2026-04-26 21:07:29+00:00,32.8928,32.8944,1025.7113,1025.7124,284.589,292.5371,7.8189,7.8197,1479.42,1479.42,14.431,14.319,18778.0,782.375,7.8202,7.8211,34.092106,34.094246,2.5451,1.4111,24.4587,0.221,39.651,0.2865,-0.001,24.51,41.04388,-70.88532
HRS2601,15,6,2026-04-26 21:07:37+00:00,32.8931,32.8945,1025.7133,1025.7144,284.618,292.51485,7.8221,7.8218,1479.44,1479.44,14.923,14.807,18961.0,790.0,7.8235,7.8232,34.095481,34.096463,2.5453,1.7516,24.4587,0.221,36.284,0.2858,0.329,23.11,41.04388,-70.88538
HRS2601,15,7,2026-04-26 21:07:44+00:00,32.8932,32.8945,1025.713,1025.7139,285.348,292.49931,7.8244,7.8256,1479.45,1479.45,14.918,14.802,19144.0,797.625,7.8259,7.8271,34.097584,34.099908,2.5506,1.3924,24.4587,0.221,35.375,0.3019,0.095,22.27,41.04388,-70.88544
HRS2601,15,8,2026-04-26 21:09:38+00:00,32.8934,32.8948,1025.6543,1025.6552,286.093,292.34605,7.8488,7.8504,1479.34,1479.34,2.795,2.774,21867.0,911.083,7.8491,7.8507,34.112975,34.115642,2.5603,1.5339,24.4587,0.221,350.29,0.2954,0.151,22.8,41.04394,-70.88616
HRS2601,15,9,2026-04-26 21:09:46+00:00,32.8932,32.8946,1025.6519,1025.6529,286.109,292.31593,7.8535,7.8537,1479.35,1479.35,2.44,2.421,22061.0,919.167,7.8537,7.8539,34.116694,34.118217,2.5607,1.4836,24.4587,0.221,372.01,0.2564,-0.273,6.31,41.04394,-70.8862
HRS2601,15,10,2026-04-26 21:09:54+00:00,32.8928,32.8947,1025.6498,1025.651,286.415,292.25417,7.863,7.8646,1479.38,1479.39,2.349,2.331,22262.0,927.542,7.8632,7.8649,34.124677,34.127866,2.5634,1.2804,24.4587,0.221,405.95,0.282,-0.007,7.06,41.04394,-70.88625
HRS2601,15,11,2026-04-26 21:10:03+00:00,32.8932,32.8949,1025.6511,1025.6523,286.164,292.27082,7.8603,7.8613,1479.38,1479.38,2.508,2.488,22473.0,936.333,7.8606,7.8616,34.122733,34.125193,2.5614,1.1188,24.4587,0.221,374.43,0.2926,0.116,2.53,41.04396,-70.88631
HRS2601,16,1,2026-04-26 23:30:28+00:00,32.9071,32.9084,1025.9093,1025.9102,267.621,295.65463,7.3433,7.3442,1478.05,1478.05,40.553,40.235,8804.0,366.792,7.347,7.3479,33.700785,33.70285,2.3962,2.8363,24.4587,0.221,0.0068404,0.2845,-0.104,5.37,41.03704,-70.65776
HRS2601,16,2,2026-04-26 23:30:37+00:00,32.9075,32.9086,1025.9085,1025.9094,266.122,295.64229,7.345,7.3449,1478.05,1478.05,40.355,40.038,9013.0,375.5,7.3487,7.3486,33.702609,33.703538,2.3858,3.069,24.4587,0.221,0.0068404,0.2871,-0.123,5.66,41.03702,-70.65778
HRS2601,16,3,2026-04-26 23:33:12+00:00,32.9163,32.9177,1025.7873,1025.788,293.573,293.62083,7.6467,7.6491,1478.91,1478.92,21.634,21.465,12744.0,530.958,7.6487,7.6511,33.966106,33.969525,2.5988,1.4816,24.4587,0.221,0.13331,0.2853,0.005,23.71,41.03688,-70.65798
HRS2601,16,4,2026-04-26 23:33:22+00:00,32.9166,32.9177,1025.7857,1025.7861,293.144,293.58893,7.6514,7.6548,1478.92,1478.94,21.374,21.208,12973.0,540.5,7.6534,7.6568,33.970423,33.974508,2.596,1.5867,24.4587,0.221,0.13533,0.2881,-0.243,23.04,41.03688,-70.658
HRS2601,16,5,2026-04-26 23:35:35+00:00,32.9179,32.9195,1025.6671,1025.6683,301.688,292.15922,7.8694,7.87,1479.43,1479.44,2.046,2.03,16160.0,673.292,7.8695,7.8701,34.153533,34.15559,2.6732,1.4465,24.4587,0.221,10.592,0.2852,0.107,43.59,41.03674,-70.65826
HRS2601,16,6,2026-04-26 23:35:44+00:00,32.9176,32.9194,1025.6646,1025.6659,300.597,292.16838,7.8681,7.8685,1479.42,1479.42,1.488,1.476,16386.0,682.708,7.8682,7.8687,34.15189,34.153903,2.6655,1.3888,24.4587,0.221,12.873,0.2842,-0.314,25.98,41.03674,-70.65827
HRS2601,17,1,2026-04-27 00:29:16+00:00,32.8881,32.8902,1025.8755,1025.877,252.571,295.1221,7.4289,7.43,1478.33,1478.34,39.054,38.747,9771.0,407.083,7.4325,7.4336,33.757625,33.760501,2.2944,0.8776,24.4587,0.221,0.0068341,0.2994,0.118,7.94,41.03872,-70.77456
HRS2601,17,2,2026-04-27 00:29:24+00:00,32.8883,32.8902,1025.8764,1025.8776,252.213,295.1301,7.4276,7.4297,1478.33,1478.34,39.167,38.86,9970.0,415.375,7.4313,7.4333,33.756778,33.760296,2.2918,1.1842,24.4587,0.221,0.0068341,0.291,0.039,7.63,41.0387,-70.77456
HRS2601,17,3,2026-04-27 00:31:36+00:00,32.9007,32.9022,1025.7573,1025.7579,275.524,294.10335,7.5797,7.5839,1478.53,1478.55,15.688,15.566,13143.0,547.583,7.5811,7.5854,33.889597,33.894755,2.4689,2.3171,24.4587,0.221,0.0068341,0.2884,0.025,20.33,41.03856,-70.77474
HRS2601,17,4,2026-04-27 00:31:46+00:00,32.9011,32.9027,1025.7533,1025.754,274.764,294.01253,7.5932,7.597,1478.58,1478.59,15.144,15.026,13371.0,557.083,7.5946,7.5984,33.901618,33.906416,2.4643,1.4197,24.4678,0.2205,0.0068341,0.2873,-0.207,25.91,41.03856,-70.77476
HRS2601,17,5,2026-04-27 00:34:11+00:00,32.9068,32.9079,1025.6643,1025.6647,305.635,292.62449,7.8023,7.8057,1479.15,1479.16,1.211,1.202,16859.0,702.417,7.8024,7.8058,34.083724,34.087754,2.6979,2.1148,24.4587,0.221,4.1994,0.2942,0.02,31.45,41.03838,-70.77506
HRS2601,17,6,2026-04-27 00:34:19+00:00,32.9069,32.9084,1025.6646,1025.6657,306.455,292.57872,7.8092,7.8096,1479.18,1479.18,1.469,1.458,17051.0,710.417,7.8094,7.8097,34.090011,34.091703,2.7041,1.9906,24.4423,0.222,2.624,0.3121,0.161,44.49,41.03838,-70.77507
HRS2601,18,1,2026-04-27 01:24:15+00:00,32.8917,32.8971,1025.6509,1025.6548,288.779,292.46103,7.832,7.8341,1479.25,1479.27,1.805,1.791,2957.0,123.167,7.8321,7.8343,34.096043,34.10294,2.5788,1.6522,25.3132,0.1813,2.196,0.2909,-0.093,7.4,41.03843,-70.88493
HRS2601,18,2,2026-04-27 01:24:24+00:00,32.855,32.8889,1025.6232,1025.6497,287.41,292.52058,7.8348,7.8358,1479.22,1479.27,2.157,2.14,3171.0,132.083,7.835,7.836,34.06439,34.096915,2.5686,1.5725,25.5266,0.1717,2.1428,0.2827,0.187,6.16,41.03842,-70.88496
HRS2601,18,3,2026-04-27 01:24:32+00:00,32.8952,32.8972,1025.6529,1025.6543,286.478,292.43234,7.8352,7.836,1479.27,1479.27,1.739,1.725,3374.0,140.542,7.8354,7.8361,34.10212,34.104629,2.5626,1.4173,25.0136,0.1952,2.1164,0.2943,-0.257,2.14,41.03842,-70.88498
HRS2601,19,1,2026-04-27 02:51:24+00:00,32.6195,32.6207,1025.3697,1025.3704,250.142,287.32921,8.7116,8.7136,1482.46,1482.47,15.549,15.428,6112.0,254.625,8.7132,8.7151,34.620914,34.623874,2.3345,0.4696,24.0886,0.2425,0.0068341,0.2918,-0.0,5.0,41.19692,-70.88534
HRS2601,19,2,2026-04-27 02:51:34+00:00,32.6186,32.6211,1025.3679,1025.37,250.274,287.31612,8.7139,8.7132,1482.47,1482.47,15.398,15.277,6359.0,264.917,8.7155,8.7148,34.62209,34.623758,2.3356,0.5149,24.0804,0.243,0.0068341,0.2968,-0.056,5.73,41.1969,-70.88536
HRS2601,19,3,2026-04-27 02:53:34+00:00,32.617,32.6188,1025.3356,1025.3369,250.0,287.29036,8.7192,8.7194,1482.38,1482.38,8.733,8.665,9235.0,384.75,8.7201,8.7203,34.621693,34.623599,2.3353,0.5141,24.0557,0.2444,0.03139,0.3,-0.204,11.5,41.19672,-70.88558
HRS2601,19,4,2026-04-27 02:53:45+00:00,32.6173,32.6181,1025.3382,1025.3382,250.257,287.29679,8.718,8.7218,1482.38,1482.39,9.217,9.146,9500.0,395.792,8.719,8.7227,34.62123,34.625231,2.337,0.5258,24.0639,0.2439,0.047826,0.3021,0.116,10.59,41.1967,-70.88558
HRS2601,19,5,2026-04-27 02:53:55+00:00,32.6131,32.6152,1025.332,1025.3336,250.208,287.23148,8.7297,8.7298,1482.41,1482.42,8.965,8.895,9744.0,405.958,8.7306,8.7307,34.627353,34.62942,2.3372,0.5454,24.0557,0.2444,0.03456,0.3002,-0.031,10.0,41.19668,-70.88561
HRS2601,19,6,2026-04-27 02:54:06+00:00,32.6168,32.6193,1025.3361,1025.3382,250.283,287.28856,8.7195,8.7184,1482.38,1482.38,8.89,8.821,10000.0,416.625,8.7204,8.7193,34.621885,34.623223,2.3374,0.5272,24.0557,0.2444,0.035584,0.2855,0.007,12.02,41.19666,-70.88564
HRS2601,19,7,2026-04-27 02:55:37+00:00,32.6103,32.6128,1025.2977,1025.2997,250.668,287.23215,8.7312,8.7306,1482.3,1482.3,1.964,1.949,12192.0,507.958,8.7314,8.7308,34.622364,34.62419,2.3422,0.5586,24.1955,0.2363,2.0908,0.2916,-0.052,19.06,41.19652,-70.88581
HRS2601,19,8,2026-04-27 02:55:47+00:00,32.6122,32.6067,1025.2987,1025.2925,250.677,287.25325,8.7273,8.7388,1482.28,1482.32,1.718,1.705,12409.0,517.0,8.7275,8.739,34.620613,34.625421,2.3421,0.54,24.1133,0.2411,2.0123,0.2911,-0.137,19.23,41.19651,-70.88583
HRS2601,19,9,2026-04-27 02:55:56+00:00,32.6106,32.6124,1025.2984,1025.2997,250.579,287.23955,8.73,8.7307,1482.29,1482.3,2.023,2.007,12626.0,526.042,8.7302,8.7309,34.62156,34.623899,2.3415,0.5375,24.1873,0.2368,2.1193,0.2797,0.216,19.64,41.19649,-70.88586
HRS2601,19,10,2026-04-27 02:56:04+00:00,32.6079,32.6092,1025.2957,1025.2965,250.291,287.23365,8.7318,8.733,1482.3,1482.3,1.965,1.95,12838.0,534.875,8.732,8.7332,34.620507,34.622849,2.3394,0.5385,24.1297,0.2401,2.1853,0.2998,-0.02,19.87,41.19648,-70.88586
HRS2601,19,11,2026-04-27 02:56:24+00:00,32.6089,32.6116,1025.2967,1025.2988,250.382,287.23026,8.732,8.7321,1482.3,1482.3,2.022,2.006,13305.0,554.333,8.7322,8.7323,34.621681,34.624402,2.3401,0.6094,24.1708,0.2377,2.1169,0.2859,0.076,19.75,41.19646,-70.8859
HRS2601,20,1,2026-04-27 05:38:55+00:00,32.4944,32.4962,1025.244,1025.2453,248.438,286.64308,8.8606,8.8615,1482.85,1482.85,14.472,14.358,5438.0,226.542,8.8621,8.863,34.631722,34.634236,2.3272,0.8519,24.0482,0.2449,0.0068341,0.2556,0.116,4.19,41.31308,-70.56832
HRS2601,20,2,2026-04-27 05:39:04+00:00,32.4934,32.4955,1025.2412,1025.2426,248.476,286.6635,8.8577,8.8594,1482.83,1482.84,13.943,13.834,5641.0,235.0,8.8592,8.8608,34.627994,34.631436,2.3274,0.8054,24.0557,0.2444,0.0068341,0.2785,-0.26,4.58,41.31308,-70.56834
HRS2601,20,3,2026-04-27 05:39:14+00:00,32.4953,32.4973,1025.2455,1025.2469,248.299,286.63839,8.861,8.8619,1482.85,1482.86,14.666,14.551,5898.0,245.708,8.8625,8.8635,34.633074,34.635792,2.3261,0.7861,24.0557,0.2444,0.0068341,0.2945,0.098,3.88,41.31306,-70.56838
HRS2601,20,4,2026-04-27 05:39:22+00:00,32.4941,32.4964,1025.2421,1025.2436,248.758,286.64873,8.8599,8.8614,1482.84,1482.85,14.087,13.977,6089.0,253.667,8.8613,8.8628,34.63053,34.634076,2.3295,0.7608,24.0408,0.2454,0.0068341,0.2917,-0.361,4.21,41.31305,-70.5684
HRS2601,20,5,2026-04-27 05:41:05+00:00,32.4916,32.4935,1025.2164,1025.2178,248.29,286.70602,8.8522,8.8526,1482.71,1482.72,8.606,8.539,8565.0,356.833,8.8531,8.8535,34.618548,34.620694,2.327,0.8085,24.0557,0.2444,0.031429,0.2871,0.298,10.2,41.31294,-70.56874
HRS2601,20,6,2026-04-27 05:41:13+00:00,32.4917,32.4934,1025.2154,1025.2167,248.646,286.71068,8.8515,8.852,1482.71,1482.71,8.353,8.288,8743.0,364.25,8.8523,8.8529,34.617863,34.620031,2.3296,0.851,24.0557,0.2444,0.025217,0.2839,0.071,10.26,41.31293,-70.56877
HRS2601,20,7,2026-04-27 05:41:22+00:00,32.4917,32.4934,1025.2151,1025.2164,248.814,286.71305,8.8511,8.8518,1482.7,1482.71,8.276,8.212,8965.0,373.5,8.8519,8.8527,34.617491,34.619816,2.3309,0.8287,24.0557,0.2444,0.0081166,0.2773,0.14,10.42,41.31292,-70.5688
HRS2601,20,8,2026-04-27 05:43:02+00:00,32.4907,32.4926,1025.1842,1025.1855,249.054,286.74761,8.8467,8.848,1482.57,1482.58,1.496,1.484,11362.0,473.375,8.8468,8.8482,34.60913,34.612189,2.3339,0.8012,24.0557,0.2444,2.1995,0.2955,-0.246,16.44,41.3128,-70.56914
HRS2601,20,9,2026-04-27 05:43:10+00:00,32.4909,32.4926,1025.1848,1025.1862,249.277,286.74441,8.8471,8.8473,1482.58,1482.58,1.621,1.609,11555.0,481.417,8.8473,8.8474,34.609734,34.611562,2.3356,0.8008,24.0639,0.2439,2.1292,0.2845,0.057,16.23,41.3128,-70.56918
HRS2601,20,10,2026-04-27 05:43:18+00:00,32.4902,32.492,1025.1838,1025.1852,248.904,286.77559,8.8424,8.8424,1482.55,1482.56,1.347,1.337,11748.0,489.458,8.8426,8.8425,34.604826,34.606547,2.3327,0.7824,24.0721,0.2434,3.1544,0.2555,-0.15,15.73,41.31278,-70.5692
HRS2601,20,11,2026-04-27 05:43:27+00:00,32.49,32.4919,1025.1881,1025.1893,249.011,286.80749,8.8374,8.8392,1482.55,1482.56,2.155,2.138,11966.0,498.542,8.8376,8.8394,34.600649,34.604058,2.3331,0.8165,24.0721,0.2434,2.0261,0.2862,0.336,16.79,41.31278,-70.56924
HRS2601,21,1,2026-04-27 08:59:20+00:00,32.7565,32.7586,1025.5157,1025.5171,255.678,289.58496,8.3158,8.317,1481.07,1481.08,10.934,10.849,10832.0,451.292,8.3169,8.3181,34.400036,34.402978,2.3601,0.3914,24.2695,0.232,0.0068341,0.2858,-0.042,21.78,41.1962,-70.9925
HRS2601,21,2,2026-04-27 08:59:56+00:00,32.7575,32.7594,1025.5156,1025.5169,256.177,289.57881,8.3165,8.3175,1481.07,1481.08,10.754,10.67,11691.0,487.083,8.3175,8.3185,34.401424,34.404134,2.3638,0.4143,24.2695,0.232,0.0068341,0.2804,-0.12,22.05,41.19613,-70.99251
HRS2601,21,3,2026-04-27 09:01:43+00:00,32.7564,32.7584,1025.4719,1025.4732,256.325,289.59808,8.3148,8.3163,1480.91,1480.91,1.313,1.303,14268.0,594.458,8.3149,8.3165,34.393937,34.397203,2.367,0.4228,24.4176,0.2234,3.1669,0.2936,-0.005,31.53,41.196,-70.99252
HRS2601,21,4,2026-04-27 09:01:52+00:00,32.7565,32.7583,1025.4735,1025.4744,256.749,289.58017,8.3175,8.3214,1480.92,1480.94,1.729,1.716,14495.0,603.917,8.3177,8.3215,34.396629,34.401831,2.37,0.4234,24.4258,0.2229,2.2439,0.2801,0.191,31.31,41.19598,-70.99252
