cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN687,1,15,2022-07-29 19:26:48+00:00,32.2016,32.2026,21.9657,21.9693,219.41636,242.283,244.479,22.4571,22.4472,1525.05,1525.02,15811.0,210.810275,658.75,3.496,3.468,22.4578,22.4479,-0.0099,4.682307,4.681483,3.9813,1.0613,0.1577,0.5863,0.9063,18.13,4.0465,2.94,2.9401,2.5538,2.5539,0.1597,1088.4,48.279,0.0,2254.4,41.18964,-70.87441
EN687,1,16,2022-07-29 19:26:54+00:00,32.2037,32.2034,21.9729,21.9697,219.49019,242.731,244.685,22.4373,22.4481,1524.99,1525.02,15955.0,210.810344,664.75,3.263,3.238,22.4379,22.4488,0.0108,4.680669,4.681674,3.9819,1.0605,0.1615,0.6088,0.9022,18.04,4.1751,2.9396,2.9397,2.5516,2.5517,0.1566,1480.7,54.387,0.0,2721.9,41.18966,-70.87438
EN687,1,17,2022-07-29 19:27:02+00:00,32.2037,32.2045,21.9742,21.9742,219.50875,243.415,244.47,22.4326,22.435,1524.98,1524.98,16132.0,210.81043,672.125,3.029,3.006,22.4332,22.4356,0.0025,4.680197,4.680545,3.9795,1.0631,0.1572,0.5831,0.905,18.1,4.3633,2.9423,2.9424,2.5516,2.5517,0.1599,2271.6,62.336,0.0,3644.2,41.18964,-70.87436
EN687,1,18,2022-07-29 19:27:11+00:00,32.2039,32.2045,21.9752,21.9741,219.51903,242.73,245.238,22.4298,22.4353,1524.97,1524.99,16345.0,210.810532,681.0,3.221,3.196,22.4304,22.436,0.0056,4.679974,4.680582,3.9821,1.0604,0.1561,0.5765,0.9022,18.04,4.1095,2.9413,2.9414,2.5554,2.5554,0.1599,1259.9,54.198,0.0,2324.7,41.18964,-70.87434
EN687,1,19,2022-07-29 19:27:19+00:00,32.2041,32.2047,21.9747,21.9782,219.51002,243.537,245.342,22.432,22.421,1524.98,1524.95,16543.0,210.810628,689.25,3.217,3.192,22.4327,22.4217,-0.011,4.680214,4.679231,3.9782,1.0644,0.1578,0.5867,0.9049,18.1,4.1085,2.9457,2.9458,2.5581,2.5582,0.1296,1393.4,71.514,0.0,1945.6,41.18962,-70.87432
EN687,1,20,2022-07-29 19:27:26+00:00,32.2045,32.205,21.9701,21.9707,219.44186,243.326,244.659,22.4495,22.4486,1525.02,1525.02,16726.0,210.810716,696.875,3.083,3.059,22.4502,22.4492,-0.0009,4.681932,4.681908,3.9779,1.0646,0.1663,0.6378,0.9073,18.15,4.0278,2.9428,2.9428,2.5509,2.5509,0.16,1059.5,56.56,0.0,1873.3,41.1896,-70.8743
EN687,1,21,2022-07-29 19:27:35+00:00,32.2044,32.206,21.9754,21.9785,219.51673,243.389,244.813,22.4302,22.4235,1524.97,1524.96,16924.0,210.810812,705.125,3.225,3.2,22.4308,22.4242,-0.0067,4.680073,4.679646,3.9783,1.0643,0.1693,0.6556,0.9006,18.01,3.9607,2.9433,2.9434,2.5539,2.554,0.1599,893.78,48.082,0.0,1858.8,41.1896,-70.87428
EN687,1,22,2022-07-29 19:27:42+00:00,32.2048,32.2052,21.9749,21.976,219.50436,242.955,244.27,22.4333,22.4305,1524.98,1524.97,17097.0,210.810895,712.333,3.135,3.11,22.4339,22.4311,-0.0028,4.680415,4.680202,3.9825,1.06,0.1687,0.6522,0.9106,18.21,3.9853,2.9425,2.9426,2.5531,2.5532,0.1299,950.96,51.278,0.0,1854.6,41.18958,-70.87424
EN687,1,23,2022-07-29 19:27:49+00:00,32.2034,32.2043,21.9624,21.9648,219.34909,243.339,245.362,22.4739,22.4681,1525.09,1525.07,17276.0,210.810981,719.792,3.311,3.285,22.4746,22.4687,-0.0058,4.684138,4.683703,3.983,1.0595,0.1649,0.6296,0.9017,18.03,3.9772,2.9464,2.9465,2.5583,2.5584,0.1607,928.61,49.375,0.0,1880.5,41.18958,-70.87422
EN687,1,24,2022-07-29 19:28:03+00:00,32.2056,32.2061,21.9819,21.9824,219.59254,243.35,244.847,22.4102,22.4099,1524.92,1524.92,17615.0,210.811145,733.917,3.19,3.166,22.4108,22.4105,-0.0003,4.678306,4.678341,3.9804,1.0622,0.1725,0.6753,0.9073,18.15,4.0211,2.9442,2.9443,2.5535,2.5536,0.1162,1026.8,49.484,0.0,2074.9,41.18954,-70.87416
EN687,2,1,2022-07-30 03:00:07+00:00,33.0022,32.9985,24.9776,24.9739,265.17995,217.287,220.175,12.3132,12.3172,1496.21,1496.22,3719.0,211.12508,154.917,41.496,41.17,12.3186,12.3225,0.004,3.825461,3.825433,4.0864,0.9555,0.1134,0.3204,0.2545,5.09,0.0049,2.3041,2.304,2.0207,2.0206,0.1491,1e-12,5.124e-11,0.0,2.041,41.02739,-70.8836
EN687,2,2,2022-07-30 03:00:14+00:00,33.0023,32.9986,24.978,24.9748,265.19079,216.656,219.627,12.3113,12.3133,1496.2,1496.21,3869.0,211.125152,161.167,41.458,41.132,12.3166,12.3187,0.002,3.825283,3.825095,4.0851,0.9568,0.1165,0.3388,0.2555,5.11,0.0049,2.3006,2.3005,2.0171,2.0171,0.1563,1e-12,5.2893e-11,0.0,1.9276,41.02738,-70.8836
EN687,2,3,2022-07-30 03:03:05+00:00,33.0124,33.0095,24.9573,24.9549,264.34454,220.777,223.862,12.4618,12.4629,1496.54,1496.54,7981.0,211.127135,332.5,30.397,30.159,12.4658,12.4668,0.001,3.839536,3.83933,4.181,0.8626,0.1352,0.4509,0.806,16.12,0.0049,2.3435,2.3435,2.0516,2.0516,0.1563,1e-12,5.0138e-11,0.0,2.1166,41.0269,-70.88334
EN687,2,4,2022-07-30 03:03:19+00:00,33.0115,33.0088,24.9577,24.955,264.37594,220.655,223.995,12.4564,12.4595,1496.52,1496.53,8321.0,211.127299,346.667,30.524,30.285,12.4604,12.4635,0.0031,3.838961,3.838955,4.1807,0.8629,0.136,0.4559,0.8074,16.15,0.0049,2.344,2.344,2.0524,2.0524,0.128,1e-12,5.0689e-11,0.0,2.0788,41.02686,-70.88333
EN687,2,5,2022-07-30 03:05:11+00:00,33.053,33.0518,24.8669,24.8593,260.85375,235.301,237.513,13.0877,13.1208,1498.6,1498.71,11013.0,211.128598,458.833,24.902,24.707,13.091,13.1242,0.0332,3.901109,3.90404,4.1882,0.8556,0.2326,1.0355,1.0926,21.85,0.0049,2.4889,2.489,2.168,2.1681,0.1563,1e-12,5.3995e-11,0.0,1.852,41.02664,-70.88314
EN687,2,6,2022-07-30 03:05:18+00:00,33.0477,33.0466,24.8685,24.8668,261.02157,234.922,237.357,13.0584,13.0628,1498.5,1498.51,11168.0,211.128672,465.292,25.075,24.879,13.0617,13.0662,0.0045,3.89785,3.898152,4.1981,0.846,0.2255,0.9931,1.0822,21.64,0.0049,2.4862,2.4862,2.164,2.1641,0.1564,1e-12,5.2342e-11,0.0,1.9654,41.02664,-70.88312
EN687,2,7,2022-07-30 03:05:24+00:00,33.0478,33.0474,24.8684,24.8693,261.01577,234.987,237.599,13.0594,13.0532,1498.51,1498.49,11328.0,211.12875,471.958,25.249,25.052,13.0628,13.0566,-0.0062,3.897963,3.897354,4.1995,0.8447,0.236,1.0559,1.0767,21.53,0.0049,2.4854,2.4854,2.1667,2.1667,0.1317,1e-12,5.3444e-11,0.0,1.8898,41.02662,-70.88312
EN687,2,8,2022-07-30 03:05:31+00:00,33.0466,33.0446,24.8753,24.8709,261.23048,235.266,237.551,13.02,13.0345,1498.38,1498.42,11479.0,211.128822,478.25,25.382,25.184,13.0234,13.0379,0.0145,3.894222,3.895339,4.1985,0.8457,0.2282,1.0093,1.0826,21.65,0.0049,2.4867,2.4867,2.166,2.166,0.1564,1e-12,5.3444e-11,0.0,1.8898,41.02662,-70.8831
EN687,2,9,2022-07-30 03:06:55+00:00,32.9212,32.9198,24.6465,24.6461,257.94379,247.437,248.779,13.6787,13.6754,1500.22,1500.2,13494.0,211.129794,562.208,13.759,13.652,13.6806,13.6773,-0.0033,3.941018,3.940557,3.6734,1.3881,1.2205,6.9629,1.6733,33.47,0.0082,2.6218,2.6219,2.2747,2.2748,0.157,0.000737,0.036099,0.0,2.0032,41.02644,-70.88295
EN687,2,10,2022-07-30 03:07:02+00:00,32.9187,32.9119,24.6422,24.634,257.88837,247.125,248.566,13.6901,13.7046,1500.25,1500.29,13657.0,211.129873,569.0,13.57,13.464,13.692,13.7065,0.0145,3.941785,3.942391,3.5929,1.4783,1.0517,5.9501,1.6818,33.64,0.0198,2.6043,2.6044,2.2609,2.261,0.1569,0.0033879,0.17665,0.0,2.0032,41.02642,-70.88294
EN687,2,11,2022-07-30 03:07:08+00:00,32.9328,32.9264,24.6604,24.6539,258.05276,245.875,248.226,13.6542,13.6623,1500.15,1500.17,13807.0,211.129945,575.25,14.018,13.909,13.6561,13.6642,0.0081,3.940001,3.94007,3.6501,1.4141,0.7174,3.9441,1.6612,33.22,0.0087,2.6061,2.6062,2.2639,2.264,0.1279,0.00083206,0.044927,0.0,1.9276,41.02642,-70.88292
EN687,2,12,2022-07-30 03:07:14+00:00,32.9258,32.9221,24.6522,24.6489,257.99197,246.163,248.032,13.6681,13.6706,1500.19,1500.19,13966.0,211.130022,581.875,13.763,13.656,13.67,13.6725,0.0025,3.940522,3.940358,3.6236,1.4437,1.0838,6.1429,1.6765,33.53,0.0164,2.5998,2.5999,2.2589,2.259,0.1571,0.0025418,0.13634,0.0,1.9276,41.0264,-70.8829
EN687,2,13,2022-07-30 03:07:22+00:00,32.9315,32.9277,24.6586,24.6554,258.03098,244.873,247.18,13.6587,13.6596,1500.16,1500.16,14142.0,211.130107,589.208,13.9,13.792,13.6606,13.6616,0.0009,3.940284,3.939952,3.59,1.4816,0.9627,5.4162,1.6679,33.36,0.0171,2.5989,2.599,2.2564,2.2565,0.1568,0.0027052,0.14422,0.0,1.8898,41.0264,-70.88288
EN687,2,14,2022-07-30 03:07:32+00:00,32.9319,32.9266,24.6593,24.6539,258.04115,244.491,246.777,13.6567,13.6628,1500.16,1500.17,14391.0,211.130227,599.583,13.828,13.721,13.6586,13.6647,0.0061,3.940133,3.940122,3.6447,1.42,0.8277,4.6063,1.6647,33.29,0.0222,2.5935,2.5936,2.2554,2.2555,0.154,0.0039503,0.20118,0.0,2.0032,41.02638,-70.88286
EN687,2,15,2022-07-30 03:09:05+00:00,32.5272,32.5619,22.51,22.5502,223.18034,246.195,241.247,21.3794,21.3286,1522.54,1522.44,16611.0,211.131297,692.083,2.945,2.922,21.38,21.3292,-0.0508,4.620646,4.620162,4.2462,0.7998,0.1858,0.755,2.1988,43.98,1.6044,2.9353,2.9354,2.488,2.4881,0.1582,4.0326,217.74,0.0,1.852,41.02624,-70.88264
EN687,2,16,2022-07-30 03:09:12+00:00,32.4983,32.5508,22.3842,22.4931,221.71049,243.823,238.666,21.76,21.5075,1523.53,1522.91,16788.0,211.131383,699.458,3.035,3.012,21.7606,21.5081,-0.2525,4.653576,4.635964,4.2102,0.8344,0.1846,0.7474,2.2123,44.24,1.766,2.9307,2.9309,2.4909,2.491,0.1426,5.7836,306.61,0.0,1.9276,41.02624,-70.88262
EN687,2,17,2022-07-30 03:09:19+00:00,32.546,32.5349,22.439,22.4284,221.90838,243.343,238.939,21.6923,21.7,1523.4,1523.41,16950.0,211.131461,706.208,3.077,3.053,21.6929,21.7006,0.0077,4.653157,4.65248,4.1916,0.8524,0.1872,0.7628,2.2261,44.52,1.609,2.9206,2.9207,2.4884,2.4884,0.1587,3.9993,214.73,0.0,1.8898,41.02624,-70.88262
EN687,2,18,2022-07-30 03:09:25+00:00,32.5196,32.5221,22.3871,22.3803,221.48899,243.539,240.934,21.8084,21.8399,1523.67,1523.76,17102.0,211.131534,712.542,2.686,2.665,21.8089,21.8405,0.0316,4.660935,4.6643,4.1832,0.8605,0.1924,0.7947,2.2353,44.71,1.7877,2.9266,2.9268,2.5,2.5001,0.1364,6.0713,324.14,0.0,1.8898,41.02622,-70.8826
EN687,2,19,2022-07-30 03:09:33+00:00,32.5389,32.5437,22.4642,22.443,222.36285,244.913,240.593,21.5803,21.6711,1523.09,1523.34,17282.0,211.131621,720.042,2.782,2.76,21.5808,21.6716,0.0908,4.641441,4.650797,4.147,0.8958,0.1954,0.8122,2.2242,44.48,1.6738,2.9238,2.9239,2.4969,2.4969,0.1589,4.5465,233.61,0.0,2.041,41.02622,-70.88258
EN687,2,20,2022-07-30 03:09:39+00:00,32.5131,32.5307,22.3619,22.3877,221.20999,242.994,241.531,21.8816,21.8366,1523.87,1523.77,17447.0,211.1317,726.917,3.0,2.977,21.8822,21.8372,-0.0451,4.667173,4.665091,4.1789,0.8647,0.1902,0.7814,2.2051,44.1,1.5761,2.9245,2.9246,2.5125,2.5126,0.1588,3.6557,197.39,0.0,1.852,41.02622,-70.88256
EN687,2,21,2022-07-30 03:09:46+00:00,32.5194,32.5233,22.3632,22.3707,221.15111,243.227,241.02,21.8943,21.8778,1523.9,1523.86,17611.0,211.13178,733.75,2.845,2.823,21.8948,21.8783,-0.0165,4.669196,4.668098,4.1614,0.8817,0.192,0.792,2.208,44.16,1.7279,2.9232,2.9233,2.5053,2.5054,0.1396,5.443,293.9,0.0,1.852,41.02621,-70.88256
EN687,2,22,2022-07-30 03:09:54+00:00,32.5049,32.5091,22.3158,22.3184,220.65499,241.507,239.541,22.0262,22.0286,1524.23,1524.24,17785.0,211.131863,741.0,2.715,2.694,22.0268,22.0291,0.0023,4.680044,4.680816,4.1661,0.8771,0.1879,0.7673,2.2076,44.15,1.7125,2.9146,2.9147,2.5025,2.5025,0.1592,5.4088,292.05,0.0,1.852,41.0262,-70.88254
EN687,2,23,2022-07-30 03:10:03+00:00,32.5004,32.5034,22.2891,22.2936,220.33339,241.455,239.923,22.1102,22.1025,1524.45,1524.43,18015.0,211.131974,750.583,2.791,2.769,22.1108,22.103,-0.0078,4.687566,4.687211,4.1533,0.8896,0.1963,0.8178,2.1967,43.93,1.73,2.9158,2.9159,2.5057,2.5058,0.1594,5.5291,296.56,0.0,1.8898,41.0262,-70.88252
EN687,2,24,2022-07-30 03:10:19+00:00,32.5098,32.5063,22.3093,22.3025,220.50392,241.326,240.103,22.063,22.0781,1524.34,1524.38,18389.0,211.132155,766.167,3.011,2.988,22.0636,22.0787,0.015,4.684235,4.685239,4.1653,0.8779,0.1881,0.7682,2.2149,44.3,1.6317,2.9155,2.9156,2.508,2.5081,0.1598,4.1559,222.2,0.0,1.8898,41.02616,-70.88248
EN687,3,1,2022-07-30 08:13:00+00:00,34.5557,34.5931,24.0532,24.1149,220.23376,249.299,251.24,21.3728,21.2511,1524.97,1524.69,9020.0,211.342359,375.792,15.166,15.049,21.3757,21.254,-0.1217,4.877003,4.869361,4.3526,0.6996,0.1874,0.7642,2.4919,49.84,0.0644,2.9894,2.9894,2.5911,2.5912,0.1608,0.014577,0.40855,0.0,3.5906,40.69447,-70.77372
EN687,3,2,2022-07-30 08:13:13+00:00,34.5836,34.5775,24.0187,24.032,219.40145,246.718,248.695,21.5752,21.5102,1525.55,1525.37,9326.0,211.342506,388.542,15.388,15.269,21.5781,21.5131,-0.065,4.901052,4.893682,4.3573,0.6951,0.1945,0.8068,2.487,49.74,0.0571,2.9796,2.9797,2.5839,2.584,0.1514,0.01299,0.35498,0.0,3.6662,40.69448,-70.77374
EN687,3,3,2022-07-30 08:14:37+00:00,32.5633,32.5677,21.7125,21.7174,212.05364,216.538,218.772,24.2894,24.2842,1530.1,1530.09,11331.0,211.343473,472.083,3.361,3.335,24.2901,24.2849,-0.0051,4.907468,4.907558,4.4203,0.6369,0.1101,0.3007,3.0812,61.62,1.5604,2.7587,2.7588,2.4061,2.4062,0.1617,3.5215,96.824,0.0,3.6662,40.69448,-70.77388
EN687,3,4,2022-07-30 08:14:54+00:00,32.5578,32.5436,21.7055,21.6902,212.02669,216.479,218.145,24.2988,24.3148,1530.12,1530.14,11758.0,211.343679,489.875,3.59,3.563,24.2996,24.3155,0.016,4.907668,4.907328,4.4209,0.6364,0.1107,0.3038,3.056,61.12,1.554,2.7571,2.7572,2.4015,2.4016,0.1624,3.433,92.683,0.0,3.704,40.69447,-70.77392
EN687,4,1,2022-07-30 09:46:11+00:00,32.0962,32.0957,21.7551,21.7531,217.78573,229.733,221.69,22.9215,22.9272,1526.13,1526.14,8178.0,211.407068,340.708,2.976,2.953,22.9221,22.9278,0.0057,4.713029,4.713499,4.3671,0.686,0.14,0.4796,3.0287,60.57,1.6854,2.8292,2.8292,2.3486,2.3487,0.1303,5.1717,55.849,0.0,9.2601,40.69518,-70.99426
EN687,4,2,2022-07-30 09:46:21+00:00,32.0886,32.087,21.7335,21.7352,217.58333,229.076,225.137,22.9775,22.967,1526.27,1526.24,8416.0,211.407183,350.625,3.152,3.128,22.9782,22.9676,-0.0106,4.71741,4.716186,4.3484,0.7036,0.1398,0.4787,3.0263,60.53,1.4837,2.8237,2.8237,2.4116,2.4117,0.1624,2.8748,31.045,0.0,9.2601,40.69518,-70.99428
EN687,4,3,2022-07-30 09:46:26+00:00,32.0882,32.0726,21.7275,21.7179,217.50956,228.932,226.021,22.9971,22.9894,1526.31,1526.28,8544.0,211.407245,355.958,3.078,3.054,22.9978,22.99,-0.0077,4.719222,4.71644,4.3595,0.6931,0.1389,0.4735,3.0318,60.64,1.4991,2.8233,2.8233,2.4182,2.4182,0.1623,2.985,32.235,0.0,9.2601,40.69518,-70.9943
EN687,4,4,2022-07-30 09:46:32+00:00,32.0894,32.0803,21.7255,21.7219,217.46878,229.252,226.195,23.0074,22.9959,1526.35,1526.31,8688.0,211.407314,361.958,3.24,3.215,23.008,22.9966,-0.0114,4.720376,4.718088,4.3611,0.6916,0.1408,0.4846,3.0007,60.02,1.4778,2.8259,2.826,2.4189,2.4189,0.1626,2.8407,30.677,0.0,9.2601,40.69518,-70.9943
EN687,4,5,2022-07-30 09:46:38+00:00,32.1006,32.0935,21.7213,21.7215,217.2838,228.759,226.118,23.052,23.0324,1526.47,1526.41,8823.0,211.407379,367.583,3.1,3.076,23.0526,23.0331,-0.0195,4.726117,4.723312,4.362,0.6908,0.1378,0.4671,3.0298,60.59,1.495,2.8216,2.8217,2.4194,2.4195,0.1625,2.9551,31.912,0.0,9.2601,40.69518,-70.99432
EN687,5,1,2022-07-30 11:46:58+00:00,34.1141,34.1114,25.8882,25.8857,264.51399,186.615,188.922,12.0593,12.0613,1497.03,1497.03,6660.0,211.490943,277.458,62.515,62.023,12.0674,12.0694,0.002,3.918137,3.918048,3.9023,1.1426,0.08,0.1202,0.1802,3.6,0.005,2.0539,2.0538,1.8095,1.8094,0.3106,1e-12,2.2879e-13,0.0,437.08,40.7006,-70.8843
EN687,5,2,2022-07-30 11:47:05+00:00,34.1137,34.1111,25.8873,25.8852,264.49499,186.458,188.818,12.0628,12.0631,1497.04,1497.04,6840.0,211.49103,284.958,62.58,62.087,12.0709,12.0712,0.0002,3.918434,3.918193,3.9042,1.1406,0.0791,0.1146,0.1769,3.54,0.0049,2.0537,2.0536,1.8084,1.8083,0.3001,1e-12,2.2879e-13,0.0,437.08,40.70065,-70.88434
EN687,5,3,2022-07-30 11:50:11+00:00,33.9914,33.9897,25.5553,25.5536,258.14359,203.82,206.313,13.275,13.2766,1500.6,1500.6,11303.0,211.493182,470.917,40.645,40.327,13.2806,13.2821,0.0015,4.018911,4.018864,4.4173,0.6397,0.1279,0.4073,1.2746,25.49,0.8666,2.2419,2.2419,1.9671,1.9671,0.2555,0.61895,0.18262,0.0,338.92,40.70163,-70.88464
EN687,5,4,2022-07-30 11:50:24+00:00,33.9904,33.9899,25.5576,25.5556,258.22652,203.803,206.73,13.2598,13.2679,1500.55,1500.57,11593.0,211.493322,483.0,40.57,40.252,13.2654,13.2734,0.0081,4.017354,4.018061,4.4161,0.6408,0.1342,0.4451,1.2755,25.51,0.8526,2.2433,2.2433,1.9681,1.9681,0.2161,0.59609,0.17969,0.0,331.74,40.70168,-70.88468
EN687,5,5,2022-07-30 11:50:40+00:00,33.9862,33.9818,25.5571,25.5527,258.30575,204.126,206.598,13.2463,13.2509,1500.5,1500.51,11998.0,211.493517,499.875,40.647,40.329,13.2519,13.2564,0.0046,4.015636,4.015596,4.4153,0.6415,0.1335,0.4409,1.2766,25.53,0.8344,2.2437,2.2437,1.9687,1.9687,0.1734,0.56751,0.17336,0.0,327.35,40.70176,-70.8847
EN687,5,6,2022-07-30 11:50:59+00:00,33.9862,33.9838,25.5567,25.5548,258.29828,204.13,206.642,13.2477,13.2482,1500.5,1500.5,12443.0,211.493732,518.417,40.54,40.223,13.2533,13.2537,0.0004,4.01576,4.015552,4.4156,0.6413,0.1383,0.4699,1.2833,25.67,0.8331,2.2439,2.2439,1.9685,1.9685,0.232,0.5656,0.17653,0.0,320.4,40.70184,-70.88472
EN687,5,7,2022-07-30 11:52:53+00:00,34.3483,34.3417,25.0034,25.0056,238.94322,273.412,274.903,17.0399,17.0093,1512.72,1512.62,15178.0,211.495051,632.375,30.493,30.255,17.0449,17.0143,-0.0306,4.420819,4.417067,4.1692,0.8741,0.4214,2.1682,1.7883,35.76,1.5568,3.0366,3.0368,2.6103,2.6104,0.1612,3.4184,1.1187,0.0,305.58,40.7023,-70.88494
