cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,c2_c1s_m,cstartr0
EN706,015,21,2023-08-11 00:27:26+00:00,20.1963,33.89,12.4838,22.8103,230.99875,195.574,210.448,23.9707,23.9686,1515.95,1530.74,45552.0,223.01905,1897.958,3.188,3.163505483576064,23.9713,23.9693,-0.0021,3.171681,5.052839,4.3968,0.5823,0.0907,0.0579,1.7005,34.01,1.2493,2.1324,2.1327,2.1111,2.1115,0.4001,2.1128,116.28,0.0,1.817,40.14128,-70.87388,1.881158,86.4523
EN706,015,22,2023-08-11 00:27:33+00:00,33.8652,33.8935,22.7889,22.8105,211.39798,174.498,185.376,23.9779,23.9771,1530.73,1530.76,45710.0,223.019127,1904.542,2.999,2.975959000909248,23.9785,23.9778,-0.0007,5.050482,5.054167,4.3961,0.583,0.0902,0.0549,1.7573,35.15,1.3378,2.1296,2.13,2.0883,2.0887,0.3964,2.6687,146.88,0.0,1.817,40.14124,-70.87386,0.003685,86.4379
EN706,015,23,2023-08-11 00:27:41+00:00,33.5697,33.8933,22.5634,22.809,211.78021,167.632,179.32,23.9841,23.9817,1530.43,1530.77,45897.0,223.019217,1912.333,3.354,3.328228707457527,23.9848,23.9824,-0.0024,5.01184,5.054621,4.3949,0.584,0.0907,0.0579,1.1275,22.55,1.1457,2.0767,2.0771,2.0529,2.0533,0.36,1.581,87.015,0.0,1.817,40.14118,-70.87384,0.042781,86.4146
EN706,015,24,2023-08-11 00:27:49+00:00,33.8725,33.8933,22.7924,22.8082,211.36343,170.492,183.495,23.9846,23.9841,1530.76,1530.78,46089.0,223.019309,1920.333,3.102,3.078166893737144,23.9853,23.9848,-0.0005,5.05214,5.054846,4.4003,0.579,0.0933,0.0739,0.5646,11.29,1.1986,2.1197,2.1201,2.0949,2.0953,0.3355,1.7915,98.596,0.0,1.817,40.14112,-70.8738,0.002705,86.5228
EN706,016,1,2023-08-11 04:50:56+00:00,32.9486,32.949,25.1136,25.1154,270.70908,233.475,242.317,11.3586,11.3506,1492.58,1492.55,13404.0,223.202031,558.458,25.282,25.086,11.3617,11.3536,-0.0081,3.731949,3.73126,4.2075,0.7608,0.2423,0.9681,3.5544,71.09,0.0037,2.1677,2.1678,2.1115,2.1116,0.4584,1e-12,5.5037e-11,0.0,1.817,40.3626,-70.77368,NaN,NaN
EN706,016,2,2023-08-11 04:51:03+00:00,32.9537,32.9578,25.1154,25.1182,270.63027,234.246,243.49,11.3706,11.3728,1492.63,1492.64,13565.0,223.202108,565.167,25.33,25.134,11.3737,11.3759,0.0022,3.733555,3.734171,4.2013,0.7668,0.2425,0.9687,3.5502,71.01,0.0037,2.1712,2.1713,2.1157,2.1158,0.4553,1e-12,5.5037e-11,0.0,1.817,40.36258,-70.77368,NaN,NaN
EN706,016,3,2023-08-11 04:53:03+00:00,33.0247,33.028,22.5218,22.5352,217.3165,218.448,226.241,22.6983,22.6596,1526.58,1526.49,16442.0,223.203496,685.042,3.956,3.925,22.699,22.6604,-0.0386,4.812691,4.809331,4.3826,0.5954,0.1038,0.1367,4.6111,92.22,1.3821,2.4536,2.4538,2.3729,2.3731,0.4742,2.8715,158.04,0.0,1.817,40.36238,-70.77336,NaN,NaN
EN706,016,4,2023-08-11 04:53:15+00:00,33.0267,33.0271,22.5237,22.5253,217.31918,218.609,226.24,22.6968,22.6927,1526.58,1526.57,16749.0,223.203644,697.833,3.725,3.696,22.6976,22.6934,-0.0042,4.812804,4.81245,4.3839,0.5943,0.1024,0.1282,4.5997,91.99,1.262,2.4582,2.4584,2.3674,2.3675,0.4397,2.1819,120.08,0.0,1.817,40.36236,-70.77333,NaN,NaN
EN706,018,1,2023-08-11 07:19:32+00:00,33.871,33.7703,26.0188,25.9452,275.15796,183.559,186.748,10.2931,10.2644,1490.88,1490.66,9460.0,223.305221,394.125,81.484,80.841,10.3026,10.2738,-0.0288,3.729988,3.717382,4.265,0.7058,0.086,0.0296,0.5583,11.16,0.0049,1.763,1.763,1.7015,1.7015,0.667,1e-12,5.5037e-11,0.0,1.817,40.36266,-70.99452,NaN,NaN
EN706,018,2,2023-08-11 07:22:16+00:00,32.6074,32.4484,22.5317,22.4155,222.48682,229.462,234.598,21.5234,21.5064,1523.05,1522.83,13406.0,223.307124,558.542,4.859,4.822,21.5244,21.5073,-0.0171,4.644819,4.622933,4.2863,0.6855,0.1359,0.3291,4.4505,89.01,1.2113,2.5048,2.5049,2.3981,2.3983,0.4691,1.891,104.07,0.0,1.817,40.36252,-70.99502,NaN,NaN
EN706,019,1,2023-08-11 08:39:19+00:00,35.1991,34.914,26.5717,26.3615,258.11399,168.659,173.54,12.8659,12.812,1501.51,1500.99,11149.0,223.360631,464.5,89.774,89.064,12.8782,12.8242,-0.054,4.109488,4.074471,4.2181,0.7506,0.0832,0.0135,0.2179,4.36,0.0051,1.7622,1.7622,1.7067,1.7066,0.7668,1e-12,5.5037e-11,0.0,1.817,40.36488,-70.88752,NaN,NaN
EN706,019,2,2023-08-11 08:42:48+00:00,34.467,34.1475,26.2128,25.9646,265.34586,200.17,206.345,11.7911,11.7912,1496.76,1496.37,16161.0,223.363048,673.333,75.806,75.209,11.8008,11.8008,0.0,3.929745,3.897084,4.391,0.5876,0.1096,0.1719,0.9086,18.17,0.0049,1.9535,1.9537,1.8911,1.8913,0.6122,1e-12,5.5037e-11,0.0,1.817,40.36504,-70.88874,NaN,NaN
EN706,019,3,2023-08-11 08:46:02+00:00,33.2759,33.0163,25.7963,25.5932,285.51469,188.371,194.152,8.8152,8.8134,1484.22,1483.9,20819.0,223.365294,867.417,49.236,48.851,8.8203,8.8185,-0.0018,3.535832,3.510843,4.4016,0.5779,0.0949,0.0836,2.2614,45.23,0.0046,1.7674,1.7676,1.7169,1.7171,0.6439,1e-12,5.5037e-11,0.0,1.817,40.3652,-70.88972,NaN,NaN
EN706,019,4,2023-08-11 08:48:31+00:00,33.2761,32.9755,25.5762,25.3459,277.08215,219.951,226.402,10.1722,10.1479,1489.0,1488.55,24404.0,223.367023,1016.792,38.457,38.157,10.1766,10.1523,-0.0244,3.657771,3.625865,4.3167,0.6569,0.2014,0.7227,2.8073,56.14,0.004,2.0246,2.0249,1.9591,1.9593,0.5325,1e-12,5.5037e-11,0.0,1.817,40.36528,-70.89048,NaN,NaN
EN706,019,5,2023-08-11 08:48:42+00:00,33.2906,32.9795,25.5754,25.3418,276.62198,216.839,222.569,10.2437,10.1906,1489.27,1488.7,24665.0,223.367149,1027.667,38.226,37.928,10.2481,10.195,-0.0531,3.66569,3.630096,4.3162,0.6573,0.2091,0.7682,2.8145,56.29,0.0039,2.0113,2.0116,1.9437,1.9439,0.5301,1e-12,5.5037e-11,0.0,1.817,40.36528,-70.89052,NaN,NaN
EN706,019,6,2023-08-11 08:48:50+00:00,33.2538,32.9432,25.5983,25.3579,278.55152,217.565,223.786,9.9377,9.9255,1488.13,1487.71,24844.0,223.367235,1035.125,38.562,38.261,9.942,9.9298,-0.0122,3.634319,3.602686,4.3225,0.6514,0.2083,0.7638,2.8006,56.01,0.004,2.0056,2.0058,1.9415,1.9417,0.5362,1e-12,5.5037e-11,0.0,1.817,40.36528,-70.89054,NaN,NaN
EN706,019,7,2023-08-11 08:49:01+00:00,33.2839,32.9527,25.5905,25.3409,277.35919,213.336,218.556,10.124,10.0719,1488.83,1488.24,25127.0,223.367372,1046.917,38.115,37.818,10.1283,10.0762,-0.0521,3.654146,3.616756,4.3244,0.6497,0.1895,0.6512,2.8114,56.23,0.0039,1.9921,1.9923,1.9271,1.9273,0.552,1e-12,5.5037e-11,0.0,1.817,40.3653,-70.89063,NaN,NaN
EN706,019,8,2023-08-11 08:50:50+00:00,33.7279,33.3583,25.4889,25.2029,262.36972,236.1,242.376,12.5813,12.5789,1497.79,1497.34,27729.0,223.368627,1155.333,29.861,29.629,12.5853,12.5829,-0.0024,3.925268,3.886449,4.2523,0.7177,0.255,1.0442,3.229,64.58,0.0038,2.2405,2.2408,2.1639,2.1642,0.486,1e-12,5.5037e-11,0.0,1.817,40.36538,-70.89126,NaN,NaN
EN706,019,9,2023-08-11 08:50:58+00:00,33.7361,33.3563,25.4967,25.2029,262.39473,235.955,242.16,12.574,12.571,1497.77,1497.31,27933.0,223.368725,1163.833,29.695,29.464,12.5779,12.5749,-0.003,3.925434,3.885491,4.2509,0.7191,0.2542,1.0395,3.2313,64.63,0.0037,2.2409,2.2412,2.1637,2.164,0.4611,1e-12,5.5037e-11,0.0,1.817,40.36538,-70.89129,NaN,NaN
EN706,019,10,2023-08-11 08:51:08+00:00,33.7447,33.3519,25.5085,25.2032,262.52229,235.609,242.332,12.5478,12.5518,1497.69,1497.24,28176.0,223.368842,1173.958,29.787,29.556,12.5518,12.5557,0.004,3.923883,3.883266,4.2525,0.7176,0.2721,1.1466,3.2305,64.61,0.0037,2.238,2.2383,2.1623,2.1626,0.4866,1e-12,5.5037e-11,0.0,1.817,40.3654,-70.89137,NaN,NaN
EN706,019,11,2023-08-11 08:51:16+00:00,33.7626,33.3624,25.5124,25.2028,262.20734,235.876,242.623,12.5994,12.5961,1497.88,1497.4,28347.0,223.368925,1181.083,29.554,29.324,12.6033,12.6,-0.0033,3.930573,3.888451,4.2511,0.7189,0.2654,1.1063,3.2404,64.81,0.0037,2.2379,2.2382,2.1621,2.1624,0.4981,1e-12,5.5037e-11,0.0,1.817,40.3654,-70.89141,NaN,NaN
EN706,019,12,2023-08-11 08:51:27+00:00,33.7691,33.3603,25.5208,25.2031,262.29193,235.868,242.48,12.5817,12.5857,1497.84,1497.36,28629.0,223.369061,1192.833,29.792,29.561,12.5857,12.5896,0.0039,3.929605,3.887273,4.2532,0.717,0.2506,1.0173,3.2301,64.6,0.0037,2.2407,2.241,2.1655,2.1658,0.5014,1e-12,5.5037e-11,0.0,1.817,40.36542,-70.89148,NaN,NaN
EN706,019,13,2023-08-11 08:51:35+00:00,33.7756,33.3627,25.5255,25.2033,262.26862,235.855,242.667,12.5838,12.5945,1497.85,1497.39,28802.0,223.369144,1200.042,29.652,29.421,12.5877,12.5984,0.0107,3.930476,3.888336,4.2509,0.7191,0.2593,1.0703,3.2346,64.69,0.0038,2.2415,2.2417,2.165,2.1653,0.4677,1e-12,5.5037e-11,0.0,1.817,40.36542,-70.89153,NaN,NaN
EN706,019,14,2023-08-11 08:53:39+00:00,35.25,34.6513,24.8053,24.3499,222.48687,259.591,265.318,20.5488,20.546,1523.6,1522.93,31783.0,223.370582,1324.25,19.931,19.776,20.5525,20.5497,-0.0028,4.879741,4.805559,4.3132,0.6602,0.1382,0.3435,3.7251,74.5,0.0037,2.7656,2.766,2.6494,2.6498,0.4529,1e-12,5.5037e-11,0.0,1.817,40.36548,-70.89226,NaN,NaN
EN706,019,15,2023-08-11 08:53:46+00:00,35.2901,34.6974,24.8279,24.375,222.30949,258.014,264.249,20.5782,20.5834,1523.73,1523.09,31950.0,223.370662,1331.208,20.07,19.914,20.582,20.5872,0.0052,4.887719,4.81505,4.3114,0.6618,0.1341,0.3185,3.7115,74.23,0.0036,2.7612,2.7616,2.6462,2.6466,0.4714,1e-12,5.5037e-11,0.0,1.817,40.36548,-70.89232,NaN,NaN
EN706,019,16,2023-08-11 08:53:53+00:00,35.2701,34.6731,24.8183,24.367,222.42321,256.905,263.608,20.5573,20.544,1523.65,1522.95,32115.0,223.370742,1338.083,19.882,19.728,20.561,20.5477,-0.0133,4.883083,4.80805,4.3124,0.6609,0.1389,0.3471,3.7217,74.43,0.0037,2.7524,2.7527,2.6373,2.6376,0.4546,1e-12,5.5037e-11,0.0,1.817,40.36548,-70.89235,NaN,NaN
EN706,019,17,2023-08-11 08:56:59+00:00,33.8952,32.9249,23.2134,22.4777,216.50573,219.399,224.85,22.5867,22.5863,1527.26,1526.19,36580.0,223.372895,1524.125,4.655,4.619,22.5877,22.5873,-0.0004,4.914506,4.788806,4.3608,0.6156,0.1072,0.1572,4.4677,89.35,1.0174,2.4711,2.4714,2.3677,2.368,0.467,1.1622,63.965,0.0,1.817,40.36564,-70.89334,NaN,NaN
EN706,019,18,2023-08-11 08:57:08+00:00,33.9021,32.925,23.2194,22.4786,216.50517,219.178,224.704,22.5844,22.5836,1527.25,1526.18,36802.0,223.373002,1533.375,4.252,4.219,22.5852,22.5845,-0.0007,4.91514,4.788526,4.3665,0.6104,0.1113,0.1819,4.4787,89.57,1.1249,2.4711,2.4714,2.3646,2.3649,0.4523,1.5284,84.118,0.0,1.817,40.36566,-70.8934,NaN,NaN
EN706,019,19,2023-08-11 08:57:15+00:00,33.9075,32.9262,23.2224,22.4785,216.48388,219.554,225.037,22.5879,22.5871,1527.27,1526.19,36961.0,223.373079,1540.0,4.475,4.441,22.5888,22.5879,-0.0009,4.916206,4.789037,4.3661,0.6107,0.108,0.1623,4.5638,91.28,1.0681,2.4733,2.4737,2.37,2.3703,0.4413,1.305,71.821,0.0,1.817,40.36566,-70.89342,NaN,NaN
EN706,019,20,2023-08-11 08:57:21+00:00,33.9121,32.9269,23.2262,22.4797,216.48128,219.605,225.171,22.5869,22.5848,1527.28,1526.19,37120.0,223.373155,1546.625,4.526,4.491,22.5878,22.5857,-0.0021,4.916699,4.788905,4.3609,0.6156,0.1078,0.1612,4.494,89.88,1.0878,2.4743,2.4747,2.3703,2.3706,0.4534,1.3909,76.549,0.0,1.817,40.36566,-70.89348,NaN,NaN
EN706,019,21,2023-08-11 08:57:30+00:00,33.9164,32.9277,23.2292,22.4795,216.47132,219.978,224.519,22.5878,22.5875,1527.29,1526.21,37339.0,223.373261,1555.75,5.015,4.976,22.5888,22.5885,-0.0003,4.917383,4.789303,4.3661,0.6107,0.1088,0.1669,4.5363,90.73,1.0139,2.4732,2.4735,2.3656,2.3659,0.4472,1.1564,63.644,0.0,1.817,40.36568,-70.89352,NaN,NaN
EN706,019,22,2023-08-11 08:57:37+00:00,33.9226,32.9313,23.2332,22.4817,216.45254,219.638,224.054,22.5906,22.5898,1527.29,1526.2,37507.0,223.373342,1562.75,4.179,4.147,22.5914,22.5906,-0.0009,4.918411,4.78995,4.3655,0.6112,0.1128,0.191,4.5059,90.12,1.063,2.4748,2.4751,2.3656,2.3659,0.4539,1.3006,71.58,0.0,1.817,40.36568,-70.89354,NaN,NaN
EN706,019,23,2023-08-11 08:57:44+00:00,33.9254,32.9321,23.2344,22.4812,216.43567,219.529,224.253,22.594,22.5934,1527.3,1526.21,37662.0,223.373417,1569.208,4.311,4.278,22.5948,22.5942,-0.0006,4.919125,4.790409,4.3656,0.6112,0.1131,0.1925,4.5501,91.0,1.1258,2.4729,2.4732,2.3646,2.3649,0.4253,1.5314,84.283,0.0,1.817,40.36568,-70.89357,NaN,NaN
EN706,019,24,2023-08-11 08:58:00+00:00,33.9346,32.9392,23.2396,22.4847,216.40051,219.477,224.311,22.5998,22.6001,1527.33,1526.24,38044.0,223.373601,1585.125,4.457,4.423,22.6007,22.601,0.0003,4.920899,4.792001,4.3657,0.6111,0.1107,0.1781,4.4931,89.86,1.0778,2.4739,2.4742,2.3684,2.3686,0.3907,1.3529,74.458,0.0,1.817,40.3657,-70.89362,NaN,NaN
EN706,020,1,2023-08-11 20:48:52+00:00,33.0772,32.8188,25.3704,25.1693,275.68284,169.84,175.189,10.4682,10.4663,1490.03,1489.71,13801.0,223.867257,575.0,50.798,50.398,10.4741,10.4722,-0.0019,3.665534,3.639615,4.1454,0.8211,0.0964,0.0922,0.2584,5.17,0.3891,1.6879,1.688,1.6382,1.6382,0.6229,0.17363,0.0087538,0.0,1983.4,40.86159,-70.88044,NaN,NaN
EN706,020,2,2023-08-11 20:48:59+00:00,33.0796,32.819,25.3722,25.1694,275.67766,169.853,175.037,10.4683,10.4666,1490.03,1489.7,13989.0,223.867348,582.833,50.593,50.196,10.4742,10.4724,-0.0018,3.665768,3.63964,4.145,0.8215,0.0977,0.1004,0.2673,5.35,0.3923,1.6884,1.6885,1.6375,1.6375,0.6382,0.17578,0.0088422,0.0,1988.0,40.86157,-70.88042,NaN,NaN
EN706,020,3,2023-08-11 20:51:10+00:00,33.074,32.7779,25.2583,25.0294,271.99219,193.478,200.679,11.0949,11.0864,1492.03,1491.64,17114.0,223.868855,713.042,38.105,37.806,11.0995,11.091,-0.0085,3.721399,3.690675,4.2607,0.7098,0.2106,0.7778,0.8883,17.77,1.0005,1.8793,1.8794,1.8239,1.824,0.4694,1.0887,0.056046,0.0,1942.5,40.86134,-70.88008,NaN,NaN
EN706,020,4,2023-08-11 20:51:40+00:00,33.0819,32.7782,25.2588,25.0199,271.79288,194.515,200.958,11.1265,11.141,1492.15,1491.83,17853.0,223.869211,743.833,38.216,37.917,11.1311,11.1456,0.0145,3.725076,3.695643,4.2608,0.7097,0.2313,0.9019,0.8783,17.56,0.974,1.8871,1.8872,1.8276,1.8277,0.4697,1.0173,0.052972,0.0,1920.5,40.86124,-70.88002,NaN,NaN
EN706,020,5,2023-08-11 20:54:24+00:00,33.0378,32.6858,25.1679,24.8922,270.05757,203.743,209.765,11.4414,11.4525,1493.07,1492.68,21776.0,223.871103,907.292,30.522,30.283,11.4451,11.4562,0.0111,3.748857,3.713944,4.2242,0.7447,0.2667,1.1145,1.2549,25.1,1.4579,1.9562,1.9563,1.8948,1.8949,0.4806,3.3504,0.17606,0.0,1903.2,40.86107,-70.87962,NaN,NaN
EN706,020,6,2023-08-11 20:54:30+00:00,33.0411,32.6866,25.1638,24.8868,269.84377,204.362,210.398,11.4775,11.4857,1493.2,1492.8,21934.0,223.871179,913.875,30.473,30.235,11.4812,11.4894,0.0082,3.752471,3.717024,4.2221,0.7467,0.2633,1.0936,1.254,25.08,1.4679,1.9548,1.9549,1.8937,1.8939,0.4829,3.4326,0.18005,0.0,1906.6,40.86105,-70.8796,NaN,NaN
EN706,020,7,2023-08-11 20:54:40+00:00,33.0413,32.6894,25.1528,24.8806,269.49145,202.585,207.944,11.5388,11.5319,1493.4,1492.96,22158.0,223.871287,923.208,30.251,30.015,11.5425,11.5356,-0.0069,3.75807,3.721466,4.2349,0.7344,0.2751,1.1647,1.2681,25.36,1.479,1.952,1.9521,1.8884,1.8885,0.4835,3.5227,0.18266,0.0,1928.5,40.86101,-70.87958,NaN,NaN
EN706,020,8,2023-08-11 20:55:11+00:00,33.0499,32.6921,25.1426,24.8647,268.94782,202.681,208.051,11.6308,11.6307,1493.73,1493.3,22910.0,223.87165,954.542,30.105,29.869,11.6346,11.6344,-0.0002,3.767349,3.73067,4.2267,0.7423,0.2815,1.203,1.2729,25.46,1.5094,1.9493,1.9494,1.8863,1.8864,0.4871,3.7879,0.19564,0.0,1936.1,40.86101,-70.8795,NaN,NaN
EN706,020,9,2023-08-11 20:55:21+00:00,33.0488,32.6924,25.1508,24.8745,269.23228,198.728,205.51,11.5815,11.5783,1493.56,1493.13,23141.0,223.871761,964.167,30.431,30.193,11.5852,11.5821,-0.0031,3.762745,3.72599,4.2286,0.7405,0.2866,1.2337,1.2634,25.27,1.4839,1.9382,1.9383,1.8761,1.8762,0.4739,3.5645,0.1823,0.0,1955.4,40.86098,-70.87949,NaN,NaN
EN706,020,10,2023-08-11 20:57:10+00:00,32.9913,32.6067,24.955,24.6563,264.7871,222.371,228.902,12.3899,12.3924,1496.15,1495.71,25754.0,223.873021,1073.042,23.503,23.32,12.3929,12.3955,0.0025,3.830364,3.790473,4.117,0.8489,0.3395,1.5508,1.6116,32.23,2.122,2.1251,2.1252,2.0578,2.058,0.4137,15.904,0.80278,0.0,1981.0,40.8608,-70.87924,NaN,NaN
EN706,020,11,2023-08-11 20:57:17+00:00,32.9953,32.6079,24.959,24.6576,264.80582,222.726,229.032,12.3852,12.3903,1496.14,1495.7,25921.0,223.873102,1080.0,23.511,23.328,12.3882,12.3933,0.0051,3.830349,3.790405,4.1199,0.8461,0.3401,1.5544,1.6161,32.32,2.1145,2.1276,2.1278,2.0594,2.0596,0.454,15.628,0.79158,0.0,1974.3,40.86079,-70.87922,NaN,NaN
EN706,020,12,2023-08-11 20:57:24+00:00,32.9919,32.6049,24.9532,24.6535,264.72044,222.725,229.097,12.4017,12.3998,1496.19,1495.72,26104.0,223.87319,1087.625,23.228,23.047,12.4047,12.4028,-0.002,3.831496,3.79094,4.1213,0.8447,0.3277,1.4804,1.6285,32.57,2.1394,2.1285,2.1287,2.0598,2.06,0.4481,16.562,0.84135,0.0,1968.6,40.8608,-70.8792,NaN,NaN
EN706,020,13,2023-08-11 20:57:32+00:00,32.996,32.6071,24.9573,24.6562,264.74279,222.841,229.0,12.3963,12.3945,1496.18,1495.71,26302.0,223.873286,1095.875,23.309,23.127,12.3994,12.3975,-0.0018,3.831429,3.790692,4.1185,0.8475,0.313,1.392,1.6301,32.6,2.1108,2.1293,2.1295,2.0597,2.0599,0.4061,15.505,0.78684,0.0,1970.4,40.86075,-70.87918,NaN,NaN
EN706,020,14,2023-08-11 20:57:42+00:00,33.0067,32.6144,24.9709,24.6662,264.87387,222.395,229.052,12.3691,12.3715,1496.1,1495.64,26536.0,223.873398,1105.625,23.328,23.146,12.3722,12.3745,0.0024,3.830057,3.789366,4.1119,0.854,0.358,1.662,1.621,32.42,2.1219,2.1257,2.1258,2.0597,2.0599,0.4441,15.899,0.8049,0.0,1975.3,40.86074,-70.87917,NaN,NaN
EN706,020,15,2023-08-11 20:59:31+00:00,32.8882,32.4817,24.8007,24.4865,262.85596,223.774,230.48,12.7759,12.7731,1497.2,1496.71,29139.0,223.874654,1214.083,15.443,15.322,12.7779,12.7752,-0.0028,3.854506,3.81146,4.081,0.8846,0.2866,1.2338,2.0199,40.4,2.7813,2.1592,2.1594,2.0943,2.0945,0.4308,73.016,3.684,0.0,1982.0,40.86055,-70.87894,NaN,NaN
EN706,020,16,2023-08-11 20:59:38+00:00,32.8993,32.4903,24.806,24.4902,262.74045,224.633,231.611,12.7933,12.7882,1497.27,1496.77,29325.0,223.874743,1221.833,15.482,15.362,12.7953,12.7903,-0.005,3.857275,3.813742,4.0819,0.8837,0.2762,1.1712,2.0132,40.26,2.7764,2.1673,2.1675,2.1046,2.1048,0.4547,72.213,3.6533,0.0,1976.5,40.86051,-70.87893,NaN,NaN
EN706,020,17,2023-08-11 20:59:46+00:00,32.8813,32.4756,24.7971,24.4835,262.9169,225.943,231.273,12.7671,12.7638,1497.16,1496.67,29499.0,223.874827,1229.083,15.226,15.107,12.7691,12.7658,-0.0033,3.852965,3.809953,4.0784,0.8872,0.28,1.1941,2.0211,40.42,2.8122,2.1691,2.1693,2.1007,2.1009,0.4401,78.482,3.9825,0.0,1970.6,40.86048,-70.87892,NaN,NaN
EN706,020,18,2023-08-11 21:01:41+00:00,32.8882,32.2976,22.7149,22.2667,221.64109,235.044,241.352,21.6334,21.6322,1523.64,1522.99,32258.0,223.876158,1344.042,4.341,4.307,21.6343,21.633,-0.0012,4.691175,4.615729,4.0887,0.8769,0.1575,0.4588,2.5562,51.12,3.8305,2.564,2.5642,2.4615,2.4616,0.4451,823.01,41.557,0.0,1980.4,40.86028,-70.87864,NaN,NaN
EN706,020,19,2023-08-11 21:01:47+00:00,32.9086,32.2977,22.73,22.2667,221.6052,235.173,241.524,21.635,21.6328,1523.67,1522.99,32411.0,223.876232,1350.417,4.177,4.145,21.6358,21.6336,-0.0022,4.69392,4.615794,4.0847,0.8809,0.1596,0.4715,2.5817,51.64,3.8142,2.5666,2.5668,2.4605,2.4607,0.4694,798.21,40.573,0.0,1967.0,40.86022,-70.87864,NaN,NaN
EN706,020,20,2023-08-11 21:01:53+00:00,32.9281,32.2977,22.7455,22.2673,221.58827,235.371,241.497,21.6321,21.6306,1523.68,1522.98,32564.0,223.876305,1356.792,4.104,4.073,21.6329,21.6314,-0.0015,4.696112,4.615581,4.0884,0.8772,0.1602,0.4754,2.5801,51.6,3.8298,2.5671,2.5673,2.463,2.4632,0.4439,828.06,42.181,0.0,1963.2,40.8602,-70.87862,NaN,NaN
EN706,020,21,2023-08-11 21:02:00+00:00,32.9463,32.298,22.759,22.2667,221.55687,235.019,241.871,21.6333,21.6335,1523.7,1522.99,32721.0,223.876381,1363.333,4.104,4.072,21.6341,21.6343,0.0002,4.698552,4.615902,4.0867,0.8789,0.1634,0.4947,2.5647,51.3,3.8347,2.5651,2.5653,2.4635,2.4637,0.4579,828.95,42.055,0.0,1971.1,40.86019,-70.8786,NaN,NaN
EN706,020,22,2023-08-11 21:02:10+00:00,32.9727,32.298,22.7791,22.2673,221.5181,235.469,241.658,21.6334,21.6311,1523.73,1522.98,32974.0,223.876503,1373.875,4.258,4.225,21.6342,21.6319,-0.0023,4.701925,4.615673,4.089,0.8766,0.1574,0.4585,2.5596,51.19,3.817,2.5673,2.5675,2.4607,2.4609,0.4486,796.63,40.318,0.0,1975.9,40.86018,-70.87858,NaN,NaN
EN706,020,23,2023-08-11 21:02:22+00:00,32.9984,32.2979,22.7988,22.267,221.48309,234.959,241.058,21.6328,21.6321,1523.76,1522.98,33251.0,223.876637,1385.417,4.108,4.076,21.6336,21.6329,-0.0007,4.705132,4.615754,4.0856,0.88,0.1621,0.4867,2.5584,51.17,3.8467,2.5637,2.5639,2.4617,2.4618,0.4369,857.97,43.894,0.0,1954.8,40.86014,-70.87854,NaN,NaN
EN706,020,24,2023-08-11 21:02:29+00:00,33.0118,32.2978,22.8084,22.2669,221.45601,234.949,241.397,21.6347,21.6322,1523.78,1522.98,33409.0,223.876713,1392.0,4.096,4.064,21.6355,21.633,-0.0025,4.707026,4.615746,4.0898,0.8758,0.1584,0.4643,2.5827,51.65,3.8319,2.5644,2.5646,2.4616,2.4617,0.4384,824.63,42.281,0.0,1950.5,40.86012,-70.87854,NaN,NaN
EN706,021,1,2023-08-12 00:33:58+00:00,32.6666,32.4745,24.5944,24.4465,262.28956,213.64,219.475,12.9543,12.95,1497.5,1497.26,6050.0,224.023577,252.042,13.16,13.058,12.9561,12.9517,-0.0044,3.847336,3.826621,3.9402,1.0271,0.3473,1.5979,1.8067,36.13,0.0755,2.0778,2.0778,2.0064,2.0064,0.4166,0.02129,1.1717,0.0,1.817,41.02564,-70.77426,NaN,NaN
EN706,021,2,2023-08-12 00:34:05+00:00,32.6725,32.4737,24.5976,24.4428,262.2411,219.992,226.942,12.9612,12.9659,1497.53,1497.31,6229.0,224.023663,259.5,13.277,13.174,12.963,12.9677,0.0047,3.848599,3.827994,3.9537,1.0132,0.3204,1.4363,1.8049,36.1,0.0671,2.1119,2.1119,2.0412,2.0412,0.4121,0.018499,1.0181,0.0,1.817,41.0256,-70.77424,NaN,NaN
EN706,021,3,2023-08-12 00:35:19+00:00,32.1908,31.8999,22.852,22.6379,233.22294,244.622,250.65,19.0929,19.0615,1515.83,1515.41,8012.0,224.024523,333.792,3.214,3.189,19.0935,19.062,-0.0314,4.361624,4.323394,3.9237,1.0442,0.2196,0.8318,2.31,46.2,1.4192,2.5373,2.5373,2.4325,2.4325,0.4417,3.1133,171.35,0.0,1.817,41.02536,-70.77404,NaN,NaN
EN706,021,4,2023-08-12 00:35:26+00:00,32.2146,31.8981,22.8695,22.6283,233.17548,244.003,250.513,19.0953,19.0943,1515.86,1515.5,8169.0,224.024599,340.333,3.148,3.123,19.0958,19.0949,-0.001,4.364729,4.326237,3.9252,1.0426,0.2173,0.818,2.3274,46.55,1.3894,2.5372,2.5373,2.4371,2.4371,0.4012,2.879,158.45,0.0,1.817,41.02534,-70.77402,NaN,NaN
