cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,c2_c1s_m,cstartr0
EN706,007,4,2023-08-09 15:09:18+00:00,34.4404,34.4425,22.6291,22.6303,203.76796,200.266,206.951,25.9412,25.9425,1536.14,1536.14,39232.0,221.631454,1634.625,5.287,5.246,25.9424,25.9437,0.0013,5.329107,5.32954,4.4289,0.5528,0.075,-0.036,0.3235,6.47,3.9998,2.4157,2.4167,2.3235,2.3245,0.3407,1229.5,53.548,0.0,2296.1,39.7804,-70.77816,NaN,NaN
EN706,008,1,2023-08-09 17:33:10+00:00,34.3868,34.3898,25.7681,25.7581,255.04662,215.404,225.066,13.7295,13.7894,1502.65,1502.85,31989.0,221.731364,1332.833,45.842,45.487,13.7359,13.7959,0.06,4.104607,4.110686,4.2871,0.6847,0.281,1.1997,0.1467,2.93,2.3355,2.1167,2.1179,2.062,2.0631,0.5251,26.097,1.2358,0.0,2112.0,39.77312,-71.00257,NaN,NaN
EN706,008,2,2023-08-09 17:33:30+00:00,34.334,34.33,25.8106,25.8082,257.27273,213.237,221.665,13.3226,13.3195,1501.27,1501.26,32467.0,221.731594,1352.75,46.982,46.618,13.3291,13.326,-0.0032,4.060081,4.059356,4.3183,0.6553,0.2523,1.0276,0.5864,11.73,2.2392,2.1012,2.1024,2.0476,2.0487,0.5413,20.874,0.97656,0.0,2137.5,39.77308,-71.0027,NaN,NaN
EN706,008,3,2023-08-09 17:39:27+00:00,34.2302,34.2311,22.5046,22.5055,204.41421,201.911,209.03,25.8313,25.8308,1535.65,1535.65,41029.0,221.735723,1709.5,5.356,5.315,25.8325,25.832,-0.0005,5.288872,5.288946,4.4453,0.5378,0.0865,0.0329,1.0311,20.62,3.7786,2.4224,2.4235,2.3306,2.3316,0.3893,736.03,34.536,0.0,2130.9,39.77264,-71.00454,NaN,NaN
EN706,009,1,2023-08-09 19:55:15+00:00,35.0466,35.0456,27.5813,27.5807,300.27459,203.53,210.771,6.0192,6.0182,1483.39,1483.38,18323.0,221.830028,763.417,507.035,502.545,6.0642,6.0632,-0.001,3.469555,3.46937,4.4936,0.494,0.0797,-0.0082,0.0245,0.49,0.0059,1.7197,1.7206,1.676,1.677,1.2636,1e-12,1.9385e-13,0.0,516.32,39.77343,-70.88525,NaN,NaN
EN706,009,2,2023-08-09 19:55:24+00:00,35.0463,35.0461,27.5809,27.5811,300.26684,203.699,211.337,6.0205,6.0178,1483.38,1483.37,18542.0,221.830134,772.542,506.423,501.938,6.0654,6.0628,-0.0027,3.469605,3.469349,4.4939,0.4938,0.0807,-0.0016,0.0237,0.48,0.0059,1.7213,1.7223,1.678,1.679,1.2643,1e-12,1.7569e-13,0.0,632.94,39.7734,-70.8853,NaN,NaN
EN706,009,3,2023-08-09 20:01:02+00:00,35.1407,35.1384,27.24,27.2384,281.0479,130.004,134.405,8.8947,8.8937,1491.11,1491.1,26657.0,221.834047,1110.667,303.708,301.166,8.9278,8.9268,-0.001,3.735027,3.73471,4.4894,0.4978,0.0815,0.0029,0.0257,0.51,0.0059,1.3631,1.3637,1.3284,1.329,1.4726,1e-12,1.8227e-13,0.0,548.66,39.77282,-70.88662,NaN,NaN
EN706,009,4,2023-08-09 20:06:13+00:00,35.8101,35.8064,26.7567,26.755,249.84739,183.561,190.285,14.2454,14.2398,1507.64,1507.61,34118.0,221.837645,1421.542,141.977,140.844,14.2663,14.2606,-0.0057,4.313398,4.31243,4.4828,0.5038,0.0788,-0.0131,0.025,0.5,0.1575,1.9048,1.9061,1.8501,1.8514,0.9192,0.051147,0.0026874,0.0,1903.5,39.77228,-70.88748,NaN,NaN
EN706,009,5,2023-08-09 20:10:20+00:00,35.2911,35.2872,26.2733,26.2703,248.82879,193.254,200.393,14.6389,14.6388,1506.97,1506.97,40035.0,221.840499,1668.083,64.682,64.177,14.6485,14.6484,-0.0001,4.291763,4.291329,4.421,0.56,0.1447,0.3824,0.6313,12.63,1.4975,1.9968,1.9981,1.9421,1.9434,0.6302,3.6814,0.19618,0.0,1876.5,39.77182,-70.88836,NaN,NaN
EN706,009,6,2023-08-09 20:10:27+00:00,35.272,35.2696,26.2607,26.2589,248.91093,193.428,201.089,14.6291,14.6291,1506.91,1506.91,40207.0,221.840582,1675.25,64.178,63.678,14.6386,14.6386,0.0,4.288685,4.288424,4.419,0.562,0.1472,0.3971,1.1862,23.72,1.5199,1.9992,2.0005,1.9435,1.9448,0.5935,3.8838,0.20553,0.0,1889.5,39.7718,-70.88838,NaN,NaN
EN706,009,7,2023-08-09 20:10:35+00:00,35.2607,35.2587,26.2533,26.2516,248.96112,192.968,200.745,14.6229,14.6239,1506.87,1506.87,40397.0,221.840673,1683.167,63.903,63.405,14.6324,14.6334,0.001,4.286834,4.286715,4.4184,0.5625,0.1536,0.4357,0.638,12.76,1.5239,1.9945,1.9958,1.9409,1.9422,0.6243,3.9207,0.20804,0.0,1884.6,39.77178,-70.8884,NaN,NaN
EN706,009,8,2023-08-09 20:13:26+00:00,35.1491,35.1491,26.0253,26.0257,245.97022,218.832,226.257,15.2696,15.2679,1508.66,1508.65,44513.0,221.842658,1854.667,56.445,56.006,15.2783,15.2766,-0.0017,4.338106,4.337933,4.3308,0.6436,0.2501,1.0145,0.0213,0.43,1.8508,2.2188,2.2201,2.1558,2.1571,0.4135,8.4621,0.44715,0.0,1892.2,39.7714,-70.88896,NaN,NaN
EN706,009,9,2023-08-09 20:13:33+00:00,35.1402,35.1408,26.0108,26.0116,245.81802,219.862,226.901,15.3041,15.3028,1508.75,1508.75,44676.0,221.842737,1861.458,56.034,55.598,15.3127,15.3114,-0.0013,4.340503,4.340446,4.3241,0.6499,0.2674,1.1186,0.0269,0.54,1.8696,2.2281,2.2294,2.1565,2.1578,0.4531,8.8439,0.46727,0.0,1892.6,39.77139,-70.88898,NaN,NaN
EN706,009,10,2023-08-09 20:13:40+00:00,35.1312,35.132,25.996,25.997,245.66036,219.835,227.281,15.3397,15.338,1508.84,1508.83,44844.0,221.842818,1868.458,55.33,54.9,15.3482,15.3464,-0.0018,4.343003,4.342916,4.3229,0.651,0.2758,1.1683,1.1797,23.59,1.9016,2.2152,2.2165,2.1478,2.1491,0.4722,9.5287,0.50106,0.0,1901.6,39.77136,-70.889,NaN,NaN
EN706,009,11,2023-08-09 20:13:46+00:00,35.1345,35.1349,26.0029,26.0036,245.75084,218.104,225.761,15.32,15.3184,1508.78,1508.77,44997.0,221.842892,1874.833,55.25,54.82,15.3284,15.3269,-0.0016,4.341405,4.341287,4.3246,0.6494,0.2743,1.1601,0.0251,0.5,1.888,2.1946,2.1959,2.1306,2.1319,0.4363,9.2301,0.49067,0.0,1881.4,39.77136,-70.88901,NaN,NaN
EN706,009,12,2023-08-09 20:13:54+00:00,35.1367,35.1374,26.0092,26.0103,245.84691,216.205,224.995,15.2995,15.2971,1508.72,1508.71,45173.0,221.842976,1882.167,55.141,54.712,15.3079,15.3056,-0.0023,4.339613,4.339461,4.3257,0.6484,0.2768,1.1748,0.6363,12.73,1.9096,2.1835,2.1848,2.1219,2.1232,0.4409,9.705,0.51194,0.0,1895.8,39.77135,-70.88904,NaN,NaN
EN706,009,13,2023-08-09 20:16:11+00:00,35.1275,35.1316,25.3454,25.3502,232.97363,253.431,262.952,18.0913,18.0847,1516.89,1516.88,48464.0,221.844564,2019.292,40.464,40.151,18.0983,18.0916,-0.0067,4.616433,4.616246,4.2935,0.6787,0.1819,0.6053,0.0236,0.47,2.6337,2.6055,2.6069,2.5293,2.5306,0.4439,51.936,2.749,0.0,1889.3,39.771,-70.88926,NaN,NaN
EN706,009,14,2023-08-09 20:17:50+00:00,35.3783,35.3804,24.2907,24.2951,213.78815,240.697,250.178,22.75,22.7403,1529.75,1529.73,50852.0,221.845715,2118.792,30.728,30.491,22.7562,22.7466,-0.0097,5.124201,5.123465,4.3378,0.6371,0.11,0.1741,0.3374,6.75,3.0704,2.6865,2.6878,2.5947,2.596,0.4282,142.26,7.6131,0.0,1868.8,39.77082,-70.8895,NaN,NaN
EN706,009,15,2023-08-09 20:17:57+00:00,35.3644,35.3659,24.3119,24.3172,214.21975,240.4,249.93,22.6394,22.6248,1529.46,1529.42,51014.0,221.845793,2125.542,30.903,30.664,22.6456,22.631,-0.0145,5.110898,5.109576,4.3375,0.6373,0.1092,0.1693,0.0252,0.5,3.0851,2.6773,2.6786,2.5892,2.5905,0.3948,147.11,7.9583,0.0,1848.5,39.7708,-70.88952,NaN,NaN
EN706,009,16,2023-08-09 20:18:03+00:00,35.382,35.3837,24.2739,24.2744,213.52922,241.749,251.057,22.8184,22.8211,1529.93,1529.93,51159.0,221.845863,2131.583,30.32,30.086,22.8246,22.8272,0.0026,5.131781,5.132269,4.3393,0.6356,0.1089,0.1672,0.5659,11.32,3.0941,2.6964,2.6977,2.6073,2.6085,0.4364,150.3,8.1778,0.0,1838.1,39.77078,-70.88954,NaN,NaN
EN706,009,17,2023-08-09 20:18:10+00:00,35.3672,35.3606,24.2831,24.2913,213.81413,243.891,253.518,22.7472,22.701,1529.73,1529.61,51322.0,221.845942,2138.375,30.624,30.388,22.7534,22.7072,-0.0462,5.12247,5.116814,4.3385,0.6364,0.1128,0.191,0.0215,0.43,3.0808,2.6951,2.6964,2.6071,2.6084,0.4288,145.69,7.9776,0.0,1826.7,39.77078,-70.88956,NaN,NaN
EN706,009,18,2023-08-09 20:21:31+00:00,34.4652,34.4675,22.6364,22.6383,203.61164,201.181,208.15,25.9782,25.9777,1536.23,1536.23,56138.0,221.848264,2339.042,4.314,4.281,25.9791,25.9787,-0.0005,5.336288,5.336565,4.4345,0.5477,0.0853,0.0258,0.6902,13.8,3.2827,2.4206,2.4218,2.3326,2.3337,0.3736,232.06,47.122,0.0,492.73,39.77048,-70.89026,NaN,NaN
EN706,009,19,2023-08-09 20:21:39+00:00,34.4655,34.4678,22.6366,22.6387,203.61174,200.992,208.422,25.9781,25.977,1536.23,1536.23,56339.0,221.848361,2347.417,4.075,4.044,25.979,25.9779,-0.0011,5.336302,5.336509,4.4356,0.5467,0.0855,0.0268,0.0108,0.22,3.3056,2.419,2.4201,2.3325,2.3335,0.359,244.98,53.719,0.0,455.95,39.77048,-70.89028,NaN,NaN
EN706,009,20,2023-08-09 20:21:45+00:00,34.4663,34.4687,22.6364,22.6386,203.60123,201.326,208.044,25.9809,25.9797,1536.24,1536.24,56493.0,221.848436,2353.833,4.218,4.186,25.9818,25.9806,-0.0012,5.336715,5.336922,4.4337,0.5484,0.0849,0.0237,0.2074,4.15,3.2487,2.4233,2.4244,2.3316,2.3327,0.4206,214.59,47.276,0.0,453.91,39.77046,-70.89028,NaN,NaN
EN706,009,21,2023-08-09 20:21:53+00:00,34.4663,34.4689,22.6364,22.6386,203.60158,201.155,208.403,25.9807,25.9801,1536.24,1536.24,56666.0,221.848519,2361.042,4.423,4.389,25.9817,25.9811,-0.0006,5.336709,5.337003,4.4346,0.5476,0.0862,0.0313,0.0101,0.2,3.2336,2.4243,2.4254,2.3353,2.3363,0.3965,207.19,45.377,0.0,456.58,39.77047,-70.8903,NaN,NaN
EN706,009,22,2023-08-09 20:22:00+00:00,34.4669,34.4693,22.6372,22.6393,203.60413,200.862,208.127,25.9797,25.9788,1536.24,1536.24,56841.0,221.848603,2368.333,4.426,4.392,25.9807,25.9798,-0.0009,5.336688,5.336926,4.4351,0.5471,0.0855,0.0269,0.0103,0.21,3.2548,2.4217,2.4228,2.3321,2.3332,0.3925,218.18,48.108,0.0,453.54,39.77048,-70.89033,NaN,NaN
EN706,009,23,2023-08-09 20:22:07+00:00,34.4682,34.4703,22.6376,22.6396,203.5959,200.713,208.201,25.9817,25.9802,1536.25,1536.24,57011.0,221.848685,2375.417,4.358,4.325,25.9826,25.9812,-0.0015,5.33707,5.337209,4.4355,0.5467,0.0875,0.0388,0.1122,2.25,3.2531,2.4184,2.4195,2.3353,2.3363,0.4026,216.92,47.48,0.0,456.84,39.77048,-70.89036,NaN,NaN
EN706,009,24,2023-08-09 20:22:14+00:00,34.4696,34.4719,22.6383,22.6403,203.59117,201.43,208.356,25.9826,25.9817,1536.25,1536.25,57174.0,221.848764,2382.208,4.359,4.325,25.9835,25.9827,-0.0009,5.337346,5.337573,4.4301,0.5517,0.0839,0.0174,0.0273,0.55,3.2331,2.4216,2.4227,2.3359,2.337,0.388,206.97,45.159,0.0,458.32,39.77048,-70.89036,NaN,NaN
EN706,010,1,2023-08-10 00:10:01+00:00,35.0782,35.0698,27.5334,27.5271,296.36342,187.262,193.772,6.5735,6.5708,1484.64,1484.62,15356.0,222.006954,639.792,449.03,445.109,6.6151,6.6124,-0.0027,3.520376,3.519368,4.4771,0.509,0.0824,0.0086,0.1875,3.75,0.005,1.6483,1.649,1.6069,1.6076,1.254,1e-12,5.5037e-11,0.0,1.817,39.93728,-70.88294,NaN,NaN
EN706,010,2,2023-08-10 00:10:08+00:00,35.0774,35.0778,27.5319,27.5324,296.31944,186.753,193.444,6.5801,6.5785,1484.67,1484.66,15519.0,222.007032,646.583,449.148,445.226,6.6217,6.6201,-0.0016,3.520923,3.520812,4.4767,0.5093,0.0824,0.0087,0.1803,3.61,0.0051,1.6491,1.6498,1.6073,1.608,1.3128,1e-12,5.5037e-11,0.0,1.817,39.93726,-70.88294,NaN,NaN
EN706,010,3,2023-08-10 00:10:15+00:00,35.0786,35.0771,27.5308,27.5309,296.21682,186.899,193.498,6.5946,6.5861,1484.73,1484.69,15682.0,222.007111,653.375,449.195,445.273,6.6363,6.6277,-0.0086,3.522367,3.52145,4.479,0.5073,0.0824,0.0084,0.1766,3.53,0.0051,1.6486,1.6493,1.607,1.6077,1.3212,1e-12,5.5037e-11,0.0,1.817,39.93724,-70.88294,NaN,NaN
EN706,010,4,2023-08-10 00:14:57+00:00,35.2606,35.259,27.1883,27.187,275.4046,131.055,134.963,9.7792,9.7797,1493.63,1493.63,22454.0,222.010377,935.542,252.851,250.762,9.8084,9.8089,0.0005,3.827615,3.827509,4.4925,0.4951,0.0849,0.0234,0.28,5.6,0.0058,1.3932,1.3937,1.3556,1.3561,1.4184,1e-12,5.5037e-11,0.0,1.817,39.9365,-70.88298,NaN,NaN
EN706,010,5,2023-08-10 00:19:11+00:00,35.8183,35.8064,26.452,26.4473,242.945,160.62,166.507,15.6609,15.6416,1511.07,1510.99,28550.0,222.013316,1189.542,80.611,79.978,15.6735,15.6542,-0.0193,4.452661,4.449397,4.4716,0.514,0.0983,0.1037,0.0311,0.62,0.0058,1.7707,1.7716,1.7222,1.7231,0.8478,1e-12,5.5037e-11,0.0,1.817,39.93598,-70.88298,NaN,NaN
EN706,010,6,2023-08-10 00:21:19+00:00,34.9889,34.9883,26.0884,26.0879,250.47201,191.05,198.281,14.4151,14.4154,1505.86,1505.86,31614.0,222.014794,1317.208,62.474,61.986,14.4242,14.4246,0.0004,4.236833,4.236803,4.415,0.5655,0.1545,0.4408,0.6023,12.05,0.0057,1.9736,1.9746,1.9207,1.9217,0.6625,1e-12,5.5037e-11,0.0,1.817,39.93566,-70.88325,NaN,NaN
EN706,010,7,2023-08-10 00:21:25+00:00,34.9876,34.9866,26.0885,26.0879,250.49859,192.128,198.711,14.4102,14.4091,1505.85,1505.85,31765.0,222.014867,1323.5,62.696,62.206,14.4194,14.4183,-0.0011,4.23623,4.236002,4.4139,0.5666,0.1509,0.4196,0.642,12.84,0.0057,1.9788,1.9798,1.9236,1.9245,0.6581,1e-12,5.5037e-11,0.0,1.817,39.93564,-70.88328,NaN,NaN
EN706,010,8,2023-08-10 00:21:32+00:00,34.9867,34.9853,26.0889,26.0879,250.52655,191.945,199.121,14.405,14.4047,1505.83,1505.83,31922.0,222.014943,1330.042,62.556,62.068,14.4142,14.4138,-0.0004,4.235608,4.23543,4.4125,0.5679,0.1544,0.4405,0.0235,0.47,0.0061,1.9779,1.9789,1.9243,1.9253,0.6564,1e-12,5.5037e-11,0.0,1.817,39.93562,-70.88332,NaN,NaN
EN706,010,9,2023-08-10 00:21:40+00:00,34.9844,34.983,26.0882,26.0872,250.55548,192.391,199.7,14.4001,14.3994,1505.81,1505.8,32114.0,222.015035,1338.042,62.263,61.778,14.4092,14.4085,-0.0007,4.234865,4.234641,4.412,0.5683,0.1529,0.4315,0.0243,0.49,0.006,1.979,1.9799,1.9271,1.9281,0.6435,1e-12,5.5037e-11,0.0,1.817,39.9356,-70.88335,NaN,NaN
EN706,010,10,2023-08-10 00:23:32+00:00,34.8036,34.8008,25.6613,25.6603,244.43965,222.748,230.939,15.7075,15.7022,1509.47,1509.45,34807.0,222.016334,1450.25,47.548,47.179,15.7149,15.7096,-0.0053,4.342467,4.341634,4.1952,0.7726,0.3801,1.7942,0.3096,6.19,0.0058,2.2622,2.2632,2.1966,2.1976,0.4615,1e-12,5.5037e-11,0.0,1.817,39.93532,-70.88394,NaN,NaN
EN706,010,11,2023-08-10 00:23:40+00:00,34.8084,34.8083,25.6557,25.6532,244.23355,222.952,231.517,15.7487,15.7593,1509.6,1509.64,35011.0,222.016432,1458.75,47.497,47.128,15.7561,15.7667,0.0106,4.347061,4.348087,4.1968,0.7711,0.3687,1.7258,0.3355,6.71,0.0058,2.2627,2.2637,2.1974,2.1984,0.4605,1e-12,5.5037e-11,0.0,1.817,39.93528,-70.88398,NaN,NaN
EN706,010,12,2023-08-10 00:23:46+00:00,34.8047,34.8034,25.6593,25.6588,244.3766,223.429,231.61,15.7202,15.7182,1509.52,1509.51,35137.0,222.016493,1464.0,47.797,47.425,15.7276,15.7256,-0.002,4.343857,4.343516,4.1993,0.7686,0.3285,1.4848,0.3621,7.24,0.0057,2.2677,2.2688,2.2016,2.2026,0.4406,1e-12,5.5037e-11,0.0,1.817,39.93526,-70.884,NaN,NaN
EN706,010,13,2023-08-10 00:23:54+00:00,34.7984,34.7966,25.6619,25.6607,244.54626,223.547,231.472,15.687,15.6866,1509.41,1509.41,35340.0,222.016591,1472.458,47.989,47.616,15.6945,15.6941,-0.0004,4.339904,4.339667,4.1931,0.7746,0.3415,1.5633,0.0208,0.42,0.006,2.2683,2.2693,2.2009,2.2019,0.4764,1e-12,5.5037e-11,0.0,1.817,39.93524,-70.88404,NaN,NaN
EN706,010,14,2023-08-10 00:26:15+00:00,35.0838,35.0821,24.6877,24.6869,222.86894,261.269,271.25,20.5128,20.5111,1523.49,1523.49,38718.0,222.01822,1613.208,30.033,29.801,20.5185,20.5167,-0.0018,4.856205,4.855817,4.3358,0.639,0.1362,0.3311,1.1308,22.62,0.0053,2.7749,2.776,2.6835,2.6845,0.4446,1e-12,5.5037e-11,0.0,1.817,39.93482,-70.88467,NaN,NaN
EN706,010,15,2023-08-10 00:26:22+00:00,35.0867,35.0839,24.6891,24.6877,222.85177,262.139,271.747,20.516,20.5134,1523.51,1523.5,38894.0,222.018305,1620.542,30.018,29.786,20.5217,20.5191,-0.0027,4.85689,4.856281,4.3365,0.6383,0.1328,0.311,0.5608,11.22,0.0057,2.7816,2.7827,2.6863,2.6874,0.3863,1e-12,5.5037e-11,0.0,1.817,39.93482,-70.8847,NaN,NaN
EN706,010,16,2023-08-10 00:26:29+00:00,35.0769,35.0787,24.6846,24.6856,222.9092,261.718,271.634,20.5054,20.5066,1523.46,1523.47,39066.0,222.018388,1627.708,29.886,29.655,20.511,20.5122,0.0012,4.854592,4.854932,4.3369,0.638,0.1336,0.3158,0.2987,5.97,0.0057,2.7781,2.7792,2.685,2.6861,0.4285,1e-12,5.5037e-11,0.0,1.817,39.9348,-70.88474,NaN,NaN
EN706,010,17,2023-08-10 00:26:37+00:00,35.0768,35.0754,24.684,24.6836,222.90236,262.373,271.341,20.5071,20.5043,1523.47,1523.46,39258.0,222.01848,1635.708,30.054,29.822,20.5127,20.5099,-0.0028,4.854764,4.854294,4.3346,0.6401,0.1256,0.2676,1.115,22.3,0.0054,2.7819,2.783,2.6855,2.6866,0.4338,1e-12,5.5037e-11,0.0,1.817,39.93478,-70.88478,NaN,NaN
EN706,010,18,2023-08-10 00:28:51+00:00,34.818,34.8198,22.8808,22.8819,202.91951,201.549,209.358,26.0479,26.0489,1536.76,1536.77,42470.0,222.020029,1769.542,3.772,3.743,26.0487,26.0498,0.001,5.392064,5.392422,4.4213,0.5598,0.0966,0.0935,0.374,7.48,1.0915,2.4353,2.4362,2.3488,2.3497,0.3642,1.4317,78.798,0.0,1.817,39.93442,-70.88552,NaN,NaN
EN706,010,19,2023-08-10 00:28:59+00:00,34.8184,34.8205,22.8817,22.8836,202.92528,201.903,209.177,26.0459,26.0448,1536.77,1536.77,42656.0,222.020119,1777.292,4.31,4.277,26.0469,26.0458,-0.0011,5.391944,5.392118,4.4207,0.5604,0.0918,0.0648,0.0095,0.19,1.0523,2.4364,2.4374,2.3483,2.3492,0.3656,1.257,69.181,0.0,1.817,39.9344,-70.88558,NaN,NaN
EN706,010,20,2023-08-10 00:29:13+00:00,34.8184,34.8205,22.8786,22.8802,202.8925,202.615,209.172,26.0557,26.0557,1536.79,1536.8,42987.0,222.020279,1791.083,4.381,4.347,26.0566,26.0567,0.0001,5.392967,5.393264,4.4228,0.5584,0.0896,0.0513,0.0095,0.19,1.123,2.4388,2.4398,2.3457,2.3466,0.3271,1.5097,83.091,0.0,1.817,39.93438,-70.88562,NaN,NaN
EN706,010,21,2023-08-10 00:29:23+00:00,34.8189,34.8213,22.8792,22.8809,202.89361,201.941,209.104,26.0552,26.0555,1536.79,1536.79,43240.0,222.020401,1801.625,4.266,4.233,26.0561,26.0565,0.0004,5.392977,5.393349,4.4245,0.5569,0.0917,0.0639,0.0174,0.35,1.1532,2.439,2.44,2.3471,2.348,0.421,1.6153,88.903,0.0,1.817,39.93434,-70.88566,NaN,NaN
EN706,010,22,2023-08-10 00:29:29+00:00,34.8194,34.8218,22.8801,22.8818,202.89779,201.829,208.927,26.0537,26.0538,1536.79,1536.79,43384.0,222.02047,1807.625,4.115,4.084,26.0547,26.0547,0.0001,5.392893,5.393223,4.4213,0.5597,0.0919,0.0652,0.0134,0.27,1.1573,2.4384,2.4394,2.3463,2.3472,0.3684,1.6564,91.163,0.0,1.817,39.93434,-70.88568,NaN,NaN
EN706,010,23,2023-08-10 00:29:35+00:00,34.8191,34.8216,22.8788,22.881,202.88703,201.43,209.325,26.057,26.056,1536.8,1536.8,43534.0,222.020543,1813.875,4.324,4.291,26.058,26.057,-0.001,5.39321,5.39344,4.4211,0.56,0.0894,0.0505,0.0129,0.26,1.1397,2.4322,2.4331,2.3489,2.3498,0.357,1.5589,85.795,0.0,1.817,39.93432,-70.8857,NaN,NaN
EN706,010,24,2023-08-10 00:29:44+00:00,34.819,34.8216,22.8788,22.8808,202.88813,201.945,209.154,26.0567,26.0565,1536.8,1536.8,43740.0,222.020642,1822.458,4.621,4.586,26.0577,26.0575,-0.0002,5.393176,5.393508,4.4183,0.5625,0.089,0.0482,0.0223,0.44,1.1924,2.4377,2.4386,2.3484,2.3493,0.3564,1.7897,98.501,0.0,1.817,39.9343,-70.88572,NaN,NaN
EN706,011,1,2023-08-10 04:48:45+00:00,35.0751,35.0734,24.7929,24.8043,224.58357,266.485,276.276,20.0923,20.0442,1522.42,1522.29,14823.0,222.200516,617.583,35.515,35.24,20.0989,20.0508,-0.0481,4.812594,4.807477,4.3452,0.6301,0.1234,0.2545,1.1214,22.43,0.0053,2.7948,2.7952,2.7007,2.701,0.425,1e-12,5.5037e-11,0.0,1.817,40.04055,-70.77652,NaN,NaN
EN706,011,2,2023-08-10 04:49:45+00:00,35.0809,35.0793,24.44,24.4366,219.2938,259.464,269.18,21.4157,21.4237,1525.93,1525.95,16261.0,222.201209,677.5,30.227,29.993,21.4216,21.4295,0.0079,4.948319,4.948937,4.3462,0.6292,0.1102,0.1756,0.03,0.6,0.006,2.7923,2.7926,2.6989,2.6993,0.4118,1e-12,5.5037e-11,0.0,1.817,40.04038,-70.77664,NaN,NaN
EN706,011,3,2023-08-10 04:49:53+00:00,35.0788,35.0735,24.488,24.4765,220.00358,260.022,269.048,21.2352,21.2627,1525.45,1525.52,16459.0,222.201305,685.75,30.509,30.273,21.241,21.2685,0.0275,4.929542,4.9317,4.3454,0.63,0.1086,0.1654,0.4996,9.99,0.0057,2.7875,2.7879,2.6938,2.6942,0.4233,1e-12,5.5037e-11,0.0,1.817,40.04036,-70.77666,NaN,NaN
EN706,011,4,2023-08-10 04:52:56+00:00,34.9277,34.9306,22.9835,22.9859,202.99139,201.476,208.545,25.9839,25.9834,1536.74,1536.75,20834.0,222.203415,868.042,4.403,4.369,25.9849,25.9843,-0.0005,5.400491,5.400835,4.4254,0.5561,0.0887,0.0461,0.4244,8.49,1.3099,2.4327,2.433,2.3459,2.3462,0.3211,2.4059,132.41,0.0,1.817,40.03999,-70.777,NaN,NaN
EN706,011,5,2023-08-10 04:53:04+00:00,34.928,34.9308,22.9811,22.9858,202.96279,201.229,208.379,25.9923,25.9838,1536.76,1536.74,21030.0,222.203509,876.208,4.257,4.224,25.9933,25.9848,-0.0085,5.401403,5.400893,4.4278,0.5539,0.0913,0.0621,0.5907,11.81,1.3038,2.4321,2.4324,2.3409,2.3412,0.3519,2.3486,129.26,0.0,1.817,40.03996,-70.77702,NaN,NaN
EN706,012,1,2023-08-10 06:40:03+00:00,34.474,34.4749,23.0329,23.0338,207.98432,206.366,212.95,24.704,24.7034,1533.19,1533.19,20591.0,222.277812,857.917,3.645,3.617,24.7048,24.7042,-0.0006,5.20587,5.205932,4.4343,0.5479,0.0912,0.0609,0.4317,8.63,1.3226,2.4314,2.4318,2.3407,2.3411,0.3977,2.4451,134.57,0.0,1.817,40.04392,-70.99424,NaN,NaN
EN706,013,1,2023-08-10 07:46:40+00:00,35.5009,35.502,27.0133,27.0147,263.33408,131.007,135.723,11.791,11.7886,1500.12,1500.11,11820.0,222.324068,492.458,201.045,199.406,11.8171,11.8147,-0.0024,4.04241,4.042294,4.4523,0.5314,0.0776,-0.0203,0.3047,6.09,0.005,1.4455,1.4452,1.4079,1.4077,1.2504,1e-12,5.5037e-11,0.0,1.817,40.0474,-70.88456,NaN,NaN
EN706,013,2,2023-08-10 07:46:50+00:00,35.4999,35.5013,27.0143,27.0154,263.38649,131.086,135.752,11.782,11.7821,1500.08,1500.09,12053.0,222.32418,502.167,200.858,199.221,11.808,11.8081,0.0001,4.041412,4.04157,4.4525,0.5313,0.0768,-0.0249,0.3176,6.35,0.005,1.4445,1.4443,1.4076,1.4073,1.2566,1e-12,5.5037e-11,0.0,1.817,40.04738,-70.88462,NaN,NaN
EN706,013,3,2023-08-10 07:50:45+00:00,35.5091,35.5109,26.9459,26.9477,261.21017,144.107,149.119,12.1786,12.1768,1500.82,1500.82,17696.0,222.326902,737.292,163.939,162.617,12.2003,12.1985,-0.0019,4.078892,4.078896,4.4812,0.5053,0.0782,-0.0165,2.2522,45.04,0.0047,1.5494,1.5495,1.5104,1.5104,1.1775,1e-12,5.5037e-11,0.0,1.817,40.04706,-70.88542,NaN,NaN
EN706,013,4,2023-08-10 07:50:52+00:00,35.5098,35.5099,26.9464,26.9464,261.20434,143.4,148.71,12.1794,12.1792,1500.83,1500.83,17869.0,222.326985,744.5,163.951,162.63,12.2011,12.2009,-0.0002,4.079051,4.079034,4.4811,0.5054,0.0773,-0.0219,2.2512,45.02,0.0046,1.5495,1.5496,1.5097,1.5097,1.1794,1e-12,5.5037e-11,0.0,1.817,40.04706,-70.88546,NaN,NaN
