cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN712,005,9,2024-02-10 09:37:37+00:00,32.271,32.2738,25.2961,25.2985,301.18746,299.956,291.146,6.7959,6.7946,1475.0,1475.0,30066.0,41.401119,1252.708,33.124,32.867,6.7988,6.7975,-0.0013,3.263805,3.263949,4.2895,0.789,0.1668,0.6347,3.1289,62.58,0.0038,3.4879,3.4885,2.4522,2.4526,0.5237,1e-12,3.9312e-11,0.0,2.8552,40.3663,-70.8839
EN712,005,10,2024-02-10 09:37:45+00:00,32.2716,32.274,25.2966,25.2987,301.18798,299.754,291.329,6.7957,6.7942,1474.99,1474.99,30252.0,41.401209,1260.458,32.82,32.564,6.7985,6.797,-0.0014,3.263825,3.263913,4.2992,0.7798,0.1566,0.5732,3.1617,63.23,0.0037,3.4886,3.4893,2.4518,2.4522,0.4794,1e-12,3.4257e-11,0.0,3.1889,40.36632,-70.88392
EN712,005,11,2024-02-10 09:37:53+00:00,32.2719,32.2745,25.2968,25.2991,301.1871,300.008,291.59,6.7956,6.7942,1475.01,1475.01,30434.0,41.401297,1268.042,33.607,33.346,6.7986,6.7971,-0.0014,3.263885,3.264,4.3075,0.772,0.1587,0.5863,3.1081,62.16,0.0037,3.4881,3.4887,2.4508,2.4512,0.4832,1e-12,3.7065e-11,0.0,3.0035,40.36634,-70.88392
EN712,005,12,2024-02-10 09:37:59+00:00,32.2718,32.2745,25.2967,25.2991,301.18745,299.761,291.855,6.7957,6.7942,1475.0,1474.99,30588.0,41.401371,1274.458,32.852,32.597,6.7985,6.7971,-0.0014,3.263843,3.263964,4.2931,0.7856,0.1695,0.6509,3.1716,63.43,0.0037,3.4884,3.489,2.4539,2.4543,0.5207,1e-12,3.5381e-11,0.0,3.1148,40.36635,-70.88393
EN712,005,13,2024-02-10 09:38:06+00:00,32.2719,32.2746,25.2968,25.2992,301.18657,299.736,291.175,6.7957,6.7943,1475.0,1475.0,30756.0,41.401452,1281.458,33.316,33.057,6.7986,6.7971,-0.0015,3.263879,3.264004,4.2956,0.7832,0.1568,0.5746,3.1282,62.56,0.0037,3.4892,3.4899,2.4522,2.4526,0.4849,1e-12,3.3696e-11,0.0,3.226,40.36636,-70.88393
EN712,005,14,2024-02-10 09:38:13+00:00,32.2715,32.2743,25.2965,25.2989,301.18751,299.788,291.317,6.7958,6.7944,1475.0,1474.99,30930.0,41.401536,1288.708,32.846,32.59,6.7986,6.7972,-0.0014,3.263821,3.263958,4.2988,0.7801,0.1631,0.6127,3.1762,63.52,0.0037,3.4907,3.4913,2.4492,2.4496,0.5018,1e-12,3.8189e-11,0.0,2.9294,40.36638,-70.88393
EN712,005,15,2024-02-10 09:41:01+00:00,32.2688,32.2714,25.2953,25.2976,301.24318,299.73,291.074,6.7898,6.788,1474.76,1474.75,34952.0,41.403476,1456.292,20.268,20.111,6.7915,6.7897,-0.0018,3.262424,3.262508,4.2941,0.7846,0.1615,0.6033,3.7966,75.93,0.0037,3.492,3.4927,2.4527,2.4531,0.5084,1e-12,3.875e-11,0.0,2.8923,40.36674,-70.88408
EN712,005,16,2024-02-10 09:41:09+00:00,32.2688,32.2715,25.2953,25.2976,301.24376,299.957,291.427,6.7897,6.7882,1474.75,1474.75,35139.0,41.403566,1464.083,20.055,19.899,6.7914,6.7899,-0.0015,3.262409,3.262524,4.2955,0.7833,0.1686,0.6457,3.8246,76.49,0.0037,3.4937,3.4943,2.4536,2.454,0.5163,1e-12,3.7065e-11,0.0,3.0035,40.36675,-70.88409
EN712,005,17,2024-02-10 09:41:15+00:00,32.2688,32.2715,25.2953,25.2977,301.24475,299.908,291.4,6.7896,6.7874,1474.76,1474.75,35297.0,41.403642,1470.667,20.2,20.043,6.7913,6.7892,-0.0022,3.262402,3.262464,4.2929,0.7858,0.1709,0.6596,3.7898,75.8,0.0037,3.4935,3.4941,2.4558,2.4562,0.4814,1e-12,3.4819e-11,0.0,3.1519,40.36676,-70.8841
EN712,005,18,2024-02-10 09:43:15+00:00,32.2703,32.2727,25.2967,25.2988,301.25583,298.261,291.245,6.789,6.7878,1474.47,1474.47,38162.0,41.405024,1590.042,3.152,3.128,6.7893,6.7881,-0.0012,3.261623,3.261741,4.2827,0.7954,0.1561,0.5705,4.8035,96.07,1.592,3.4864,3.4869,2.4585,2.4589,0.5244,4.8503,196.39,0.0,2.7811,40.36702,-70.8842
EN712,005,19,2024-02-10 09:43:21+00:00,32.2701,32.2726,25.2966,25.2988,301.25566,298.29,291.308,6.7891,6.7878,1474.47,1474.47,38314.0,41.405097,1596.375,3.274,3.249,6.7894,6.7881,-0.0013,3.261619,3.261744,4.2802,0.7978,0.1546,0.5617,4.6387,92.77,1.4712,3.4842,3.4848,2.4579,2.4583,0.5113,3.4847,140.64,0.0,2.7811,40.36702,-70.8842
EN712,005,20,2024-02-10 09:43:28+00:00,32.2701,32.2727,25.2966,25.2988,301.25611,298.328,291.252,6.789,6.7877,1474.47,1474.47,38485.0,41.405179,1603.5,3.31,3.284,6.7893,6.788,-0.0013,3.261618,3.26174,4.2788,0.7991,0.1563,0.5719,4.645,92.9,1.494,3.4848,3.4854,2.4569,2.4573,0.5132,3.6995,151.51,0.0,2.7811,40.36704,-70.88423
EN712,005,21,2024-02-10 09:43:35+00:00,32.2702,32.2728,25.2967,25.2989,301.25597,298.422,290.902,6.789,6.7876,1474.47,1474.47,38656.0,41.405262,1610.625,3.34,3.314,6.7893,6.7879,-0.0014,3.261624,3.261744,4.2792,0.7987,0.1634,0.6145,4.6695,93.39,1.5208,3.4843,3.4849,2.4554,2.4558,0.5061,4.0096,144.35,0.0,3.0406,40.36706,-70.88424
EN712,005,22,2024-02-10 09:43:42+00:00,32.2701,32.2729,25.2966,25.299,301.25588,298.607,290.916,6.7891,6.7877,1474.47,1474.46,38830.0,41.405346,1617.875,2.811,2.79,6.7893,6.788,-0.0014,3.2616,3.261732,4.2784,0.7995,0.1544,0.5604,4.6272,92.54,1.7214,3.4854,3.4859,2.4546,2.455,0.5285,6.3734,258.79,0.0,2.7811,40.36708,-70.88424
EN712,005,23,2024-02-10 09:43:50+00:00,32.2704,32.273,25.2968,25.2991,301.25462,298.56,290.993,6.7892,6.7879,1474.47,1474.47,39006.0,41.405431,1625.208,3.04,3.016,6.7894,6.7881,-0.0013,3.261639,3.261771,4.2827,0.7954,0.1561,0.5708,4.6328,92.66,1.5514,3.4843,3.4849,2.4565,2.4569,0.5223,4.2507,163.36,0.0,2.9294,40.3671,-70.88423
EN712,005,24,2024-02-10 09:43:56+00:00,32.2705,32.273,25.2969,25.2991,301.25475,298.414,291.099,6.7891,6.7877,1474.48,1474.48,39165.0,41.405507,1631.833,3.532,3.505,6.7894,6.788,-0.0014,3.261668,3.261784,4.2915,0.7871,0.1565,0.5729,4.663,93.26,1.5138,3.4835,3.4841,2.4605,2.4609,0.5251,3.8741,145.0,0.0,2.9665,40.36712,-70.88424
EN712,006,1,2024-02-10 11:49:20+00:00,35.0542,35.056,26.5481,26.5498,260.79486,189.371,182.817,12.4131,12.4116,1500.33,1500.33,12176.0,41.492584,507.292,120.088,119.131,12.4291,12.4276,-0.0015,4.052229,4.05227,3.425,1.7031,0.0754,0.0861,0.2372,4.74,0.005,2.7286,2.7285,1.918,1.9179,0.6955,1e-12,6.0778e-12,0.0,16.464,40.25636,-70.88416
EN712,006,2,2024-02-10 11:49:29+00:00,35.0538,35.0555,26.548,26.5496,260.79965,189.284,182.225,12.4124,12.4109,1500.33,1500.32,12391.0,41.492688,516.25,120.078,119.12,12.4284,12.4269,-0.0015,4.052117,4.052153,3.4422,1.6827,0.0754,0.0864,0.236,4.72,0.005,2.729,2.7289,1.9162,1.9161,0.7031,1e-12,5.5162e-12,0.0,18.133,40.25636,-70.88418
EN712,006,3,2024-02-10 11:53:26+00:00,33.516,33.5197,25.9458,25.9483,283.46676,262.564,252.146,9.0547,9.0572,1486.31,1486.32,18076.0,41.49543,753.125,102.876,102.06,9.0656,9.0681,0.0025,3.583305,3.583894,4.491,0.6028,0.1061,0.2709,1.0921,21.84,0.0049,3.2654,3.2659,2.2818,2.2821,0.5321,1e-12,4.2336e-12,0.0,23.621,40.25642,-70.88425
EN712,006,4,2024-02-10 11:53:34+00:00,33.4997,33.5107,25.9413,25.945,283.83298,261.268,250.59,9.002,9.0333,1486.09,1486.22,18271.0,41.495524,761.25,102.812,101.997,9.0129,9.0442,0.0313,3.576971,3.580855,4.4938,0.6004,0.1038,0.2566,1.0787,21.58,0.0049,3.2524,3.2529,2.2687,2.2691,0.5245,1e-12,4.2336e-12,0.0,23.621,40.25642,-70.88429
EN712,006,5,2024-02-10 11:53:53+00:00,33.5278,33.5323,25.9505,25.9536,283.26342,259.074,248.978,9.083,9.0859,1486.44,1486.45,18742.0,41.495751,780.875,103.311,102.491,9.0941,9.0969,0.0028,3.587032,3.587725,4.4953,0.5989,0.104,0.2581,1.0615,21.23,0.0049,3.2535,3.2541,2.2721,2.2724,0.4993,1e-12,3.9497e-12,0.0,25.327,40.25644,-70.8843
EN712,006,6,2024-02-10 11:57:22+00:00,32.3552,32.359,25.4108,25.4141,303.66451,301.39,288.648,6.4161,6.4134,1474.32,1474.31,23747.0,41.498165,989.417,75.522,74.927,6.4225,6.4198,-0.0027,3.241009,3.24112,4.4798,0.613,0.1376,0.4598,2.4907,49.81,0.0043,3.4627,3.4634,2.4083,2.4088,0.5286,1e-12,3.0576e-12,0.0,32.705,40.25648,-70.88424
EN712,006,7,2024-02-10 11:57:29+00:00,32.3545,32.3583,25.41,25.4133,303.65509,301.366,288.958,6.4177,6.4158,1474.32,1474.32,23924.0,41.49825,996.792,75.222,74.631,6.424,6.4221,-0.0019,3.24106,3.241238,4.4799,0.6129,0.1341,0.4385,2.5024,50.05,0.0041,3.4615,3.4623,2.4078,2.4083,0.5407,1e-12,2.9263e-12,0.0,34.188,40.25649,-70.88424
EN712,006,8,2024-02-10 11:57:36+00:00,32.3562,32.3604,25.4114,25.4149,303.65125,301.221,289.029,6.4176,6.4165,1474.34,1474.34,24081.0,41.498326,1003.333,76.441,75.839,6.424,6.4229,-0.0011,3.24127,3.24156,4.4795,0.6133,0.1297,0.4121,2.4415,48.83,0.0042,3.4613,3.4621,2.4097,2.4102,0.489,1e-12,3.0477e-12,0.0,32.816,40.2565,-70.88424
EN712,006,9,2024-02-10 12:01:23+00:00,32.2757,32.2791,25.3763,25.3792,305.45489,307.209,294.929,6.1928,6.1901,1473.0,1472.99,29533.0,41.500955,1230.5,55.479,55.045,6.1973,6.1947,-0.0026,3.213715,3.213787,4.4636,0.6277,0.179,0.7079,3.5393,70.79,0.0037,3.5042,3.505,2.4365,2.4371,0.5268,1e-12,2.1168e-12,0.0,47.241,40.25653,-70.8842
EN712,006,10,2024-02-10 12:01:31+00:00,32.2758,32.2789,25.3763,25.3791,305.45501,306.962,294.85,6.1927,6.19,1473.0,1473.0,29732.0,41.501051,1238.792,55.756,55.32,6.1973,6.1946,-0.0027,3.213726,3.213774,4.4648,0.6265,0.168,0.6418,3.4923,69.85,0.0037,3.5036,3.5044,2.4375,2.4381,0.4771,1e-12,2.122e-12,0.0,47.13,40.25654,-70.88424
EN712,006,11,2024-02-10 12:04:24+00:00,32.3057,32.3082,25.34,25.3424,302.01028,302.708,290.679,6.6682,6.6649,1474.55,1474.54,33888.0,41.503055,1411.958,33.815,33.553,6.6711,6.6678,-0.0033,3.256037,3.255979,4.2448,0.8314,0.1745,0.6807,4.609,92.18,0.2923,3.5048,3.5056,2.4401,2.4407,0.5457,0.11447,0.21724,0.0,52.692,40.25658,-70.88422
EN712,006,12,2024-02-10 12:04:31+00:00,32.3079,32.3107,25.3387,25.3414,301.83897,302.674,289.71,6.6918,6.6879,1474.64,1474.63,34046.0,41.503131,1418.542,33.312,33.054,6.6947,6.6908,-0.0039,3.258241,3.258155,4.2416,0.8345,0.1731,0.6724,4.6524,93.05,0.3111,3.5053,3.5061,2.4379,2.4385,0.5308,0.12495,0.2363,0.0,52.877,40.25659,-70.88422
EN712,006,13,2024-02-10 12:04:38+00:00,32.3077,32.3101,25.3399,25.3418,301.91625,302.589,290.049,6.6809,6.6807,1474.6,1474.6,34212.0,41.503211,1425.458,33.566,33.305,6.6838,6.6836,-0.0002,3.257297,3.257498,4.243,0.8332,0.1793,0.7099,4.6262,92.52,0.3122,3.5056,3.5065,2.4376,2.4382,0.5435,0.12551,0.23026,0.0,54.509,40.2566,-70.88421
EN712,006,14,2024-02-10 12:07:08+00:00,32.2434,32.2464,25.2759,25.2784,301.33295,304.784,292.601,6.7847,6.784,1474.75,1474.75,37818.0,41.50495,1575.708,23.014,22.836,6.7867,6.786,-0.0007,3.259809,3.260027,4.3593,0.7235,0.1849,0.7435,0.0228,0.46,0.9256,3.5379,3.5387,2.4615,2.4621,0.5221,0.89682,1.4517,0.0,61.777,40.25666,-70.88418
EN712,006,15,2024-02-10 12:10:21+00:00,32.2433,32.2462,25.2758,25.2784,301.33338,301.118,293.251,6.7863,6.7846,1474.44,1474.43,42439.0,41.507179,1768.25,3.776,3.747,6.7867,6.7849,-0.0017,3.258965,3.259085,4.3587,0.724,0.157,0.5759,0.013,0.26,2.4433,3.5083,3.509,2.4671,2.4676,0.5182,33.465,42.408,0.0,78.909,40.25674,-70.88407
EN712,006,16,2024-02-10 12:10:29+00:00,32.2434,32.2462,25.276,25.2784,301.33607,300.724,292.182,6.786,6.7845,1474.43,1474.43,42632.0,41.507272,1776.292,3.312,3.286,6.7862,6.7848,-0.0015,3.258917,3.259044,4.3553,0.7272,0.1587,0.5862,0.0116,0.23,2.5408,3.5071,3.5079,2.4668,2.4673,0.5027,41.965,52.491,0.0,79.947,40.25674,-70.88406
EN712,006,17,2024-02-10 12:10:36+00:00,32.2433,32.2463,25.2758,25.2784,301.33274,300.771,292.885,6.7864,6.7845,1474.44,1474.43,42804.0,41.507355,1783.458,3.763,3.734,6.7867,6.7849,-0.0019,3.258971,3.259085,4.3583,0.7244,0.1611,0.6006,0.0271,0.54,2.4848,3.509,3.5098,2.4681,2.4686,0.4656,36.999,46.279,0.0,79.947,40.25674,-70.88407
EN712,006,18,2024-02-10 12:10:43+00:00,32.2433,32.2462,25.2759,25.2784,301.33568,300.924,292.484,6.786,6.7843,1474.44,1474.43,42982.0,41.507441,1790.875,3.747,3.718,6.7863,6.7847,-0.0016,3.258936,3.259061,4.3612,0.7217,0.1615,0.6033,0.012,0.24,2.4521,3.5078,3.5086,2.467,2.4675,0.5052,34.273,42.87,0.0,79.947,40.25674,-70.88404
EN712,006,19,2024-02-10 12:10:51+00:00,32.2433,32.2462,25.2759,25.2784,301.33684,300.602,293.325,6.7859,6.7843,1474.43,1474.43,43155.0,41.507524,1798.083,3.358,3.333,6.7862,6.7846,-0.0015,3.258902,3.259038,4.3609,0.722,0.1601,0.5943,0.0124,0.25,2.6807,3.5086,3.5093,2.4713,2.4718,0.4997,67.867,83.004,0.0,81.764,40.25675,-70.88406
EN712,007,1,2024-02-11 03:59:49+00:00,34.9814,34.9848,27.3665,27.3697,292.13451,187.905,180.637,7.224,7.2201,1486.97,1486.96,17410.0,42.166532,725.375,444.564,440.686,7.2673,7.2634,-0.0039,3.57154,3.57149,4.6072,0.4994,0.0636,0.0156,0.409,8.18,0.0049,2.4097,2.4099,1.6953,1.6954,1.0644,1e-12,4.8859e-11,0.0,2.2249,39.93738,-70.88434
EN712,007,2,2024-02-11 04:00:02+00:00,34.9815,34.9844,27.3732,27.3759,292.44575,188.101,181.347,7.1778,7.1747,1486.8,1486.79,17714.0,42.166679,738.042,444.927,441.046,7.2209,7.2179,-0.0031,3.567281,3.56727,4.6069,0.4996,0.0621,0.0066,0.4003,8.01,0.0049,2.4099,2.4101,1.697,1.6972,1.0635,1e-12,4.9421e-11,0.0,2.1878,39.93735,-70.88436
EN712,007,3,2024-02-11 04:09:03+00:00,35.2037,35.2061,26.3603,26.3624,252.63334,233.839,224.169,13.9062,13.9053,1505.64,1505.64,30701.0,42.172942,1279.167,130.921,129.878,13.925,13.9242,-0.0009,4.214078,4.214256,4.6286,0.4806,0.0729,0.0713,0.0238,0.48,0.0058,3.2814,3.2833,2.2876,2.2889,0.4517,1e-12,4.7736e-11,0.0,2.299,39.93546,-70.88578
EN712,007,4,2024-02-11 04:12:12+00:00,34.5395,34.5419,26.2548,26.2572,264.78547,262.295,250.692,11.8692,11.8666,1496.84,1496.84,35250.0,42.175136,1468.708,59.831,59.364,11.8769,11.8742,-0.0026,3.943669,3.943668,4.5897,0.5147,0.1192,0.3489,0.0271,0.54,0.0061,3.486,3.4879,2.4255,2.4268,0.3999,1e-12,5.3914e-11,0.0,1.8912,39.93472,-70.88634
EN712,007,5,2024-02-11 04:14:03+00:00,34.3666,34.3693,26.2358,26.2381,268.62106,267.816,257.681,11.2505,11.249,1494.26,1494.25,37901.0,42.176414,1579.167,45.637,45.283,11.2562,11.2546,-0.0016,3.866767,3.866885,4.5782,0.525,0.1401,0.4747,0.6141,12.28,0.0056,3.5092,3.5111,2.4464,2.4477,0.3883,1e-12,5.3352e-11,0.0,1.9282,39.93428,-70.8867
EN712,007,6,2024-02-11 04:14:26+00:00,34.3676,34.3689,26.2352,26.2377,268.57685,267.977,256.66,11.2579,11.2497,1494.28,1494.25,38456.0,42.176682,1602.292,45.617,45.263,11.2635,11.2553,-0.0082,3.867563,3.866915,4.5783,0.5248,0.1465,0.513,0.0279,0.56,0.006,3.5085,3.5104,2.4442,2.4454,0.4194,1e-12,5.2229e-11,0.0,2.0024,39.9342,-70.88677
EN712,007,7,2024-02-11 04:14:34+00:00,34.3663,34.3688,26.2353,26.2375,268.61284,268.396,256.949,11.252,11.2507,1494.26,1494.26,38660.0,42.17678,1610.792,45.827,45.472,11.2577,11.2563,-0.0014,3.86689,3.867012,4.5774,0.5256,0.1319,0.4252,0.028,0.56,0.0058,3.5103,3.5122,2.444,2.4453,0.4109,1e-12,5.1667e-11,0.0,2.0395,39.93419,-70.88679
EN712,007,8,2024-02-11 04:17:14+00:00,34.2046,34.2027,26.1987,26.198,271.79808,274.864,263.751,10.7576,10.7533,1492.06,1492.05,42503.0,42.178633,1770.917,29.777,29.547,10.7611,10.7569,-0.0042,3.803383,3.802803,4.5233,0.5739,0.2413,1.0816,0.5732,11.46,0.0056,3.5524,3.5541,2.4726,2.4738,0.4214,1e-12,5.2229e-11,0.0,2.0024,39.93356,-70.88718
EN712,007,9,2024-02-11 04:18:42+00:00,33.9957,34.0026,26.1236,26.1258,275.17522,279.006,268.888,10.2568,10.2752,1489.85,1489.92,44604.0,42.179647,1858.458,19.08,18.933,10.2591,10.2774,0.0183,3.735517,3.737893,4.4728,0.6193,0.2485,1.1249,0.0212,0.42,0.006,3.5481,3.5498,2.4732,2.4744,0.4352,1e-12,5.4475e-11,0.0,1.8541,39.93324,-70.8874
EN712,007,10,2024-02-11 04:20:56+00:00,33.7704,33.7744,26.0422,26.0458,279.01611,283.827,272.717,9.697,9.6945,1487.48,1487.48,47815.0,42.181195,1992.25,14.471,14.36,9.6986,9.6961,-0.0025,3.661643,3.661808,4.4606,0.6304,0.232,1.0261,0.0247,0.49,0.1814,3.5702,3.5718,2.4863,2.4873,0.451,0.061689,3.2445,0.0,2.0024,39.93276,-70.88774
EN712,007,11,2024-02-11 04:21:24+00:00,32.817,32.855,25.6459,25.669,295.90031,301.278,290.542,7.3909,7.4401,1477.68,1477.92,48487.0,42.181519,2020.25,14.516,14.404,7.3922,7.4414,0.0492,3.364579,3.372408,4.4819,0.6111,0.2067,0.874,0.0237,0.48,0.1857,3.5595,3.561,2.4832,2.4843,0.4597,0.063312,3.4385,0.0,1.8541,39.9327,-70.88779
EN712,007,12,2024-02-11 04:21:52+00:00,32.7743,32.7794,25.6274,25.6314,296.73519,301.227,289.025,7.282,7.2819,1477.21,1477.22,49160.0,42.181844,2048.292,14.567,14.455,7.2834,7.2832,-0.0002,3.351128,3.351576,4.4944,0.5998,0.1823,0.7277,0.6322,12.64,0.229,3.5508,3.5523,2.4742,2.4752,0.4794,0.082702,4.4556,0.0,1.8912,39.93254,-70.8879
EN712,007,13,2024-02-11 04:22:28+00:00,32.7733,32.7765,25.6266,25.6294,296.73833,300.824,289.488,7.2819,7.2799,1477.21,1477.21,50030.0,42.182263,2084.542,14.618,14.505,7.2832,7.2812,-0.002,3.351022,3.351139,4.4961,0.5983,0.1683,0.6439,0.0255,0.51,0.1947,3.5484,3.5499,2.4729,2.474,0.485,0.067547,3.6892,0.0,1.8541,39.9324,-70.888
EN712,007,14,2024-02-11 04:23:07+00:00,33.7798,33.7822,26.0447,26.0472,278.82074,283.921,273.156,9.7258,9.7228,1487.6,1487.59,50976.0,42.182719,2123.958,14.715,14.602,9.7274,9.7245,-0.003,3.665203,3.665171,4.4628,0.6284,0.2214,0.9624,0.0317,0.63,0.1562,3.5714,3.5728,2.4886,2.4896,0.4487,0.052638,2.8213,0.0,1.8912,39.93224,-70.88814
EN712,007,15,2024-02-11 04:23:18+00:00,33.7768,33.7793,26.0443,26.0467,278.89526,284.896,273.046,9.7146,9.7117,1487.56,1487.55,51228.0,42.182841,2134.458,14.814,14.7,9.7163,9.7134,-0.0029,3.663892,3.663876,4.463,0.6282,0.2188,0.947,0.0201,0.4,0.1726,3.5729,3.5743,2.4908,2.4918,0.4518,0.06061,3.2252,0.0,1.9653,39.9322,-70.88816
EN712,007,16,2024-02-11 04:23:25+00:00,33.7698,33.7724,26.0425,26.0446,279.04617,284.498,273.316,9.6923,9.6922,1487.47,1487.47,51393.0,42.182921,2141.333,14.479,14.368,9.6939,9.6938,-0.0001,3.661151,3.661396,4.4637,0.6276,0.2345,1.0413,0.0232,0.46,0.1858,3.5729,3.5743,2.4923,2.4932,0.4339,0.063746,3.4928,0.0,1.8541,39.93219,-70.88817
EN712,007,17,2024-02-11 04:23:38+00:00,33.7628,33.7653,26.0404,26.0425,279.18285,285.029,273.664,9.6723,9.6711,1487.39,1487.39,51710.0,42.183073,2154.542,14.668,14.556,9.6739,9.6727,-0.0012,3.65865,3.658776,4.4624,0.6287,0.2188,0.947,0.3892,7.78,0.1847,3.5753,3.5767,2.496,2.497,0.3967,0.062823,3.4264,0.0,1.8541,39.93215,-70.8882
EN712,007,18,2024-02-11 04:25:11+00:00,32.7683,32.7717,25.625,25.6279,296.86152,297.388,289.102,7.2665,7.2646,1476.96,1476.96,53934.0,42.184146,2247.208,3.794,3.765,7.2668,7.265,-0.0018,3.348657,3.348809,4.4962,0.5981,0.175,0.6842,0.0238,0.47,1.4443,3.5196,3.521,2.4747,2.4757,0.4782,3.3745,179.23,0.0,1.9282,39.93177,-70.88851
EN712,007,19,2024-02-11 04:25:17+00:00,32.7705,32.7746,25.6259,25.6291,296.81699,297.167,289.371,7.2724,7.2721,1476.98,1476.98,54089.0,42.184221,2253.667,3.057,3.034,7.2726,7.2724,-0.0002,3.349333,3.349691,4.4965,0.5979,0.1752,0.6852,0.5569,11.14,1.6033,3.5191,3.5204,2.4744,2.4754,0.4494,4.9993,269.01,0.0,1.8912,39.93177,-70.88852
EN712,007,20,2024-02-11 04:25:25+00:00,32.7708,32.774,25.6261,25.6289,296.81487,297.728,288.847,7.2726,7.2703,1476.98,1476.97,54288.0,42.184317,2261.958,3.171,3.147,7.2729,7.2706,-0.0023,3.349384,3.34948,4.4971,0.5973,0.1903,0.7755,0.0166,0.33,1.5246,3.5199,3.5213,2.4758,2.4767,0.4917,4.0343,217.88,0.0,1.8912,39.93171,-70.88856
EN712,007,21,2024-02-11 04:25:34+00:00,32.7694,32.7722,25.6253,25.628,296.83793,297.061,289.697,7.2696,7.2666,1476.97,1476.96,54489.0,42.184414,2270.333,3.492,3.465,7.2699,7.2669,-0.003,3.349011,3.349008,4.4975,0.597,0.185,0.744,0.023,0.46,1.4657,3.5174,3.5187,2.4752,2.4761,0.4943,3.4588,183.45,0.0,1.9282,39.93167,-70.88859
EN712,007,22,2024-02-11 04:25:41+00:00,32.7653,32.768,25.6244,25.6272,296.95955,297.406,289.178,7.2531,7.2482,1476.91,1476.89,54671.0,42.184501,2277.917,3.692,3.663,7.2535,7.2485,-0.005,3.347208,3.347021,4.497,0.5975,0.1812,0.7211,0.0121,0.24,1.5146,3.5185,3.5198,2.4736,2.4745,0.5051,3.9447,207.15,0.0,1.9653,39.93165,-70.8886
EN712,007,23,2024-02-11 04:25:51+00:00,32.7724,32.7739,25.6268,25.6292,296.78455,297.42,289.413,7.2765,7.2672,1476.99,1476.96,54908.0,42.184616,2287.792,2.967,2.944,7.2768,7.2675,-0.0093,3.349867,3.349187,4.4959,0.5984,0.1842,0.7393,0.572,11.44,1.6961,3.5202,3.5215,2.4764,2.4773,0.4119,6.0271,315.51,0.0,2.0024,39.93163,-70.88862
EN712,008,1,2024-02-11 07:16:00+00:00,34.4121,34.4148,26.174,26.1766,265.56383,260.888,249.76,11.7745,11.7718,1496.11,1496.11,30902.0,42.302772,1287.542,45.079,44.729,11.7802,11.7775,-0.0027,3.920825,3.920845,4.5985,0.507,0.102,0.246,0.6395,12.79,0.0059,3.4675,3.4696,2.4124,2.4138,0.4374,1.9088e-05,0.00091922,0.0,2.1136,39.76528,-70.77878
EN712,008,2,2024-02-11 07:16:10+00:00,34.4184,34.43,26.1763,26.1814,265.47482,260.234,249.8,11.7882,11.8091,1496.18,1496.26,31136.0,42.302885,1297.292,45.628,45.274,11.794,11.8149,0.0209,3.922795,3.925956,4.6006,0.5052,0.0992,0.2292,1.1891,23.78,0.0056,3.4659,3.468,2.4139,2.4153,0.4252,2.386e-05,0.0010505,0.0,2.0766,39.76524,-70.7788
EN712,008,3,2024-02-11 07:18:33+00:00,32.7789,32.7825,25.6328,25.6359,296.81583,290.797,282.538,7.2698,7.2674,1476.99,1476.99,34579.0,42.304546,1440.75,3.876,3.846,7.2702,7.2678,-0.0024,3.349924,3.350049,4.502,0.5929,0.2038,0.857,0.023,0.46,1.471,3.4544,3.4563,2.4289,2.4302,0.4712,3.5157,186.44,0.0,1.9653,39.76445,-70.77916
EN712,008,4,2024-02-11 07:18:44+00:00,32.7745,32.7733,25.6308,25.632,296.89798,291.407,283.544,7.2592,7.2432,1476.94,1476.88,34831.0,42.304667,1451.25,3.746,3.717,7.2596,7.2435,-0.016,3.348588,3.347076,4.5035,0.5916,0.2004,0.8364,0.0108,0.22,1.4361,3.4566,3.4585,2.4344,2.4357,0.4622,3.2936,172.66,0.0,2.0024,39.7644,-70.77918
EN712,010,1,2024-02-11 10:19:39+00:00,34.9268,34.9299,27.5682,27.5709,305.20694,233.924,225.283,5.371,5.3684,1480.5,1480.49,22299.0,42.430302,929.083,498.631,494.225,5.4127,5.41,-0.0027,3.399223,3.399251,4.633,0.4767,0.0601,-0.0052,0.024,0.48,0.0061,2.7144,2.7163,1.9009,1.9022,1.0107,1e-12,4.4928e-11,0.0,2.4844,39.7655,-70.8879
EN712,010,2,2024-02-11 10:30:54+00:00,35.1648,35.167,27.2346,27.2366,280.05932,153.885,147.871,9.0404,9.0384,1492.38,1492.38,38504.0,42.438117,1604.292,345.748,342.819,9.0786,9.0766,-0.002,3.753422,3.753446,4.64,0.4706,0.0623,0.0079,0.635,12.7,0.0058,2.1843,2.1861,1.5402,1.5414,1.1946,1e-12,4.6051e-11,0.0,2.4103,39.76209,-70.89112
