cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN712,001,16,2024-02-09 18:42:16+00:00,31.1036,31.1091,24.6236,24.6283,319.70424,338.183,335.717,4.6538,4.6508,1464.39,1464.38,15883.0,40.779349,661.75,2.925,2.903,4.654,4.651,-0.0031,2.979225,2.979443,3.626,1.4712,0.3465,1.7129,1.0243,20.49,4.1696,3.6513,3.6514,2.6121,2.6122,0.2588,1920.1,192.13,0.0,1001.8,41.1927,-70.88536
EN712,001,17,2024-02-09 18:42:25+00:00,31.1055,31.1074,24.6255,24.6271,319.72446,337.19,335.077,4.6507,4.6494,1464.38,1464.38,16085.0,40.779446,670.167,3.181,3.156,4.6509,4.6496,-0.0013,2.979142,2.9792,3.6285,1.4684,0.3545,1.7612,1.0043,20.09,3.8607,3.6501,3.6501,2.6128,2.6129,0.2702,915.08,87.177,0.0,1110.4,41.1927,-70.88536
EN712,001,18,2024-02-09 18:42:31+00:00,31.1043,31.1093,24.6243,24.6287,319.71612,336.056,335.691,4.6521,4.6491,1464.39,1464.38,16245.0,40.779524,676.833,3.231,3.206,4.6523,4.6493,-0.003,2.979154,2.979347,3.614,1.4848,0.3284,1.6047,1.0053,20.1,4.0101,3.6541,3.6541,2.61,2.61,0.2954,1354.2,111.1,0.0,1285.6,41.1927,-70.88536
EN712,001,19,2024-02-09 18:42:40+00:00,31.0624,31.1033,24.5911,24.6236,319.81136,337.086,336.114,4.6526,4.6514,1464.33,1464.38,16463.0,40.779629,685.917,3.132,3.108,4.6528,4.6516,-0.0012,2.975554,2.979008,3.5787,1.5247,0.3419,1.6853,1.0259,20.52,4.0937,3.6553,3.6554,2.6154,2.6154,0.2945,1705.8,134.37,0.0,1247.2,41.1927,-70.88536
EN712,001,20,2024-02-09 18:42:47+00:00,31.092,31.1024,24.6147,24.6231,319.75371,337.878,335.489,4.651,4.6498,1464.36,1464.37,16618.0,40.779703,692.375,3.005,2.981,4.6512,4.65,-0.0013,2.977986,2.978784,3.4948,1.6211,0.3625,1.8088,1.0158,20.32,4.0717,3.655,3.655,2.6138,2.6138,0.2659,1630.3,159.97,0.0,1126.2,41.1927,-70.88538
EN712,001,21,2024-02-09 18:42:58+00:00,31.1056,31.1077,24.6253,24.6272,319.70911,337.859,336.489,4.6526,4.6505,1464.39,1464.38,16883.0,40.779831,703.417,3.065,3.041,4.6528,4.6507,-0.0022,2.979299,2.979308,3.5471,1.5606,0.3762,1.891,1.011,20.22,4.1771,3.6553,3.6553,2.6181,2.6182,0.2772,2023.2,191.66,0.0,1104.3,41.1927,-70.8854
EN712,001,22,2024-02-09 18:43:17+00:00,31.1058,31.1091,24.6253,24.6282,319.69602,337.092,336.701,4.6542,4.6516,1464.4,1464.39,17343.0,40.780053,722.583,3.32,3.294,4.6545,4.6518,-0.0026,2.97946,2.979537,3.5973,1.5034,0.3771,1.8968,0.9958,19.92,3.8171,3.6523,3.6523,2.6193,2.6193,0.2924,797.83,71.845,0.0,1155.2,41.1927,-70.8854
EN712,001,23,2024-02-09 18:43:24+00:00,31.107,31.11,24.6263,24.6288,319.69457,337.527,335.51,4.6541,4.6528,1464.4,1464.4,17518.0,40.780137,729.875,3.079,3.055,4.6543,4.653,-0.0013,2.979539,2.979696,3.6452,1.4497,0.349,1.7282,1.0028,20.06,4.2361,3.6535,3.6535,2.6139,2.6139,0.2749,2224.4,217.55,0.0,1058.6,41.1927,-70.88542
EN712,001,24,2024-02-09 18:43:32+00:00,31.1076,31.1098,24.6267,24.6286,319.69313,336.834,335.99,4.6541,4.6528,1464.4,1464.39,17690.0,40.78022,737.042,2.973,2.95,4.6543,4.653,-0.0013,2.979586,2.979668,3.6638,1.429,0.3373,1.6575,1.0071,20.14,4.2115,3.6523,3.6524,2.6163,2.6164,0.2796,2104.4,211.87,0.0,992.48,41.1927,-70.88542
EN712,002,1,2024-02-10 04:25:09+00:00,32.317,32.3199,25.3385,25.341,301.42115,296.027,288.608,6.7449,6.7434,1475.52,1475.52,9831.0,41.184127,409.583,72.669,72.096,6.7512,6.7497,-0.0015,3.26562,3.265761,4.1998,0.8746,0.1506,0.5378,0.2513,5.03,0.0049,3.4364,3.4366,2.4236,2.4237,0.5301,1e-12,2.9203e-11,0.0,3.5227,40.50962,-70.88444
EN712,002,2,2024-02-10 04:25:17+00:00,32.3163,32.3193,25.3377,25.3403,301.40807,296.125,289.125,6.747,6.7451,1475.52,1475.52,10030.0,41.184223,417.875,72.386,71.815,6.7532,6.7514,-0.0019,3.265723,3.265838,4.1869,0.8872,0.1593,0.5897,0.2691,5.38,0.0049,3.4382,3.4385,2.4261,2.4262,0.5349,1e-12,3.1449e-11,0.0,3.3743,40.50963,-70.88444
EN712,002,3,2024-02-10 04:25:24+00:00,32.3158,32.3188,25.3371,25.3397,301.40002,295.952,289.014,6.7483,6.7464,1475.53,1475.53,10186.0,41.184298,424.375,72.615,72.043,6.7546,6.7527,-0.0018,3.265796,3.265912,4.194,0.8803,0.16,0.5939,0.247,4.94,0.005,3.4361,3.4363,2.4239,2.424,0.5422,1e-12,3.1449e-11,0.0,3.3743,40.50966,-70.88444
EN712,002,4,2024-02-10 04:27:06+00:00,32.3123,32.3152,25.3328,25.3352,301.31934,296.388,288.952,6.7614,6.76,1475.45,1475.45,12627.0,41.185476,526.083,65.241,64.727,6.7671,6.7656,-0.0015,3.266243,3.266378,4.2262,0.8493,0.1508,0.5385,0.6265,12.53,0.0049,3.4441,3.4444,2.4273,2.4274,0.5113,1e-12,3.1449e-11,0.0,3.3743,40.50966,-70.88436
EN712,002,5,2024-02-10 04:27:12+00:00,32.3131,32.3158,25.3337,25.336,301.33724,296.636,288.623,6.7586,6.7575,1475.46,1475.46,12786.0,41.185552,532.708,66.306,65.784,6.7643,6.7632,-0.0011,3.26612,3.266272,4.2302,0.8454,0.1443,0.5001,0.5666,11.33,0.0049,3.4445,3.4448,2.4275,2.4276,0.5296,1e-12,3.1449e-11,0.0,3.3743,40.50966,-70.88434
EN712,002,6,2024-02-10 04:27:18+00:00,32.3127,32.3156,25.3333,25.3357,301.32894,296.29,288.882,6.7599,6.7585,1475.46,1475.46,12934.0,41.185624,538.875,65.793,65.275,6.7656,6.7642,-0.0014,3.266173,3.266318,4.2249,0.8505,0.1513,0.5415,0.6135,12.27,0.0049,3.4445,3.4448,2.4283,2.4284,0.5173,1e-12,3.1449e-11,0.0,3.3743,40.50966,-70.88434
EN712,002,7,2024-02-10 04:27:56+00:00,32.3126,32.3156,25.3331,25.3357,301.32491,296.58,289.504,6.7605,6.7588,1475.46,1475.46,13826.0,41.186054,576.042,65.755,65.238,6.7662,6.7645,-0.0017,3.266214,3.266337,4.2382,0.8377,0.1601,0.5945,0.6052,12.1,0.0049,3.4442,3.4446,2.4297,2.4299,0.5241,1e-12,3.2573e-11,0.0,3.3002,40.50968,-70.8843
EN712,002,8,2024-02-10 04:29:17+00:00,32.3033,32.3064,25.3221,25.3249,301.14928,296.574,289.174,6.7889,6.7869,1475.47,1475.47,15784.0,41.186998,657.625,60.484,60.009,6.7941,6.7922,-0.002,3.267531,3.267652,4.2785,0.7994,0.1474,0.5188,0.8707,17.41,0.0049,3.4494,3.4498,2.431,2.4313,0.5074,1e-12,3.2011e-11,0.0,3.3373,40.50972,-70.88426
EN712,002,9,2024-02-10 04:29:31+00:00,32.3028,32.3054,25.3217,25.3237,301.14553,296.777,289.476,6.7896,6.7893,1475.46,1475.46,16105.0,41.187153,671.0,59.852,59.383,6.7948,6.7945,-0.0004,3.267523,3.267724,4.2712,0.8063,0.1499,0.5336,0.9105,18.21,0.0049,3.4502,3.4506,2.434,2.4342,0.5124,1e-12,3.2573e-11,0.0,3.3002,40.50974,-70.88426
EN712,002,10,2024-02-10 04:29:39+00:00,32.3023,32.3056,25.3211,25.3239,301.13472,296.678,289.702,6.7913,6.7891,1475.47,1475.47,16298.0,41.187246,679.042,60.139,59.667,6.7965,6.7944,-0.0021,3.267635,3.267748,4.2686,0.8087,0.1551,0.5647,0.89,17.8,0.0049,3.4521,3.4525,2.431,2.4312,0.5164,1e-12,3.3696e-11,0.0,3.226,40.50974,-70.88426
EN712,002,11,2024-02-10 04:31:48+00:00,32.2787,32.2816,25.2966,25.2992,300.87546,299.755,292.279,6.8381,6.8365,1475.16,1475.16,19401.0,41.188742,808.333,32.25,31.999,6.8409,6.8393,-0.0016,3.268078,3.268212,4.3446,0.7372,0.1674,0.6381,2.3375,46.75,0.0041,3.4894,3.4898,2.4623,2.4626,0.4732,1e-12,3.8189e-11,0.0,2.9294,40.50982,-70.88416
EN712,002,12,2024-02-10 04:31:58+00:00,32.2786,32.2817,25.2966,25.2992,300.87532,299.531,291.734,6.8381,6.8364,1475.17,1475.16,19646.0,41.18886,818.542,32.592,32.338,6.8409,6.8393,-0.0016,3.268091,3.268231,4.3449,0.7369,0.175,0.6841,2.3085,46.17,0.0043,3.4901,3.4906,2.4603,2.4606,0.4698,1e-12,3.5381e-11,0.0,3.1148,40.50982,-70.88414
EN712,002,13,2024-02-10 04:32:21+00:00,32.2787,32.2816,25.2966,25.2992,300.8755,299.683,292.33,6.8381,6.8364,1475.16,1475.15,20199.0,41.189127,841.583,31.969,31.72,6.8408,6.8392,-0.0017,3.268067,3.268194,4.3397,0.7417,0.1758,0.6886,2.349,46.98,0.0043,3.4914,3.4919,2.4582,2.4585,0.4538,1e-12,3.5942e-11,0.0,3.0777,40.50984,-70.88414
EN712,002,14,2024-02-10 04:32:31+00:00,32.2787,32.2816,25.2966,25.2991,300.87454,299.753,291.814,6.8382,6.8365,1475.16,1475.15,20426.0,41.189237,851.042,31.989,31.74,6.841,6.8393,-0.0017,3.268079,3.268202,4.3398,0.7417,0.2001,0.8349,2.3526,47.05,0.0043,3.4909,3.4914,2.4579,2.4582,0.4643,1e-12,3.7627e-11,0.0,2.9665,40.50983,-70.88415
EN712,002,15,2024-02-10 04:32:41+00:00,32.2787,32.2816,25.2966,25.2991,300.87424,299.963,291.895,6.8382,6.8366,1475.16,1475.16,20679.0,41.189359,861.583,32.108,31.858,6.841,6.8394,-0.0016,3.26809,3.268213,4.3431,0.7386,0.1997,0.8323,2.3372,46.74,0.0042,3.4919,3.4923,2.4594,2.4597,0.4737,1e-12,3.2573e-11,0.0,3.3002,40.50986,-70.88412
EN712,002,16,2024-02-10 04:35:37+00:00,32.2764,32.2793,25.2934,25.2959,300.80443,300.853,294.402,6.8514,6.8498,1474.73,1474.73,24902.0,41.191395,1037.542,3.605,3.577,6.8517,6.8501,-0.0016,3.267562,3.267691,4.3539,0.7285,0.1867,0.7541,3.815,76.3,1.4124,3.512,3.5124,2.4781,2.4784,0.5109,3.0475,102.41,0.0,3.226,40.51002,-70.88396
EN712,002,17,2024-02-10 04:35:49+00:00,32.2765,32.2794,25.2935,25.296,300.80468,300.152,293.493,6.8513,6.8497,1474.73,1474.73,25177.0,41.191528,1049.0,3.816,3.787,6.8517,6.85,-0.0016,3.267573,3.267698,4.3527,0.7296,0.1868,0.7544,3.7706,75.41,1.3943,3.5091,3.5095,2.4768,2.4771,0.4897,3.0364,107.71,0.0,3.1519,40.51002,-70.88398
EN712,002,18,2024-02-10 04:35:57+00:00,32.2764,32.2793,25.2934,25.2958,300.80402,300.599,293.311,6.8514,6.8502,1474.73,1474.73,25382.0,41.191627,1057.542,3.748,3.719,6.8518,6.8505,-0.0013,3.267574,3.26773,4.3547,0.7278,0.1844,0.7405,3.7849,75.7,1.3901,3.5098,3.5102,2.4761,2.4764,0.4763,2.9824,109.33,0.0,3.0777,40.51004,-70.88394
EN712,002,19,2024-02-10 04:36:03+00:00,32.2764,32.2794,25.2934,25.296,300.80447,300.626,293.975,6.8514,6.8497,1474.74,1474.73,25533.0,41.191699,1063.833,3.881,3.851,6.8517,6.85,-0.0017,3.267576,3.2677,4.3554,0.7271,0.1823,0.7277,3.8273,76.55,1.4473,3.5096,3.51,2.4785,2.4788,0.4711,3.4262,117.61,0.0,3.3002,40.51006,-70.88394
EN712,002,20,2024-02-10 04:36:10+00:00,32.2764,32.2793,25.2933,25.2958,300.7978,300.302,293.952,6.8523,6.8505,1474.74,1474.73,25683.0,41.191772,1070.083,3.687,3.659,6.8527,6.8508,-0.0019,3.26765,3.267753,4.3534,0.729,0.1871,0.7568,3.7933,75.87,1.3751,3.5101,3.5105,2.4789,2.4792,0.4724,2.8619,99.5,0.0,3.226,40.51006,-70.88394
EN712,002,21,2024-02-10 04:36:16+00:00,32.2763,32.2794,25.2933,25.296,300.80253,301.046,293.248,6.8517,6.8499,1474.73,1474.73,25831.0,41.191843,1076.25,3.525,3.498,6.852,6.8502,-0.0018,3.267579,3.267702,4.3513,0.731,0.1819,0.7256,3.7929,75.86,1.3592,3.5107,3.5111,2.4764,2.4767,0.4356,2.7042,85.785,0.0,3.3743,40.51006,-70.88394
EN712,002,22,2024-02-10 04:36:23+00:00,32.2764,32.2794,25.2935,25.296,300.8093,300.646,294.007,6.8507,6.8495,1474.73,1474.73,26013.0,41.191931,1083.833,3.911,3.881,6.851,6.8499,-0.0011,3.267519,3.267695,4.3532,0.7292,0.1773,0.6982,3.7798,75.6,1.3429,3.5094,3.5098,2.4782,2.4785,0.4836,2.6277,83.781,0.0,3.3373,40.51008,-70.88392
EN712,002,23,2024-02-10 04:36:32+00:00,32.2765,32.2794,25.2934,25.296,300.80191,300.326,293.397,6.8517,6.8497,1474.74,1474.73,26211.0,41.192026,1092.083,3.826,3.796,6.8521,6.85,-0.002,3.267608,3.267701,4.3578,0.7249,0.1867,0.754,3.8008,76.02,1.4098,3.5094,3.5098,2.4761,2.4764,0.4865,3.0562,112.38,0.0,3.0406,40.51008,-70.88392
EN712,002,24,2024-02-10 04:36:38+00:00,32.2765,32.2794,25.2935,25.296,300.80561,300.373,293.538,6.8512,6.8495,1474.73,1474.73,26367.0,41.192102,1098.583,3.801,3.772,6.8515,6.8499,-0.0016,3.267561,3.267685,4.3574,0.7253,0.1849,0.7434,3.7761,75.52,1.3978,3.5095,3.5099,2.4778,2.4781,0.458,2.9931,106.38,0.0,3.0777,40.51009,-70.88392
EN712,003,1,2024-02-10 06:57:12+00:00,32.2969,32.2993,25.3072,25.3093,300.63526,299.147,290.795,6.8656,6.8645,1475.49,1475.49,8915.0,41.289715,371.417,43.973,43.63,6.8695,6.8683,-0.0012,3.272708,3.272828,4.2875,0.7908,0.1633,0.6137,2.6276,52.55,0.004,3.4846,3.4848,2.4485,2.4486,0.5097,1e-12,3.7065e-11,0.0,3.0035,40.36336,-70.77392
EN712,003,2,2024-02-10 06:57:21+00:00,32.2954,32.2991,25.306,25.3091,300.63594,298.765,290.995,6.866,6.8643,1475.48,1475.48,9123.0,41.289816,380.083,43.628,43.287,6.8698,6.8681,-0.0017,3.272591,3.272778,4.3005,0.7786,0.1788,0.7067,2.6466,52.93,0.0039,3.4833,3.4835,2.4519,2.452,0.5105,1e-12,3.5381e-11,0.0,3.1148,40.36338,-70.77392
EN712,003,3,2024-02-10 06:57:29+00:00,32.2971,32.2999,25.3074,25.3098,300.63539,299.164,290.76,6.8656,6.8641,1475.48,1475.48,9317.0,41.289909,388.167,43.827,43.485,6.8694,6.8679,-0.0015,3.272711,3.272842,4.2942,0.7845,0.1575,0.579,2.6356,52.71,0.0039,3.4832,3.4834,2.4483,2.4485,0.5194,1e-12,3.6504e-11,0.0,3.0406,40.3634,-70.77394
EN712,003,4,2024-02-10 06:59:41+00:00,32.2456,32.2484,25.264,25.2664,300.59643,300.944,293.557,6.8908,6.8894,1474.84,1474.84,12498.0,41.291443,520.708,3.353,3.327,6.891,6.8896,-0.0014,3.268112,3.268249,4.2972,0.7816,0.1914,0.7821,4.7121,94.24,1.5029,3.5125,3.5128,2.4788,2.479,0.4638,3.777,167.72,0.0,2.5215,40.3635,-70.77418
EN712,003,5,2024-02-10 06:59:49+00:00,32.2454,32.2484,25.2639,25.2664,300.59801,300.598,293.212,6.8906,6.8892,1474.84,1474.84,12690.0,41.291536,528.708,3.179,3.154,6.8909,6.8895,-0.0013,3.268074,3.268227,4.296,0.7828,0.182,0.7257,4.6748,93.49,1.5471,3.5122,3.5124,2.4774,2.4776,0.4645,4.386,176.12,0.0,2.7811,40.36351,-70.77419
EN712,003,6,2024-02-10 06:59:56+00:00,32.2455,32.2485,25.264,25.2665,300.59978,300.434,294.086,6.8903,6.8886,1474.84,1474.84,12862.0,41.291619,535.875,3.39,3.364,6.8906,6.8889,-0.0016,3.268066,3.268197,4.299,0.7799,0.1806,0.7178,4.6836,93.67,1.4664,3.5102,3.5104,2.4806,2.4807,0.49,3.6544,140.39,0.0,2.9294,40.36353,-70.77419
EN712,004,1,2024-02-10 08:23:30+00:00,32.3172,32.3202,25.3277,25.3303,300.83292,296.269,288.347,6.8272,6.8254,1476.1,1476.1,6583.0,41.349644,274.25,88.045,87.348,6.8349,6.8331,-0.0018,3.273492,3.273615,4.1061,0.9662,0.1479,0.5212,0.2474,4.95,0.0049,3.4389,3.439,2.4204,2.4205,0.5346,1e-12,3.5381e-11,0.0,3.1148,40.36214,-70.99416
EN712,005,1,2024-02-10 09:25:22+00:00,32.2773,32.28,25.3181,25.3205,302.103,298.991,291.016,6.6591,6.6577,1475.41,1475.41,12425.0,41.392612,517.667,89.187,88.481,6.6668,6.6654,-0.0014,3.255471,3.2556,4.2096,0.8652,0.1649,0.6235,0.2709,5.42,0.005,3.4505,3.4509,2.428,2.4282,0.4971,1e-12,3.2573e-11,0.0,3.3002,40.36482,-70.8833
EN712,005,2,2024-02-10 09:25:30+00:00,32.2773,32.28,25.3183,25.3206,302.10935,298.622,290.746,6.6581,6.6567,1475.42,1475.42,12624.0,41.392708,525.958,90.361,89.646,6.6659,6.6645,-0.0014,3.255448,3.25558,4.2293,0.8463,0.1508,0.5388,0.197,3.94,0.0051,3.4508,3.4512,2.4266,2.4268,0.4745,1e-12,2.9203e-11,0.0,3.5227,40.36484,-70.8833
EN712,005,3,2024-02-10 09:28:28+00:00,32.2703,32.2728,25.3093,25.3116,301.93708,299.995,291.417,6.6864,6.6843,1475.19,1475.19,16895.0,41.394768,703.917,70.511,69.956,6.6925,6.6903,-0.0022,3.256234,3.256276,4.3287,0.752,0.1543,0.5596,1.2209,24.42,0.0049,3.4667,3.4672,2.4382,2.4386,0.4734,1e-12,3.0326e-11,0.0,3.4485,40.36518,-70.88344
EN712,005,4,2024-02-10 09:31:10+00:00,32.2698,32.2725,25.3089,25.3112,301.93328,299.925,291.706,6.6874,6.6863,1475.13,1475.13,20783.0,41.396643,865.917,66.296,65.776,6.6931,6.692,-0.0011,3.25607,3.256219,4.3356,0.7456,0.1779,0.7013,1.4451,28.9,0.0049,3.4705,3.4711,2.4392,2.4396,0.5075,1e-12,3.3696e-11,0.0,3.226,40.36551,-70.88358
EN712,005,5,2024-02-10 09:31:19+00:00,32.2699,32.2726,25.3089,25.3112,301.93038,300.0,290.819,6.6879,6.6866,1475.12,1475.12,20988.0,41.396741,874.458,65.855,65.338,6.6936,6.6922,-0.0013,3.256087,3.256218,4.3362,0.745,0.1677,0.6399,1.4773,29.55,0.0049,3.4696,3.4701,2.438,2.4384,0.4923,1e-12,3.3696e-11,0.0,3.226,40.36553,-70.8836
EN712,005,6,2024-02-10 09:34:07+00:00,32.2753,32.2783,25.3048,25.3073,301.46172,299.149,290.077,6.7539,6.7523,1475.15,1475.15,25021.0,41.398686,1042.5,51.728,51.324,6.7584,6.7568,-0.0016,3.261538,3.261663,4.2802,0.7977,0.1691,0.6484,2.2275,44.55,0.0045,3.4734,3.4741,2.4388,2.4393,0.5316,1e-12,3.4819e-11,0.0,3.1519,40.36588,-70.88372
EN712,005,7,2024-02-10 09:34:15+00:00,32.2753,32.2782,25.3047,25.3072,301.46027,299.155,290.947,6.7542,6.7527,1475.15,1475.15,25202.0,41.398774,1050.042,51.431,51.029,6.7586,6.7571,-0.0015,3.261539,3.26168,4.2821,0.7959,0.1545,0.5608,2.2128,44.26,0.0045,3.474,3.4747,2.4417,2.4421,0.5177,1e-12,3.3696e-11,0.0,3.226,40.36588,-70.88372
EN712,005,8,2024-02-10 09:34:21+00:00,32.2757,32.2784,25.3051,25.3075,301.46491,299.552,291.205,6.7534,6.7519,1475.15,1475.15,25366.0,41.398853,1056.875,51.582,51.179,6.7578,6.7563,-0.0015,3.261515,3.261636,4.2864,0.7919,0.1614,0.6024,2.2022,44.04,0.0044,3.4748,3.4754,2.4428,2.4432,0.5262,1e-12,3.2011e-11,0.0,3.3373,40.3659,-70.88373
