cruise,cast,niskin,date,sal00,sal11,sigma_00,sigma_11,density00,density11,sbox0mm_kg,sbox1mm_kg,oxsolmm_kg,potemp090c,potemp190c,svcm,svcm1,prdm,depsm,scan,times,t090c,t190c,c0ms_cm,c1ms_cm,cstarat0,cstartr0,sbeox0v,sbeox1v,fleco_afl,par,spar,cpar,v0,latitude,longitude
AE2426,001,1,2024-11-06 16:28:00+00:00,32.2397,32.2364,23.7387,23.736,1023.8135,1023.8108,236.367,243.079,250.12395,15.4888,15.4895,1505.3,1505.3,16.941,16.808,6887.0,286.917,15.4914,15.4921,40.331643,40.328554,0.5194,87.8221,2.27,2.4428,3.3354,3.2489,2126.4,0.15279,0.2544,41.19725,-70.88264
AE2426,001,2,2024-11-06 16:28:29+00:00,32.24,32.2363,23.7388,23.7359,1023.8127,1023.8098,236.444,242.582,250.12108,15.4893,15.4897,1505.3,1505.29,16.749,16.618,7586.0,316.042,15.4919,15.4922,40.332325,40.328524,0.5304,87.5827,2.2707,2.4389,2.879,3.1317,2116.8,0.14791,0.2745,41.19714,-70.8827
AE2426,001,3,2024-11-06 16:28:50+00:00,32.24,32.2355,23.7389,23.7354,1023.8125,1023.8091,236.384,242.616,250.1227,15.489,15.489,1505.29,1505.29,16.687,16.557,8088.0,336.958,15.4915,15.4915,40.331999,40.326919,0.5382,87.4098,2.2702,2.4392,3.1599,3.0932,2116.4,0.14615,0.2464,41.19703,-70.88274
AE2426,001,4,2024-11-06 16:29:06+00:00,32.2373,32.2321,23.7375,23.7333,1023.8128,1023.8086,236.566,243.03,250.14216,15.4859,15.4869,1505.29,1505.28,17.067,16.933,8476.0,353.125,15.4885,15.4895,40.326376,40.321386,0.5214,87.779,2.2713,2.4423,2.8384,2.9412,2114.2,0.13913,0.2382,41.19696,-70.8828
AE2426,001,5,2024-11-06 16:29:27+00:00,32.2377,32.2325,23.7382,23.734,1023.8143,1023.8101,236.153,243.084,250.15078,15.484,15.485,1505.28,1505.28,17.243,17.108,8980.0,374.125,15.4866,15.4876,40.325161,40.320211,0.5153,87.913,2.2681,2.4426,2.7124,3.0647,2090.4,0.14661,0.2594,41.19686,-70.88287
AE2426,001,6,2024-11-06 16:29:46+00:00,32.2356,32.2305,23.7365,23.7324,1023.8105,1023.8064,236.183,242.829,250.15252,15.4845,15.4854,1505.28,1505.27,16.777,16.646,9424.0,392.625,15.487,15.4879,40.322914,40.31805,0.5192,87.8274,2.2685,2.4407,2.7271,3.4669,2121.1,0.16345,0.2576,41.19674,-70.88294
AE2426,001,7,2024-11-06 16:31:11+00:00,32.2345,32.2298,23.7372,23.7335,1023.7859,1023.7822,236.683,243.157,250.19309,15.4775,15.4778,1505.15,1505.15,11.023,10.937,11461.0,477.5,15.4791,15.4795,40.312081,40.307157,0.5047,88.1466,2.2732,2.4443,2.6781,7.4443,2119.6,0.35123,0.2757,41.19641,-70.88331
AE2426,001,8,2024-11-06 16:31:30+00:00,32.2321,32.2278,23.7352,23.7319,1023.7855,1023.7823,236.696,243.611,250.19511,15.4779,15.478,1505.16,1505.15,11.398,11.309,11909.0,496.167,15.4796,15.4797,40.309906,40.30528,0.4966,88.3248,2.2732,2.4479,2.8395,7.3485,2095.8,0.35064,0.2706,41.19637,-70.88338
AE2426,001,9,2024-11-06 16:31:50+00:00,32.2349,32.2303,23.7378,23.7343,1023.7874,1023.7839,236.517,242.685,250.20038,15.4758,15.4759,1505.15,1505.15,11.236,11.148,12392.0,516.292,15.4775,15.4776,40.311085,40.305967,0.5056,88.1264,2.2718,2.4405,2.7972,7.9746,2102.9,0.37914,0.266,41.19631,-70.88342
AE2426,001,10,2024-11-06 16:32:11+00:00,32.2342,32.2285,23.7372,23.7329,1023.7853,1023.7809,236.363,242.904,250.20041,15.4761,15.4763,1505.15,1505.14,10.88,10.796,12901.0,537.5,15.4778,15.4779,40.310372,40.304201,0.5075,88.0849,2.2708,2.4423,2.7838,8.3239,2130.7,0.39066,0.2817,41.19625,-70.88345
AE2426,001,11,2024-11-06 16:32:26+00:00,32.2321,32.2274,23.7359,23.7322,1023.7859,1023.7822,236.368,243.468,250.20898,15.475,15.4753,1505.15,1505.14,11.325,11.237,13274.0,553.042,15.4767,15.4771,40.307307,40.302318,0.5015,88.2179,2.2706,2.4466,2.9177,7.775,2098.2,0.37045,0.2654,41.19622,-70.88347
AE2426,001,12,2024-11-06 16:32:51+00:00,32.232,32.2271,23.7361,23.7323,1023.7865,1023.7826,236.27,242.905,250.21599,15.4736,15.4738,1505.15,1505.14,11.405,11.317,13861.0,577.5,15.4753,15.4755,40.305955,40.300574,0.4992,88.2684,2.2698,2.4421,2.6943,7.795,2103.8,0.37049,0.2486,41.19616,-70.88352
AE2426,001,13,2024-11-06 16:34:45+00:00,32.2308,32.2261,23.7352,23.7315,1023.748,1023.7443,236.939,243.656,250.22325,15.4739,15.4738,1505.0,1505.0,2.901,2.879,16596.0,691.458,15.4743,15.4743,40.300105,40.294809,0.4845,88.5935,2.2767,2.4501,2.4285,89.215,2107.1,4.2334,0.2736,41.1959,-70.88358
AE2426,001,14,2024-11-06 16:35:06+00:00,32.2302,32.2252,23.7323,23.728,1023.7431,1023.7387,236.975,243.156,250.17239,15.4845,15.4866,1505.03,1505.03,2.426,2.407,17097.0,712.333,15.4849,15.487,40.308919,40.305292,0.4996,88.2594,2.2774,2.4466,2.1337,104.87,2105.0,4.9814,0.2912,41.19586,-70.88359
AE2426,001,15,2024-11-06 16:35:21+00:00,32.231,32.2259,23.7344,23.7303,1023.7476,1023.7434,236.436,242.956,250.20399,15.4777,15.4789,1505.01,1505.01,2.978,2.955,17468.0,727.792,15.4782,15.4793,40.303851,40.29928,0.4995,88.2593,2.273,2.4446,2.3956,83.534,2100.4,3.9769,0.2661,41.19584,-70.88358
AE2426,001,16,2024-11-06 16:35:51+00:00,32.2292,32.2243,23.7325,23.7283,1023.7455,1023.7414,236.977,243.441,250.19416,15.4804,15.4821,1505.02,1505.02,2.964,2.941,18174.0,757.208,15.4808,15.4825,40.30424,40.300378,0.4784,88.7281,2.2772,2.4486,2.3204,87.276,2092.4,4.1712,0.2784,41.19578,-70.88361
AE2426,001,17,2024-11-06 16:36:12+00:00,32.2295,32.2239,23.7337,23.7293,1023.7454,1023.741,236.617,243.538,250.21721,15.4756,15.4762,1505.0,1505.0,2.647,2.627,18698.0,779.042,15.476,15.4766,40.300035,40.294341,0.4904,88.4626,2.2744,2.4492,2.4527,96.165,2115.5,4.5427,0.2704,41.19572,-70.88361
AE2426,001,18,2024-11-06 16:36:27+00:00,32.2288,32.2242,23.7334,23.7294,1023.7457,1023.7417,237.009,242.715,250.22156,15.4749,15.4767,1505.0,1505.0,2.789,2.767,19039.0,793.25,15.4753,15.4771,40.298772,40.295159,0.4952,88.3562,2.2772,2.4426,2.5314,91.207,2099.7,4.3438,0.2639,41.19569,-70.88363
AE2426,001,19,2024-11-06 16:36:42+00:00,32.2291,32.2244,23.7342,23.731,1023.7479,1023.7446,237.045,243.959,250.23571,15.4719,15.4704,1505.0,1504.99,3.099,3.075,19413.0,808.833,15.4724,15.4708,40.296457,40.289779,0.4832,88.6211,2.2773,2.4523,2.3031,76.669,2100.0,3.6498,0.2577,41.19566,-70.88366
AE2426,001,20,2024-11-06 16:36:59+00:00,32.2287,32.2238,23.7316,23.7274,1023.7428,1023.7386,236.863,243.574,250.18405,15.4826,15.4846,1505.02,1505.02,2.535,2.515,19818.0,825.708,15.483,15.485,40.305608,40.301922,0.494,88.3817,2.2765,2.4498,2.2322,104.67,2123.2,4.9289,0.275,41.19562,-70.88366
AE2426,001,21,2024-11-06 16:37:19+00:00,32.2285,32.2239,23.7323,23.7284,1023.7433,1023.7395,236.91,243.688,250.20352,15.4788,15.4802,1505.01,1505.01,2.501,2.481,20301.0,845.833,15.4791,15.4806,40.301733,40.297881,0.5045,88.1519,2.2767,2.4506,2.582,107.1,2116.8,5.0593,0.2802,41.19556,-70.88366
AE2426,001,22,2024-11-06 16:37:36+00:00,32.228,32.2235,23.7308,23.7274,1023.7443,1023.7409,237.177,243.348,250.18047,15.4835,15.4834,1505.03,1505.02,3.052,3.028,20699.0,862.417,15.484,15.4839,40.305868,40.300787,0.4837,88.6089,2.2788,2.4479,2.1078,84.922,2104.5,4.0353,0.2839,41.19552,-70.88366
AE2426,002,1,2024-11-07 05:36:14+00:00,32.4046,32.4009,23.7887,23.7859,1023.8071,1023.8043,235.005,248.07,248.1594,15.836,15.8361,1506.36,1506.35,4.175,4.143,13428.0,559.458,15.8367,15.8368,40.83017,40.826143,0.3654,91.2699,2.2773,2.5021,2.7783,0.64666,24.94,2.597,0.2335,41.03138,-70.76684
AE2426,003,1,2024-11-07 07:32:42+00:00,32.4497,32.4465,23.8068,23.8043,1023.8218,1023.8192,229.52,243.901,247.72405,15.9104,15.9108,1506.63,1506.63,3.402,3.376,12780.0,532.458,15.9109,15.9113,40.94957,40.94634,0.3227,92.2488,2.2391,2.4722,2.3338,0.88225,25.634,3.4408,0.2835,41.03079,-70.99203
AE2426,004,1,2024-11-07 08:36:59+00:00,33.2023,33.1976,24.1236,24.1196,1024.3075,1024.3035,194.279,201.834,241.08231,17.0483,17.0497,1511.63,1511.63,42.005,41.675,7782.0,324.208,17.0551,17.0566,42.901751,42.897674,0.5697,86.7267,2.0066,2.1703,1.588,0.011701,25.734,0.045406,0.4037,41.03129,-70.8821
AE2426,004,2,2024-11-07 08:37:13+00:00,33.1984,33.1945,24.1222,24.1187,1024.3069,1024.3034,194.973,202.42,241.12114,17.0412,17.0434,1511.61,1511.61,42.182,41.851,8110.0,337.875,17.0481,17.0502,42.890548,42.888107,0.5898,86.2926,2.0117,2.1748,1.8287,0.0076153,25.932,0.029426,0.4312,41.03132,-70.88206
AE2426,004,3,2024-11-07 08:39:01+00:00,32.3258,32.315,23.7581,23.7518,1023.8799,1023.8736,236.61,246.563,248.93038,15.7012,15.6925,1506.25,1506.21,27.631,27.415,10707.0,446.083,15.7054,15.6967,40.629938,40.609709,0.3135,92.4616,2.2784,2.4778,2.4076,1e-12,24.774,4.0406e-12,0.2665,41.0314,-70.88176
AE2426,004,4,2024-11-07 08:39:11+00:00,32.326,32.3177,23.758,23.7526,1023.8781,1023.8728,236.974,246.436,248.9246,15.7024,15.6981,1506.24,1506.22,27.256,27.042,10943.0,455.917,15.7065,15.7022,40.63101,40.617744,0.3119,92.4993,2.2813,2.4769,2.3249,1e-12,25.171,3.9769e-12,0.3137,41.03141,-70.88173
AE2426,004,5,2024-11-07 08:39:20+00:00,32.3218,32.3114,23.7558,23.7494,1023.8756,1023.8692,237.656,246.363,248.95404,15.6978,15.6904,1506.22,1506.19,27.158,26.945,11147.0,464.417,15.7019,15.6945,40.62207,40.603449,0.3052,92.6546,2.2862,2.4761,2.7846,1e-12,26.064,3.8445e-12,0.3111,41.03142,-70.88172
AE2426,004,6,2024-11-07 08:39:32+00:00,32.3187,32.3144,23.7549,23.7514,1023.8766,1023.8731,237.629,246.455,248.99182,15.6911,15.6919,1506.2,1506.2,27.594,27.378,11435.0,476.417,15.6953,15.6961,40.612571,40.608509,0.3021,92.7265,2.2856,2.4764,2.7478,1e-12,25.899,3.8645e-12,0.3092,41.03144,-70.88166
AE2426,004,7,2024-11-07 08:39:44+00:00,32.318,32.315,23.7543,23.7517,1023.8752,1023.8726,237.895,246.524,248.99288,15.6911,15.6924,1506.2,1506.2,27.415,27.201,11722.0,488.375,15.6953,15.6966,40.611728,40.609489,0.3094,92.5578,2.2877,2.477,2.5511,1e-12,24.576,4.0721e-12,0.3003,41.03144,-70.88164
AE2426,004,8,2024-11-07 08:39:54+00:00,32.3216,32.3167,23.7565,23.7527,1023.8783,1023.8745,237.374,246.429,248.97358,15.6938,15.6941,1506.22,1506.21,27.624,27.408,11973.0,498.833,15.698,15.6983,40.618394,40.613092,0.3007,92.7579,2.2839,2.4764,2.2869,1e-12,25.568,3.918e-12,0.2986,41.03146,-70.88162
AE2426,004,9,2024-11-07 08:40:04+00:00,32.3178,32.3154,23.7543,23.7519,1023.8738,1023.8714,237.688,245.941,248.99671,15.6905,15.693,1506.19,1506.2,27.099,26.888,12216.0,508.958,15.6946,15.6971,40.610721,40.610307,0.2955,92.8797,2.2862,2.4724,2.44,1e-12,24.708,4.0517e-12,0.3195,41.03146,-70.8816
AE2426,004,10,2024-11-07 08:42:05+00:00,32.2912,32.2866,23.7417,23.738,1023.8074,1023.8036,238.352,247.853,249.22375,15.6551,15.6558,1505.84,1505.84,14.881,14.765,15113.0,629.667,15.6573,15.658,40.541357,40.536745,0.3047,92.6648,2.2922,2.4889,2.7238,1e-12,25.899,3.8779e-12,0.2914,41.03156,-70.88124
AE2426,004,11,2024-11-07 08:42:12+00:00,32.2909,32.2856,23.7417,23.7377,1023.8068,1023.8028,238.19,248.165,249.22814,15.6543,15.6539,1505.84,1505.83,14.777,14.662,15298.0,637.375,15.6565,15.6562,40.540228,40.533884,0.2943,92.9063,2.291,2.4914,2.5555,1e-12,25.171,3.9769e-12,0.2936,41.03156,-70.88122
AE2426,004,12,2024-11-07 08:42:21+00:00,32.2909,32.286,23.7417,23.7378,1023.808,1023.8041,238.403,247.797,249.22793,15.6543,15.6545,1505.84,1505.84,15.036,14.919,15505.0,646.0,15.6566,15.6568,40.540391,40.535018,0.3063,92.6291,2.2925,2.4884,2.6991,1e-12,24.675,4.0571e-12,0.3204,41.03157,-70.88119
AE2426,004,13,2024-11-07 08:42:30+00:00,32.2912,32.2864,23.7417,23.7379,1023.81,1023.8062,238.827,248.175,249.22321,15.6551,15.6555,1505.85,1505.85,15.475,15.354,15709.0,654.5,15.6575,15.6579,40.541669,40.536672,0.3342,91.9886,2.2956,2.4913,2.6682,1e-12,25.204,3.9716e-12,0.3004,41.03159,-70.88116
AE2426,004,14,2024-11-07 08:42:38+00:00,32.2908,32.2864,23.7415,23.7379,1023.808,1023.8044,239.0,247.927,249.22565,15.6548,15.6556,1505.85,1505.84,15.073,14.956,15912.0,662.958,15.6571,15.6579,40.540729,40.536518,0.3013,92.7456,2.297,2.4894,2.5462,1e-12,24.741,4.0473e-12,0.2521,41.03158,-70.88112
AE2426,004,15,2024-11-07 08:44:32+00:00,32.2899,32.2853,23.7419,23.7382,1023.7515,1023.7478,235.455,247.898,249.26109,15.6498,15.6503,1505.61,1505.61,2.17,2.153,18648.0,776.958,15.6502,15.6506,40.527936,40.523139,0.2984,92.8111,2.2729,2.4921,2.4234,1.2419,24.708,5.0365,0.2952,41.03163,-70.88082
AE2426,004,16,2024-11-07 08:44:42+00:00,32.2899,32.2852,23.7418,23.7381,1023.7547,1023.751,235.732,247.785,249.25964,15.65,15.6505,1505.62,1505.62,2.91,2.887,18875.0,786.417,15.6505,15.6509,40.528509,40.52367,0.3004,92.7637,2.2748,2.491,2.6004,0.99955,25.27,3.9637,0.2954,41.03166,-70.88078
AE2426,004,17,2024-11-07 08:44:53+00:00,32.2898,32.2852,23.742,23.7384,1023.755,1023.7514,235.826,248.236,249.26465,15.649,15.649,1505.62,1505.61,2.942,2.919,19139.0,797.417,15.6495,15.6494,40.527518,40.522267,0.298,92.8212,2.2755,2.4946,2.421,1.1272,25.37,4.4385,0.3151,41.03167,-70.88075
AE2426,004,18,2024-11-07 08:45:00+00:00,32.2899,32.2851,23.742,23.7382,1023.7558,1023.7521,236.252,247.516,249.26386,15.6491,15.6495,1505.62,1505.62,3.134,3.11,19321.0,805.0,15.6496,15.6499,40.527754,40.522691,0.3003,92.7675,2.2787,2.4888,2.3021,1.2706,27.553,4.6291,0.2993,41.03168,-70.88073
AE2426,004,19,2024-11-07 08:45:10+00:00,32.2899,32.2851,23.7418,23.738,1023.7524,1023.7486,236.031,248.376,249.25955,15.6501,15.6507,1505.61,1505.61,2.418,2.399,19570.0,815.375,15.6505,15.6511,40.528273,40.523436,0.2985,92.81,2.2772,2.4959,2.4234,1.0511,24.94,4.2161,0.3177,41.03166,-70.88072
AE2426,004,20,2024-11-07 08:45:19+00:00,32.2898,32.285,23.7417,23.7379,1023.7549,1023.7511,236.834,248.03,249.2599,15.65,15.6507,1505.62,1505.62,2.988,2.964,19785.0,824.333,15.6505,15.6512,40.528376,40.523655,0.294,92.9143,2.2831,2.493,2.672,1.1034,25.072,4.3912,0.254,41.03168,-70.88068
AE2426,004,21,2024-11-07 08:45:28+00:00,32.2898,32.2852,23.7418,23.738,1023.7531,1023.7494,236.521,248.285,249.26048,15.6499,15.6509,1505.62,1505.61,2.57,2.55,19996.0,833.125,15.6503,15.6512,40.52812,40.523788,0.3014,92.743,2.2808,2.4951,2.7818,1.1241,24.543,4.5858,0.3134,41.03168,-70.88065
AE2426,004,22,2024-11-07 08:45:36+00:00,32.2898,32.285,23.7417,23.7377,1023.7538,1023.7498,236.395,248.134,249.25863,15.6503,15.6518,1505.62,1505.62,2.743,2.722,20184.0,840.958,15.6507,15.6522,40.528526,40.52458,0.3064,92.6259,2.2799,2.4939,2.5396,1.1899,26.296,4.5187,0.3106,41.03168,-70.88063
AE2426,004,23,2024-11-07 08:45:45+00:00,32.2899,32.2852,23.7418,23.738,1023.7537,1023.75,237.056,248.455,249.25935,15.6501,15.6509,1505.62,1505.62,2.7,2.679,20398.0,849.875,15.6505,15.6513,40.528437,40.523935,0.3068,92.618,2.2849,2.4965,2.6711,1.1492,24.741,4.6191,0.3166,41.03168,-70.8806
AE2426,004,24,2024-11-07 08:45:53+00:00,32.2899,32.2852,23.7417,23.7377,1023.7537,1023.7497,236.756,248.017,249.2575,15.6505,15.6523,1505.62,1505.62,2.72,2.699,20597.0,858.167,15.6509,15.6527,40.528813,40.525191,0.3025,92.7164,2.2826,2.493,2.8657,0.96577,25.27,3.8367,0.2889,41.0317,-70.88058
AE2426,005,1,2024-11-07 13:12:44+00:00,34.2526,34.2486,25.1086,25.1055,1025.4266,1025.4236,151.544,156.837,242.88651,16.2802,16.28,1511.03,1511.02,72.565,71.993,11194.0,466.375,16.2917,16.2916,43.381073,43.376492,0.8779,80.2949,1.66,1.7828,0.1954,0.044277,687.93,0.0064367,0.5976,40.51322,-70.88278
AE2426,005,2,2024-11-07 13:13:02+00:00,34.2531,34.2512,25.1088,25.1071,1025.4276,1025.4258,151.36,156.567,242.88314,16.2807,16.2822,1511.03,1511.04,72.729,72.155,11605.0,483.5,16.2922,16.2937,43.382239,43.381608,0.8901,80.0497,1.6586,1.7806,0.1771,0.045208,702.25,0.0064369,0.6284,40.51324,-70.88277
AE2426,005,3,2024-11-07 13:15:01+00:00,33.8244,33.8208,24.3394,24.3425,1024.5791,1024.5822,193.277,199.538,235.19816,18.1323,18.1084,1515.78,1515.71,55.03,54.599,14478.0,603.208,18.1417,18.1178,44.68122,44.653585,0.0115,99.711,2.0356,2.191,0.2371,0.49731,629.02,0.079062,0.3972,40.51342,-70.8826
AE2426,005,4,2024-11-07 13:15:10+00:00,33.8208,33.8198,24.3442,24.3385,1024.5844,1024.5786,193.244,199.838,235.34052,18.1012,18.1215,1515.69,1515.75,55.129,54.697,14679.0,611.583,18.1106,18.1309,44.646654,44.665224,0.0066,99.8339,2.0343,2.1925,0.2063,0.49608,632.76,0.078401,0.4209,40.51344,-70.8826
AE2426,005,5,2024-11-07 13:15:18+00:00,33.8216,33.8185,24.35,24.3496,1024.5908,1024.5905,193.708,199.71,235.42927,18.0807,18.0721,1515.63,1515.6,55.292,54.859,14868.0,619.458,18.0901,18.0815,44.627784,44.6157,0.0046,99.886,2.0374,2.1907,0.2077,0.48434,619.79,0.078147,0.4179,40.51344,-70.8826
AE2426,005,6,2024-11-07 13:15:34+00:00,33.8302,33.8444,24.3506,24.3597,1024.5922,1024.6013,193.332,199.098,235.30876,18.105,18.1117,1515.72,1515.75,55.473,55.038,15274.0,636.375,18.1144,18.1212,44.661655,44.684986,0.0065,99.8365,2.0352,2.1864,0.228,0.48356,622.87,0.077634,0.3973,40.51347,-70.88257
AE2426,005,7,2024-11-07 13:17:20+00:00,32.8533,32.8497,23.9954,23.9926,1024.1583,1024.1555,233.877,241.566,244.46215,16.4467,16.4469,1509.32,1509.32,37.082,36.793,17817.0,742.333,16.4526,16.4528,41.928317,41.924414,0.0941,97.6756,2.2894,2.4719,1.3982,3.2102,672.38,0.47743,0.2832,40.51366,-70.8824
AE2426,005,8,2024-11-07 13:17:30+00:00,32.8535,32.8496,23.9954,23.9927,1024.1589,1024.1562,233.748,241.606,244.45728,16.4477,16.4463,1509.33,1509.32,37.232,36.942,18036.0,751.458,16.4536,16.4522,41.929532,41.923819,0.0864,97.8623,2.2884,2.4722,1.2943,3.2229,697.39,0.46214,0.2563,40.51368,-70.8824
AE2426,005,9,2024-11-07 13:17:39+00:00,32.8535,32.8501,23.9955,23.9928,1024.1609,1024.1582,233.957,241.586,244.45987,16.4471,16.4472,1509.33,1509.33,37.654,37.36,18257.0,760.667,16.453,16.4532,41.929181,41.925379,0.0926,97.7107,2.2899,2.4719,1.2178,3.0465,692.09,0.44021,0.292,40.51372,-70.88242
AE2426,005,10,2024-11-07 13:17:51+00:00,32.853,32.8493,23.9954,23.9927,1024.16,1024.1573,234.305,241.594,244.4672,16.4457,16.445,1509.33,1509.32,37.474,37.182,18543.0,772.583,16.4516,16.4509,41.927211,41.922268,0.0911,97.7485,2.2926,2.4719,1.1936,3.0846,688.89,0.44776,0.2852,40.51374,-70.88237
AE2426,005,11,2024-11-07 13:19:31+00:00,32.8388,32.8354,23.9911,23.9884,1024.0802,1024.0775,234.45,242.198,244.64086,16.4167,16.4174,1508.93,1508.93,20.272,20.115,20954.0,873.042,16.4199,16.4206,41.873827,41.870738,0.1047,97.417,2.2962,2.4797,1.4037,18.157,784.55,2.3143,0.3053,40.51399,-70.88226
AE2426,005,12,2024-11-07 13:19:38+00:00,32.8376,32.8343,23.9908,23.9883,1024.0804,1024.0778,234.353,241.906,244.6535,16.4144,16.4145,1508.92,1508.92,20.395,20.237,21131.0,880.417,16.4176,16.4177,41.87046,41.866763,0.1076,97.3458,2.2953,2.4771,1.2867,18.186,831.15,2.1881,0.2879,40.514,-70.88224
AE2426,005,13,2024-11-07 13:21:43+00:00,32.8347,32.8317,23.9879,23.986,1024.0041,1024.0022,234.711,242.865,244.65738,16.4172,16.4153,1508.64,1508.63,3.68,3.651,24114.0,1004.708,16.4178,16.4159,41.860274,41.854964,0.1062,97.3808,2.3018,2.4891,1.0362,194.8,713.53,27.301,0.296,40.51402,-70.8821
AE2426,005,14,2024-11-07 13:21:50+00:00,32.8347,32.8313,23.9878,23.9849,1024.003,1024.0001,234.774,241.884,244.65417,16.418,16.4191,1508.64,1508.64,3.471,3.444,24291.0,1012.083,16.4185,16.4197,41.860838,41.858075,0.1075,97.3495,2.3024,2.4811,1.0886,206.9,716.87,28.86,0.2938,40.51402,-70.88209
AE2426,005,15,2024-11-07 13:21:58+00:00,32.8347,32.8315,23.9871,23.9838,1024.0025,1023.9992,234.226,242.615,244.63997,16.421,16.4244,1508.65,1508.66,3.508,3.481,24471.0,1019.583,16.4215,16.4249,41.863655,41.863191,0.1385,96.6015,2.2982,2.4872,1.0657,211.27,720.55,29.32,0.2874,40.51404,-70.88208
AE2426,005,16,2024-11-07 13:22:05+00:00,32.8345,32.8315,23.9863,23.9839,1024.0031,1024.0006,234.494,242.109,244.62902,16.4233,16.424,1508.66,1508.66,3.807,3.777,24658.0,1027.375,16.4239,16.4246,41.865774,41.863024,0.1066,97.3702,2.3003,2.4831,1.0305,195.37,725.8,26.919,0.2824,40.51404,-70.88206
AE2426,006,1,2024-11-08 04:44:13+00:00,36.2309,36.2285,25.1413,25.1384,1025.3591,1025.3563,162.065,167.382,215.69562,22.0434,22.0466,1529.21,1529.22,50.906,50.511,23226.0,967.708,22.0535,22.0567,51.601088,51.601394,-0.0462,101.1617,1.9091,2.0509,0.5295,7.5173e-06,27.95,2.7076e-05,0.4424,39.77325,-70.8841
AE2426,006,2,2024-11-08 04:44:34+00:00,36.2354,36.2342,25.1362,25.1336,1025.3541,1025.3515,162.455,167.813,215.57769,22.0731,22.0791,1529.29,1529.31,50.926,50.531,23729.0,988.667,22.0832,22.0892,51.638214,51.643085,-0.0451,101.1335,1.9134,2.0558,0.6236,1.0934e-05,26.064,4.172e-05,0.4642,39.77318,-70.88414
AE2426,006,3,2024-11-08 04:45:01+00:00,36.2284,36.2233,25.1288,25.1262,1025.3453,1025.3428,163.164,168.448,215.55955,22.0806,22.076,1529.3,1529.28,50.621,50.228,24359.0,1014.917,22.0907,22.0861,51.637125,51.625745,-0.0455,101.1437,1.9197,2.0619,0.591,1.5718e-05,25.833,6.0498e-05,0.4258,39.7731,-70.8842
AE2426,006,4,2024-11-08 04:45:17+00:00,36.2293,36.2295,25.1289,25.1283,1025.3461,1025.3456,163.525,168.568,215.54973,22.0828,22.0851,1529.31,1529.32,50.79,50.395,24764.0,1031.792,22.093,22.0952,51.640786,51.643393,-0.0439,101.1043,1.9229,2.063,0.4931,1.5035e-05,26.296,5.8232e-05,0.4405,39.77304,-70.88424
AE2426,006,5,2024-11-08 04:46:33+00:00,35.903,35.8992,24.4483,24.4457,1024.5558,1024.5532,196.601,201.943,210.51866,23.5836,23.5828,1532.34,1532.34,25.242,25.048,26580.0,1107.458,23.5889,23.5881,52.79514,52.789391,-0.0117,100.2935,2.2603,2.4248,0.6128,0.059111,25.072,0.23615,0.2644,39.77277,-70.88438
AE2426,006,6,2024-11-08 04:46:51+00:00,35.9057,35.9022,24.4488,24.4459,1024.5572,1024.5544,196.298,202.956,210.49581,23.5889,23.5899,1532.36,1532.36,25.46,25.264,27015.0,1125.583,23.5942,23.5952,52.804426,52.800956,-0.0121,100.3036,2.2577,2.4346,0.5804,0.1141,26.23,0.43563,0.2624,39.77272,-70.88442
AE2426,006,7,2024-11-08 04:47:06+00:00,35.9065,35.9048,24.4492,24.4452,1024.5578,1024.5538,196.51,202.706,210.49129,23.5899,23.599,1532.37,1532.39,25.498,25.302,27373.0,1140.5,23.5952,23.6043,52.806557,52.813999,-0.0081,100.2041,2.2597,2.4323,0.5886,0.15723,26.329,0.59821,0.2357,39.77266,-70.88442
AE2426,006,8,2024-11-08 04:47:18+00:00,35.909,35.906,24.449,24.4463,1024.557,1024.5543,196.351,202.151,210.46282,23.5969,23.5984,1532.39,1532.39,25.368,25.172,27654.0,1152.208,23.6022,23.6037,52.817128,52.81489,-0.0117,100.293,2.2585,2.4273,0.5675,0.17581,25.204,0.69825,0.261,39.77262,-70.88446
AE2426,006,9,2024-11-08 04:47:33+00:00,35.9081,35.905,24.4485,24.4452,1024.5567,1024.5534,196.339,202.934,210.46728,23.596,23.5994,1532.38,1532.39,25.399,25.204,28013.0,1167.167,23.6013,23.6047,52.815003,52.814584,-0.0117,100.2941,2.2584,2.4347,0.5664,0.18849,31.29,0.60282,0.2376,39.77256,-70.8845
AE2426,006,10,2024-11-08 04:47:45+00:00,35.9097,35.9051,24.4484,24.445,1024.5568,1024.5534,196.434,202.432,210.44802,23.6007,23.6004,1532.4,1532.39,25.451,25.255,28302.0,1179.208,23.606,23.6057,52.822177,52.815823,-0.0106,100.2643,2.2594,2.4301,0.5659,0.1927,28.777,0.67028,0.1856,39.77252,-70.8845
AE2426,006,11,2024-11-08 04:49:28+00:00,35.9118,35.9075,24.4509,24.4481,1024.4634,1024.4606,196.399,202.386,210.4733,23.5976,23.5962,1532.0,1532.0,2.948,2.926,30768.0,1281.958,23.5983,23.5968,52.806787,52.799681,-0.0106,100.2642,2.2637,2.4347,0.6704,1.4438,27.156,5.3178,0.2739,39.77214,-70.8847
