cruise,cast,niskin,date,sal00,sal11,sigma_00,sigma_11,density00,density11,sbox0mm_kg,sbox1mm_kg,oxsolmm_kg,potemp090c,potemp190c,svcm,svcm1,prdm,depsm,scan,times,t090c,t190c,c0ms_cm,c1ms_cm,cstarat0,cstartr0,sbeox0v,sbeox1v,fleco_afl,par,spar,cpar,v0,latitude,longitude
AE2426,018,24,2024-11-10 13:06:53+00:00,32.8507,32.8461,24.0998,24.0957,1024.1116,1024.1075,233.668,242.001,246.71998,15.978,15.9809,1507.29,1507.29,2.676,2.655,30775.0,1282.25,15.9784,15.9813,41.465646,41.463216,0.1246,96.9324,2.2781,2.4651,1.2355,403.38,1363.7,29.579,0.3336,40.70086,-70.88444
AE2426,019,1,2024-11-11 02:57:33+00:00,33.1498,33.0771,24.1347,24.1159,1024.3096,1024.291,201.827,209.518,242.18395,16.8286,16.6694,1510.87,1510.31,39.905,39.592,10544.0,439.292,16.835,16.6757,42.630883,42.39632,0.3927,90.6507,2.0582,2.2262,1.1792,1e-12,27.156,3.6872e-12,0.3798,41.03136,-70.88326
AE2426,019,2,2024-11-11 02:57:45+00:00,33.2555,33.244,24.1656,24.1609,1024.3416,1024.3369,199.217,206.571,241.0202,17.0431,17.0255,1511.65,1511.58,40.206,39.89,10825.0,451.0,17.0496,17.032,42.957291,42.927143,0.7273,83.3954,2.0457,2.2103,1.2749,1e-12,27.321,3.6657e-12,0.4079,41.03133,-70.88325
AE2426,019,3,2024-11-11 02:57:54+00:00,33.248,33.2249,24.1643,24.1577,1024.3393,1024.3328,197.099,203.422,241.11906,17.0243,16.9766,1511.58,1511.41,39.978,39.664,11038.0,459.875,17.0308,16.9831,42.930547,42.858398,0.6093,85.8771,2.0286,2.1836,1.317,9.5597e-05,27.057,0.00034696,0.3852,41.0313,-70.88326
AE2426,019,4,2024-11-11 02:58:57+00:00,32.5909,32.5869,23.9687,23.9658,1024.0536,1024.0507,235.062,243.863,248.63144,15.6708,15.6702,1506.31,1506.31,19.266,19.115,12554.0,523.042,15.6737,15.6731,40.895551,40.890439,0.2206,94.6342,2.2707,2.4605,2.1401,1e-12,26.329,3.8019e-12,0.2798,41.03116,-70.88322
AE2426,019,5,2024-11-11 02:59:05+00:00,32.5924,32.5885,23.9692,23.9659,1024.0555,1024.0523,235.029,243.935,248.61389,15.6738,15.675,1506.33,1506.33,19.595,19.442,12756.0,531.458,15.6768,15.678,40.900199,40.896864,0.22,94.648,2.2705,2.4611,2.0978,1e-12,27.024,3.7062e-12,0.3332,41.03114,-70.88321
AE2426,019,6,2024-11-11 02:59:14+00:00,32.5925,32.5885,23.969,23.9656,1024.0557,1024.0524,235.089,243.953,248.60808,15.675,15.6764,1506.34,1506.34,19.68,19.526,12970.0,540.375,15.678,15.6794,40.901416,40.898313,0.2219,94.6044,2.271,2.4613,1.8412,1e-12,27.321,3.6655e-12,0.3239,41.03114,-70.88321
AE2426,019,7,2024-11-11 03:00:02+00:00,32.5927,32.5884,23.9671,23.9645,1023.9861,1023.9834,235.107,244.063,248.5758,15.6839,15.6814,1506.1,1506.09,4.296,4.262,14122.0,588.375,15.6846,15.6821,40.901284,40.894181,0.2237,94.5602,2.2748,2.4662,1.8642,0.73794,26.693,2.7685,0.3355,41.03102,-70.88318
AE2426,019,8,2024-11-11 03:00:11+00:00,32.5924,32.5884,23.9681,23.9652,1023.9853,1023.9825,235.063,244.402,248.60133,15.6788,15.6776,1506.08,1506.07,3.905,3.875,14340.0,597.458,15.6794,15.6782,40.896051,40.890361,0.2217,94.6092,2.2743,2.4688,1.8711,0.85688,26.891,3.1988,0.3223,41.031,-70.88318
AE2426,019,9,2024-11-11 03:00:20+00:00,32.5921,32.5884,23.9683,23.9652,1023.9853,1023.9822,234.985,244.279,248.61196,15.6767,15.6778,1506.07,1506.07,3.845,3.815,14552.0,606.292,15.6773,15.6784,40.893766,40.890532,0.2218,94.6049,2.2736,2.4678,1.9622,0.71249,26.825,2.6595,0.3261,41.03096,-70.8832
AE2426,019,10,2024-11-11 03:00:28+00:00,32.5918,32.5881,23.9687,23.9655,1023.9862,1023.983,235.045,243.741,248.62758,15.6737,15.6755,1506.06,1506.06,3.951,3.921,14751.0,614.583,15.6743,15.6761,40.890521,40.888124,0.2211,94.6236,2.274,2.4633,1.7754,0.69125,26.726,2.5851,0.2928,41.03094,-70.88318
AE2426,020,1,2024-11-11 06:41:38+00:00,31.9449,31.9421,23.8389,23.8365,1023.8891,1023.8868,250.867,260.728,258.4672,13.9434,13.944,1499.9,1499.89,11.297,11.208,6378.0,265.708,13.9449,13.9456,38.596525,38.59405,1.8442,63.0883,2.3159,2.5155,3.7318,1e-12,27.454,3.6444e-12,0.3556,41.32296,-70.55111
AE2426,020,2,2024-11-11 06:41:51+00:00,31.9449,31.9422,23.8387,23.8365,1023.8933,1023.891,251.254,261.271,258.46273,13.9441,13.9445,1499.91,1499.91,12.266,12.17,6695.0,278.917,13.9458,13.9462,38.597716,38.595137,1.4031,70.4233,2.3185,2.5195,3.5206,1e-12,27.685,3.614e-12,0.3636,41.32296,-70.55098
AE2426,020,3,2024-11-11 06:43:00+00:00,31.9441,31.9414,23.8378,23.8356,1023.8726,1023.8704,250.991,261.009,258.46086,13.9454,13.9459,1499.84,1499.84,7.825,7.764,8340.0,347.458,13.9464,13.947,38.59554,38.593047,1.7557,64.4821,2.3176,2.5186,4.0408,0.022641,27.321,0.082845,0.3507,41.323,-70.55024
AE2426,020,4,2024-11-11 06:43:10+00:00,31.9442,31.9415,23.8375,23.8354,1023.876,1023.8739,250.98,260.45,258.45084,13.9471,13.9475,1499.86,1499.86,8.662,8.594,8593.0,358.0,13.9483,13.9487,38.597696,38.595153,1.3219,71.8602,2.3174,2.5142,3.4625,0.0012615,27.288,0.0046703,0.3555,41.323,-70.55015
AE2426,020,5,2024-11-11 06:43:59+00:00,31.9426,31.9407,23.835,23.8333,1023.8498,1023.8481,251.218,260.285,258.42275,13.9538,13.9548,1499.79,1499.79,3.342,3.316,9759.0,406.583,13.9543,13.9552,38.599126,38.597896,1.5417,68.0203,2.3206,2.5145,3.7117,0.67516,27.487,2.4561,0.3501,41.32302,-70.54957
AE2426,020,6,2024-11-11 06:44:12+00:00,31.9429,31.9401,23.8353,23.8331,1023.8544,1023.8522,251.286,261.114,258.42631,13.9529,13.9531,1499.81,1499.8,4.301,4.268,10073.0,419.667,13.9535,13.9537,38.599078,38.596195,1.3646,71.0979,2.3208,2.5206,3.4661,0.36533,27.553,1.3263,0.363,41.323,-70.54943
