cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR99,2,13,2026-01-13 18:34:52+00:00,25.6079,25.6076,313.32626,306.95,5.0897,5.0899,32.4043,32.404,1025.6545,1025.6542,10.04,5.0904,5.0906,3.128945,3.128931,3.2176,1.1683,0.7495,0.0005482,9.961746366461915,41.195667,-70.883
AR99,2,14,2026-01-13 18:34:59+00:00,25.608,25.6077,313.32823,306.695,5.0894,5.0895,32.4044,32.404,1025.6545,1025.6542,10.023,5.0901,5.0903,3.128923,3.128905,3.2168,1.251,0.7831,0.0002741,9.944879277689816,41.195667,-70.883
AR99,2,15,2026-01-13 18:36:46+00:00,25.605,25.6047,313.17437,308.038,5.1106,5.1108,32.4036,32.4032,1025.6138,1025.6134,1.894,5.1108,5.1109,3.13025,3.130228,3.2293,1.0973,0.779,0.00039869,1.879274943129987,41.195667,-70.883
AR99,2,16,2026-01-13 18:36:54+00:00,25.6055,25.6052,313.18591,307.935,5.1089,5.109,32.404,32.4035,1025.616,1025.6156,2.246,5.1091,5.1092,3.130163,3.13013,3.2293,0.9803,0.8464,0.0005482,2.2285363876328836,41.195667,-70.883
AR99,2,17,2026-01-13 18:37:02+00:00,25.6051,25.605,313.1762,307.884,5.1103,5.1099,32.4037,32.4035,1025.6148,1025.6147,2.09,5.1105,5.11,3.130243,3.130187,3.2292,0.9155,0.7351,0.00037378,2.0737501392300994,41.195667,-70.883
AR99,2,18,2026-01-13 18:37:15+00:00,25.6049,25.6046,313.16616,308.031,5.1117,5.1117,32.4036,32.4032,1025.6138,1025.6134,1.913,5.1118,5.1118,3.130345,3.130302,3.2295,0.9545,0.7862,0.00049837,1.8981271386014087,41.195667,-70.883
AR99,2,19,2026-01-13 18:37:24+00:00,25.6049,25.6048,313.16667,307.924,5.1116,5.1113,32.4036,32.4034,1025.613,1025.6129,1.742,5.1118,5.1114,3.130333,3.130284,3.2296,0.8549,0.7198,0.00022427,1.7284573167985264,41.195667,-70.883
AR99,2,20,2026-01-13 18:37:40+00:00,25.6049,25.6047,313.16375,308.022,5.112,5.1119,32.4036,32.4033,1025.6144,1025.6142,2.058,5.1122,5.112,3.130381,3.130344,3.2295,0.8771,0.7591,0.00047345,2.04199909943693,41.195667,-70.883
AR99,2,21,2026-01-13 18:37:49+00:00,25.605,25.6047,313.15827,307.894,5.1127,5.1119,32.4038,32.4034,1025.6148,1025.6145,2.121,5.1128,5.1121,3.130457,3.130352,3.2296,0.9131,0.7567,0.00039869,2.104508954329094,41.195667,-70.883
AR99,2,22,2026-01-13 18:37:58+00:00,25.6053,25.6049,313.16656,308.006,5.1115,5.1113,32.4041,32.4036,1025.6151,1025.6147,2.105,5.1117,5.1114,3.130377,3.130318,3.2295,0.8097,0.8248,0.00029902,2.0886334374362967,41.195667,-70.883
AR99,2,23,2026-01-13 18:38:11+00:00,25.605,25.6046,313.16307,307.972,5.1121,5.1121,32.4038,32.4033,1025.6143,1025.6139,1.999,5.1122,5.1122,3.130393,3.130356,3.2286,0.75,0.763,0.0002741,1.9834581068957156,41.195667,-70.883
AR99,2,24,2026-01-13 18:38:19+00:00,25.605,25.6048,313.16517,307.958,5.1118,5.1117,32.4038,32.4035,1025.6139,1025.6136,1.906,5.1119,5.1118,3.130365,3.13033,3.2287,0.7956,0.7361,0.00052329,1.8911815931035902,41.195667,-70.883
AR99,3,1,2026-01-14 04:35:41+00:00,25.7227,25.7224,304.12718,301.451,6.241,6.2409,32.7216,32.7212,1025.8921,1025.8917,36.754,6.2441,6.244,3.256979,3.256929,3.2432,1.4116,0.1854,0.0,36.465685329810825,41.041167,-70.881167
AR99,3,2,2026-01-14 04:36:09+00:00,25.7226,25.7223,304.13556,301.556,6.24,6.24,32.7214,32.7209,1025.8912,1025.8909,36.585,6.243,6.243,3.256854,3.256816,3.2438,1.3657,0.206,0.0,36.29802591262574,41.041167,-70.881167
AR99,3,3,2026-01-14 04:41:07+00:00,25.7216,25.7212,304.24603,301.785,6.2277,6.2276,32.7181,32.7176,1025.7701,1025.7697,10.513,6.2286,6.2285,3.254175,3.254123,3.254,1.5493,0.1883,4.9837e-05,10.431195101344047,41.041167,-70.881167
AR99,3,4,2026-01-14 04:41:18+00:00,25.7215,25.7212,304.23615,301.917,6.2291,6.228,32.7182,32.7176,1025.7701,1025.7698,10.551,6.23,6.2289,3.2543,3.254159,3.2536,1.6876,0.2113,0.0,10.468898446727598,41.041167,-70.881167
AR99,3,5,2026-01-14 04:41:27+00:00,25.7219,25.7214,304.23767,301.718,6.2288,6.2285,32.7186,32.718,1025.7687,1025.7682,10.156,6.2296,6.2293,3.254292,3.254212,3.2531,1.3105,0.1971,0.0,10.076981754069976,41.041167,-70.881167
AR99,3,6,2026-01-14 04:41:37+00:00,25.7218,25.7214,304.2306,301.856,6.2297,6.2297,32.7187,32.7181,1025.7692,1025.7687,10.274,6.2306,6.2305,3.254388,3.254331,3.2536,1.4158,0.1883,0.0,10.194060743441426,41.041167,-70.881167
AR99,3,7,2026-01-14 04:41:56+00:00,25.7218,25.7215,304.23487,301.716,6.2291,6.2291,32.7186,32.7181,1025.7705,1025.7701,10.563,6.23,6.23,3.254343,3.254299,3.2526,1.468,0.2179,0.0,10.480804764878613,41.041167,-70.881167
AR99,3,8,2026-01-14 04:42:06+00:00,25.7217,25.7214,304.22818,301.608,6.2301,6.2298,32.7186,32.7182,1025.7704,1025.7701,10.56,6.2309,6.2307,3.254422,3.254364,3.2527,1.4435,0.3021,0.0,10.47782818540583,41.041167,-70.881167
AR99,3,9,2026-01-14 04:42:17+00:00,25.7217,25.7212,304.24555,301.742,6.2278,6.2278,32.7183,32.7177,1025.7697,1025.7693,10.419,6.2286,6.2287,3.254186,3.25414,3.2532,1.3556,0.1874,0.0,10.337928901327071,41.041167,-70.881167
AR99,3,10,2026-01-14 04:45:05+00:00,25.7216,25.7206,304.2682,301.751,6.2253,6.2253,32.7177,32.7165,1025.7402,1025.7393,4.044,6.2256,6.2257,3.253598,3.253496,3.2559,1.3805,0.1926,2.4918e-05,4.012595348871354,41.041167,-70.881167
AR99,3,11,2026-01-14 04:45:16+00:00,25.7214,25.721,304.26661,301.857,6.2256,6.2251,32.7175,32.717,1025.7411,1025.7408,4.275,6.2259,6.2255,3.253615,3.253532,3.2559,1.3204,0.1902,0.0,4.241799086170556,41.041167,-70.881167
AR99,3,12,2026-01-14 04:45:24+00:00,25.7212,25.7207,304.23617,301.875,6.2297,6.2299,32.7179,32.7173,1025.7418,1025.7414,4.489,6.2301,6.2303,3.254014,3.253984,3.2564,1.5898,0.1962,0.0,4.454134786766879,41.041167,-70.881167
AR99,3,13,2026-01-14 04:45:34+00:00,25.7212,25.7207,304.22027,301.626,6.2318,6.2306,32.7182,32.7174,1025.7407,1025.7402,4.229,6.2322,6.2309,3.254217,3.254035,3.2553,1.479,0.2232,0.0,4.196156803986518,41.041167,-70.881167
AR99,3,14,2026-01-14 04:45:43+00:00,25.721,25.7207,304.22259,301.892,6.2316,6.2316,32.718,32.7176,1025.741,1025.7407,4.326,6.2319,6.232,3.254178,3.254154,3.2558,1.4411,0.1889,0.0,4.292402474077043,41.041167,-70.881167
AR99,3,15,2026-01-14 04:45:51+00:00,25.7208,25.7208,304.22056,301.731,6.2319,6.2314,32.7178,32.7176,1025.7408,1025.7407,4.329,6.2323,6.2318,3.254193,3.254136,3.2558,1.3995,0.1929,0.0,4.295379143563999,41.041167,-70.881167
AR99,3,16,2026-01-14 04:46:00+00:00,25.7212,25.7207,304.22266,301.9,6.2315,6.2318,32.7182,32.7176,1025.7412,1025.7407,4.338,6.2318,6.2321,3.254191,3.254162,3.2559,1.5823,0.2156,0.0,4.304309151764941,41.041167,-70.881167
AR99,3,17,2026-01-14 04:46:08+00:00,25.7212,25.7207,304.22676,301.791,6.2309,6.2312,32.7181,32.7175,1025.7425,1025.7419,4.607,6.2313,6.2315,3.254151,3.254116,3.2559,1.5651,0.2126,0.0,4.571216994678036,41.041167,-70.881167
AR99,4,1,2026-01-14 10:45:11+00:00,25.8767,25.8765,279.31194,245.42,9.7103,9.711,33.561,33.5609,1026.2007,1026.2005,71.709,9.7182,9.719,3.645536,3.645596,2.9598,0.5317,0.6638,0.00012459,71.14388417735066,40.513167,-70.882833
AR99,4,2,2026-01-14 10:45:35+00:00,25.8772,25.877,279.27531,245.282,9.7156,9.7152,33.5627,33.5625,1026.2028,1026.2027,72.065,9.7236,9.7232,3.646214,3.64615,2.9592,0.4921,0.7074,0.00012459,71.49701698457253,40.513167,-70.882833
AR99,4,3,2026-01-14 10:45:43+00:00,25.8756,25.8755,279.35138,245.554,9.7046,9.7027,33.5584,33.5579,1026.2016,1026.2015,72.149,9.7127,9.7107,3.644794,3.644568,2.9593,0.5857,0.8008,7.4755e-05,71.58034036715739,40.513167,-70.882833
AR99,4,4,2026-01-14 10:48:46+00:00,25.7322,25.7327,285.45698,265.138,8.847,8.8482,33.1994,33.2003,1026.0298,1026.0303,65.536,8.8538,8.855,3.532233,3.532428,3.0873,0.5892,0.2997,0.00012459,65.02050415811328,40.513167,-70.882833
AR99,4,5,2026-01-14 10:48:56+00:00,25.7357,25.7341,285.27812,264.894,8.872,8.8622,33.2088,33.2048,1026.0336,1026.032,65.617,8.8788,8.869,3.535379,3.534119,3.0862,0.5534,0.3071,9.9673e-05,65.1008542471329,40.513167,-70.882833
AR99,4,6,2026-01-14 10:49:04+00:00,25.7374,25.7373,285.18132,263.994,8.8856,8.8758,33.2137,33.2116,1026.0351,1026.035,65.565,8.8924,8.8827,3.537065,3.535992,3.0817,0.5629,0.3275,4.9837e-05,65.0492714775582,40.513167,-70.882833
AR99,4,7,2026-01-14 10:51:51+00:00,25.6342,25.634,290.3174,282.437,8.1812,8.1807,32.9457,32.9453,1025.8193,1025.8191,40.609,8.1852,8.1847,3.447526,3.447452,3.2032,0.8252,0.1997,4.9837e-05,40.29201018277005,40.513167,-70.882833
AR99,4,8,2026-01-14 10:52:02+00:00,25.634,25.6338,290.31286,282.563,8.1819,8.1818,32.9455,32.9453,1025.8203,1025.8201,40.872,8.1859,8.1858,3.447589,3.447554,3.204,0.7716,0.2022,0.0,40.55293137585993,40.513167,-70.882833
AR99,4,9,2026-01-14 10:52:09+00:00,25.6342,25.6339,290.31088,282.496,8.1821,8.1821,32.9459,32.9455,1025.8204,1025.8201,40.833,8.1861,8.1862,3.447639,3.447609,3.2034,0.9187,0.2133,0.00012459,40.514239661006556,40.513167,-70.882833
AR99,4,10,2026-01-14 10:54:39+00:00,25.6339,25.6335,290.31116,282.682,8.1841,8.1835,32.9459,32.9452,1025.7274,1025.7269,20.493,8.1861,8.1855,3.446747,3.446634,3.2119,0.8169,0.2086,4.9837e-05,20.33402541821915,40.513167,-70.882833
AR99,4,11,2026-01-14 10:55:01+00:00,25.6338,25.6335,290.31646,282.478,8.1833,8.183,32.9456,32.9452,1025.7271,1025.7268,20.467,8.1854,8.1851,3.446653,3.446586,3.2112,0.773,0.2079,9.9673e-05,20.308228393841375,40.513167,-70.882833
AR99,4,12,2026-01-14 10:55:09+00:00,25.6338,25.6335,290.31613,282.636,8.1834,8.1832,32.9456,32.9452,1025.7266,1025.7264,20.363,8.1854,8.1852,3.446652,3.446598,3.2114,0.7988,0.1999,4.9837e-05,20.205040263804623,40.513167,-70.882833
AR99,4,13,2026-01-14 10:57:57+00:00,25.6345,25.6342,290.31249,282.939,8.1853,8.1849,32.9468,32.9464,1025.646,1025.6457,2.533,8.1856,8.1852,3.446005,3.44593,3.2185,0.7808,0.2288,0.0,2.5134597205770546,40.513167,-70.882833
AR99,4,14,2026-01-14 10:58:05+00:00,25.6345,25.6343,290.31202,282.562,8.1854,8.1853,32.9469,32.9466,1025.6471,1025.6469,2.757,8.1856,8.1856,3.446024,3.445998,3.2177,0.8025,0.2689,4.9837e-05,2.7357302346096932,40.513167,-70.882833
AR99,4,15,2026-01-14 10:58:12+00:00,25.6346,25.6341,290.31046,282.676,8.1856,8.1854,32.947,32.9464,1025.6476,1025.6472,2.868,8.1858,8.1857,3.446058,3.445987,3.2184,0.7971,0.24,9.9673e-05,2.845873123041462,40.513167,-70.882833
AR99,4,16,2026-01-14 10:58:19+00:00,25.6345,25.6342,290.30911,282.63,8.1858,8.1858,32.947,32.9466,1025.6459,1025.6456,2.491,8.186,8.1861,3.446058,3.446024,3.2182,0.761,0.2101,9.9673e-05,2.4717839723049058,40.513167,-70.882833
AR99,4,17,2026-01-14 10:58:27+00:00,25.6346,25.6342,290.31105,282.788,8.1855,8.1855,32.947,32.9466,1025.6449,1025.6446,2.268,8.1857,8.1857,3.446026,3.445975,3.2189,0.7512,0.1966,7.4755e-05,2.250505452331737,40.513167,-70.882833
AR99,4,18,2026-01-14 10:58:34+00:00,25.6347,25.6343,290.3113,282.644,8.1855,8.1855,32.9471,32.9466,1025.6445,1025.6441,2.16,8.1857,8.1857,3.446025,3.445981,3.2181,0.7835,0.2041,2.4918e-05,2.1433390875540974,40.513167,-70.882833
AR99,5,1,2026-01-14 21:58:25+00:00,26.9348,26.9381,261.23279,142.055,12.1762,12.159,35.4887,35.4886,1027.8325,1027.8359,201.913,12.203,12.1857,4.078763,4.07708,2.0891,0.0104,0.1716,0.00039869,200.26718761557598,40.046,-70.883333
AR99,5,2,2026-01-14 21:58:42+00:00,26.9374,26.935,261.31331,142.0,12.1615,12.1747,35.4884,35.4886,1027.8367,1027.8343,202.258,12.1883,12.2015,4.077327,4.078627,2.0902,0.0098,0.1733,0.00052329,200.6092081704433,40.046,-70.883333
AR99,5,3,2026-01-14 21:58:54+00:00,26.9282,26.9315,260.91,142.056,12.2334,12.2154,35.4945,35.4943,1027.8227,1027.8261,201.246,12.2602,12.2421,4.084913,4.08313,2.0897,0.0074,0.1625,0.00034886,199.6059462608141,40.046,-70.883333
AR99,5,4,2026-01-14 22:05:58+00:00,26.471,26.4716,253.45523,232.114,13.7208,13.7312,35.2915,35.295,1026.9171,1026.9177,100.886,13.7352,13.7456,4.203482,4.204875,3.0578,0.2223,0.0645,0.0002741,100.0881316403695,40.046,-70.883333
AR99,5,5,2026-01-14 22:09:35+00:00,26.3919,26.3908,257.11204,238.002,13.114,13.1073,35.0283,35.0252,1026.7289,1026.7279,75.961,13.1245,13.1178,4.114911,4.113935,3.0873,0.3487,0.0866,0.00059804,75.36480375361042,40.046,-70.883333
AR99,5,6,2026-01-14 22:12:38+00:00,26.0304,26.0299,271.73187,259.76,10.8325,10.8334,34.0048,34.0043,1026.2373,1026.2368,46.059,10.8381,10.8389,3.791312,3.791346,3.1682,0.6304,0.1316,0.00049837,45.700807540739284,40.046,-70.883333
AR99,5,7,2026-01-14 22:12:48+00:00,26.0252,26.026,271.71667,260.088,10.8371,10.8387,33.9991,34.0005,1026.2286,1026.2294,45.293,10.8425,10.8441,3.791125,3.791413,3.1706,0.641,0.1283,0.00042361,44.94084802846191,40.046,-70.883333
AR99,5,8,2026-01-14 22:13:00+00:00,26.0272,26.0244,271.70557,259.77,10.8379,10.8358,34.0019,33.9978,1026.2361,1026.2333,46.5,10.8435,10.8414,3.791548,3.790943,3.1679,0.628,0.1355,0.0005482,46.138328643488094,40.046,-70.883333
AR99,5,9,2026-01-14 22:15:43+00:00,25.7337,25.7311,285.81092,278.704,8.7975,8.7557,33.1915,33.18,1025.8875,1025.885,33.856,8.801,8.7592,3.525362,3.520523,3.2135,1.0184,0.1649,0.00044853,33.59370183458748,40.046,-70.883333
AR99,5,10,2026-01-14 22:15:54+00:00,25.7289,25.7199,285.94628,279.407,8.7795,8.7243,33.1818,33.1595,1025.8828,1025.874,33.88,8.783,8.7277,3.522823,3.515756,3.2143,1.0011,0.1742,0.00047345,33.61751393931167,40.046,-70.883333
AR99,5,11,2026-01-14 22:16:07+00:00,25.7162,25.7203,286.47263,279.489,8.7072,8.737,33.1514,33.1625,1025.8702,1025.8744,33.889,8.7107,8.7405,3.513455,3.517182,3.2152,1.071,0.156,0.00034886,33.62644347786899,40.046,-70.883333
AR99,5,12,2026-01-14 22:18:18+00:00,25.6467,25.6466,288.25715,283.769,8.4745,8.47,33.0174,33.0165,1025.7774,1025.7773,28.714,8.4774,8.4729,3.479695,3.47921,3.2378,1.0913,0.1542,0.00022427,28.49189451137495,40.046,-70.883333
AR99,5,13,2026-01-14 22:18:28+00:00,25.6469,25.646,288.27142,283.67,8.4723,8.4757,33.0173,33.0168,1025.7768,1025.7759,28.527,8.4752,8.4786,3.479486,3.479739,3.2368,1.1539,0.1513,0.00029902,28.306353808589066,40.046,-70.883333
AR99,5,14,2026-01-14 22:18:39+00:00,25.6465,25.6462,288.22928,284.137,8.4785,8.4802,33.018,33.0179,1025.7822,1025.7818,29.8,8.4815,8.4832,3.480165,3.480308,3.2395,1.1081,0.1755,0.00032394,29.569416337113495,40.046,-70.883333
AR99,5,15,2026-01-14 22:18:51+00:00,25.6473,25.6473,288.26322,284.099,8.4733,8.4716,33.018,33.0177,1025.7778,1025.7778,28.667,8.4762,8.4745,3.47965,3.479467,3.2407,1.1712,0.1659,0.00042361,28.445261302437277,40.046,-70.883333
AR99,5,16,2026-01-14 22:21:22+00:00,25.6421,25.6415,287.96998,285.421,8.5192,8.5192,33.0202,33.0195,1025.7098,1025.7093,14.888,8.5207,8.5207,3.483205,3.483147,3.2589,1.1029,0.1649,0.00049837,14.773335230374524,40.046,-70.883333
AR99,5,17,2026-01-14 22:21:34+00:00,25.642,25.6417,287.97423,285.279,8.5186,8.5164,33.02,33.0191,1025.7093,1025.709,14.796,8.5201,8.5179,3.483129,3.482847,3.2592,1.0704,0.1549,0.00034886,14.682047074201598,40.046,-70.883333
AR99,5,18,2026-01-14 22:24:19+00:00,25.6416,25.6412,287.97809,285.499,8.5194,8.5192,33.0196,33.019,1025.6546,1025.6542,2.859,8.5197,8.5195,3.482532,3.482464,3.2639,1.1073,0.1792,0.00029902,2.837063257133358,40.046,-70.883333
AR99,5,19,2026-01-14 22:24:31+00:00,25.6418,25.6414,287.97883,285.385,8.5193,8.519,33.0198,33.0193,1025.651,1025.6506,2.029,8.5195,8.5192,3.482499,3.482429,3.2641,1.0957,0.1609,0.00059804,2.013435795276418,40.046,-70.883333
AR99,5,20,2026-01-14 22:24:43+00:00,25.6417,25.6414,287.98007,285.552,8.519,8.5189,33.0197,33.0193,1025.6567,1025.6564,3.294,8.5193,8.5193,3.482526,3.482484,3.2623,1.0794,0.1705,0.00034886,3.268722108358987,40.046,-70.883333
AR99,5,21,2026-01-14 22:24:56+00:00,25.6419,25.6415,287.98222,285.246,8.5187,8.5187,33.0199,33.0194,1025.6519,1025.6515,2.197,8.5189,8.519,3.482463,3.482418,3.2636,1.1242,0.1676,0.00037378,2.180146199845093,40.046,-70.883333
AR99,5,22,2026-01-14 22:25:09+00:00,25.6419,25.6415,287.9851,285.512,8.5182,8.5185,33.0197,33.0194,1025.655,1025.6547,2.88,8.5185,8.5188,3.482445,3.482435,3.2636,1.1515,0.1712,0.00029902,2.857901981223126,40.046,-70.883333
AR99,5,23,2026-01-14 22:25:21+00:00,25.6418,25.6414,287.98176,285.478,8.5187,8.5187,33.0197,33.0193,1025.6557,1025.6553,3.052,8.5191,8.519,3.482497,3.482445,3.2632,1.1099,0.1651,0.00029902,3.0285809748146675,40.046,-70.883333
AR99,5,24,2026-01-14 22:25:34+00:00,25.6417,25.6411,287.97524,285.414,8.5198,8.5212,33.0198,33.0193,1025.6511,1025.6505,2.081,8.52,8.5214,3.482547,3.482619,3.263,1.1737,0.1633,0.00034886,2.0650366493056613,40.046,-70.883333
AR99,6,1,2026-01-15 02:19:46+00:00,27.443,27.443,294.92029,188.494,6.8098,6.8065,34.9972,34.9967,1029.4284,1029.4285,435.802,6.8508,6.8475,3.534174,3.533819,2.2697,0.0037,0.0893,7.4755e-05,432.0099671386832,39.942,-70.881833
AR99,6,2,2026-01-15 02:27:42+00:00,26.4405,26.4404,252.42539,232.816,13.9164,13.9208,35.3049,35.306,1026.8915,1026.8914,102.083,13.9311,13.9355,4.224218,4.224763,3.0746,0.281,0.0745,2.4918e-05,101.27632850952688,39.942,-70.881833
AR99,6,3,2026-01-15 02:32:13+00:00,26.3325,26.332,256.35951,236.735,13.2718,13.2713,34.993,34.9922,1026.5667,1026.5662,52.811,13.2791,13.2786,4.125166,4.125038,3.0913,0.3333,0.0887,0.0,52.39993607963849,39.942,-70.881833
AR99,6,4,2026-01-15 02:32:25+00:00,26.3336,26.3329,256.35684,236.656,13.2717,13.2716,34.9944,34.9935,1026.5697,1026.569,53.226,13.2791,13.279,4.125337,4.125229,3.0885,0.3096,0.0984,0.00012459,52.81165273282475,39.942,-70.881833
AR99,6,5,2026-01-15 02:32:35+00:00,26.3337,26.3335,256.37562,236.54,13.2684,13.2691,34.9937,34.9936,1026.5697,1026.5695,53.212,13.2758,13.2765,4.124938,4.124997,3.0868,0.281,0.0885,0.0,52.79776350982538,39.942,-70.881833
AR99,6,6,2026-01-15 02:32:46+00:00,26.3319,26.3319,256.33751,236.402,13.2758,13.2742,34.9933,34.9928,1026.5666,1026.5667,52.935,13.2832,13.2815,4.125598,4.125393,3.0882,0.3118,0.0913,2.4918e-05,52.52295511816469,39.942,-70.881833
AR99,6,7,2026-01-15 02:34:57+00:00,26.1183,26.1317,265.19246,249.213,11.8583,11.8968,34.3593,34.3859,1026.3193,1026.3326,44.979,11.8641,11.9026,3.923353,3.92972,3.1229,0.5388,0.1198,0.0,44.62974508957941,39.942,-70.881833
AR99,6,8,2026-01-15 02:37:15+00:00,25.8525,25.8512,277.74214,270.764,9.9632,9.9634,33.584,33.5823,1026.0303,1026.029,39.391,9.9676,9.9678,3.669109,3.668964,3.2147,0.9879,0.1798,2.4918e-05,39.08566449127937,39.942,-70.881833
AR99,6,9,2026-01-15 02:37:28+00:00,25.8512,25.8506,277.81395,270.774,9.9527,9.9567,33.5801,33.5801,1026.0261,1026.0255,38.752,9.9571,9.961,3.667734,3.668099,3.2132,1.0051,0.1541,2.4918e-05,38.45167720342739,39.942,-70.881833
AR99,6,10,2026-01-15 02:37:38+00:00,25.8542,25.8531,277.58583,270.756,9.9866,9.9899,33.5912,33.5905,1026.0323,1026.0312,39.464,9.991,9.9943,3.671956,3.67219,3.2155,0.9921,0.1662,0.0,39.158091709044044,39.942,-70.881833
AR99,6,11,2026-01-15 02:37:50+00:00,25.851,25.8503,277.84344,270.808,9.9482,9.9486,33.5788,33.578,1026.0274,1026.0267,39.08,9.9527,9.953,3.667224,3.667168,3.2139,1.0875,0.1537,2.4918e-05,38.777104413368235,39.942,-70.881833
AR99,6,12,2026-01-15 02:38:01+00:00,25.8511,25.8505,277.82833,270.692,9.9505,9.9482,33.5795,33.5781,1026.0272,1026.0265,38.992,9.9549,9.9526,3.667492,3.667148,3.2152,1.0114,0.1472,0.0,38.68979472490033,39.942,-70.881833
AR99,6,13,2026-01-15 02:38:11+00:00,25.8588,25.8569,277.25359,270.64,10.0359,10.028,33.6077,33.6036,1026.0363,1026.0344,39.343,10.0404,10.0325,3.678085,3.676956,3.2159,0.9107,0.1562,2.4918e-05,39.03804110124938,39.942,-70.881833
AR99,6,14,2026-01-15 02:41:26+00:00,25.8327,25.8323,278.5788,274.106,9.8453,9.8452,33.5334,33.5329,1025.8945,1025.8941,13.665,9.8468,9.8467,3.652004,3.651939,3.2453,1.0581,0.1555,4.9837e-05,13.55992292368363,39.942,-70.881833
AR99,6,15,2026-01-15 02:41:36+00:00,25.8338,25.8336,278.58507,273.951,9.8439,9.8439,33.5345,33.5342,1025.8988,1025.8986,14.385,9.8455,9.8455,3.652015,3.651988,3.2445,1.1069,0.1481,7.4755e-05,14.27436155436244,39.942,-70.881833
AR99,6,16,2026-01-15 02:41:48+00:00,25.8338,25.8337,278.58533,273.849,9.8439,9.844,33.5344,33.5344,1025.8951,1025.895,13.578,9.8455,9.8455,3.65197,3.65197,3.2444,1.148,0.1612,2.4918e-05,13.473594753530076,39.942,-70.881833
