cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN720,002,12,2024-09-06 19:00:25+00:00,31.9012,31.8959,22.5081,22.5039,231.57771,245.48,240.926,19.5782,19.579,1516.9,1516.89,14167.0,250.791947,590.25,3.941,3.91,19.5789,19.5797,0.0007,4.371832,4.371246,4.2571,0.8197,0.1502,0.5355,0.8417,16.83,3.9621,2.3196,2.3197,2.6442,2.6442,0.2429,1131.4,55.481,0.0,2039.4,41.19572,-70.88033
EN720,002,13,2024-09-06 19:00:31+00:00,31.9517,31.9147,22.5417,22.5157,231.41782,245.223,239.739,19.5973,19.5886,1517.01,1516.94,14328.0,250.792025,596.958,4.143,4.111,19.5981,19.5894,-0.0087,4.379827,4.374475,4.2606,0.8164,0.1503,0.5361,0.8534,17.07,3.9237,2.32,2.32,2.6388,2.6389,0.2629,1031.5,51.297,0.0,2010.3,41.19574,-70.88034
EN720,002,14,2024-09-06 19:00:38+00:00,31.967,31.9567,22.551,22.5443,231.35385,245.815,239.467,19.6068,19.6019,1517.05,1517.03,14480.0,250.792098,603.292,4.079,4.048,19.6075,19.6027,-0.0048,4.382587,4.380861,4.3181,0.762,0.1584,0.5846,0.8464,16.93,3.8934,2.3235,2.3235,2.6398,2.6399,0.221,975.73,46.791,0.0,2084.8,41.19574,-70.88035
EN720,002,15,2024-09-06 19:00:46+00:00,31.9374,31.9356,22.5316,22.5304,231.45222,245.706,239.889,19.5944,19.5936,1516.98,1516.98,14681.0,250.792195,611.667,4.138,4.106,19.5952,19.5943,-0.0008,4.377804,4.377504,4.279,0.7989,0.1581,0.5828,0.8466,16.93,3.8894,2.3231,2.3231,2.6376,2.6376,0.2495,947.15,45.591,0.0,2080.7,41.19576,-70.88038
EN720,002,16,2024-09-06 19:00:54+00:00,31.9482,31.934,22.5387,22.5292,231.41654,245.492,240.696,19.5989,19.5936,1517.01,1516.98,14868.0,250.792285,619.458,4.208,4.175,19.5996,19.5943,-0.0053,4.379547,4.377308,4.2873,0.791,0.1645,0.6209,0.8343,16.69,3.8462,2.3226,2.3227,2.6357,2.6358,0.2568,859.46,43.074,0.0,1997.5,41.19576,-70.88038
EN720,002,17,2024-09-06 19:01:02+00:00,31.9042,31.8975,22.5096,22.5045,231.55897,245.088,239.997,19.5815,19.5813,1516.91,1516.9,15059.0,250.792378,627.417,3.855,3.825,19.5822,19.582,-0.0002,4.372504,4.371655,4.2735,0.8041,0.1583,0.5835,0.848,16.96,3.9761,2.3206,2.3206,2.6376,2.6376,0.2279,1163.3,52.583,0.0,2213.4,41.19576,-70.88038
EN720,002,18,2024-09-06 19:01:11+00:00,31.9062,31.9032,22.5108,22.5081,231.55128,245.77,240.904,19.5825,19.5841,1516.92,1516.92,15275.0,250.792482,636.417,4.251,4.218,19.5833,19.5849,0.0016,4.372867,4.372652,4.2608,0.8162,0.1553,0.5656,0.8103,16.21,3.9114,2.3213,2.3214,2.6447,2.6448,0.2281,991.14,46.099,0.0,2150.1,41.19578,-70.8804
EN720,002,19,2024-09-06 19:01:18+00:00,31.9529,31.9512,22.5417,22.5394,231.39918,245.633,239.726,19.6011,19.6049,1517.03,1517.04,15454.0,250.792568,643.875,4.687,4.65,19.602,19.6057,0.0037,4.380365,4.380496,4.2938,0.7849,0.1732,0.6731,0.7821,15.64,3.9143,2.3202,2.3202,2.6403,2.6404,0.2633,996.92,46.356,0.0,2150.8,41.19579,-70.88041
EN720,002,20,2024-09-06 19:01:25+00:00,31.9159,31.9063,22.5176,22.5106,231.52706,245.245,240.187,19.5847,19.5839,1516.93,1516.92,15622.0,250.792649,650.875,4.118,4.086,19.5855,19.5847,-0.0008,4.374251,4.373004,4.2706,0.8069,0.1611,0.6009,0.8112,16.22,3.9576,2.3195,2.3195,2.6388,2.6388,0.2391,1106.8,49.827,0.0,2221.3,41.1958,-70.88042
EN720,002,21,2024-09-06 19:01:33+00:00,31.9105,31.902,22.5141,22.5075,231.54386,245.521,238.87,19.5828,19.583,1516.92,1516.91,15800.0,250.792735,658.292,3.827,3.797,19.5835,19.5837,0.0003,4.373397,4.372379,4.2595,0.8174,0.1545,0.5608,0.8434,16.87,3.9827,2.3211,2.3212,2.635,2.6351,0.2463,1180.8,54.428,0.0,2167.9,41.1958,-70.88043
EN720,002,22,2024-09-06 19:01:41+00:00,31.9086,31.9001,22.5135,22.5065,231.5614,245.399,240.773,19.5793,19.5811,1516.91,1516.91,15990.0,250.792826,666.208,4.172,4.14,19.5801,19.5818,0.0018,4.372854,4.371979,4.2558,0.8209,0.1508,0.5391,0.8272,16.54,3.9014,2.3196,2.3196,2.6401,2.6402,0.251,989.94,49.438,0.0,2002.4,41.19582,-70.88044
EN720,002,23,2024-09-06 19:01:48+00:00,31.8952,31.8907,22.5041,22.5006,231.59671,245.474,240.134,19.5759,19.5764,1516.89,1516.89,16170.0,250.792913,673.708,4.437,4.402,19.5766,19.5772,0.0005,4.370904,4.370408,4.257,0.8198,0.1582,0.5831,0.798,15.96,3.8912,2.3205,2.3205,2.638,2.6381,0.2362,954.72,42.957,0.0,2222.4,41.19582,-70.88044
EN720,002,24,2024-09-06 19:01:57+00:00,31.9076,31.901,22.5131,22.508,231.56956,245.459,240.449,19.5777,19.5778,1516.91,1516.9,16374.0,250.793012,682.208,4.538,4.502,19.5785,19.5786,0.0001,4.372601,4.371796,4.2603,0.8166,0.1598,0.5928,0.7824,15.65,3.9188,2.3206,2.3206,2.6406,2.6407,0.2115,1014.6,45.682,0.0,2221.2,41.19584,-70.88045
EN720,003,1,2024-09-07 02:03:57+00:00,32.0623,32.0608,24.2029,24.1987,265.57952,194.735,192.05,12.5548,12.5707,1495.95,1496.0,7531.0,251.086073,313.75,43.64,43.297,12.5604,12.5763,0.0159,3.749176,3.750444,3.8729,1.2036,0.1287,0.4065,0.1636,3.27,0.0,1.7471,1.747,1.9946,1.9945,0.5301,1e-12,2.708e-11,0.0,3.6928,41.03174,-70.88366
EN720,003,2,2024-09-07 02:04:06+00:00,32.0605,32.0539,24.1876,24.1828,265.17831,194.75,191.277,12.6277,12.6257,1496.19,1496.17,7737.0,251.086173,322.333,43.202,42.862,12.6333,12.6314,-0.0019,3.755489,3.754619,3.9166,1.1579,0.1213,0.3616,0.1809,3.62,0.0,1.7473,1.7472,1.9946,1.9945,0.4941,1e-12,2.708e-11,0.0,3.6928,41.03178,-70.88366
EN720,003,3,2024-09-07 02:06:15+00:00,32.0425,32.0383,24.0662,24.0636,262.17865,202.442,198.971,13.1814,13.1782,1497.9,1497.89,10831.0,251.087665,451.25,35.576,35.297,13.1862,13.183,-0.0032,3.802868,3.802132,4.1598,0.9135,0.2057,0.8679,0.5981,11.96,0.0,1.8108,1.8108,2.0688,2.0688,0.4642,1e-12,2.708e-11,0.0,3.6928,41.03222,-70.88356
EN720,003,4,2024-09-07 02:06:22+00:00,32.0411,32.034,24.0612,24.0572,262.0734,202.64,198.887,13.2013,13.1938,1497.96,1497.93,11013.0,251.087753,458.833,35.152,34.876,13.2061,13.1986,-0.0075,3.804486,3.803058,4.1534,0.9197,0.1903,0.7755,0.6063,12.13,0.0,1.8118,1.8118,2.0684,2.0684,0.4455,1e-12,2.708e-11,0.0,3.6928,41.03224,-70.88356
EN720,003,5,2024-09-07 02:08:32+00:00,32.015,32.0081,23.9809,23.9756,260.4905,215.356,212.218,13.5046,13.5046,1498.82,1498.81,14127.0,251.089254,588.583,28.104,27.885,13.5084,13.5084,-0.0001,3.828597,3.827851,4.1981,0.8764,0.294,1.3981,0.9601,19.2,0.0,1.9148,1.9148,2.1888,2.1889,0.4295,1e-12,2.708e-11,0.0,3.6928,41.0327,-70.8836
EN720,003,6,2024-09-07 02:08:42+00:00,32.0136,32.0055,23.9778,23.9722,260.43687,215.54,212.629,13.5151,13.5116,1498.85,1498.83,14375.0,251.089374,598.917,28.035,27.816,13.5189,13.5154,-0.0035,3.82939,3.8282,4.207,0.8677,0.3556,1.7677,0.9571,19.14,0.0,1.9091,1.9092,2.1837,2.1837,0.4155,1e-12,2.708e-11,0.0,3.6928,41.03274,-70.8836
EN720,003,7,2024-09-07 02:08:50+00:00,32.0104,32.0025,23.971,23.9651,260.32785,215.782,212.58,13.5365,13.5357,1498.91,1498.9,14549.0,251.089458,606.167,27.804,27.586,13.5403,13.5395,-0.0008,3.830967,3.830045,4.2108,0.8641,0.3584,1.7844,0.9685,19.37,0.0,1.9097,1.9097,2.1861,2.1861,0.4288,1e-12,2.708e-11,0.0,3.6928,41.03276,-70.8836
EN720,003,8,2024-09-07 02:08:58+00:00,32.0115,32.0049,23.9726,23.9682,260.34706,216.496,212.626,13.5326,13.5292,1498.9,1498.88,14745.0,251.089552,614.333,27.93,27.712,13.5364,13.533,-0.0033,3.830731,3.829717,4.2138,0.8611,0.3377,1.6605,0.9593,19.18,0.0,1.9086,1.9087,2.1856,2.1856,0.4281,1e-12,2.708e-11,0.0,3.6928,41.03279,-70.8836
EN720,003,9,2024-09-07 02:10:52+00:00,31.9387,31.9311,23.8754,23.8697,259.39241,249.461,244.821,13.7369,13.7359,1499.39,1499.37,17493.0,251.090878,728.833,21.699,21.53,13.7399,13.7389,-0.0011,3.840945,3.840031,4.0537,1.0183,0.5898,3.1731,1.2709,25.42,0.0,2.1407,2.1408,2.447,2.4471,0.2515,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88358
EN720,003,10,2024-09-07 02:10:59+00:00,31.9367,31.9297,23.8737,23.8686,259.3931,249.978,246.322,13.7375,13.7362,1499.38,1499.37,17655.0,251.090956,735.583,21.444,21.277,13.7405,13.7391,-0.0014,3.840768,3.839899,4.0439,1.0281,0.6469,3.5154,1.2967,25.93,0.0,2.141,2.1411,2.4519,2.452,0.2913,1e-12,2.708e-11,0.0,3.6928,41.03324,-70.88358
EN720,003,11,2024-09-07 02:11:06+00:00,31.935,31.9279,23.8712,23.866,259.36334,242.559,238.105,13.7437,13.7421,1499.39,1499.38,17832.0,251.091041,742.958,21.007,20.843,13.7466,13.745,-0.0017,3.841124,3.840205,4.0484,1.0237,0.5718,3.0647,1.3161,26.32,0.0,2.108,2.1081,2.4165,2.4166,0.3055,1e-12,2.708e-11,0.0,3.6928,41.03326,-70.88358
EN720,003,12,2024-09-07 02:11:15+00:00,31.9342,31.9277,23.8707,23.8649,259.36704,250.402,245.202,13.7433,13.7466,1499.39,1499.4,18030.0,251.091137,751.208,21.289,21.122,13.7462,13.7495,0.0033,3.841011,3.840601,4.0467,1.0253,0.5881,3.1624,1.301,26.02,0.0,2.1388,2.1388,2.447,2.4471,0.2631,1e-12,2.708e-11,0.0,3.6928,41.03329,-70.88358
EN720,003,13,2024-09-07 02:11:22+00:00,31.9387,31.932,23.8743,23.8693,259.3645,249.67,246.072,13.7421,13.7415,1499.41,1499.4,18207.0,251.091222,758.583,21.983,21.811,13.7452,13.7445,-0.0007,3.841429,3.840644,4.049,1.023,0.6229,3.3713,1.2599,25.2,0.0,2.145,2.1451,2.4567,2.4568,0.2863,1e-12,2.708e-11,0.0,3.6928,41.03332,-70.8836
EN720,003,14,2024-09-07 02:11:31+00:00,31.938,31.9299,23.8736,23.8678,259.36063,251.687,247.502,13.7431,13.7405,1499.41,1499.39,18426.0,251.091328,767.708,22.128,21.955,13.7461,13.7435,-0.0026,3.84145,3.840334,4.0425,1.0295,0.5484,2.9247,1.2627,25.25,0.0,2.1516,2.1517,2.4625,2.4626,0.2887,1e-12,2.708e-11,0.0,3.6928,41.03336,-70.88358
EN720,003,15,2024-09-07 02:11:39+00:00,31.9344,31.927,23.8721,23.8665,259.40115,252.057,247.379,13.7367,13.7362,1499.38,1499.37,18623.0,251.091423,775.917,21.743,21.574,13.7397,13.7392,-0.0005,3.840471,3.839626,4.0404,1.0317,0.5914,3.1826,1.2811,25.62,0.0,2.15,2.1501,2.4619,2.4621,0.3081,1e-12,2.708e-11,0.0,3.6928,41.03339,-70.88357
EN720,003,16,2024-09-07 02:11:48+00:00,31.9339,31.9274,23.8714,23.8666,259.39371,251.852,247.466,13.7383,13.7375,1499.39,1499.38,18839.0,251.091527,784.917,21.882,21.711,13.7413,13.7405,-0.0008,3.840559,3.839792,4.0426,1.0294,0.6372,3.4574,1.2724,25.45,0.0,2.1497,2.1498,2.4643,2.4644,0.2728,1e-12,2.708e-11,0.0,3.6928,41.03343,-70.88356
EN720,003,17,2024-09-07 02:14:18+00:00,32.2593,32.2522,22.7119,22.7068,229.88162,242.553,237.327,19.8472,19.8461,1518.07,1518.06,22420.0,251.093254,934.125,5.177,5.137,19.8481,19.847,-0.0011,4.441198,4.440226,4.5086,0.587,0.1218,0.3648,2.1144,42.29,1.0318,2.3125,2.3126,2.6261,2.6263,0.2743,1.2187,33.001,0.0,3.6928,41.03408,-70.88344
EN720,003,18,2024-09-07 02:14:24+00:00,32.2593,32.2503,22.7122,22.7058,229.88654,242.885,237.058,19.846,19.8446,1518.07,1518.05,22581.0,251.093331,940.833,4.96,4.921,19.8469,19.8455,-0.0015,4.441083,4.439839,4.507,0.5884,0.1265,0.3931,2.1153,42.31,1.0195,2.3134,2.3135,2.6312,2.6314,0.2826,1.1836,32.051,0.0,3.6928,41.0341,-70.88344
EN720,003,19,2024-09-07 02:14:33+00:00,32.2593,32.2527,22.7115,22.7066,229.87468,242.471,236.248,19.8488,19.8481,1518.08,1518.07,22786.0,251.09343,949.375,5.313,5.272,19.8497,19.8491,-0.0006,4.441362,4.440488,4.5153,0.581,0.1187,0.3459,2.0861,41.72,1.0171,2.3117,2.3118,2.6272,2.6274,0.3126,1.154,31.249,0.0,3.6928,41.03415,-70.88343
EN720,003,20,2024-09-07 02:14:42+00:00,32.2588,32.2521,22.7115,22.7066,229.88216,242.799,235.418,19.8471,19.8466,1518.09,1518.08,23015.0,251.093541,958.917,5.942,5.895,19.8482,19.8476,-0.0005,4.441173,4.440304,4.5123,0.5837,0.1213,0.3615,2.0661,41.32,0.9843,2.3119,2.312,2.6202,2.6203,0.2853,1.0611,28.734,0.0,3.6928,41.0342,-70.88342
EN720,003,21,2024-09-07 02:14:50+00:00,32.2595,32.2528,22.7113,22.7065,229.86777,242.563,236.284,19.8503,19.849,1518.09,1518.08,23206.0,251.093633,966.875,5.622,5.579,19.8513,19.85,-0.0013,4.44155,4.440601,4.515,0.5813,0.1142,0.3189,2.0816,41.63,1.0001,2.313,2.3131,2.6153,2.6155,0.2625,1.1024,29.854,0.0,3.6928,41.03422,-70.88342
EN720,003,22,2024-09-07 02:14:59+00:00,32.2591,32.2526,22.7114,22.7067,229.87621,242.553,237.139,19.8484,19.8475,1518.09,1518.08,23402.0,251.093727,975.042,5.746,5.702,19.8494,19.8485,-0.0009,4.441331,4.440437,4.5165,0.5799,0.1244,0.3801,2.067,41.34,1.0046,2.3115,2.3116,2.6221,2.6222,0.3021,1.1191,30.305,0.0,3.6928,41.03426,-70.88342
EN720,003,23,2024-09-07 02:15:05+00:00,32.2592,32.2521,22.7114,22.7062,229.87564,242.876,237.084,19.8486,19.8478,1518.08,1518.07,23556.0,251.093802,981.458,5.378,5.336,19.8496,19.8487,-0.0008,4.441331,4.440379,4.5143,0.5819,0.1154,0.3264,2.0844,41.69,1.0046,2.3139,2.314,2.6237,2.6239,0.2816,1.1169,30.844,0.0,3.6551,41.0343,-70.88341
EN720,003,24,2024-09-07 02:15:12+00:00,32.2587,32.2524,22.7112,22.7066,229.87805,242.453,236.737,19.8483,19.8474,1518.07,1518.06,23718.0,251.09388,988.208,4.792,4.755,19.8492,19.8482,-0.0009,4.441213,4.440345,4.5163,0.5801,0.1161,0.3304,2.1443,42.89,1.0631,2.311,2.3111,2.6269,2.627,0.2703,1.3051,35.343,0.0,3.6928,41.03432,-70.8834
EN720,004,1,2024-09-07 06:18:17+00:00,32.5187,32.5129,24.9038,24.8987,275.6836,230.701,224.784,10.6495,10.6525,1490.13,1490.14,7611.0,251.262686,317.083,58.986,58.522,10.6564,10.6594,0.003,3.626459,3.626143,4.2418,0.8343,0.0921,0.1864,0.3784,7.57,0.0,1.9119,1.9119,2.1746,2.1746,0.5744,1e-12,2.708e-11,0.0,3.6928,40.69708,-70.77257
EN720,004,2,2024-09-07 06:21:29+00:00,32.4232,32.4011,23.5047,23.4908,241.63876,261.397,253.932,17.1361,17.1233,1510.72,1510.66,12227.0,251.264912,509.417,25.34,25.143,17.1402,17.1274,-0.0128,4.207196,4.20343,4.4732,0.6191,0.1789,0.7073,2.0122,40.25,0.0,2.3403,2.3404,2.6629,2.663,0.3076,1e-12,2.708e-11,0.0,3.6928,40.69696,-70.77306
EN720,004,3,2024-09-07 06:21:35+00:00,32.4365,32.4245,23.5451,23.5281,242.22048,259.151,254.298,17.0068,17.04,1510.35,1510.44,12378.0,251.264985,515.708,25.621,25.421,17.0109,17.0441,0.0332,4.196675,4.19838,4.4914,0.6025,0.1727,0.6699,2.0033,40.07,0.0,2.3375,2.3376,2.6627,2.6628,0.3148,1e-12,2.708e-11,0.0,3.6928,40.69696,-70.77308
EN720,004,4,2024-09-07 06:24:15+00:00,32.5469,32.5401,22.9204,22.9153,229.26838,239.585,233.514,19.8883,19.8881,1518.52,1518.51,16209.0,251.266833,675.333,5.507,5.465,19.8893,19.8891,-0.0002,4.480531,4.479686,4.5426,0.5566,0.1075,0.2793,2.9801,59.6,0.0,2.2955,2.2956,2.6084,2.6085,0.287,1e-12,2.708e-11,0.0,3.6928,40.69677,-70.77355
EN720,004,5,2024-09-07 06:24:21+00:00,32.5467,32.5399,22.9206,22.9155,229.27412,239.847,233.617,19.8872,19.8869,1518.5,1518.49,16365.0,251.266908,681.833,4.637,4.601,19.888,19.8877,-0.0003,4.480348,4.479491,4.5349,0.5635,0.1064,0.2727,3.0365,60.73,0.0,2.2967,2.2968,2.6089,2.6091,0.3012,1e-12,2.708e-11,0.0,3.6928,40.69674,-70.77354
EN720,005,1,2024-09-07 08:09:56+00:00,32.5464,32.5384,22.8865,22.8807,228.726,239.69,233.683,20.0178,20.0167,1518.85,1518.84,10497.0,251.340224,437.333,4.135,4.103,20.0185,20.0175,-0.0011,4.492737,4.491656,4.5553,0.5453,0.103,0.2524,3.013,60.26,1.3461,2.2992,2.2993,2.608,2.6081,0.3147,2.6783,72.528,0.0,3.6928,40.69362,-71.00332
EN720,006,1,2024-09-07 09:16:19+00:00,32.9703,32.9545,25.176,25.165,272.13959,217.418,213.164,11.1012,11.0934,1492.29,1492.25,8561.0,251.386327,356.667,59.883,59.411,11.1084,11.1006,-0.0078,3.712656,3.710349,3.8928,1.1827,0.0921,0.1866,0.3116,6.23,0.0,1.8467,1.8466,2.1099,2.1099,0.6053,1e-12,2.708e-11,0.0,3.6928,40.69642,-70.88868
EN720,006,2,2024-09-07 09:16:30+00:00,32.9715,32.9524,25.1762,25.1625,272.11385,217.902,213.39,11.1051,11.0987,1492.31,1492.26,8809.0,251.386447,367.0,59.986,59.514,11.1124,11.1059,-0.0065,3.71315,3.71063,3.8915,1.1841,0.0897,0.1724,0.3165,6.33,0.0,1.848,1.8479,2.1118,2.1118,0.6102,1e-12,2.7633e-11,0.0,3.6551,40.6964,-70.88876
EN720,006,3,2024-09-07 09:18:54+00:00,32.2761,32.2682,24.6754,24.6648,274.80163,237.222,233.592,10.8786,10.9039,1490.43,1490.51,12281.0,251.388121,511.667,45.812,45.453,10.8839,10.9093,0.0254,3.621759,3.623215,4.5124,0.5836,0.1184,0.3448,1.0134,20.27,0.0,1.9562,1.9563,2.2394,2.2395,0.5481,1e-12,3.0949e-11,0.0,3.429,40.69608,-70.88985
EN720,006,4,2024-09-07 09:21:53+00:00,32.1215,32.1111,24.4473,24.4405,271.53508,246.142,241.729,11.4879,11.4807,1492.16,1492.12,16562.0,251.390186,690.042,32.445,32.192,11.4918,11.4847,-0.0072,3.659507,3.657809,4.1019,0.9704,0.4486,2.3253,1.7024,34.05,0.0,2.0354,2.0355,2.3414,2.3415,0.3625,1e-12,3.3712e-11,0.0,3.2406,40.69568,-70.89122
EN720,006,5,2024-09-07 09:22:00+00:00,32.1314,32.1176,24.476,24.4593,272.19471,245.2,243.125,11.371,11.4047,1491.78,1491.88,16745.0,251.390274,697.667,33.428,33.167,11.3751,11.4087,0.0337,3.650177,3.651764,4.21,0.8648,0.3644,1.8204,1.6505,33.01,0.0,2.0508,2.0509,2.3534,2.3536,0.3771,1e-12,3.0949e-11,0.0,3.429,40.69568,-70.89128
EN720,006,6,2024-09-07 09:22:09+00:00,32.1283,32.1196,24.4701,24.4582,272.08652,250.327,245.955,11.3906,11.419,1491.85,1491.93,16962.0,251.390379,706.708,33.346,33.086,11.3947,11.423,0.0284,3.651602,3.65323,4.1681,0.9055,0.368,1.8418,1.6679,33.36,0.0,2.0662,2.0663,2.3651,2.3652,0.38,1e-12,3.2607e-11,0.0,3.316,40.69566,-70.89135
EN720,006,7,2024-09-07 09:22:21+00:00,32.1221,32.1116,24.4435,24.4327,271.39731,250.47,246.347,11.5114,11.5261,1492.25,1492.29,17236.0,251.390511,718.125,32.759,32.503,11.5154,11.5301,0.0147,3.66168,3.66191,4.0279,1.0442,0.5294,2.8105,1.6891,33.78,0.0,2.0743,2.0744,2.3719,2.372,0.3662,1e-12,3.537e-11,0.0,3.1276,40.69562,-70.89144
EN720,006,8,2024-09-07 09:22:31+00:00,32.1238,32.1114,24.4416,24.4308,271.29002,250.883,248.412,11.5294,11.5355,1492.31,1492.32,17473.0,251.390625,728.0,32.763,32.507,11.5334,11.5395,0.0061,3.663455,3.662721,3.9962,1.0763,0.5475,2.9189,1.6894,33.79,0.0,2.0836,2.0837,2.3937,2.3939,0.3377,1e-12,3.3159e-11,0.0,3.2783,40.6956,-70.89153
EN720,006,9,2024-09-07 09:22:40+00:00,32.1226,32.1165,24.4543,24.4441,271.73231,253.847,252.787,11.4535,11.4837,1492.06,1492.15,17697.0,251.390733,737.333,33.232,32.973,11.4575,11.4877,0.0302,3.656594,3.65866,4.0611,1.0109,0.4882,2.5635,1.6867,33.73,0.0,2.1071,2.1073,2.4199,2.4201,0.3517,1e-12,3.4264e-11,0.0,3.2029,40.69558,-70.89159
