cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR77,001,18,2023-10-11 15:58:48+00:00,22.8236,22.8224,244.28419,228.745,16.9124,16.9109,31.4654,31.4634,1022.8413,1022.8402,4.036,16.9131,16.9115,4.074117,4.073741,2.8932,1.0138,0.2227,0.20054,4.004601043457781,41.1955,-70.87716666666667
AR77,001,19,2023-10-11 15:58:55+00:00,22.8222,22.8202,244.25745,229.938,16.9182,16.92,31.4653,31.4633,1022.8385,1022.8365,3.696,16.9188,16.9206,4.074611,4.074541,2.894,0.9609,0.2343,0.65085,3.6672491733552626,41.1955,-70.87716666666667
AR77,001,20,2023-10-11 15:59:02+00:00,22.8216,22.8215,244.2474,228.832,16.9204,16.9155,31.4652,31.4636,1022.8372,1022.8371,3.547,16.9209,16.9161,4.074787,4.074159,2.8908,1.0503,0.2394,1.3096,3.5194095019805793,41.1955,-70.87716666666667
AR77,001,21,2023-10-11 15:59:16+00:00,22.8226,22.821,244.26288,229.124,16.917,16.9173,31.4654,31.4634,1022.8398,1022.8382,3.915,16.9176,16.9179,4.074521,4.074321,2.8929,1.1004,0.2303,0.74344,3.884543529933177,41.1955,-70.87716666666667
AR77,001,22,2023-10-11 15:59:23+00:00,22.8247,22.823,244.30291,230.061,16.9085,16.9074,31.4656,31.4631,1022.8409,1022.8392,3.685,16.9091,16.9079,4.073762,4.073365,2.8921,1.0571,0.2947,1.3007,3.6563348388535633,41.1955,-70.87716666666667
AR77,001,23,2023-10-11 15:59:32+00:00,22.824,22.8237,244.2894,228.596,16.9113,16.9044,31.4655,31.4631,1022.841,1022.8408,3.886,16.9119,16.905,4.074022,4.073108,2.8945,1.0511,0.2651,0.92819,3.8557694046521322,41.1955,-70.87716666666667
AR77,001,24,2023-10-11 15:59:38+00:00,22.8244,22.8236,244.29546,228.712,16.91,16.9062,31.4656,31.4635,1022.842,1022.8412,4.012,16.9106,16.9068,4.07392,4.073323,2.8899,1.0842,0.2581,0.47522,3.980787988526882,41.1955,-70.87716666666667
AR77,002,1,2023-10-12 03:45:44+00:00,23.5921,23.5905,251.73759,165.496,15.2044,15.2045,31.9686,31.9667,1023.7786,1023.777,42.201,15.2106,15.2108,3.978209,3.978005,2.1528,0.4492,0.9085,0.0061299,41.869447134428704,41.029833333333336,-70.884
AR77,002,2,2023-10-12 03:45:53+00:00,23.5923,23.5903,251.73892,166.072,15.204,15.2051,31.9689,31.9666,1023.7794,1023.7774,42.319,15.2103,15.2114,3.978209,3.978056,2.164,0.5522,0.961,0.0061798,41.98650805533841,41.029833333333336,-70.884
AR77,002,3,2023-10-12 03:48:22+00:00,23.3873,23.3849,249.68867,212.805,15.6644,15.6661,31.8329,31.8303,1023.5082,1023.5059,27.407,15.6685,15.6703,4.004021,4.003895,2.6647,1.2668,0.3593,0.0062296,27.19265174770342,41.029833333333336,-70.884
AR77,002,4,2023-10-12 03:48:31+00:00,23.3865,23.3842,249.68513,212.743,15.6654,15.6674,31.8321,31.8297,1023.5067,1023.5044,27.242,15.6695,15.6716,4.004019,4.003938,2.6661,1.3348,0.3646,0.0062047,27.028953015117033,41.029833333333336,-70.884
AR77,002,5,2023-10-12 03:48:39+00:00,23.3856,23.3831,249.67729,213.821,15.6672,15.6696,31.8314,31.829,1023.505,1023.5025,27.061,15.6713,15.6736,4.004099,4.004033,2.6711,1.229,0.366,0.0061299,26.849380315412766,41.029833333333336,-70.884
AR77,002,6,2023-10-12 03:48:59+00:00,23.3861,23.3842,249.67823,212.568,15.6668,15.6678,31.8321,31.8299,1023.5059,1023.504,27.144,15.6709,15.6719,4.004138,4.003985,2.6595,1.2306,0.3573,0.0062296,26.931725827105854,41.029833333333336,-70.884
AR77,002,7,2023-10-12 03:50:28+00:00,23.3238,23.3214,249.04982,225.236,15.8093,15.8112,31.792,31.7894,1023.4084,1023.406,19.165,15.8122,15.8141,4.012127,4.012004,2.8078,2.2802,0.3138,0.0062794,19.01549190220252,41.029833333333336,-70.884
AR77,002,8,2023-10-12 03:50:39+00:00,23.3233,23.3204,249.0552,226.21,15.8085,15.8106,31.791,31.7879,1023.4073,1023.4044,19.041,15.8114,15.8135,4.011945,4.011779,2.8068,2.5521,0.323,0.0061548,18.892464919873184,41.029833333333336,-70.884
AR77,002,9,2023-10-12 03:50:47+00:00,23.3232,23.3207,249.05545,226.496,15.8085,15.8108,31.7909,31.7883,1023.4079,1023.4053,19.194,15.8114,15.8137,4.011937,4.011848,2.8064,2.4619,0.334,0.0062296,19.044264330944085,41.029833333333336,-70.884
AR77,002,10,2023-10-12 03:50:57+00:00,23.3231,23.3204,249.05463,226.113,15.8087,15.8109,31.7908,31.788,1023.4071,1023.4044,19.035,15.8116,15.8138,4.01194,4.011816,2.8088,2.4874,0.3275,0.0061299,18.886511999496914,41.029833333333336,-70.884
AR77,002,11,2023-10-12 03:51:04+00:00,23.323,23.3206,249.05307,226.439,15.809,15.8109,31.7908,31.7882,1023.4071,1023.4047,19.067,15.8119,15.8138,4.01197,4.011839,2.8093,2.4685,0.3237,0.006105,18.91826090616879,41.029833333333336,-70.884
AR77,002,12,2023-10-12 03:51:11+00:00,23.3232,23.3211,249.05121,225.903,15.8093,15.8116,31.7912,31.7891,1023.4072,1023.4051,19.046,15.8122,15.8145,4.01203,4.012005,2.8024,2.3511,0.3396,0.0061299,18.89742568672109,41.029833333333336,-70.884
AR77,002,13,2023-10-12 03:51:19+00:00,23.3232,23.3204,249.05199,227.054,15.8092,15.8109,31.7911,31.788,1023.4072,1023.4045,19.06,15.8121,15.8138,4.012007,4.011826,2.8137,2.6318,0.3234,0.0062296,18.911315833255312,41.029833333333336,-70.884
AR77,002,14,2023-10-12 03:53:15+00:00,23.2426,23.2395,248.63741,240.761,15.9201,15.9237,31.7182,31.7152,1023.2879,1023.2848,10.286,15.9217,15.9253,4.013355,4.013334,2.9578,3.6753,0.3778,0.0062545,10.205977649332484,41.029833333333336,-70.884
AR77,002,15,2023-10-12 03:53:24+00:00,23.2418,23.2395,248.63129,239.835,15.9216,15.9238,31.7177,31.7153,1023.2872,1023.2849,10.296,15.9232,15.9254,4.013421,4.013354,2.9576,3.4163,0.3657,0.0061798,10.215899604204191,41.029833333333336,-70.884
AR77,002,16,2023-10-12 03:53:31+00:00,23.2441,23.2405,248.65214,240.289,15.9168,15.9209,31.7192,31.7158,1023.2889,1023.2854,10.171,15.9184,15.9225,4.013157,4.013144,2.9565,3.2752,0.3703,0.0062047,10.091875133716647,41.029833333333336,-70.884
AR77,002,17,2023-10-12 03:53:39+00:00,23.2434,23.2405,248.64312,240.07,15.9188,15.9215,31.7189,31.7159,1023.2883,1023.2854,10.196,15.9203,15.923,4.013297,4.013207,2.9588,3.3634,0.4056,0.0062296,10.116680033830017,41.029833333333336,-70.884
AR77,002,18,2023-10-12 03:55:00+00:00,23.1438,23.1387,247.38,246.803,16.1958,16.2031,31.6698,31.6654,1023.157,1023.152,3.007,16.1962,16.2036,4.032487,4.032652,3.0405,2.5304,0.3764,0.0061798,2.983659016806704,41.029833333333336,-70.884
AR77,002,19,2023-10-12 03:55:07+00:00,23.1429,23.1389,247.36766,247.051,16.1984,16.2025,31.6695,31.6655,1023.1566,1023.1526,3.108,16.1989,16.203,4.032693,4.032612,3.0451,2.5337,0.3617,0.0062296,3.0838742774491252,41.029833333333336,-70.884
AR77,002,20,2023-10-12 03:55:20+00:00,23.1238,23.128,247.16107,247.175,16.2449,16.2305,31.6582,31.6594,1023.1373,1023.1415,3.064,16.2454,16.231,4.035632,4.034462,3.0441,2.4399,0.3561,0.0062794,3.0402161501363327,41.029833333333336,-70.884
AR77,002,21,2023-10-12 03:55:29+00:00,23.1332,23.1313,247.26451,247.052,16.2217,16.2209,31.6637,31.661,1023.1466,1023.1447,3.029,16.2222,16.2214,4.034146,4.033771,3.0368,2.5852,0.3551,0.0061798,3.005488087664398,41.029833333333336,-70.884
AR77,002,22,2023-10-12 03:55:39+00:00,23.1594,23.1495,247.54075,245.299,16.1593,16.1785,31.6795,31.6722,1023.1734,1023.1634,3.167,16.1598,16.179,4.030287,4.031208,3.0312,2.5255,0.3584,0.0062296,3.142415842628506,41.029833333333336,-70.884
AR77,002,23,2023-10-12 03:55:46+00:00,23.1572,23.1582,247.53519,245.016,16.1612,16.1566,31.6772,31.6771,1023.1712,1023.1722,3.179,16.1617,16.1571,4.030197,4.02977,3.0281,2.6434,0.3729,0.0062047,3.1543225995974105,41.029833333333336,-70.884
AR77,002,24,2023-10-12 03:55:54+00:00,23.1675,23.1904,247.64378,245.271,16.1367,16.0777,31.6835,31.6961,1023.1821,1023.205,3.31,16.1372,16.0782,4.028694,4.024769,3.0295,2.8193,0.3784,0.0061798,3.284304651420622,41.029833333333336,-70.884
AR77,003,1,2023-10-12 05:27:05+00:00,23.5883,23.5857,251.3759,176.195,15.2726,15.2725,31.9829,31.9796,1023.7439,1023.7413,35.213,15.2778,15.2778,3.985625,3.985255,2.2722,0.3069,0.7104,0.0062545,34.93694245781033,41.02916666666667,-70.77216666666666
AR77,003,2,2023-10-12 05:27:15+00:00,23.5884,23.5854,251.37522,176.164,15.2726,15.2737,31.983,31.9795,1023.7439,1023.741,35.206,15.2779,15.2789,3.985652,3.98535,2.2694,0.3173,0.6969,0.0062296,34.92999792814411,41.02916666666667,-70.77216666666666
AR77,003,3,2023-10-12 05:30:18+00:00,22.9024,22.8976,246.2145,243.606,16.5138,16.5209,31.449,31.4448,1022.916,1022.9111,3.081,16.5143,16.5214,4.036025,4.036187,3.0206,2.3895,0.2819,0.0062545,3.0570842503289652,41.02916666666667,-70.77216666666666
AR77,003,4,2023-10-12 05:30:26+00:00,22.901,22.8963,246.19149,243.623,16.5188,16.5225,31.4486,31.4436,1022.9138,1022.9092,2.93,16.5192,16.523,4.036416,4.036175,3.0239,2.2629,0.2792,0.0061548,2.9072574275911354,41.02916666666667,-70.77216666666666
AR77,004,1,2023-10-12 06:45:59+00:00,22.9139,22.9113,245.24109,241.832,16.693,16.6949,31.5174,31.5144,1022.9308,1022.9281,3.835,16.6937,16.6955,4.060204,4.060032,3.0124,1.8704,0.1862,0.0062794,3.805224317168007,41.029666666666664,-70.99566666666666
AR77,005,1,2023-10-12 11:36:54+00:00,25.0399,25.044,264.19378,172.546,12.4492,12.442,33.1148,33.1183,1025.3678,1025.3719,73.455,12.4587,12.4516,3.851439,3.851145,2.1402,0.1052,1.2338,0.095313,72.87581511195015,40.513333333333335,-70.88266666666667
AR77,005,2,2023-10-12 11:37:04+00:00,25.0753,25.0971,264.46324,170.573,12.3901,12.3462,33.1458,33.1631,1025.4036,1025.4254,73.533,12.3997,12.3557,3.849243,3.846994,2.1418,0.1016,1.228,0.095363,72.95318630344002,40.513333333333335,-70.88266666666667
AR77,005,3,2023-10-12 11:39:27+00:00,23.8512,23.8497,251.55665,181.184,15.1291,15.126,32.2842,32.2813,1024.1177,1024.1162,60.325,15.1381,15.135,4.007512,4.006916,2.322,0.1241,0.2101,0.099025,59.85124793253221,40.513333333333335,-70.88266666666667
AR77,005,4,2023-10-12 11:39:37+00:00,23.8527,23.8501,251.59532,181.865,15.1215,15.1232,32.2839,32.281,1024.1199,1024.1173,60.486,15.1305,15.1322,4.006791,4.006627,2.3256,0.1123,0.2185,0.099299,60.010960132462564,40.513333333333335,-70.88266666666667
AR77,005,5,2023-10-12 11:43:00+00:00,23.6368,23.6337,252.23993,216.696,15.0943,15.096,31.9959,31.9923,1023.8515,1023.8483,48.553,15.1014,15.1032,3.971579,3.971334,2.6734,0.2151,0.1274,0.10439,48.173071723045865,40.513333333333335,-70.88266666666667
AR77,005,6,2023-10-12 11:43:10+00:00,23.6363,23.6332,252.23296,216.828,15.0958,15.0975,31.9956,31.9921,1023.8505,1023.8474,48.466,15.1029,15.1046,3.971677,3.971437,2.6732,0.2389,0.1426,0.10381,48.08676264031284,40.513333333333335,-70.88266666666667
AR77,005,7,2023-10-12 11:46:22+00:00,23.4836,23.4813,248.23857,228.202,15.8925,15.9009,32.0239,32.0234,1023.6182,1023.6159,30.54,15.8971,15.9056,4.046627,4.047332,2.8315,1.3016,0.213,0.10872,30.302347049055534,40.513333333333335,-70.88266666666667
AR77,005,8,2023-10-12 11:46:31+00:00,23.4832,23.4806,248.23883,227.805,15.8926,15.9013,32.0235,32.0226,1023.6165,1023.6139,30.23,15.8972,15.9059,4.046572,4.047267,2.8287,1.2608,0.2057,0.10867,29.99478191942559,40.513333333333335,-70.88266666666667
AR77,005,9,2023-10-12 11:46:40+00:00,23.4846,23.4818,248.15158,228.615,15.9082,15.9168,32.0298,32.0286,1023.6184,1023.6156,30.351,15.9129,15.9214,4.048729,4.049379,2.8339,1.3224,0.2008,0.10902,30.114831589540138,40.513333333333335,-70.88266666666667
AR77,005,10,2023-10-12 11:48:30+00:00,23.4668,23.4636,247.30654,231.393,16.0745,16.0722,32.055,32.0502,1023.5509,1023.5478,19.098,16.0775,16.0751,4.066217,4.065451,2.8769,1.676,0.2328,0.11141,18.949910959301747,40.513333333333335,-70.88266666666667
AR77,005,11,2023-10-12 11:48:43+00:00,23.4667,23.4636,247.32174,231.68,16.0718,16.0721,32.054,32.0502,1023.5505,1023.5474,19.028,16.0747,16.075,4.065843,4.065431,2.8812,1.6064,0.2223,0.11183,18.880456955923005,40.513333333333335,-70.88266666666667
AR77,005,12,2023-10-12 11:50:41+00:00,23.4611,23.4581,246.48748,234.071,16.2325,16.2336,32.0939,32.0903,1023.4773,1023.4743,3.683,16.2331,16.2341,4.084293,4.083988,2.9175,1.1511,0.2309,0.1156,3.6545780445636384,40.513333333333335,-70.88266666666667
AR77,005,13,2023-10-12 11:50:53+00:00,23.4608,23.4577,246.48226,234.162,16.2336,16.2345,32.0938,32.0901,1023.477,1023.4739,3.679,16.2342,16.2351,4.084388,4.084054,2.9192,1.2172,0.2325,0.11552,3.650608948250704,40.513333333333335,-70.88266666666667
AR77,005,14,2023-10-12 11:51:02+00:00,23.461,23.4582,246.49324,234.031,16.2315,16.2322,32.0935,32.0901,1023.476,1023.4732,3.399,16.232,16.2327,4.084139,4.083814,2.9168,1.2353,0.2441,0.11547,3.3727720149459652,40.513333333333335,-70.88266666666667
AR77,005,15,2023-10-12 11:51:13+00:00,23.4612,23.4585,246.50476,233.836,16.2292,16.23,32.093,32.0898,1023.4771,1023.4744,3.623,16.2298,16.2306,4.083892,4.083591,2.9171,1.224,0.2339,0.11587,3.59504159178233,40.513333333333335,-70.88266666666667
AR77,005,16,2023-10-12 11:51:20+00:00,23.4618,23.4587,246.52994,233.977,16.2243,16.2243,32.0924,32.0884,1023.4771,1023.474,3.482,16.2248,16.2249,4.083354,4.082906,2.9205,1.2271,0.242,0.11527,3.4551308595314083,40.513333333333335,-70.88266666666667
AR77,006,1,2023-10-13 02:49:46+00:00,27.5355,27.5298,297.27317,183.081,6.4508,6.4583,35.0529,35.0468,1029.5585,1029.5527,443.281,6.4914,6.4989,3.506461,3.506608,1.9717,-0.0042,0.1036,0.0061798,439.4160573438216,39.94,-70.884
AR77,006,2,2023-10-13 02:50:09+00:00,27.5354,27.5316,297.31809,183.005,6.4447,6.4475,35.0517,35.0473,1029.5592,1029.5554,443.448,6.4853,6.4881,3.505802,3.505665,1.9707,0.0166,0.1114,0.0061798,439.58142454045543,39.94,-70.884
AR77,006,3,2023-10-13 02:56:17+00:00,26.7338,26.733,265.16901,179.765,11.6054,11.6068,35.09,35.0892,1027.4211,1027.4202,153.999,11.6251,11.6265,3.979927,3.979981,2.1909,0.0147,0.122,0.0061299,152.7629116750396,39.94,-70.884
AR77,006,4,2023-10-13 02:56:32+00:00,26.7338,26.7326,265.06762,180.43,11.6221,11.6196,35.094,35.0918,1027.4212,1027.42,154.021,11.6418,11.6393,3.981948,3.981483,2.1982,-0.0031,0.1175,0.0061798,152.78472695724813,39.94,-70.884
AR77,006,5,2023-10-13 03:00:08+00:00,25.2583,25.2553,270.95347,200.412,11.2585,11.2598,33.1107,33.1072,1025.5343,1025.5313,61.486,11.266,11.2673,3.741283,3.741047,2.3709,0.114,0.1271,0.0061798,61.00614113136308,39.94,-70.884
AR77,006,6,2023-10-13 03:00:51+00:00,25.2609,25.2583,270.967,200.46,11.2553,11.2563,33.1133,33.1101,1025.5373,1025.5347,61.576,11.2628,11.2638,3.74126,3.741032,2.3706,0.1222,0.1312,0.0062296,61.0954254140434,39.94,-70.884
AR77,006,7,2023-10-13 03:02:39+00:00,24.4252,24.4352,245.25503,201.402,16.0629,16.0203,33.2989,33.2994,1024.6029,1024.6129,40.428,16.0692,16.0266,4.207432,4.203436,2.5727,0.3417,0.1283,0.0061798,40.11453272893337,39.94,-70.884
AR77,006,8,2023-10-13 03:02:56+00:00,24.455,24.4547,245.72632,200.874,15.9619,15.9597,33.308,33.307,1024.6332,1024.6329,40.523,15.9682,15.966,4.19888,4.198555,2.5731,0.3768,0.1268,0.0061798,40.20878686573357,39.94,-70.884
AR77,006,9,2023-10-13 03:05:18+00:00,24.0528,24.0506,239.67848,214.369,17.2906,17.2994,33.1847,33.1845,1024.186,1024.1837,30.443,17.2956,17.3044,4.310563,4.311385,2.768,0.911,0.1548,0.0061299,30.207684846844213,39.94,-70.884
AR77,006,10,2023-10-13 03:05:29+00:00,24.0501,24.0455,239.49382,213.529,17.3279,17.3645,33.1927,33.198,1024.1833,1024.1787,30.453,17.333,17.3695,4.31506,4.319169,2.7644,0.8894,0.1454,0.0061299,30.217606817214257,39.94,-70.884
AR77,006,11,2023-10-13 03:05:42+00:00,24.0385,24.0365,238.82191,214.078,17.4649,17.441,33.2201,33.2101,1024.1723,1024.1704,30.625,17.47,17.446,4.331349,4.327888,2.7754,0.8559,0.15,0.0061548,30.38826463228775,39.94,-70.884
AR77,006,12,2023-10-13 03:05:52+00:00,24.0263,24.0227,238.0737,213.504,17.618,17.6441,33.2521,33.2556,1024.1589,1024.1553,30.361,17.623,17.6492,4.349705,4.352625,2.7757,0.9225,0.1487,0.0061299,30.126324671665238,39.94,-70.884
AR77,006,13,2023-10-13 03:06:06+00:00,24.0179,24.017,237.6164,214.102,17.7122,17.7131,33.2708,33.27,1024.1511,1024.1502,30.498,17.7173,17.7182,4.360931,4.360918,2.7863,0.7929,0.1509,0.0062047,30.262255677926674,39.94,-70.884
AR77,006,14,2023-10-13 03:06:39+00:00,24.0152,24.0136,237.68716,214.202,17.6993,17.704,33.2633,33.2627,1024.1472,1024.1456,30.209,17.7043,17.709,4.358794,4.359177,2.7849,1.0346,0.1566,0.0062296,29.9755106028593,39.94,-70.884
AR77,006,15,2023-10-13 03:08:30+00:00,23.898,23.8937,237.65359,222.238,17.7562,17.7522,33.1281,33.1212,1023.9876,1023.9832,20.5,17.7597,17.7556,4.34783,4.346628,2.876,0.6076,0.1551,0.0061548,20.34203166278651,39.94,-70.884
AR77,006,16,2023-10-13 03:08:39+00:00,23.8956,23.8934,237.71096,222.926,17.7459,17.7482,33.1217,33.1196,1023.9849,1023.9827,20.448,17.7493,17.7516,4.346075,4.346056,2.8793,0.53,0.159,0.0061548,20.2904349216252,39.94,-70.884
AR77,006,17,2023-10-13 03:11:10+00:00,23.8349,23.8318,239.5348,229.52,17.4133,17.4169,32.9384,32.9355,1023.8505,1023.8474,3.561,17.4139,17.4175,4.292001,4.292004,2.9387,0.4286,0.1612,0.0061299,3.533704918631144,39.94,-70.884
AR77,006,18,2023-10-13 03:11:19+00:00,23.8311,23.8284,239.48576,230.253,17.4245,17.4266,32.9369,32.9341,1023.8463,1023.8437,3.48,17.4251,17.4272,4.292892,4.292755,2.9398,0.4042,0.1581,0.006105,3.4533264625311793,39.94,-70.884
AR77,006,19,2023-10-13 03:11:38+00:00,23.8323,23.8296,239.49836,230.19,17.4215,17.423,32.9376,32.9345,1023.8481,1023.8453,3.595,17.4221,17.4236,4.292692,4.292463,2.9446,0.3899,0.1605,0.0061548,3.5674440142491304,39.94,-70.884
AR77,006,20,2023-10-13 03:11:54+00:00,23.8328,23.8299,239.49469,229.11,17.4221,17.4236,32.9384,32.935,1023.8479,1023.845,3.457,17.4226,17.4241,4.292826,4.292574,2.9391,0.427,0.1583,0.0060801,3.4305029445475523,39.94,-70.884
AR77,006,21,2023-10-13 03:12:02+00:00,23.8328,23.8301,239.49222,229.72,17.4226,17.4242,32.9386,32.9356,1023.8476,1023.8449,3.373,17.4231,17.4248,4.292889,4.292694,2.937,0.4193,0.1581,0.0061299,3.347147465929092,39.94,-70.884
AR77,006,22,2023-10-13 03:12:14+00:00,23.8347,23.8331,239.46239,229.664,17.4276,17.4321,32.9426,32.9419,1023.8501,1023.8485,3.531,17.4282,17.4327,4.293845,4.294185,2.9445,0.4481,0.1571,0.0061299,3.503935123758415,39.94,-70.884
AR77,006,23,2023-10-13 03:12:21+00:00,23.8348,23.8327,239.4544,230.057,17.4291,17.4314,32.9432,32.9411,1023.8504,1023.8483,3.567,17.4297,17.432,4.294067,4.29404,2.9427,0.419,0.1563,0.006105,3.5396588770857638,39.94,-70.884
AR77,006,24,2023-10-13 03:12:31+00:00,23.8366,23.8344,239.43463,229.773,17.4323,17.4354,32.9465,32.9446,1023.8523,1023.8501,3.59,17.4329,17.436,4.294753,4.294821,2.939,0.4239,0.1629,0.006105,3.562482382889626,39.94,-70.884
AR77,007,1,2023-10-13 05:58:23+00:00,23.9622,23.9641,225.9878,210.124,20.1475,20.1475,34.0024,34.0049,1023.9761,1023.978,3.197,20.148,20.1481,4.684642,4.684955,2.8625,0.3,0.1397,0.0061299,3.172545881504197,39.773,-70.77516666666666
AR77,008,1,2023-10-13 07:38:50+00:00,23.8439,23.8393,243.91427,231.728,16.5618,16.5855,32.6903,32.6914,1023.8631,1023.8586,4.383,16.5625,16.5862,4.183104,4.185456,2.9185,0.5391,0.1719,0.0062794,4.349461292827638,39.773666666666664,-70.99116666666667
AR77,009,1,2023-10-13 09:33:33+00:00,27.6237,27.6204,304.43289,211.114,5.4531,5.4541,35.0031,34.9992,1029.9487,1029.9455,507.062,5.4959,5.4969,3.413846,3.413592,2.144,-0.0201,0.0971,0.0062794,502.57143743324684,39.773,-70.8835
AR77,009,2,2023-10-13 09:33:43+00:00,27.6236,27.6203,304.43007,211.572,5.4535,5.4554,35.0031,34.9992,1029.9477,1029.9444,506.85,5.4963,5.4982,3.41387,3.413703,2.1441,-0.0171,0.0978,0.0061798,502.36157104297956,39.773,-70.8835
