cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR92,1,13,2025-08-14 14:06:19+00:00,23.3807,23.3832,246.65222,246.817,16.2337,16.2264,31.9895,31.9906,1023.4245,1023.427,9.948,16.2353,16.228,4.072847,4.072304,2.807,1.3626,0.2742,0.0013705,9.87046473134112,41.196667,-70.883333
AR92,1,14,2025-08-14 14:08:32+00:00,22.0789,22.0784,226.10814,229.326,20.9229,20.9278,31.798,31.7991,1022.0871,1022.0866,1.912,20.9233,20.9281,4.484918,4.485511,2.8534,0.3535,0.1232,0.001221,1.8971347443074613,41.196667,-70.883333
AR92,1,15,2025-08-14 14:08:45+00:00,22.1787,22.194,227.51463,232.427,20.5771,20.5429,31.8087,31.8169,1022.1866,1022.2019,1.834,20.5774,20.5432,4.453796,4.451609,2.8693,0.4731,0.1283,0.0014203,1.8197415164200288,41.196667,-70.883333
AR92,1,16,2025-08-14 14:08:52+00:00,22.1422,22.1402,227.00751,232.888,20.7016,20.7165,31.804,31.8065,1022.1506,1022.1485,1.929,20.702,20.7168,4.464893,4.466599,2.8776,0.4216,0.1305,0.0011462,1.914002495216306,41.196667,-70.883333
AR92,1,17,2025-08-14 14:09:00+00:00,22.133,22.137,226.86479,231.947,20.7363,20.7141,31.804,31.8015,1022.1408,1022.1448,1.792,20.7366,20.7145,4.46814,4.46575,2.8791,0.4133,0.1273,0.0014702,1.7780682277344921,41.196667,-70.883333
AR92,1,18,2025-08-14 14:09:07+00:00,22.133,22.1286,226.86365,231.668,20.7366,20.7557,31.8041,31.8049,1022.1396,1022.1351,1.518,20.7369,20.7559,4.468165,4.470053,2.8624,0.4075,0.1313,0.0013705,1.506199421719679,41.196667,-70.883333
AR92,1,19,2025-08-14 14:09:14+00:00,22.1529,22.143,227.12012,231.21,20.6728,20.706,31.808,31.8065,1022.1619,1022.1519,2.071,20.6732,20.7064,4.462701,4.465627,2.8604,0.402,0.1362,0.0014203,2.054897771994498,41.196667,-70.883333
AR92,1,20,2025-08-14 14:09:22+00:00,22.3213,22.3349,229.70655,236.867,20.0501,20.0312,31.8151,31.8265,1022.329,1022.3426,1.775,20.0504,20.0315,4.405212,4.404868,2.8861,0.6241,0.1523,0.0014453,1.7612004656143194,41.196667,-70.883333
AR92,1,21,2025-08-14 14:09:28+00:00,22.2668,22.2686,228.78272,235.338,20.2689,20.2801,31.8183,31.8244,1022.2751,1022.2769,1.908,20.2692,20.2804,4.426096,4.427913,2.8986,0.5796,0.1457,0.0014203,1.8931658615384954,41.196667,-70.883333
AR92,1,22,2025-08-14 14:09:34+00:00,22.2354,22.2445,228.41957,235.544,20.3595,20.3366,31.8081,31.8122,1022.2427,1022.2518,1.698,20.3598,20.3369,4.433312,4.431668,2.8941,0.6309,0.1439,0.0012459,1.6847994080017776,41.196667,-70.883333
AR92,1,23,2025-08-14 14:09:41+00:00,22.1467,22.1607,227.12167,233.488,20.6751,20.6311,31.8008,31.8038,1022.1547,1022.1687,1.837,20.6755,20.6314,4.461993,4.458244,2.8824,0.4636,0.1362,0.0014203,1.822718179572636,41.196667,-70.883333
AR92,1,24,2025-08-14 14:09:48+00:00,22.1681,22.1699,227.39761,233.28,20.6067,20.6052,31.8051,31.807,1022.1754,1022.1772,1.68,20.607,20.6055,4.456115,4.456196,2.869,0.4704,0.1294,0.0014203,1.6669394163921258,41.196667,-70.883333
AR92,2,1,2025-08-15 00:56:18+00:00,24.6021,24.6039,266.26143,234.247,12.2842,12.2845,32.5096,32.512,1024.7717,1024.7735,37.916,12.289,12.2894,3.771322,3.771605,2.5186,4.0609,0.4775,0.00089706,37.6184721373883,41.038833,-70.884333
AR92,2,2,2025-08-15 00:56:38+00:00,24.6021,24.6037,266.25897,235.069,12.2846,12.2853,32.5097,32.512,1024.7716,1024.7731,37.873,12.2894,12.2902,3.771369,3.771674,2.5207,4.1569,0.4819,0.00077247,37.57581347663141,41.038833,-70.884333
AR92,2,3,2025-08-15 00:58:30+00:00,24.5935,24.5945,266.08778,236.181,12.3169,12.3188,32.5065,32.5083,1024.7399,1024.741,32.746,12.3211,12.323,3.773676,3.774033,2.5378,4.0007,0.4696,0.00089706,32.489448492327725,41.038833,-70.884333
AR92,2,4,2025-08-15 00:58:40+00:00,24.5905,24.5918,266.02748,237.253,12.3281,12.3301,32.5053,32.5075,1024.7367,1024.7379,32.685,12.3323,12.3343,3.774564,3.774968,2.5452,4.0349,0.4422,0.00089706,32.42893119846375,41.038833,-70.884333
AR92,2,5,2025-08-15 00:58:48+00:00,24.5886,24.5906,265.98972,237.056,12.3351,12.3341,32.5046,32.5069,1024.7347,1024.7366,32.65,12.3393,12.3383,3.775124,3.775269,2.5455,4.3873,0.439,0.00087214,32.39420815292083,41.038833,-70.884333
AR92,2,6,2025-08-15 01:00:46+00:00,24.5168,24.5185,264.49684,239.051,12.6122,12.6135,32.4802,32.4828,1024.653,1024.6548,30.507,12.6161,12.6175,3.797528,3.797926,2.5716,4.5181,0.4504,0.00084722,30.26815445433058,41.038833,-70.884333
AR92,2,7,2025-08-15 01:00:54+00:00,24.5146,24.5152,264.44882,238.182,12.621,12.6249,32.4796,32.4813,1024.6509,1024.6514,30.497,12.625,12.6289,3.798275,3.798799,2.5688,4.4211,0.452,0.00074755,30.258233480021953,41.038833,-70.884333
AR92,2,8,2025-08-15 01:01:01+00:00,24.5181,24.5189,264.51228,238.143,12.609,12.6121,32.4811,32.483,1024.6547,1024.6555,30.581,12.613,12.6161,3.79735,3.797818,2.5662,4.3724,0.447,0.00074755,30.341569649265438,41.038833,-70.884333
AR92,2,9,2025-08-15 01:03:02+00:00,23.7466,23.7445,247.34138,265.204,15.9533,15.9892,32.3838,32.3916,1023.8272,1023.8252,18.308,15.9561,15.9921,4.09232,4.096529,2.9724,1.2936,0.117,0.0006728,18.165200257368003,41.038833,-70.884333
AR92,2,10,2025-08-15 01:03:11+00:00,23.769,23.7689,247.80887,265.189,15.857,15.8481,32.385,32.3822,1023.8502,1023.8501,18.427,15.8598,15.8509,4.083554,4.082413,2.9694,1.1547,0.1652,0.0009469,18.283266798292427,41.038833,-70.884333
AR92,2,11,2025-08-15 01:03:19+00:00,23.7552,23.7448,247.46615,265.79,15.9265,15.9564,32.3872,32.3824,1023.8358,1023.8254,18.304,15.9293,15.9592,4.090225,4.092444,2.9707,1.2538,0.1226,0.00059804,18.16123163296001,41.038833,-70.884333
AR92,2,12,2025-08-15 01:03:28+00:00,23.7235,23.7283,246.79492,265.842,16.0649,16.0543,32.3864,32.3894,1023.804,1023.8087,18.283,16.0678,16.0571,4.102942,4.102301,2.9782,1.235,0.1195,0.00072263,18.140396353555044,41.038833,-70.884333
AR92,2,13,2025-08-15 01:03:38+00:00,23.7305,23.733,246.84407,265.993,16.0529,16.0399,32.3919,32.3915,1023.8112,1023.8137,18.328,16.0557,16.0427,4.102454,4.101203,2.9823,1.1956,0.114,0.00074755,18.18504337825318,41.038833,-70.884333
AR92,2,14,2025-08-15 01:03:49+00:00,23.7241,23.7854,246.89694,266.367,16.0456,15.8571,32.3815,32.4064,1023.805,1023.8663,18.364,16.0484,15.8599,4.100599,4.085968,2.9852,1.2445,0.1134,0.0010715,18.22076099099646,41.038833,-70.884333
AR92,2,15,2025-08-15 01:03:56+00:00,23.7579,23.7446,247.60528,266.108,15.8995,16.0029,32.3828,32.3957,1023.8388,1023.8256,18.381,15.9023,16.0057,4.087231,4.098259,2.9768,1.1666,0.1145,0.00084722,18.237627639290974,41.038833,-70.884333
AR92,2,16,2025-08-15 01:07:05+00:00,22.4565,22.4644,231.0204,243.471,19.7168,19.6953,31.8798,31.8829,1022.4618,1022.4697,1.213,19.7171,19.6955,4.382007,4.380373,2.9396,0.7611,0.1265,0.00092198,1.2035886799995192,41.038833,-70.884333
AR92,2,17,2025-08-15 01:07:15+00:00,22.4421,22.4524,230.8737,243.251,19.7537,19.7285,31.8733,31.8783,1022.447,1022.4573,1.124,19.7539,19.7287,4.384639,4.382904,2.9427,0.7505,0.1227,0.00089706,1.1152794463271356,41.038833,-70.884333
AR92,2,18,2025-08-15 01:07:26+00:00,22.4695,22.4585,231.53679,244.548,19.6035,19.7127,31.8588,31.881,1022.4755,1022.4645,1.384,19.6038,19.7129,4.368842,4.381773,2.9448,0.7799,0.1232,0.00084722,1.3732613702659744,41.038833,-70.884333
AR92,2,19,2025-08-15 01:07:36+00:00,22.4351,22.44,230.78016,244.347,19.7762,19.7696,31.8717,31.8759,1022.4402,1022.4452,1.187,19.7764,19.7699,4.386554,4.386464,2.9443,0.7883,0.1359,0.00074755,1.177790480846852,41.038833,-70.884333
AR92,2,20,2025-08-15 01:07:44+00:00,22.433,22.4403,230.74426,244.195,19.7846,19.7702,31.8718,31.8765,1022.4372,1022.4445,0.961,19.7848,19.7703,4.387347,4.386567,2.9472,0.7547,0.1257,0.0010217,0.9535444588218042,41.038833,-70.884333
AR92,2,21,2025-08-15 01:07:52+00:00,22.4695,22.4736,231.26172,244.249,19.6609,19.651,31.8781,31.8801,1022.4748,1022.4789,1.223,19.6611,19.6512,4.376565,4.375885,2.9499,0.7825,0.1232,0.00099673,1.2135110634224946,41.038833,-70.884333
AR92,2,22,2025-08-15 01:08:01+00:00,22.4656,22.4639,231.19713,245.02,19.6761,19.6877,31.878,31.8796,1022.4705,1022.4687,1.123,19.6763,19.6879,4.377974,4.379249,2.9542,0.7817,0.1208,0.00097182,1.1142872075299184,41.038833,-70.884333
AR92,2,23,2025-08-15 01:08:09+00:00,22.4588,22.4803,231.09156,244.383,19.701,19.6377,31.8775,31.8844,1022.4636,1022.4851,1.112,19.7012,19.6379,4.380236,4.375164,2.9443,0.7658,0.1259,0.00084722,1.1033725804428087,41.038833,-70.884333
AR92,2,24,2025-08-15 01:08:18+00:00,22.4629,22.479,231.16178,245.01,19.6846,19.6129,31.8773,31.8744,1022.4673,1022.4834,1.01,19.6848,19.6131,4.378679,4.371611,2.9516,0.727,0.1271,0.00089706,1.0021641924375737,41.038833,-70.884333
AR92,3,1,2025-08-15 04:50:52+00:00,24.088,24.0967,241.14499,251.891,16.9898,16.8949,33.1381,33.1203,1024.2236,1024.2323,30.948,16.9949,16.8998,4.276554,4.265477,2.9088,0.5522,0.0955,0.00064788,30.706631644083018,40.6955,-70.772667
AR92,3,2,2025-08-15 04:51:05+00:00,24.0664,24.0743,240.07879,252.019,17.2065,17.1636,33.1765,33.1735,1024.2009,1024.2088,30.726,17.2116,17.1686,4.301609,4.297173,2.9213,0.5803,0.1009,0.00069771,30.486379466909145,40.6955,-70.772667
AR92,3,3,2025-08-15 04:53:03+00:00,23.3278,23.3282,214.09874,211.042,23.0966,23.1058,34.2377,34.2417,1023.4206,1023.4209,21.695,23.101,23.1102,5.01147,5.01292,2.7771,0.1568,0.074,0.0006728,21.526280228017328,40.6955,-70.772667
AR92,3,4,2025-08-15 04:53:11+00:00,23.3427,23.3413,213.84219,210.758,23.1506,23.1472,34.278,34.2748,1023.4357,1023.4343,21.75,23.1551,23.1517,5.022211,5.021455,2.78,0.1466,0.083,0.00069771,21.580849620380405,40.6955,-70.772667
AR92,3,5,2025-08-15 04:55:41+00:00,22.7891,22.7868,214.8419,209.626,23.159,23.1653,33.5506,33.5499,1022.7955,1022.7932,1.484,23.1593,23.1656,4.926729,4.92727,2.7649,0.1237,0.0753,0.00069771,1.4725312668305404,40.6955,-70.772667
AR92,3,6,2025-08-15 04:55:52+00:00,22.8123,22.8121,214.78324,210.405,23.1628,23.1667,33.5826,33.5839,1022.8179,1022.8177,1.309,23.163,23.167,4.931282,4.931841,2.7748,0.13,0.0808,0.00057312,1.2988842631810835,40.6955,-70.772667
AR92,4,1,2025-08-15 06:19:26+00:00,24.2382,24.2405,233.89738,249.445,18.3697,18.3515,33.7687,33.7659,1024.3431,1024.3454,24.103,18.3739,18.3556,4.482841,4.480726,2.9564,0.766,0.1001,0.0005482,23.915413086232725,40.695833,-70.994167
AR92,4,2,2025-08-15 06:19:40+00:00,24.1984,24.1923,232.19658,247.558,18.735,18.7377,33.8358,33.8288,1024.3036,1024.2975,24.202,18.7393,18.7419,4.526538,4.525951,2.9677,0.5506,0.092,0.0006728,24.01363683210751,40.695833,-70.994167
AR92,4,3,2025-08-15 06:22:18+00:00,23.4886,23.4845,214.54366,213.337,22.9235,22.9385,34.3842,34.3844,1023.5516,1023.5474,14.722,22.9265,22.9415,5.012499,5.014055,2.7928,0.1402,0.0731,0.0006728,14.60775510530837,40.695833,-70.994167
AR92,4,4,2025-08-15 06:22:33+00:00,23.4782,23.4783,214.34506,212.901,22.9746,22.9704,34.3898,34.3884,1023.5418,1023.5418,14.861,22.9777,22.9734,5.018443,5.01782,2.7999,0.1315,0.0743,0.00064788,14.745671473827286,40.695833,-70.994167
AR92,4,5,2025-08-15 06:24:56+00:00,22.6087,22.6182,212.99181,207.393,23.6748,23.6572,33.5096,33.5153,1022.6153,1022.6248,1.544,23.6752,23.6575,4.972819,4.971815,2.7588,0.1024,0.0726,0.00092198,1.5320673018817894,40.695833,-70.994167
AR92,4,6,2025-08-15 06:25:03+00:00,22.6482,22.6435,213.29634,207.619,23.5852,23.5994,33.5273,33.5266,1022.6561,1022.6514,1.84,23.5855,23.5998,4.96622,4.967544,2.7618,0.1059,0.0734,0.00059804,1.8257783751972076,40.695833,-70.994167
AR92,6,1,2025-08-15 07:32:41+00:00,25.4623,25.463,283.43941,212.565,9.2503,9.2587,32.9355,32.9381,1025.7316,1025.7323,59.397,9.2566,9.2651,3.542584,3.543584,2.208,0.3063,0.6466,0.00049837,58.92968493954015,40.696333,-70.8825
AR92,6,2,2025-08-15 07:32:56+00:00,25.4625,25.4641,283.4492,212.946,9.2488,9.255,32.9355,32.9387,1025.7324,1025.7339,59.511,9.2551,9.2614,3.542447,3.543325,2.2119,0.3801,0.8492,0.00064788,59.04277171524156,40.696333,-70.8825
AR92,6,3,2025-08-15 07:37:13+00:00,25.0878,25.0891,274.98105,236.93,10.6889,10.6866,32.7622,32.7634,1025.3082,1025.3095,48.93,10.6946,10.6924,3.65387,3.653783,2.4626,1.08,0.2102,0.0005482,48.5462671919482,40.696333,-70.8825
AR92,6,4,2025-08-15 07:37:22+00:00,25.0897,25.0849,275.00431,236.266,10.6845,10.6963,32.7636,32.7601,1025.3102,1025.3054,48.967,10.6902,10.7021,3.653619,3.65433,2.4591,0.9614,0.2327,0.00057312,48.58297266294778,40.696333,-70.8825
AR92,6,5,2025-08-15 07:37:30+00:00,25.0877,25.0885,274.99846,235.338,10.6862,10.6893,32.7614,32.7632,1025.3088,1025.3096,49.093,10.692,10.6951,3.653555,3.654013,2.4584,0.9804,0.2189,0.00057312,48.70796962293074,40.696333,-70.8825
AR92,6,6,2025-08-15 07:40:08+00:00,24.673,24.689,269.70377,268.219,11.6936,11.6457,32.4593,32.4686,1024.8327,1024.8487,35.595,11.698,11.6501,3.71273,3.709387,2.7766,8.3865,0.4351,0.00072263,35.31698836393507,40.696333,-70.8825
AR92,6,7,2025-08-15 07:40:16+00:00,24.682,24.6812,269.86146,269.3,11.6645,11.6757,32.464,32.4656,1024.8423,1024.8415,35.733,11.6689,11.6801,3.710614,3.711787,2.7889,7.5025,0.4289,0.00077247,35.45389866527271,40.696333,-70.8825
AR92,6,8,2025-08-15 07:40:23+00:00,24.6778,24.6821,269.80937,269.305,11.6746,11.6749,32.461,32.4667,1024.8375,1024.8419,35.599,11.679,11.6793,3.711202,3.711815,2.7775,8.5008,0.4266,0.00057312,35.32095677975546,40.696333,-70.8825
AR92,6,9,2025-08-15 07:40:33+00:00,24.6808,24.6738,269.87415,268.196,11.6629,11.6871,32.4622,32.4589,1024.8411,1024.8341,35.717,11.6673,11.6915,3.710277,3.712117,2.7862,8.8521,0.4273,0.00074755,35.438025011840445,40.696333,-70.8825
AR92,6,10,2025-08-15 07:40:43+00:00,24.6694,24.6759,269.56272,273.513,11.7178,11.682,32.4604,32.4603,1024.8298,1024.8363,35.748,11.7222,11.6865,3.715034,3.711812,2.8247,10.0434,0.4528,0.00062296,35.46878021424732,40.696333,-70.8825
AR92,6,11,2025-08-15 07:40:53+00:00,24.6662,24.6707,269.5051,275.661,11.7284,11.7234,32.4588,32.4634,1024.8262,1024.8307,35.66,11.7328,11.7279,3.715815,3.715848,2.8324,7.4792,0.4093,0.00062296,35.381475111482324,40.696333,-70.8825
AR92,6,12,2025-08-15 07:43:37+00:00,23.9002,23.9101,231.34325,240.074,19.0372,19.1416,33.5452,33.5929,1024.0023,1024.0122,23.502,19.0413,19.1458,4.521138,4.537065,2.8896,0.3384,0.085,0.0005482,23.31912342189761,40.696333,-70.8825
AR92,6,13,2025-08-15 07:43:49+00:00,23.8999,23.9241,231.71888,240.109,18.9594,18.9114,33.5191,33.5349,1024.0016,1024.0259,23.412,18.9635,18.9155,4.510421,4.507654,2.8962,0.329,0.0901,0.00064788,23.229828810399304,40.696333,-70.8825
AR92,6,14,2025-08-15 07:43:59+00:00,23.9915,23.9125,235.40571,242.297,18.1671,18.6352,33.3809,33.4291,1024.094,1024.0148,23.521,18.1711,18.6393,4.417229,4.468182,2.8762,0.3423,0.0862,0.00087214,23.337974501565487,40.696333,-70.8825
AR92,6,15,2025-08-15 07:44:08+00:00,23.9968,23.9661,235.604,243.505,18.1249,18.6792,33.3743,33.5136,1024.0991,1024.0682,23.478,18.1289,18.6833,4.412376,4.482548,2.8864,0.3557,0.09,0.00072263,23.295311529308357,40.696333,-70.8825
AR92,6,16,2025-08-15 07:46:16+00:00,23.5884,23.5886,215.57353,216.362,22.6389,22.6418,34.4087,34.41,1023.6635,1023.6637,17.533,22.6425,22.6453,4.986906,4.987367,2.8195,0.1246,0.0744,0.00057312,17.396821937160553,40.696333,-70.8825
AR92,6,17,2025-08-15 07:46:25+00:00,23.5873,23.5869,215.57093,216.329,22.6401,22.6424,34.4076,34.408,1023.6617,1023.6613,17.367,22.6436,22.6459,4.986874,4.987157,2.8184,0.1288,0.0766,0.00064788,17.232118189317298,40.696333,-70.8825
AR92,6,18,2025-08-15 07:49:14+00:00,22.4467,22.4484,212.08749,205.951,23.9616,23.9608,33.4064,33.4084,1022.4517,1022.4534,1.165,23.9619,23.9611,4.987741,4.98792,2.7556,0.1269,0.0777,0.00084722,1.1559973874670793,40.696333,-70.8825
AR92,6,19,2025-08-15 07:49:33+00:00,22.447,22.449,212.09097,205.439,23.9606,23.9592,33.4065,33.4085,1022.4526,1022.4545,1.296,23.9609,23.9594,4.987655,4.987776,2.7459,0.1417,0.0838,0.00057312,1.2859846678645919,40.696333,-70.8825
AR92,6,20,2025-08-15 07:49:49+00:00,22.448,22.4476,212.09942,206.007,23.9581,23.9625,33.4068,33.408,1022.4545,1022.4541,1.513,23.9584,23.9629,4.987465,4.988056,2.7541,0.1339,0.0927,0.00082231,1.5013069276683326,40.696333,-70.8825
AR92,6,21,2025-08-15 07:50:02+00:00,22.4457,22.4475,212.08059,205.821,23.9637,23.9628,33.4058,33.408,1022.4514,1022.4533,1.351,23.964,23.9631,4.987882,4.98808,2.7516,0.1341,0.083,0.00064788,1.3405594556210694,40.696333,-70.8825
AR92,6,22,2025-08-15 07:50:13+00:00,22.4469,22.4481,212.09211,205.579,23.9604,23.9617,33.4062,33.4082,1022.4527,1022.4539,1.36,23.9607,23.962,4.987604,4.988003,2.7538,0.1239,0.0789,0.00077247,1.3494898740493058,40.696333,-70.8825
AR92,6,23,2025-08-15 07:50:24+00:00,22.4464,22.4479,212.08745,205.953,23.9617,23.9619,33.4061,33.4082,1022.452,1022.4535,1.305,23.962,23.9622,4.987716,4.988008,2.7573,0.1269,0.0815,0.00074755,1.2949150886758067,40.696333,-70.8825
AR92,6,24,2025-08-15 07:50:34+00:00,22.4461,22.4473,212.08404,206.853,23.9626,23.9636,33.406,33.408,1022.4534,1022.4546,1.703,23.963,23.964,4.987815,4.988174,2.7642,0.1321,0.0886,0.00072263,1.6898377524202264,40.696333,-70.8825
AR92,7,1,2025-08-15 11:02:32+00:00,25.7533,25.7548,279.27201,217.934,9.7643,9.7633,33.4145,33.4162,1026.0729,1026.0744,70.736,9.7722,9.7712,3.636086,3.636157,2.2748,0.327,0.4856,0.00042361,70.17871432957189,40.513667,-70.8835
AR92,7,2,2025-08-15 11:03:06+00:00,25.7531,25.7546,279.29353,216.39,9.7611,9.7625,33.4136,33.4158,1026.0727,1026.0742,70.721,9.769,9.7704,3.635706,3.63605,2.2669,0.2717,0.4864,0.00057312,70.16383505544736,40.513667,-70.8835
AR92,7,3,2025-08-15 11:06:32+00:00,25.2961,25.2976,269.19051,243.984,11.5289,11.5227,33.2224,33.223,1025.5197,1025.5213,49.89,11.5351,11.5289,3.776739,3.776229,2.5658,3.3312,0.209,0.0002741,49.49944775174469,40.513667,-70.8835
AR92,7,4,2025-08-15 11:06:58+00:00,25.2959,25.2983,269.22334,243.343,11.5236,11.5247,33.221,33.2244,1025.5197,1025.5221,49.916,11.5298,11.5309,3.776112,3.776559,2.5615,3.3352,0.2128,0.00039869,49.525241095759874,40.513667,-70.8835
AR92,7,5,2025-08-15 11:07:08+00:00,25.2966,25.2985,269.23639,245.907,11.5212,11.5168,33.2213,33.2227,1025.5214,1025.5233,50.157,11.5274,11.523,3.775935,3.775672,2.5809,3.2826,0.2394,0.00047345,49.76432539907838,40.513667,-70.8835
AR92,7,6,2025-08-15 11:10:33+00:00,24.9542,24.9606,267.47537,272.758,11.9445,11.9397,32.8812,32.8883,1025.1336,1025.14,40.062,11.9496,11.9448,3.77915,3.779443,2.8353,5.0769,0.3009,0.00052329,39.749330908223605,40.513667,-70.8835
AR92,7,7,2025-08-15 11:10:59+00:00,24.9619,24.9641,267.93186,270.898,11.8668,11.87,32.8725,32.8761,1025.1408,1025.143,39.936,11.8719,11.875,3.77117,3.771829,2.8126,4.4652,0.3161,0.00044853,39.62432639495718,40.513667,-70.8835
AR92,7,8,2025-08-15 11:11:10+00:00,24.989,24.9759,268.44513,267.068,11.7724,11.8066,32.8849,32.8762,1025.1694,1025.1562,40.246,11.7774,11.8117,3.763866,3.766088,2.793,4.3069,0.3207,0.00037378,39.931877044420446,40.513667,-70.8835
AR92,7,9,2025-08-15 11:14:22+00:00,24.2946,24.297,254.96571,269.339,14.3419,14.363,32.6422,32.6511,1024.4212,1024.4235,28.552,14.3459,14.3671,3.972817,3.975733,2.929,0.8921,0.1424,0.00042361,28.32995275249985,40.513667,-70.8835
AR92,7,10,2025-08-15 11:14:36+00:00,24.3041,24.301,255.10108,269.211,14.314,14.3485,32.647,32.6523,1024.4311,1024.428,28.662,14.3181,14.3526,3.970775,3.974541,2.9316,0.9834,0.1475,0.0006728,28.4390897037013,40.513667,-70.8835
AR92,7,11,2025-08-15 11:14:48+00:00,24.2987,24.2952,254.91146,269.653,14.3498,14.3708,32.6497,32.6508,1024.4258,1024.4223,28.69,14.3539,14.375,3.974369,3.976437,2.9322,1.0821,0.14,0.00052329,28.466870009259022,40.513667,-70.8835
AR92,7,12,2025-08-15 11:17:31+00:00,23.2407,23.24,214.45708,209.368,23.0504,23.0647,34.1053,34.1098,1023.3253,1023.3246,19.766,23.0544,23.0687,4.989403,4.99144,2.7592,0.1122,0.0728,0.0005482,19.612698809051512,40.513667,-70.8835
AR92,7,13,2025-08-15 11:17:44+00:00,23.2401,23.2387,214.56725,210.141,23.0247,23.0336,34.0947,34.0964,1023.3246,1023.3232,19.747,23.0287,23.0377,4.985441,4.986552,2.7599,0.1182,0.0737,0.00049837,19.593847072108215,40.513667,-70.8835
AR92,7,14,2025-08-15 11:20:52+00:00,22.8617,22.8614,211.53153,205.059,23.9141,23.9169,33.9365,33.9372,1022.8728,1022.8725,2.601,23.9147,23.9175,5.053466,5.053853,2.7512,0.12,0.075,0.00039869,2.5809346059652882,40.513667,-70.8835
