cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN727,001,11,2025-01-24 19:07:56+00:00,32.3525,32.3426,25.6678,25.6598,320.85586,323.905,313.998,4.1289,4.1306,1463.93,1463.92,16751.0,24.797175,697.917,10.371,10.29,4.1295,4.1312,0.0017,3.043445,3.042748,3.9575,1.1043,0.2731,1.2725,0.5661,11.32,2.1282,2.187,2.1871,2.5031,2.5031,0.405,16.134,5.2437,0.0,307.78,41.19624,-70.88958
EN727,001,12,2025-01-24 19:08:03+00:00,32.3521,32.3423,25.6677,25.6599,320.86966,324.229,313.771,4.1272,4.127,1463.92,1463.9,16918.0,24.797255,704.875,10.091,10.012,4.1279,4.1276,-0.0003,3.043267,3.042409,3.959,1.1027,0.2751,1.2844,0.5737,11.48,2.1741,2.1879,2.188,2.5038,2.5039,0.4397,17.944,5.679,0.0,316.0,41.19624,-70.8896
EN727,001,13,2025-01-24 19:08:14+00:00,32.3522,32.3423,25.6677,25.6599,320.86755,324.144,313.572,4.1275,4.1273,1463.92,1463.9,17165.0,24.797375,715.167,10.119,10.041,4.1282,4.128,-0.0002,3.043292,3.042438,3.9592,1.1026,0.2936,1.3955,0.575,11.5,2.1652,2.1868,2.1869,2.503,2.5031,0.432,17.583,5.4937,0.0,320.03,41.19623,-70.88964
EN727,001,14,2025-01-24 19:10:19+00:00,32.3531,32.3433,25.6666,25.659,320.72383,324.499,314.155,4.1459,4.1451,1463.88,1463.86,20169.0,24.798823,840.333,3.078,3.054,4.1461,4.1453,-0.0009,3.044573,3.04367,3.9442,1.1178,0.2288,1.0067,0.9475,18.95,3.0887,2.1916,2.1917,2.5063,2.5064,0.4683,161.42,49.469,0.0,327.19,41.19612,-70.88996
EN727,001,15,2025-01-24 19:10:30+00:00,32.3531,32.3434,25.6661,25.6585,320.67891,324.391,313.73,4.1516,4.1507,1463.9,1463.89,20444.0,24.798956,851.792,3.094,3.07,4.1518,4.1509,-0.0009,3.045053,3.044147,3.9269,1.1354,0.2396,1.0718,0.9605,19.21,3.0204,2.1917,2.1918,2.506,2.5061,0.4643,127.06,38.506,0.0,329.94,41.19612,-70.88998
EN727,001,16,2025-01-24 19:10:40+00:00,32.3531,32.3433,25.6661,25.6584,320.67633,324.119,314.003,4.1519,4.1502,1463.9,1463.88,20673.0,24.799066,861.333,3.089,3.065,4.1522,4.1504,-0.0017,3.045081,3.044102,3.9439,1.1181,0.2322,1.0274,0.9586,19.17,3.0348,2.1904,2.1904,2.5058,2.5059,0.4552,131.36,40.246,0.0,326.51,41.19611,-70.89
EN727,001,17,2025-01-24 19:10:52+00:00,32.3531,32.3433,25.6661,25.6583,320.68017,324.496,313.893,4.1515,4.1513,1463.9,1463.89,20975.0,24.799212,873.917,3.246,3.22,4.1517,4.1515,-0.0001,3.045043,3.044198,3.9447,1.1173,0.2428,1.091,0.9561,19.12,3.0054,2.1916,2.1916,2.5068,2.5069,0.4635,122.58,37.882,0.0,323.8,41.1961,-70.89004
EN727,001,18,2025-01-24 19:11:06+00:00,32.353,32.3432,25.666,25.6582,320.67477,324.662,313.217,4.1522,4.1517,1463.91,1463.89,21296.0,24.799367,887.292,3.32,3.294,4.1524,4.1519,-0.0004,3.045101,3.044231,3.9551,1.1067,0.2701,1.2544,0.9574,19.15,2.9665,2.191,2.1911,2.5042,2.5042,0.4603,112.51,35.143,0.0,320.1,41.19608,-70.89006
EN727,001,19,2025-01-24 19:11:15+00:00,32.353,32.3433,25.6661,25.6585,320.69093,324.113,313.144,4.1501,4.1494,1463.9,1463.88,21526.0,24.799478,896.875,3.286,3.26,4.1503,4.1496,-0.0007,3.044923,3.04404,3.9537,1.1081,0.2517,1.1442,0.9518,19.03,2.9739,2.1904,2.1904,2.5033,2.5033,0.4715,114.85,37.023,0.0,310.23,41.19608,-70.8901
EN727,001,20,2025-01-24 19:11:27+00:00,32.3528,32.3431,25.666,25.6583,320.69087,324.178,314.249,4.1502,4.1498,1463.9,1463.88,21796.0,24.799608,908.125,3.045,3.022,4.1504,4.15,-0.0003,3.044904,3.044048,3.9448,1.1172,0.2495,1.1309,0.9616,19.23,3.086,2.1899,2.1899,2.5061,2.5062,0.474,161.42,51.427,0.0,313.89,41.19608,-70.89012
EN727,001,21,2025-01-24 19:11:36+00:00,32.353,32.3433,25.6662,25.6585,320.69859,324.156,312.901,4.1492,4.1489,1463.89,1463.88,22023.0,24.799717,917.583,3.057,3.033,4.1494,4.1491,-0.0002,3.044834,3.043984,3.935,1.1271,0.2482,1.1236,0.9611,19.22,3.1262,2.1905,2.1905,2.5011,2.5012,0.4652,180.56,57.986,0.0,311.21,41.19607,-70.89013
EN727,001,22,2025-01-24 19:11:49+00:00,32.353,32.3432,25.6662,25.6584,320.69442,324.579,313.132,4.1497,4.1491,1463.89,1463.88,22328.0,24.799864,930.292,2.972,2.949,4.1499,4.1493,-0.0005,3.044873,3.04399,3.9546,1.1072,0.2584,1.1843,0.9638,19.28,3.1399,2.1915,2.1916,2.5036,2.5036,0.4504,192.15,62.295,0.0,308.8,41.19606,-70.89016
EN727,001,23,2025-01-24 19:12:00+00:00,32.353,32.3433,25.6661,25.6586,320.68939,324.086,313.356,4.1503,4.1483,1463.9,1463.88,22601.0,24.799996,941.667,3.206,3.181,4.1505,4.1485,-0.002,3.044937,3.043939,3.9451,1.1169,0.2569,1.1753,0.9688,19.38,3.0708,2.1905,2.1905,2.504,2.504,0.4665,157.42,52.032,0.0,301.98,41.19604,-70.8902
EN727,001,24,2025-01-24 19:12:26+00:00,32.3533,32.3432,25.6665,25.6581,320.69802,324.089,313.922,4.1491,4.1527,1463.89,1463.9,23210.0,24.80029,967.042,3.189,3.164,4.1493,4.1529,0.0036,3.044864,3.044306,3.9534,1.1084,0.2626,1.2094,0.9684,19.37,2.9868,2.1903,2.1903,2.5069,2.507,0.4519,117.52,38.936,0.0,301.79,41.196,-70.89024
EN727,002,1,2025-01-25 04:18:14+00:00,32.6694,32.6591,25.7544,25.7464,308.61434,313.172,302.86,5.6385,5.6376,1471.04,1471.02,7773.0,25.179327,323.833,41.128,40.805,5.6417,5.6409,-0.0009,3.200625,3.199642,4.1817,0.8828,0.3873,1.9575,0.2914,5.83,0.006,2.1954,2.1954,2.5077,2.5078,0.4633,1e-12,2.708e-11,0.0,3.6928,41.0285,-70.88576
EN727,002,2,2025-01-25 04:18:27+00:00,32.6691,32.659,25.7535,25.7457,308.57721,313.081,303.48,5.6437,5.6423,1471.06,1471.04,8068.0,25.179469,336.125,41.054,40.732,5.6469,5.6456,-0.0013,3.201037,3.200032,4.1869,0.8778,0.3342,1.6392,0.2946,5.89,0.0061,2.1954,2.1954,2.5068,2.5069,0.4621,1e-12,2.708e-11,0.0,3.6928,41.02848,-70.88578
EN727,002,3,2025-01-25 04:18:36+00:00,32.6693,32.6591,25.7539,25.7458,308.58345,313.044,303.731,5.6427,5.643,1471.05,1471.04,8287.0,25.179575,345.25,40.901,40.58,5.646,5.6462,0.0002,3.200972,3.200089,4.1844,0.8802,0.3559,1.7694,0.3024,6.05,0.0061,2.1953,2.1953,2.5095,2.5095,0.4709,1e-12,2.708e-11,0.0,3.6928,41.02848,-70.88582
EN727,002,4,2025-01-25 04:20:49+00:00,32.6692,32.6591,25.7541,25.7462,308.60868,313.225,303.625,5.6409,5.6405,1470.72,1470.71,11479.0,25.181114,478.25,21.62,21.452,5.6426,5.6422,-0.0004,3.199824,3.198903,4.1778,0.8865,0.3432,1.6934,1.289,25.78,0.006,2.1992,2.1993,2.5131,2.5132,0.4568,1e-12,2.708e-11,0.0,3.6928,41.02824,-70.88619
EN727,002,5,2025-01-25 04:20:55+00:00,32.6692,32.659,25.754,25.746,308.60108,312.971,302.762,5.6419,5.6417,1470.73,1470.72,11630.0,25.181187,484.542,21.848,21.677,5.6436,5.6434,-0.0002,3.199923,3.199008,4.1881,0.8766,0.3287,1.6062,1.2733,25.47,0.006,2.2,2.2001,2.5124,2.5125,0.4681,1e-12,2.708e-11,0.0,3.6928,41.02824,-70.8862
EN727,002,6,2025-01-25 04:21:03+00:00,32.6691,32.659,25.754,25.7461,308.60459,313.044,303.408,5.6415,5.6413,1470.72,1470.71,11819.0,25.181278,492.417,21.405,21.238,5.6431,5.643,-0.0001,3.19986,3.198958,4.1882,0.8766,0.3348,1.6425,1.2982,25.96,0.006,2.2001,2.2002,2.5125,2.5126,0.4342,1e-12,2.708e-11,0.0,3.6928,41.02822,-70.88622
EN727,002,7,2025-01-25 04:21:10+00:00,32.6693,32.6592,25.7543,25.7463,308.6121,313.266,303.044,5.6404,5.6403,1470.72,1470.71,11991.0,25.181361,499.583,21.732,21.562,5.6421,5.642,-0.0001,3.199795,3.198894,4.1857,0.879,0.3358,1.6488,1.2835,25.67,0.006,2.2002,2.2003,2.5119,2.512,0.47,1e-12,2.708e-11,0.0,3.6928,41.02822,-70.88626
EN727,002,8,2025-01-25 04:21:19+00:00,32.6691,32.659,25.7541,25.7462,308.61186,313.378,303.411,5.6405,5.6403,1470.72,1470.71,12206.0,25.181465,508.542,21.746,21.576,5.6422,5.642,-0.0001,3.19979,3.19889,4.1913,0.8736,0.3183,1.5437,1.2774,25.55,0.006,2.2,2.2001,2.5128,2.5129,0.4592,1e-12,2.708e-11,0.0,3.6928,41.0282,-70.88626
EN727,002,9,2025-01-25 04:21:26+00:00,32.6692,32.6591,25.7542,25.7462,308.61172,313.096,303.833,5.6405,5.6403,1470.72,1470.71,12373.0,25.181545,515.5,21.605,21.436,5.6422,5.642,-0.0002,3.199789,3.198883,4.1862,0.8785,0.399,2.0278,1.2896,25.79,0.0061,2.1995,2.1996,2.5137,2.5139,0.4633,1e-12,2.708e-11,0.0,3.6928,41.0282,-70.88628
EN727,002,10,2025-01-25 04:23:41+00:00,32.6696,32.6597,25.7561,25.7483,308.70892,313.904,303.395,5.628,5.6274,1470.48,1470.46,15615.0,25.183109,650.583,9.931,9.853,5.6288,5.6282,-0.0006,3.198172,3.197236,4.1884,0.8764,0.3716,1.8634,1.8919,37.84,0.4524,2.2034,2.2035,2.517,2.5171,0.4406,0.22098,5.9841,0.0,3.6928,41.02808,-70.88662
EN727,002,11,2025-01-25 04:23:47+00:00,32.6696,32.6596,25.7568,25.7487,308.75358,312.921,304.266,5.6219,5.624,1470.45,1470.45,15763.0,25.18318,656.75,10.09,10.011,5.6227,5.6247,0.002,3.197656,3.196946,4.1904,0.8744,0.3749,1.8831,1.8789,37.58,0.4278,2.2018,2.2019,2.5179,2.518,0.4641,0.20264,5.4875,0.0,3.6928,41.02808,-70.88664
EN727,002,12,2025-01-25 04:23:53+00:00,32.6695,32.6595,25.7567,25.7489,308.74828,313.76,304.025,5.6227,5.622,1470.46,1470.44,15910.0,25.183251,662.875,9.959,9.882,5.6235,5.6228,-0.0007,3.197707,3.196768,4.1969,0.8682,0.3783,1.9037,1.8895,37.79,0.44,2.2021,2.2022,2.5189,2.519,0.4496,0.21193,5.7391,0.0,3.6928,41.02806,-70.88664
EN727,002,13,2025-01-25 04:24:00+00:00,32.6696,32.6594,25.7568,25.7488,308.75581,313.847,303.3,5.6217,5.6221,1470.45,1470.44,16066.0,25.183326,669.375,10.092,10.014,5.6224,5.6229,0.0004,3.197628,3.196767,4.1964,0.8686,0.3403,1.6759,1.8767,37.53,0.4466,2.2033,2.2034,2.5171,2.5172,0.4618,0.21588,5.8459,0.0,3.6928,41.02804,-70.88664
EN727,002,14,2025-01-25 04:24:06+00:00,32.6702,32.6601,25.7572,25.7493,308.74698,313.41,303.7,5.6227,5.6226,1470.46,1470.44,16211.0,25.183396,675.417,10.026,9.948,5.6234,5.6234,-0.0001,3.197767,3.196872,4.1931,0.8719,0.3606,1.7973,1.8828,37.66,0.4464,2.2031,2.2032,2.5181,2.5182,0.4451,0.21587,5.8457,0.0,3.6928,41.02804,-70.88668
EN727,002,15,2025-01-25 04:25:43+00:00,32.6702,32.6601,25.7569,25.7489,308.72498,312.989,303.411,5.6261,5.6259,1470.38,1470.37,18535.0,25.184517,772.25,4.735,4.699,5.6264,5.6262,-0.0002,3.197792,3.196879,4.1866,0.878,0.3689,1.8472,2.1455,42.91,1.236,2.2016,2.2017,2.5173,2.5174,0.4776,2.0156,54.581,0.0,3.6928,41.02798,-70.88686
EN727,002,16,2025-01-25 04:25:49+00:00,32.6704,32.6604,25.7566,25.7485,308.69688,312.979,303.378,5.6298,5.6307,1470.4,1470.39,18695.0,25.184594,778.917,4.904,4.866,5.6302,5.6311,0.0009,3.198138,3.197326,4.1728,0.8914,0.3417,1.6844,2.1329,42.66,1.2121,2.2014,2.2015,2.5152,2.5153,0.455,1.9127,51.796,0.0,3.6928,41.02798,-70.88688
EN727,002,17,2025-01-25 04:25:56+00:00,32.6704,32.6604,25.7566,25.7487,308.70035,313.352,303.642,5.6293,5.6292,1470.4,1470.39,18843.0,25.184665,785.083,4.964,4.925,5.6297,5.6296,-0.0001,3.198101,3.197207,4.1952,0.8699,0.3565,1.7729,2.144,42.88,1.1519,2.2021,2.2022,2.5156,2.5157,0.4394,1.6126,43.669,0.0,3.6928,41.02798,-70.88688
EN727,002,18,2025-01-25 04:26:02+00:00,32.6706,32.661,25.7571,25.7495,308.72105,312.974,303.752,5.6265,5.6267,1470.39,1470.38,18989.0,25.184736,791.167,4.86,4.822,5.6269,5.627,0.0002,3.197867,3.197033,4.1941,0.8709,0.3532,1.7533,2.1385,42.77,1.1958,2.2028,2.2029,2.5164,2.5165,0.4843,1.7904,48.485,0.0,3.6928,41.02798,-70.88688
EN727,002,19,2025-01-25 04:26:08+00:00,32.6705,32.6604,25.757,25.7491,308.72223,312.875,303.363,5.6264,5.6261,1470.38,1470.37,19137.0,25.184807,797.333,4.696,4.659,5.6267,5.6265,-0.0002,3.197837,3.196925,4.1932,0.8717,0.3708,1.8589,2.1446,42.89,1.1618,2.2015,2.2016,2.5177,2.5178,0.4636,1.709,46.281,0.0,3.6928,41.02798,-70.88688
EN727,002,20,2025-01-25 04:26:14+00:00,32.6705,32.6603,25.7571,25.749,308.72056,313.257,303.531,5.6266,5.6264,1470.39,1470.37,19280.0,25.184876,803.292,4.858,4.82,5.6269,5.6268,-0.0002,3.19787,3.19695,4.1814,0.8832,0.3212,1.561,2.1351,42.7,1.1083,2.2018,2.2019,2.5173,2.5174,0.4575,1.4708,39.828,0.0,3.6928,41.02798,-70.8869
EN727,002,21,2025-01-25 04:26:20+00:00,32.6705,32.6603,25.7568,25.7487,308.70437,313.4,302.981,5.6288,5.6288,1470.39,1470.38,19424.0,25.184946,809.292,4.671,4.635,5.6292,5.6291,-0.0,3.198046,3.197145,4.1834,0.8812,0.3626,1.8098,2.1401,42.8,1.1758,2.2027,2.2028,2.5174,2.5175,0.4645,1.7464,47.292,0.0,3.6928,41.02796,-70.8869
EN727,002,22,2025-01-25 04:26:26+00:00,32.6705,32.6605,25.7569,25.749,308.70893,313.008,303.414,5.6282,5.6274,1470.39,1470.38,19569.0,25.185015,815.333,4.788,4.751,5.6285,5.6277,-0.0008,3.198001,3.197044,4.1799,0.8845,0.3986,2.0254,2.1372,42.74,1.2068,2.202,2.2021,2.5165,2.5166,0.4768,1.8554,50.244,0.0,3.6928,41.02796,-70.88689
EN727,002,23,2025-01-25 04:26:32+00:00,32.6702,32.6603,25.7563,25.7486,308.69259,313.668,303.347,5.6305,5.6297,1470.41,1470.39,19721.0,25.185089,821.667,5.136,5.096,5.6309,5.6301,-0.0007,3.198186,3.197248,4.186,0.8787,0.3809,1.9196,2.1234,42.47,1.1827,2.2021,2.2022,2.5167,2.5168,0.4477,1.7534,47.483,0.0,3.6928,41.02796,-70.88692
EN727,002,24,2025-01-25 04:26:39+00:00,32.6705,32.6603,25.7568,25.7487,308.70714,312.727,303.473,5.6284,5.6284,1470.39,1470.38,19886.0,25.185168,828.542,4.777,4.74,5.6288,5.6288,-0.0,3.198019,3.197115,4.1859,0.8787,0.3513,1.7415,2.1299,42.6,1.1632,2.2024,2.2025,2.5194,2.5195,0.4539,1.6897,45.756,0.0,3.6928,41.02796,-70.88694
EN727,003,1,2025-01-25 07:50:58+00:00,32.5462,32.5361,25.713,25.705,312.51518,309.448,300.029,5.1511,5.1511,1469.03,1469.02,9556.0,25.32705,398.125,48.604,48.223,5.1547,5.1547,-0.0,3.148484,3.147597,4.3893,0.6881,0.185,0.744,0.8917,17.83,0.0061,2.1516,2.1517,2.4592,2.4593,0.5874,1e-12,2.708e-11,0.0,3.6928,40.69854,-70.77378
EN727,003,2,2025-01-25 07:51:05+00:00,32.5468,32.5361,25.7124,25.7044,312.44088,310.316,300.228,5.1608,5.156,1469.07,1469.04,9726.0,25.327132,405.208,48.612,48.231,5.1644,5.1596,-0.0048,3.149361,3.148014,4.3904,0.6871,0.1705,0.6571,0.8918,17.84,0.0061,2.1529,2.153,2.4587,2.4588,0.5691,1e-12,2.708e-11,0.0,3.6928,40.69856,-70.77381
EN727,003,3,2025-01-25 07:54:08+00:00,32.5609,32.5509,25.7045,25.6967,311.14851,308.622,298.017,5.3325,5.3318,1469.04,1469.02,14126.0,25.329254,588.542,3.537,3.51,5.3328,5.332,-0.0007,3.16298,3.162041,4.405,0.6738,0.1672,0.6371,3.4143,68.29,1.3172,2.1637,2.1639,2.4697,2.4699,0.6075,2.4896,67.418,0.0,3.6928,40.69872,-70.77478
EN727,003,4,2025-01-25 07:54:15+00:00,32.5608,32.55,25.7046,25.696,311.16071,308.592,298.497,5.3309,5.3312,1469.03,1469.02,14302.0,25.329339,595.875,3.353,3.327,5.3312,5.3314,0.0002,3.162826,3.161893,4.394,0.6839,0.1894,0.7704,3.1905,63.81,1.3722,2.1636,2.1638,2.4716,2.4718,0.5819,2.875,77.854,0.0,3.6928,40.6987,-70.77482
EN727,004,1,2025-01-25 09:16:45+00:00,32.565,32.5546,25.7041,25.6956,310.90265,306.521,297.76,5.3642,5.3662,1469.18,1469.17,7988.0,25.38663,332.792,3.748,3.719,5.3645,5.3665,0.002,3.166055,3.165312,4.3491,0.7251,0.1913,0.7816,3.0641,61.28,1.3242,2.1559,2.1559,2.4635,2.4636,0.4789,2.5003,67.709,0.0,3.6928,40.69666,-70.99326
EN727,005,1,2025-01-25 10:21:27+00:00,32.5512,32.5411,25.715,25.7069,312.36831,308.351,298.699,5.1681,5.1683,1469.32,1469.31,19869.0,25.431561,827.833,61.528,61.043,5.1727,5.1729,0.0002,3.151022,3.150149,4.3519,0.7225,0.1943,0.7996,0.2804,5.61,0.0061,2.1429,2.1431,2.4481,2.4484,0.5255,1e-12,2.708e-11,0.0,3.6928,40.69558,-70.88554
EN727,005,2,2025-01-25 10:21:46+00:00,32.5524,32.5425,25.7144,25.7063,312.26367,308.33,299.349,5.1817,5.1845,1469.38,1469.38,20307.0,25.431772,846.083,61.369,60.886,5.1863,5.1891,0.0028,3.152276,3.151649,4.3526,0.7219,0.1931,0.7928,0.2855,5.71,0.0061,2.1428,2.143,2.4516,2.4519,0.5006,1e-12,2.708e-11,0.0,3.6928,40.6956,-70.88554
EN727,005,3,2025-01-25 10:22:06+00:00,32.5526,32.5425,25.7137,25.7058,312.20903,308.191,299.014,5.1889,5.1882,1469.41,1469.39,20799.0,25.432009,866.583,61.525,61.04,5.1935,5.1928,-0.0008,3.152911,3.151961,4.3385,0.7349,0.1994,0.8304,0.2813,5.63,0.0061,2.143,2.1432,2.4504,2.4507,0.5057,1e-12,2.708e-11,0.0,3.6928,40.69562,-70.88556
EN727,005,4,2025-01-25 10:23:51+00:00,32.554,32.544,25.7127,25.7047,312.06096,308.038,298.874,5.21,5.2105,1469.11,1469.1,23315.0,25.433222,971.417,38.274,37.975,5.2129,5.2133,0.0005,3.153667,3.152834,4.3559,0.7189,0.1911,0.7805,1.4569,29.14,0.0061,2.1497,2.1499,2.4557,2.4559,0.5262,1e-12,2.708e-11,0.0,3.6928,40.69568,-70.88572
EN727,005,5,2025-01-25 10:24:08+00:00,32.554,32.544,25.7122,25.7045,312.03464,307.761,299.21,5.2135,5.2116,1469.13,1469.11,23715.0,25.433415,988.083,38.459,38.159,5.2164,5.2144,-0.0019,3.153971,3.15293,4.3561,0.7186,0.1895,0.7709,1.4513,29.03,0.0061,2.1491,2.1494,2.4576,2.4579,0.5209,1e-12,2.708e-11,0.0,3.6928,40.6957,-70.88574
EN727,005,6,2025-01-25 10:24:20+00:00,32.5527,32.5429,25.7127,25.7055,312.13851,308.614,299.116,5.2001,5.1956,1469.07,1469.04,24001.0,25.433553,1000.0,38.399,38.099,5.2029,5.1984,-0.0045,3.152708,3.151472,4.3565,0.7183,0.197,0.8163,1.454,29.08,0.0061,2.1507,2.151,2.4573,2.4575,0.5226,1e-12,2.708e-11,0.0,3.6928,40.69572,-70.88576
EN727,005,7,2025-01-25 10:24:37+00:00,32.5521,32.5422,25.7137,25.7058,312.23696,308.279,298.809,5.1871,5.1879,1469.02,1469.01,24431.0,25.433761,1017.917,38.45,38.15,5.19,5.1908,0.0008,3.151557,3.150764,4.3583,0.7167,0.1962,0.8111,1.4562,29.12,0.0061,2.1488,2.149,2.4555,2.4558,0.4847,1e-12,2.708e-11,0.0,3.6928,40.69574,-70.88578
EN727,005,8,2025-01-25 10:24:49+00:00,32.5522,32.5422,25.7136,25.7057,312.22225,308.401,298.746,5.189,5.1886,1469.03,1469.01,24711.0,25.433896,1029.583,38.564,38.262,5.1919,5.1914,-0.0005,3.151737,3.15082,4.3542,0.7204,0.1811,0.7209,1.4465,28.93,0.0061,2.1485,2.1487,2.4563,2.4566,0.4561,1e-12,2.708e-11,0.0,3.6928,40.69576,-70.8858
EN727,005,9,2025-01-25 10:26:33+00:00,32.5552,32.5449,25.712,25.7039,311.95129,308.706,298.503,5.2252,5.2246,1468.96,1468.94,27208.0,25.4351,1133.625,25.319,25.122,5.2271,5.2264,-0.0007,3.154421,3.153463,4.3481,0.7261,0.18,0.7142,2.1204,42.41,0.0061,2.1521,2.1524,2.4591,2.4594,0.5171,1e-12,2.708e-11,0.0,3.6928,40.69582,-70.886
EN727,005,10,2025-01-25 10:26:46+00:00,32.5554,32.5453,25.712,25.7041,311.93826,308.166,298.976,5.2269,5.2257,1468.97,1468.95,27526.0,25.435253,1146.875,25.394,25.196,5.2288,5.2276,-0.0012,3.154584,3.153602,4.3536,0.7209,0.1773,0.6976,2.1161,42.32,0.0061,2.1525,2.1528,2.4589,2.4592,0.5197,1e-12,2.708e-11,0.0,3.6928,40.69584,-70.88604
EN727,005,11,2025-01-25 10:26:58+00:00,32.5552,32.545,25.7119,25.7039,311.9493,308.269,298.341,5.2255,5.226,1468.96,1468.95,27803.0,25.435387,1158.417,25.25,25.053,5.2274,5.2278,0.0004,3.154438,3.15359,4.3505,0.7238,0.2302,1.0153,2.1207,42.42,0.0061,2.1525,2.1528,2.4566,2.4569,0.502,1e-12,2.708e-11,0.0,3.6928,40.69584,-70.88604
