cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude
EN715,01,20,2024-05-03 17:47:20+00:00,31.0879,31.0914,24.0098,24.013,286.91368,286.189,277.013,9.3022,9.2997,1482.58,1482.58,24372.0,124.741197,1015.458,3.902,3.871,9.3026,9.3001,-0.0026,3.364644,3.364779,4.3648,0.7184,0.143,0.4923,1.0135,20.27,3.6079,3.5169,3.517,2.4666,2.4667,0.393,490.79,38.991,0.0,1258.7,41.20002,-70.89534
EN715,01,21,2024-05-03 17:47:28+00:00,31.0877,31.0915,24.0096,24.013,286.91188,286.046,276.686,9.3026,9.2994,1482.58,1482.58,24560.0,124.741288,1023.292,3.893,3.863,9.303,9.2998,-0.0031,3.364659,3.364756,4.3611,0.7218,0.142,0.4862,1.0204,20.41,3.5992,3.5182,3.5183,2.4648,2.4648,0.365,481.93,38.117,0.0,1264.4,41.20006,-70.8954
EN715,01,22,2024-05-03 17:47:36+00:00,31.0878,31.0912,24.0101,24.0131,286.92992,286.03,277.239,9.2997,9.2981,1482.57,1482.57,24753.0,124.741381,1031.333,3.928,3.898,9.3001,9.2985,-0.0017,3.364425,3.364621,4.366,0.7173,0.1477,0.5201,0.998,19.96,3.6077,3.5165,3.5166,2.4648,2.4649,0.3559,490.46,38.666,0.0,1268.5,41.2001,-70.89546
EN715,01,23,2024-05-03 17:47:49+00:00,31.0878,31.0913,24.0077,24.0109,286.83268,286.253,277.283,9.3149,9.3127,1482.63,1482.63,25061.0,124.74153,1044.167,3.903,3.873,9.3153,9.3131,-0.0022,3.365713,3.365874,4.367,0.7164,0.1399,0.4733,1.0129,20.26,3.5865,3.518,3.5181,2.4666,2.4667,0.3773,467.71,37.191,0.0,1257.6,41.20016,-70.89554
EN715,01,24,2024-05-03 17:47:56+00:00,31.0878,31.0913,24.0084,24.0114,286.86092,286.079,276.938,9.3105,9.3096,1482.61,1482.61,25246.0,124.741619,1051.875,3.793,3.763,9.3109,9.31,-0.0009,3.365334,3.365605,4.3621,0.7209,0.1387,0.4663,1.0124,20.25,3.6005,3.5171,3.5172,2.4674,2.4675,0.3908,482.69,38.331,0.0,1259.2,41.2002,-70.89558
EN715,02,1,2024-05-04 03:57:09+00:00,31.609,31.612,24.8016,24.804,304.13572,275.11,255.852,6.5845,6.5841,1473.51,1473.51,7141.0,125.164682,297.5,43.222,42.882,6.5881,6.5878,-0.0004,3.185992,3.186235,4.3323,0.7487,0.1658,0.629,0.1478,2.95,0.0051,3.2288,3.2288,2.1982,2.1982,0.4693,1e-12,2.708e-11,0.0,3.6928,41.03302,-70.88464
EN715,02,2,2024-05-04 03:57:17+00:00,31.6094,31.6123,24.802,24.8045,304.13716,274.718,255.789,6.5841,6.5819,1473.51,1473.5,7328.0,125.164772,305.292,43.272,42.932,6.5878,6.5855,-0.0023,3.186006,3.186076,4.3337,0.7474,0.1552,0.565,0.1496,2.99,0.0051,3.2318,3.2318,2.1987,2.1987,0.4353,1e-12,2.708e-11,0.0,3.6928,41.03302,-70.88464
EN715,02,3,2024-05-04 03:59:49+00:00,31.5691,31.5721,24.7444,24.7471,302.78745,296.09,274.526,6.7876,6.7846,1474.07,1474.06,10980.0,125.166533,457.458,32.135,31.883,6.7904,6.7874,-0.003,3.198908,3.198926,4.4504,0.6396,0.1526,0.5494,0.7131,14.26,0.0049,3.4398,3.4398,2.3323,2.3324,0.4239,1e-12,2.708e-11,0.0,3.6928,41.0331,-70.88458
EN715,02,4,2024-05-04 03:59:55+00:00,31.5696,31.5721,24.7449,24.7473,302.79654,295.517,274.692,6.7862,6.7834,1474.07,1474.06,11125.0,125.166603,463.5,32.283,32.03,6.789,6.7861,-0.0028,3.198833,3.198831,4.4354,0.6534,0.1548,0.563,0.7077,14.15,0.0049,3.4361,3.4362,2.3339,2.3339,0.3716,1e-12,2.708e-11,0.0,3.6928,41.0331,-70.88458
EN715,02,5,2024-05-04 04:00:01+00:00,31.5694,31.572,24.7448,24.747,302.79536,296.064,274.22,6.7864,6.7851,1474.07,1474.07,11276.0,125.166676,469.792,32.194,31.942,6.7892,6.7879,-0.0013,3.198833,3.198957,4.4389,0.6502,0.1548,0.5631,0.7115,14.23,0.0049,3.4399,3.4399,2.3301,2.3301,0.4203,1e-12,2.708e-11,0.0,3.6928,41.03312,-70.88458
EN715,02,6,2024-05-04 04:00:10+00:00,31.5695,31.5707,24.7449,24.7452,302.79687,295.87,275.223,6.7862,6.7912,1474.07,1474.09,11474.0,125.166771,478.042,32.218,31.966,6.7889,6.7939,0.005,3.198825,3.199349,4.447,0.6427,0.1447,0.5024,0.7114,14.23,0.0049,3.4404,3.4405,2.3332,2.3332,0.4444,1e-12,2.708e-11,0.0,3.6928,41.03312,-70.88458
EN715,02,7,2024-05-04 04:02:24+00:00,31.5048,31.5066,24.4946,24.4963,292.93341,346.642,320.583,8.2447,8.2426,1479.46,1479.46,14698.0,125.168326,612.375,23.276,23.094,8.247,8.2448,-0.0022,3.315855,3.315839,4.4799,0.6133,0.1711,0.6607,1.1691,23.38,0.0049,4.0233,4.0235,2.7155,2.7156,0.3825,1e-12,2.708e-11,0.0,3.6928,41.03318,-70.88452
EN715,02,8,2024-05-04 04:02:31+00:00,31.5054,31.5072,24.4963,24.4976,292.98805,346.187,320.46,8.2363,8.2368,1479.44,1479.44,14864.0,125.168406,619.292,23.426,23.243,8.2386,8.2391,0.0005,3.315204,3.315413,4.5088,0.5868,0.167,0.6359,1.1649,23.3,0.0049,4.0262,4.0264,2.7186,2.7188,0.3941,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88452
EN715,02,9,2024-05-04 04:02:37+00:00,31.5051,31.5062,24.4954,24.4965,292.95854,346.353,320.67,8.2409,8.2392,1479.45,1479.45,15009.0,125.168476,625.333,23.411,23.228,8.2431,8.2414,-0.0017,3.315557,3.315522,4.5065,0.5889,0.1598,0.5931,1.1645,23.29,0.0049,4.026,4.0262,2.7152,2.7153,0.3777,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88452
EN715,02,10,2024-05-04 04:02:43+00:00,31.5051,31.5077,24.4956,24.4992,292.96816,346.635,321.407,8.2394,8.2283,1479.45,1479.41,15158.0,125.168548,631.542,23.338,23.155,8.2417,8.2305,-0.0111,3.315432,3.314729,4.5119,0.5841,0.175,0.684,1.1683,23.36,0.0049,4.0278,4.0281,2.7216,2.7217,0.3931,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88451
EN715,02,11,2024-05-04 04:02:49+00:00,31.505,31.5066,24.4945,24.4973,292.92356,346.269,320.869,8.2462,8.2358,1479.47,1479.43,15307.0,125.16862,637.75,23.13,22.949,8.2484,8.2381,-0.0104,3.315988,3.315262,4.5086,0.587,0.1809,0.7196,1.1801,23.6,0.0049,4.025,4.0252,2.7185,2.7186,0.3978,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.8845
EN715,02,12,2024-05-04 04:02:55+00:00,31.5049,31.5057,24.4968,24.4974,293.03263,346.565,320.977,8.2298,8.2298,1479.41,1479.41,15456.0,125.168692,643.958,23.324,23.142,8.2321,8.232,-0.0001,3.314595,3.314664,4.5111,0.5848,0.1763,0.6916,1.1695,23.39,0.0049,4.0277,4.0279,2.717,2.7172,0.3561,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88452
EN715,02,13,2024-05-04 04:03:03+00:00,31.5061,31.5075,24.4991,24.4991,293.09124,345.806,321.434,8.2206,8.2283,1479.38,1479.41,15627.0,125.168774,651.083,23.499,23.315,8.2229,8.2306,0.0077,3.313935,3.314727,4.5007,0.5941,0.1554,0.5665,1.1635,23.27,0.0049,4.0217,4.0219,2.719,2.7191,0.3797,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88452
EN715,02,14,2024-05-04 04:03:09+00:00,31.5052,31.5054,24.4964,24.4954,293.00093,346.521,321.296,8.2345,8.2425,1479.43,1479.46,15776.0,125.168846,657.292,23.311,23.128,8.2367,8.2448,0.008,3.31502,3.315721,4.511,0.5849,0.1686,0.6457,1.1717,23.43,0.0049,4.0264,4.0266,2.7195,2.7196,0.3936,1e-12,2.708e-11,0.0,3.6928,41.0332,-70.88452
EN715,02,15,2024-05-04 04:05:04+00:00,31.5005,31.5026,24.4386,24.4406,290.57654,349.035,323.483,8.6038,8.6018,1480.65,1480.65,18543.0,125.17018,772.583,13.693,13.586,8.6052,8.6032,-0.002,3.345573,3.345603,4.4936,0.6005,0.1615,0.6031,1.6681,33.36,0.2205,4.0826,4.0828,2.759,2.7592,0.3996,0.078931,2.1375,0.0,3.6928,41.03328,-70.88448
EN715,02,16,2024-05-04 04:05:12+00:00,31.5006,31.5027,24.4388,24.4402,290.58139,349.146,324.098,8.603,8.6045,1480.65,1480.66,18734.0,125.170272,780.542,13.666,13.559,8.6044,8.6058,0.0014,3.345517,3.34584,4.4879,0.6056,0.1835,0.7351,1.6751,33.5,0.2214,4.0827,4.083,2.7611,2.7612,0.3725,0.079883,2.1632,0.0,3.6928,41.03328,-70.88448
EN715,02,17,2024-05-04 04:07:37+00:00,31.4995,31.5017,24.4377,24.4394,290.57125,338.107,323.396,8.6059,8.6058,1480.49,1480.49,22202.0,125.171945,925.042,3.498,3.471,8.6063,8.6061,-0.0002,3.345146,3.345337,4.4913,0.6026,0.1683,0.6436,2.1982,43.96,1.497,3.9832,3.9834,2.7629,2.763,0.3768,3.7274,100.94,0.0,3.6928,41.03336,-70.88444
EN715,02,18,2024-05-04 04:07:43+00:00,31.4992,31.5009,24.4378,24.4392,290.58492,338.238,323.312,8.604,8.6036,1480.48,1480.48,22348.0,125.172015,931.125,3.559,3.531,8.6043,8.604,-0.0003,3.344949,3.345086,4.4942,0.6,0.1722,0.6674,2.1975,43.95,1.4941,3.9847,3.9849,2.763,2.7631,0.3824,3.7017,100.24,0.0,3.6928,41.03336,-70.88444
EN715,02,19,2024-05-04 04:07:49+00:00,31.4988,31.5009,24.4371,24.4389,290.57441,338.322,323.936,8.6057,8.6053,1480.49,1480.49,22501.0,125.172089,937.5,3.728,3.699,8.6061,8.6057,-0.0003,3.345063,3.345238,4.4854,0.608,0.1818,0.725,2.1889,43.78,1.4833,3.984,3.9842,2.7631,2.7633,0.3604,3.5746,96.8,0.0,3.6928,41.03336,-70.88444
EN715,02,20,2024-05-04 04:07:56+00:00,31.4989,31.5011,24.4374,24.4393,290.58364,338.251,324.024,8.6043,8.6037,1480.48,1480.48,22668.0,125.17217,944.458,3.63,3.602,8.6046,8.604,-0.0006,3.344945,3.345108,4.4908,0.6031,0.1875,0.7591,2.1978,43.96,1.4441,3.9831,3.9833,2.7635,2.7637,0.3863,3.3382,90.398,0.0,3.6928,41.03336,-70.88444
EN715,02,21,2024-05-04 04:08:03+00:00,31.4994,31.5015,24.4385,24.4402,290.61219,338.075,324.332,8.5997,8.5994,1480.47,1480.47,22834.0,125.17225,951.375,3.595,3.567,8.6001,8.5998,-0.0003,3.344606,3.344783,4.4871,0.6063,0.1754,0.6862,2.1996,43.99,1.3237,3.982,3.9822,2.7672,2.7673,0.4055,2.4967,67.609,0.0,3.6928,41.03336,-70.88444
EN715,02,22,2024-05-04 04:08:09+00:00,31.4993,31.5013,24.4377,24.4393,290.58111,338.243,325.158,8.6045,8.6049,1480.49,1480.49,22987.0,125.172323,957.75,3.674,3.646,8.6049,8.6053,0.0004,3.345008,3.345242,4.488,0.6056,0.1771,0.6963,2.1937,43.88,1.4759,3.9821,3.9823,2.7673,2.7674,0.3995,3.5151,95.188,0.0,3.6928,41.03336,-70.88444
EN715,02,23,2024-05-04 04:08:15+00:00,31.4993,31.5013,24.4372,24.4388,290.55895,337.695,323.963,8.6079,8.608,1480.5,1480.5,23134.0,125.172394,963.875,3.545,3.517,8.6082,8.6083,0.0,3.345291,3.345489,4.4888,0.6048,0.197,0.8157,2.2086,44.17,1.471,3.9821,3.9823,2.7646,2.7648,0.4047,3.5168,95.236,0.0,3.6928,41.03336,-70.88444
EN715,02,24,2024-05-04 04:08:22+00:00,31.4994,31.5015,24.4371,24.4387,290.54976,338.473,324.853,8.6092,8.6093,1480.51,1480.51,23300.0,125.172474,970.792,3.786,3.757,8.6096,8.6097,0.0,3.345427,3.345632,4.4917,0.6022,0.2152,0.9253,2.188,43.76,1.4705,3.9834,3.9836,2.7673,2.7674,0.3731,3.4783,94.193,0.0,3.6928,41.03336,-70.88444
EN715,03,1,2024-05-04 07:49:47+00:00,31.9886,31.9895,24.9215,24.9216,294.11755,339.613,312.353,7.9149,7.9192,1478.76,1478.77,8966.0,125.326233,373.542,20.045,19.889,7.9168,7.9211,0.0043,3.333163,3.333615,4.1639,0.9095,0.5314,2.8225,2.3603,47.21,0.0042,3.9476,3.9478,2.6503,2.6504,0.5385,1e-12,2.708e-11,0.0,3.6928,40.69918,-70.77372
EN715,03,2,2024-05-04 07:50:03+00:00,31.9883,31.9897,24.9204,24.9213,294.0789,339.392,312.771,7.9208,7.9228,1478.77,1478.78,9348.0,125.326417,389.458,19.729,19.575,7.9227,7.9246,0.0019,3.333621,3.333925,4.1643,0.9091,0.5386,2.8655,2.3857,47.71,0.0041,3.9476,3.9478,2.6535,2.6536,0.5306,1e-12,2.708e-11,0.0,3.6928,40.69921,-70.77376
EN715,03,3,2024-05-04 07:52:19+00:00,31.9866,31.9886,24.9199,24.9214,294.12044,326.601,312.443,7.9167,7.9166,1478.48,1478.48,12623.0,125.327997,525.917,3.467,3.441,7.917,7.917,-0.0001,3.332281,3.332459,4.1782,0.8955,0.5629,3.0114,3.195,63.9,1.4641,3.8282,3.8283,2.6557,2.6558,0.5135,3.4396,93.144,0.0,3.6928,40.6994,-70.77411
EN715,03,4,2024-05-04 07:52:28+00:00,31.9866,31.9886,24.9194,24.9211,294.09902,326.887,312.968,7.9199,7.9192,1478.5,1478.5,12825.0,125.328094,534.333,3.578,3.55,7.9202,7.9195,-0.0007,3.332557,3.332684,4.1789,0.8949,0.5439,2.8977,3.1829,63.66,1.424,3.8321,3.8323,2.6582,2.6583,0.5513,3.1705,85.857,0.0,3.6928,40.69942,-70.77414
EN715,04,1,2024-05-04 09:14:41+00:00,31.8606,31.8583,24.8997,24.8962,298.24224,339.939,312.584,7.3489,7.3609,1476.4,1476.45,8206.0,125.385195,341.875,18.897,18.75,7.3506,7.3626,0.012,3.272668,3.273476,4.3982,0.6875,0.3396,1.6715,2.3514,47.03,0.0041,3.8997,3.8998,2.6161,2.6162,0.5038,1e-12,2.708e-11,0.0,3.6928,40.69608,-71.00138
EN715,04,2,2024-05-04 09:14:52+00:00,31.8519,31.8385,24.8525,24.8306,296.25272,343.383,318.434,7.6428,7.7247,1477.44,1477.73,8451.0,125.385313,352.083,13.647,13.541,7.644,7.726,0.0819,3.296689,3.302445,4.2707,0.8068,0.7448,4.1027,2.6184,52.37,0.045,3.9505,3.9507,2.664,2.6641,0.4521,0.011761,0.31848,0.0,3.6928,40.69608,-71.00142
EN715,05,1,2024-05-04 10:52:13+00:00,31.996,31.9981,25.1352,25.1369,304.89877,310.294,285.643,6.3561,6.356,1473.41,1473.41,6961.0,125.452917,290.0,62.561,62.069,6.3613,6.3611,-0.0002,3.202762,3.202943,4.2568,0.82,0.1038,0.2567,0.2006,4.01,0.005,3.5386,3.5386,2.3822,2.3822,0.6752,1e-12,6.3693e-14,0.0,1570.0,40.69586,-70.88268
EN715,05,2,2024-05-04 10:52:29+00:00,31.9959,31.9982,25.1352,25.137,304.90173,310.281,286.207,6.3557,6.3555,1473.41,1473.41,7352.0,125.453105,306.292,62.427,61.935,6.3609,6.3607,-0.0002,3.20272,3.202901,4.2437,0.8325,0.1041,0.2585,0.2076,4.15,0.005,3.539,3.539,2.3834,2.3834,0.6638,1e-12,6.4232e-14,0.0,1556.9,40.69588,-70.88272
EN715,05,3,2024-05-04 10:53:30+00:00,31.9961,31.9983,25.1353,25.1371,304.90221,310.234,285.659,6.3557,6.3552,1473.4,1473.4,8820.0,125.453813,367.458,61.961,61.473,6.3608,6.3604,-0.0004,3.202705,3.202866,4.238,0.8379,0.1075,0.2793,0.2237,4.48,0.005,3.537,3.5371,2.3826,2.3827,0.6423,1e-12,7.1791e-14,0.0,1393.0,40.69592,-70.88282
EN715,05,4,2024-05-04 10:55:50+00:00,31.9856,31.9874,25.0859,25.0874,302.61175,325.766,299.47,6.6821,6.6823,1474.32,1474.32,12190.0,125.455438,507.875,40.44,40.124,6.6856,6.6858,0.0002,3.228424,3.228607,4.4963,0.5981,0.1451,0.5049,1.3302,26.6,0.2773,3.7095,3.7097,2.4962,2.4964,0.6211,0.10642,0.0078641,0.0,1353.6,40.696,-70.88298
EN715,05,5,2024-05-04 10:55:57+00:00,31.9858,31.9876,25.0862,25.0876,302.61685,325.91,299.244,6.6813,6.6817,1474.32,1474.32,12343.0,125.455512,514.25,40.723,40.405,6.6848,6.6852,0.0003,3.228386,3.228582,4.4958,0.5986,0.1436,0.4956,1.3214,26.43,0.2815,3.712,3.7122,2.4953,2.4955,0.6321,0.10859,0.007903,0.0,1374.4,40.696,-70.883
EN715,05,6,2024-05-04 10:57:57+00:00,31.9806,31.983,25.0541,25.0563,301.1094,332.117,305.336,6.8975,6.8952,1475.05,1475.04,15238.0,125.456908,634.875,34.096,33.83,6.9005,6.8982,-0.0023,3.245992,3.246018,4.5052,0.5901,0.1865,0.7531,1.6616,33.23,0.5014,3.7901,3.7904,2.5443,2.5444,0.5907,0.26114,0.023083,0.0,1131.3,40.69598,-70.88312
EN715,05,7,2024-05-04 10:58:03+00:00,31.9808,31.9816,25.0492,25.0504,300.84267,332.22,305.965,6.9355,6.9315,1475.2,1475.18,15382.0,125.456978,640.875,34.05,33.784,6.9385,6.9344,-0.004,3.249245,3.248976,4.5062,0.5891,0.1842,0.7391,1.6694,33.39,0.5031,3.7915,3.7918,2.5462,2.5464,0.6014,0.26254,0.023272,0.0,1128.1,40.69598,-70.88312
EN715,05,8,2024-05-04 10:58:09+00:00,31.9852,31.9858,25.0534,25.0542,300.87069,332.71,305.697,6.9301,6.9281,1475.19,1475.18,15526.0,125.457047,646.875,34.279,34.011,6.9331,6.9311,-0.002,3.249202,3.249093,4.5084,0.5872,0.1853,0.7459,1.6548,33.1,0.4829,3.7961,3.7964,2.5475,2.5477,0.6099,0.24511,0.021738,0.0,1127.6,40.69598,-70.88312
EN715,05,9,2024-05-04 10:58:16+00:00,31.986,31.9871,25.0532,25.0549,300.82168,332.879,306.208,6.9369,6.9305,1475.21,1475.19,15683.0,125.457123,653.417,34.296,34.028,6.9399,6.9335,-0.0064,3.249853,3.249407,4.5074,0.5881,0.1813,0.7215,1.6556,33.11,0.4823,3.8013,3.8016,2.5523,2.5525,0.595,0.24463,0.021926,0.0,1115.7,40.69598,-70.88314
