cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,fleco_afl,v1,turbwetntu0,v2,altm,v3,sbeox0v,v4,par,cpar,v5,cstarat0,cstartr0,v6,v7,spar,latitude,longitude
AT46,8,11,2022-02-18 04:41:17+00:00,34.5277,34.5211,26.4072,26.4017,269.77222,240.086,10.9974,10.9991,1493.57,1493.57,31974.0,49.195326,1332.208,46.197,45.837,11.003,11.0048,0.0018,3.859133,3.85864,0.0961,0.2864,0.062,0.066,0.04,0.8,2.4585,2.4591,0.0093,2.4544e-05,0.0006363,4.6511,0.0419,98.9588,0.1483,0.0002,4.1492,40.09062,-70.86756
AT46,8,12,2022-02-18 04:41:33+00:00,34.5308,34.5227,26.4076,26.402,269.70419,240.193,11.0082,11.0049,1493.61,1493.59,32373.0,49.195519,1348.833,45.647,45.292,11.0137,11.0105,-0.0032,3.860433,3.859321,0.0983,0.3159,0.0633,0.0736,0.0432,0.86,2.4588,2.4594,0.0093,2.3777e-05,0.00057845,4.6528,0.0404,98.9944,0.1493,0.0002,4.2213,40.0906,-70.86752
AT46,8,13,2022-02-18 04:44:34+00:00,34.226,34.2154,26.3293,26.322,275.63676,253.208,10.1037,10.0983,1489.74,1489.71,36710.0,49.19761,1529.542,28.633,28.411,10.107,10.1016,-0.0054,3.744513,3.74297,0.1278,0.6992,0.0664,0.0926,0.0384,0.77,2.5204,2.521,0.0095,3.4611e-05,0.0010973,4.5826,0.1014,97.4978,0.1492,0.0002,4.2935,40.09058,-70.86694
AT46,8,14,2022-02-18 04:44:44+00:00,34.2221,34.2131,26.3279,26.3214,275.70191,253.483,10.0941,10.0911,1489.7,1489.68,36953.0,49.197728,1539.667,28.586,28.365,10.0974,10.0943,-0.0031,3.743236,3.74207,0.1176,0.5676,0.0648,0.083,0.3065,6.13,2.523,2.5236,0.0095,2.9146e-05,0.00065438,4.5866,0.0978,97.5839,0.1491,0.0002,4.546,40.09058,-70.8669
AT46,8,15,2022-02-18 04:44:55+00:00,34.221,34.2124,26.3277,26.3213,275.72722,253.558,10.0903,10.0886,1489.69,1489.67,37216.0,49.197854,1550.625,28.54,28.319,10.0936,10.0918,-0.0018,3.742768,3.74176,0.1247,0.6599,0.065,0.0842,0.0354,0.71,2.5228,2.5234,0.0094,2.5311e-05,0.00061099,4.588,0.0966,97.6125,0.149,0.0002,4.2935,40.09058,-70.86688
AT46,8,16,2022-02-18 04:45:10+00:00,34.2235,34.2172,26.3287,26.3228,275.68592,253.46,10.0963,10.1018,1489.71,1489.72,37575.0,49.198028,1565.583,28.487,28.267,10.0996,10.1051,0.0055,3.743577,3.743465,0.1229,0.6357,0.0659,0.0895,0.641,12.82,2.5244,2.525,0.0094,2.5311e-05,0.000564,4.5833,0.1007,97.5132,0.1492,0.0002,4.6182,40.09057,-70.86682
AT46,8,17,2022-02-18 04:47:36+00:00,33.8984,33.8901,26.1641,26.1577,279.57513,259.388,9.5644,9.5639,1487.2,1487.18,41084.0,49.19972,1711.792,16.749,16.62,9.5663,9.5658,-0.0005,3.662057,3.661206,0.1313,0.7452,0.0666,0.0936,0.6094,12.19,2.543,2.5436,0.0094,3.231e-05,0.00082701,4.5595,0.1216,97.005,0.1488,0.0003,4.2574,40.09052,-70.8664
AT46,8,18,2022-02-18 04:47:46+00:00,33.8988,33.8904,26.1638,26.1574,279.5523,259.565,9.568,9.5673,1487.21,1487.2,41310.0,49.199829,1721.208,16.771,16.642,9.5698,9.5692,-0.0007,3.662427,3.661553,0.1308,0.7384,0.0683,0.1035,0.6101,12.2,2.5434,2.544,0.0096,3.6912e-05,0.00082927,4.5578,0.1231,96.9689,0.1355,0.0002,4.4378,40.09053,-70.86636
AT46,8,19,2022-02-18 04:47:56+00:00,33.9027,33.8927,26.1655,26.1582,279.49373,259.412,9.5762,9.5735,1487.24,1487.22,41557.0,49.199948,1731.5,16.772,16.642,9.5781,9.5754,-0.0027,3.66356,3.662344,0.1338,0.7773,0.0681,0.1026,1.1375,22.75,2.5432,2.5438,0.0096,3.068e-05,0.00071945,4.5604,0.1208,97.0252,0.1234,0.0002,4.3656,40.09052,-70.86633
AT46,8,20,2022-02-18 04:48:08+00:00,33.9064,33.897,26.1667,26.1606,279.42336,259.062,9.5865,9.5788,1487.28,1487.24,41849.0,49.200089,1743.667,16.626,16.498,9.5883,9.5806,-0.0077,3.664854,3.663236,0.1257,0.6729,0.0673,0.098,0.6038,12.08,2.5431,2.5437,0.0096,3.2981e-05,0.00077007,4.5607,0.1206,97.0315,0.125,0.0002,4.5099,40.09053,-70.8663
AT46,8,21,2022-02-18 04:50:52+00:00,33.8964,33.8888,26.1644,26.1581,279.64796,259.976,9.5549,9.5565,1486.91,1486.91,45776.0,49.201983,1907.292,1.995,1.98,9.5551,9.5568,0.0017,3.660186,3.659596,0.1298,0.7254,0.0691,0.1086,0.0127,0.25,2.5492,2.5497,0.5166,0.24353,5.234,4.5513,0.1288,96.8303,0.1485,0.0002,4.7986,40.09048,-70.86578
AT46,8,22,2022-02-18 04:51:00+00:00,33.8966,33.8888,26.1647,26.1583,279.65714,259.806,9.5534,9.5555,1486.9,1486.9,45967.0,49.202075,1915.25,1.895,1.88,9.5536,9.5557,0.0022,3.660055,3.6595,0.1316,0.749,0.0673,0.098,0.012,0.24,2.5499,2.5504,0.5755,0.30213,6.8148,4.5522,0.128,96.8499,0.1283,0.0002,4.6543,40.09048,-70.86575
AT46,8,23,2022-02-18 04:51:10+00:00,33.8969,33.8891,26.1643,26.1581,279.62974,259.831,9.5576,9.5577,1486.93,1486.92,46214.0,49.202194,1925.542,2.301,2.284,9.5579,9.5579,0.0001,3.660505,3.659747,0.1287,0.7108,0.0689,0.1073,0.0087,0.17,2.5503,2.5508,0.4295,0.18518,4.3195,4.5365,0.1419,96.5153,0.1253,0.0002,4.6182,40.09049,-70.86572
AT46,8,24,2022-02-18 04:51:21+00:00,33.8973,33.8897,26.165,26.1592,279.64439,259.983,9.5551,9.5542,1486.93,1486.92,46487.0,49.202325,1936.917,3.069,3.045,9.5554,9.5545,-0.0009,3.660344,3.659525,0.1343,0.7844,0.0694,0.11,0.015,0.3,2.5503,2.5508,0.4876,0.21992,5.1366,4.5479,0.1318,96.7575,0.1273,0.0002,4.6182,40.09048,-70.8657
AT46,9,1,2022-02-18 07:48:30+00:00,35.1118,35.1024,27.5347,27.5269,295.02157,174.705,6.7617,6.7642,1484.75,1484.75,18377.0,49.325343,765.667,409.561,406.022,6.8001,6.8026,0.0025,3.538702,3.538083,0.0694,-0.0598,0.0619,0.0651,0.2919,5.84,1.747,1.7473,0.0088,7.67e-06,0.000188,4.7183,-0.0156,100.3906,0.7611,0.0002,4.1131,39.95168,-70.8793
AT46,9,2,2022-02-18 07:48:39+00:00,35.1099,35.0998,27.5371,27.5285,295.22072,175.404,6.7332,6.7381,1484.65,1484.65,18586.0,49.325444,774.375,409.816,406.275,6.7715,6.7765,0.0049,3.535911,3.535454,0.0697,-0.0563,0.0603,0.056,0.273,5.46,1.7478,1.7481,0.0086,4.602e-06,0.00011569,4.7152,-0.013,100.3253,0.791,0.0002,4.3656,39.95168,-70.87928
AT46,9,3,2022-02-18 07:54:54+00:00,35.3281,35.3222,27.1699,27.166,272.80682,125.389,10.1915,10.1877,1495.16,1495.14,27588.0,49.329785,1149.458,251.427,249.35,10.2213,10.2174,-0.0039,3.873522,3.872577,0.0697,-0.0559,0.0568,0.0346,0.6517,13.03,1.499,1.4992,0.0086,2.09e-05,0.00074566,4.7379,-0.0321,100.807,0.8366,0.0002,4.2574,39.95164,-70.87874
AT46,9,4,2022-02-18 08:01:01+00:00,35.7903,35.7876,26.7293,26.7259,249.59976,158.883,14.2999,14.3064,1507.96,1507.98,36392.0,49.334031,1516.292,152.298,151.076,14.3224,14.3289,0.0064,4.317327,4.317685,0.07,-0.0521,0.061,0.0599,0.5286,10.57,1.8967,1.8976,0.0091,1.6874e-05,0.00037238,4.7122,-0.0104,100.2605,0.3547,0.0002,5.0151,39.95156,-70.87802
AT46,9,5,2022-02-18 08:01:09+00:00,35.7916,35.7869,26.7275,26.725,249.53076,159.557,14.3133,14.308,1507.99,1507.97,36580.0,49.334122,1524.125,151.357,150.143,14.3357,14.3303,-0.0054,4.318755,4.317714,0.071,-0.0381,0.0603,0.0557,0.0318,0.63,1.8974,1.8983,0.009,1.4573e-05,0.00031815,4.714,-0.0119,100.2988,0.345,0.0002,4.7625,39.95156,-70.87801
AT46,9,6,2022-02-18 08:05:42+00:00,34.6599,34.6515,26.4206,26.4145,266.72691,236.443,11.4825,11.48,1495.86,1495.84,43141.0,49.337286,1797.5,72.121,71.557,11.4915,11.4891,-0.0024,3.919866,3.918786,0.0903,0.2123,0.0621,0.0663,0.6458,12.92,2.4446,2.446,0.0096,3.6912e-05,0.00086678,4.6679,0.0275,99.3157,0.1357,0.0002,4.7264,39.95148,-70.87747
AT46,9,7,2022-02-18 08:05:51+00:00,34.659,34.6491,26.4214,26.4143,266.77415,236.427,11.4744,11.4711,1495.84,1495.82,43359.0,49.337391,1806.583,72.475,71.907,11.4835,11.4802,-0.0033,3.919031,3.917713,0.0873,0.1725,0.0624,0.0684,0.0386,0.77,2.4439,2.4453,0.0094,2.6078e-05,0.00050615,4.6708,0.0249,99.3784,0.1466,0.0002,5.2315,39.95152,-70.87744
AT46,9,8,2022-02-18 08:09:18+00:00,34.5447,34.538,26.4105,26.405,269.42251,241.923,11.0519,11.0533,1493.84,1493.84,48336.0,49.339791,2013.958,49.636,49.25,11.0579,11.0594,0.0014,3.866182,3.865647,0.096,0.2855,0.062,0.0658,0.6261,12.52,2.4729,2.4742,0.0095,2.9913e-05,0.00067607,4.6531,0.0402,99.0008,0.1284,0.0002,4.7264,39.95148,-70.87704
AT46,9,9,2022-02-18 08:09:26+00:00,34.5465,34.5386,26.411,26.4049,269.38974,241.653,11.0569,11.0563,1493.87,1493.86,48519.0,49.339879,2021.583,49.902,49.514,11.063,11.0624,-0.0007,3.866853,3.865995,0.0954,0.2783,0.0618,0.0646,0.644,12.88,2.4727,2.474,0.0095,2.8379e-05,0.00054954,4.6541,0.0393,99.0226,0.1502,0.0003,5.4119,39.95148,-70.87702
AT46,9,10,2022-02-18 08:09:39+00:00,34.5501,34.5432,26.4111,26.4059,269.29734,241.531,11.0717,11.0709,1493.93,1493.92,48821.0,49.340025,2034.167,50.401,50.009,11.0779,11.077,-0.0009,3.868637,3.867867,0.0978,0.3094,0.0618,0.0646,0.6407,12.81,2.4722,2.4735,0.0095,2.9146e-05,0.00065438,4.6568,0.037,99.0804,0.1501,0.0002,4.7264,39.95148,-70.87698
AT46,9,11,2022-02-18 08:12:29+00:00,34.3602,34.3515,26.3875,26.3812,273.76161,249.245,10.3726,10.37,1491.03,1491.01,52900.0,49.341992,2204.125,38.006,37.711,10.377,10.3744,-0.0026,3.783326,3.782218,0.1066,0.4235,0.0653,0.0859,0.644,12.88,2.5038,2.5049,0.0095,2.8379e-05,0.00059292,4.6289,0.0611,98.4841,0.15,0.0002,5.1594,39.95138,-70.87664
AT46,9,12,2022-02-18 08:12:37+00:00,34.3628,34.3541,26.3886,26.3819,273.72282,249.137,10.3784,10.3774,1491.04,1491.03,53112.0,49.342094,2212.958,37.494,37.203,10.3827,10.3818,-0.0009,3.784089,3.78314,0.1111,0.4821,0.0645,0.0811,0.6353,12.71,2.5023,2.5035,0.0094,2.6845e-05,0.00054592,4.6284,0.0616,98.4729,0.15,0.0002,5.1233,39.9514,-70.87662
AT46,9,13,2022-02-18 08:12:48+00:00,34.375,34.3668,26.3898,26.3844,273.41687,248.96,10.4259,10.4201,1491.23,1491.2,53366.0,49.342217,2223.542,38.059,37.763,10.4304,10.4246,-0.0058,3.78977,3.788419,0.1081,0.4429,0.0636,0.0759,0.0296,0.59,2.5031,2.5042,0.0094,2.5311e-05,0.00050977,4.6305,0.0597,98.5186,0.1499,0.0002,5.1955,39.95141,-70.8766
AT46,9,14,2022-02-18 08:13:03+00:00,34.4044,34.3967,26.3939,26.3878,272.72489,248.521,10.5333,10.5339,1491.65,1491.64,53728.0,49.342391,2238.625,37.842,37.549,10.5378,10.5384,0.0006,3.80273,3.802026,0.1047,0.3986,0.0632,0.0733,1.5726,31.45,2.5045,2.5057,0.0096,3.1447e-05,0.000611,4.6326,0.0579,98.5632,0.1499,0.0002,5.2676,39.95144,-70.87654
AT46,9,15,2022-02-18 08:15:52+00:00,34.1923,34.1833,26.2787,26.2722,274.85192,254.057,10.2459,10.2426,1490.16,1490.14,57777.0,49.344344,2407.333,25.768,25.569,10.2489,10.2456,-0.0034,3.754261,3.753062,0.123,0.6373,0.0675,0.0988,0.0347,0.69,2.5373,2.5384,0.0095,3.068e-05,0.00061461,4.5822,0.1017,97.4893,0.1497,0.0004,5.4119,39.95139,-70.8761
AT46,9,16,2022-02-18 08:16:01+00:00,34.1844,34.1776,26.2745,26.2691,274.93472,254.923,10.2347,10.2351,1490.11,1490.11,57995.0,49.344449,2416.417,25.661,25.463,10.2377,10.2381,0.0004,3.752432,3.751804,0.1223,0.6279,0.0674,0.0985,0.037,0.74,2.5396,2.5407,0.0096,3.2981e-05,0.00067607,4.5819,0.1019,97.484,0.1233,0.0003,5.0511,39.9514,-70.87608
AT46,9,17,2022-02-18 08:16:09+00:00,34.1744,34.1672,26.2693,26.2637,275.04463,255.251,10.2195,10.2193,1490.05,1490.04,58188.0,49.344542,2424.458,25.86,25.66,10.2225,10.2223,-0.0002,3.750054,3.749324,0.1262,0.6784,0.0658,0.089,0.207,4.14,2.5419,2.543,0.0096,4.2376e-05,0.00084961,4.5792,0.1044,97.4245,0.1499,0.0002,5.1955,39.95139,-70.87608
AT46,9,18,2022-02-18 08:16:20+00:00,34.1726,34.166,26.2683,26.263,275.0627,255.514,10.2171,10.218,1490.04,1490.03,58447.0,49.344667,2435.25,25.735,25.537,10.2201,10.2209,0.0009,3.749644,3.749068,0.1252,0.6658,0.0658,0.0887,0.0338,0.67,2.5445,2.5456,0.0095,2.8379e-05,0.00057123,4.5761,0.1071,97.3592,0.15,0.0001,5.0872,39.95139,-70.87605
AT46,9,19,2022-02-18 08:18:20+00:00,34.0999,34.0921,26.2234,26.2174,275.62165,256.289,10.1498,10.1498,1489.4,1489.39,61336.0,49.34606,2555.625,7.544,7.486,10.1506,10.1506,0.0,3.735225,3.734461,0.1277,0.6985,0.0666,0.0936,0.0166,0.33,2.5518,2.5528,0.0095,7.7737e-05,0.0014141,4.5658,0.1161,97.1404,0.1395,0.0002,5.5563,39.95134,-70.87585
AT46,9,20,2022-02-18 08:18:28+00:00,34.0999,34.0923,26.2235,26.2176,275.62392,257.077,10.1494,10.1494,1489.4,1489.39,61535.0,49.346156,2563.917,7.65,7.591,10.1502,10.1503,0.0,3.735196,3.734452,0.131,0.741,0.0675,0.0992,0.0122,0.24,2.5568,2.5578,0.0392,0.0079812,0.15981,4.5617,0.1197,97.0517,0.15,0.0002,5.2676,39.95132,-70.87584
AT46,9,21,2022-02-18 08:18:38+00:00,34.0991,34.0913,26.2228,26.2167,275.62116,256.821,10.1501,10.1499,1489.4,1489.39,61765.0,49.346267,2573.5,7.797,7.737,10.151,10.1508,-0.0001,3.735192,3.734416,0.134,0.7792,0.0677,0.1004,0.0162,0.32,2.5558,2.5568,0.0096,3.6145e-05,0.0007285,4.5687,0.1135,97.2015,0.15,0.0003,5.2315,39.95132,-70.87582
AT46,9,22,2022-02-18 08:18:50+00:00,34.0992,34.0916,26.2229,26.217,275.62136,256.8,10.15,10.1496,1489.4,1489.39,62052.0,49.346406,2585.458,7.608,7.55,10.1509,10.1505,-0.0004,3.735187,3.734403,0.1293,0.7183,0.0678,0.1008,0.5356,10.71,2.5553,2.5563,0.0316,0.0059101,0.12452,4.5653,0.1165,97.1293,0.15,0.0001,5.4841,39.9513,-70.8758
AT46,9,23,2022-02-18 08:19:02+00:00,34.0989,34.0912,26.2225,26.2166,275.61735,256.704,10.1507,10.1504,1489.41,1489.4,62350.0,49.346549,2597.875,8.224,8.161,10.1517,10.1513,-0.0004,3.735257,3.734468,0.1274,0.6937,0.0673,0.098,0.0564,1.13,2.5548,2.5558,0.0127,0.00085337,0.018127,4.5704,0.112,97.2376,0.1499,0.0002,5.1955,39.95131,-70.87578
AT46,9,24,2022-02-18 08:19:13+00:00,34.099,34.0913,26.2226,26.2166,275.61645,256.701,10.1508,10.1505,1489.42,1489.41,62594.0,49.346667,2608.042,8.341,8.277,10.1518,10.1515,-0.0003,3.735282,3.734499,0.1289,0.7141,0.066,0.0899,0.0174,0.35,2.5545,2.5554,0.0107,0.00033387,0.006042,4.5669,0.1151,97.1638,0.1499,0.0003,5.3398,39.95134,-70.87574
AT46,10,1,2022-02-18 20:10:16+00:00,34.3264,34.3126,26.3155,26.3063,272.28743,252.786,10.6344,10.6257,1491.74,1491.69,15000.0,49.840462,624.958,27.445,27.233,10.6377,10.629,-0.0087,3.803878,3.801692,0.119,0.5842,0.0672,0.0971,0.0389,0.78,2.543,2.5434,1.8761,7.8707,12572.0,4.5837,0.1003,97.5222,0.1494,0.0003,2.0565,40.09353,-70.77296
AT46,10,2,2022-02-18 20:10:26+00:00,34.4004,34.3845,26.355,26.3447,271.54298,252.125,10.737,10.7256,1492.2,1492.14,15223.0,49.84057,634.25,28.102,27.884,10.7404,10.729,-0.0114,3.820896,3.818242,0.1172,0.5612,0.0685,0.1049,0.0558,1.12,2.546,2.5463,1.7996,6.5771,6441.2,4.5777,0.1057,97.3921,0.1494,0.0001,1.9483,40.09352,-70.77292
AT46,10,3,2022-02-18 20:12:27+00:00,34.1591,34.1509,26.2232,26.217,273.89953,252.504,10.4187,10.4178,1490.45,1490.44,18133.0,49.841973,755.5,8.528,8.462,10.4197,10.4188,-0.0009,3.766089,3.765199,0.1118,0.4915,0.0682,0.1029,0.0209,0.42,2.5352,2.5355,2.774,63.0,14984.0,4.586,0.0984,97.5701,0.1489,0.0002,1.9483,40.09316,-70.77268
AT46,10,4,2022-02-18 20:12:37+00:00,34.1657,34.1583,26.2266,26.2207,273.82681,252.626,10.4288,10.4299,1490.48,1490.47,18365.0,49.842085,765.167,7.783,7.723,10.4297,10.4308,0.0011,3.767648,3.767022,0.1181,0.5735,0.0661,0.0909,0.3396,6.79,2.537,2.5373,2.8174,69.574,17021.0,4.5899,0.095,97.654,0.149,0.0002,2.0926,40.09312,-70.7727
AT46,11,1,2022-02-18 22:56:44+00:00,34.3164,34.3091,26.3166,26.3105,272.60495,249.62,10.5852,10.5873,1491.35,1491.35,23328.0,49.956064,971.958,15.659,15.538,10.587,10.5892,0.0022,3.797613,3.797091,0.1044,0.3947,0.0657,0.0881,1.2405,24.81,2.5227,2.5231,0.0096,3.1447e-05,2040.8,4.6076,0.0796,98.0305,0.1499,0.0001,2.6338,40.09718,-70.99542
AT46,11,2,2022-02-18 22:56:55+00:00,34.3106,34.3023,26.3159,26.3098,272.74144,249.955,10.564,10.5617,1491.26,1491.24,23569.0,49.956181,982.0,15.162,15.045,10.5658,10.5635,-0.0023,3.795031,3.793993,0.1051,0.4041,0.0653,0.0856,0.3424,6.85,2.522,2.5224,0.0096,3.068e-05,2040.8,4.6098,0.0777,98.0778,0.1499,0.0002,2.9585,40.09718,-70.99546
AT46,12,1,2022-02-19 00:18:54+00:00,35.66,35.6562,26.6121,26.6092,249.43901,208.346,14.3792,14.3789,1507.79,1507.78,9546.0,50.013122,397.708,135.87,134.784,14.3992,14.399,-0.0003,4.3102,4.309754,0.0733,-0.0093,0.0585,0.0449,0.7806,15.61,2.3293,2.3294,0.0098,6.0208e-05,8163.2,4.7128,-0.0109,100.2728,0.1857,0.0002,2.2369,40.09334,-70.88873
AT46,13,1,2022-02-19 03:20:41+00:00,35.6529,35.6494,26.6214,26.6192,249.79571,202.957,14.3117,14.3092,1507.44,1507.42,8236.0,50.139353,343.125,128.564,127.537,14.3306,14.3281,-0.0025,4.302272,4.301653,0.0747,0.0095,0.143,0.5518,0.3428,6.85,2.2774,2.2775,0.0094,2.6845e-05,8163.2,4.4564,0.2132,94.8079,0.2353,0.0002,1.9844,40.13464,-70.78158
AT46,13,2,2022-02-19 03:20:50+00:00,35.6508,35.6495,26.6208,26.6194,249.82192,202.929,14.3072,14.3091,1507.41,1507.42,8465.0,50.139464,352.667,128.109,127.087,14.3261,14.3279,0.0018,4.301581,4.301623,0.0751,0.0144,0.1503,0.5955,0.3617,7.23,2.2759,2.276,0.0097,3.9213e-05,6122.4,4.4457,0.2228,94.5811,0.2056,0.0001,2.0565,40.13462,-70.78161
AT46,13,3,2022-02-19 03:23:34+00:00,35.456,35.451,26.5575,26.554,252.24139,215.106,13.9008,13.8987,1505.42,1505.41,12400.0,50.141361,516.625,101.616,100.811,13.9154,13.9133,-0.0021,4.238806,4.238057,0.0757,0.0224,0.0597,0.0523,1.6709,33.42,2.3699,2.3702,0.0098,5.0046e-05,2040.8,4.7062,-0.0053,100.132,0.1292,0.0002,2.2009,40.13443,-70.78198
AT46,13,4,2022-02-19 03:26:41+00:00,35.2663,35.2614,26.5278,26.5236,255.49181,219.926,13.3416,13.3434,1502.88,1502.88,16880.0,50.143522,703.292,72.775,72.204,13.3517,13.3535,0.0018,4.161976,4.161634,0.0766,0.0338,0.0599,0.0533,3.1136,62.27,2.3942,2.3946,0.0097,4.2281e-05,6122.4,4.6989,0.0009,99.978,0.1514,0.0002,2.6338,40.13448,-70.782
AT46,13,5,2022-02-19 03:29:04+00:00,35.1471,35.1414,26.5026,26.4982,257.44505,222.347,13.0133,13.0134,1501.43,1501.42,20324.0,50.145183,846.792,59.666,59.2,13.0215,13.0216,0.0001,4.116639,4.116053,0.077,0.0399,0.0599,0.0534,3.7442,74.88,2.4029,2.4034,0.0098,4.7745e-05,2040.8,4.6957,0.0036,99.909,0.1514,0.0002,2.7781,40.13446,-70.7819
AT46,13,6,2022-02-19 03:29:17+00:00,35.1488,35.1426,26.503,26.499,257.41952,221.536,13.0177,13.0141,1501.43,1501.41,20625.0,50.145328,859.333,58.711,58.252,13.0258,13.0222,-0.0036,4.117183,4.116192,0.0774,0.0445,0.0604,0.0566,3.7882,75.76,2.3984,2.3989,0.0098,5.0046e-05,6122.4,4.697,0.0026,99.9355,0.1514,0.0001,2.5256,40.13446,-70.78188
AT46,13,7,2022-02-19 03:29:27+00:00,35.1589,35.1534,26.504,26.4989,257.2229,221.719,13.0514,13.0559,1501.55,1501.56,20859.0,50.145441,869.083,58.802,58.342,13.0594,13.064,0.0045,4.121524,4.12139,0.077,0.0399,0.0598,0.0527,3.7892,75.78,2.3967,2.3972,0.0099,7.4205e-05,2040.8,4.6963,0.0031,99.9212,0.1517,0.0002,2.4895,40.13446,-70.78189
AT46,13,8,2022-02-19 03:29:36+00:00,35.167,35.1579,26.5044,26.4993,257.05268,221.906,13.0807,13.0708,1501.66,1501.62,21092.0,50.145553,878.792,59.076,58.614,13.0888,13.079,-0.0099,4.125252,4.123332,0.0777,0.0487,0.0602,0.0549,3.7996,75.99,2.3998,2.4002,0.0098,4.9279e-05,2040.8,4.697,0.0025,99.9366,0.1515,0.0002,2.706,40.13448,-70.78189
AT46,13,9,2022-02-19 03:31:37+00:00,34.9107,34.9037,26.4773,26.4715,262.19411,231.033,12.2153,12.217,1498.2,1498.2,23994.0,50.146953,999.708,44.25,43.906,12.2211,12.2228,0.0017,4.013976,4.013412,0.0845,0.1358,0.0614,0.0622,4.5264,90.53,2.4364,2.4369,0.0098,5.5511e-05,0.0023925,4.675,0.0213,99.4681,0.1385,0.0002,2.8503,40.1344,-70.782
AT46,13,10,2022-02-19 03:31:55+00:00,34.9091,34.9009,26.4769,26.4711,262.22404,231.386,12.2103,12.2076,1498.2,1498.18,24410.0,50.147153,1017.042,44.975,44.625,12.2162,12.2135,-0.0027,4.013366,4.012264,0.0834,0.1229,0.0606,0.0573,4.4861,89.72,2.4446,2.445,0.0099,6.7974e-05,2040.8,4.6759,0.0206,99.4857,0.1518,0.0002,3.1028,40.13438,-70.78204
AT46,13,11,2022-02-19 03:32:04+00:00,34.9067,34.8994,26.4767,26.4716,262.27687,231.226,12.2015,12.1989,1498.16,1498.15,24638.0,50.147263,1026.542,45.007,44.657,12.2074,12.2048,-0.0026,4.012271,4.011274,0.0847,0.1387,0.0609,0.0596,4.4825,89.65,2.4421,2.4426,0.0099,5.6278e-05,0.0018809,4.6764,0.0202,99.4963,0.1513,0.0002,3.1028,40.13435,-70.78205
AT46,13,12,2022-02-19 03:32:16+00:00,34.9066,34.8998,26.4761,26.4714,262.26157,231.205,12.2043,12.2017,1498.17,1498.15,24931.0,50.147405,1038.75,44.975,44.625,12.2102,12.2076,-0.0026,4.012531,4.011581,0.0848,0.1404,0.0604,0.0566,4.4755,89.51,2.4441,2.4446,0.0099,6.2509e-05,0.0023419,4.6732,0.0229,99.4294,0.1514,0.0002,2.9224,40.13432,-70.78206
AT46,13,13,2022-02-19 03:34:51+00:00,34.1213,34.1122,26.2302,26.224,275.23184,250.416,10.2054,10.2003,1489.97,1489.94,28637.0,50.149192,1193.167,27.887,27.671,10.2086,10.2036,-0.005,3.743618,3.742251,0.0993,0.3286,0.0655,0.0871,0.0456,0.91,2.5019,2.5023,0.01,8.7436e-05,2040.8,4.6247,0.0647,98.3953,0.1245,0.0002,2.8503,40.13402,-70.78246
AT46,13,14,2022-02-19 03:35:05+00:00,34.0987,34.1061,26.2205,26.221,275.55557,250.892,10.1587,10.1898,1489.78,1489.9,28971.0,50.149353,1207.083,28.414,28.194,10.162,10.1931,0.0311,3.737091,3.740704,0.0971,0.2997,0.0652,0.0853,0.5247,10.49,2.4996,2.5001,0.0101,0.00010613,2040.8,4.6226,0.0666,98.3497,0.1508,0.0001,2.9946,40.13398,-70.78248
AT46,13,15,2022-02-19 03:35:17+00:00,33.9553,33.9317,26.1727,26.1647,278.13391,254.621,9.7796,9.7165,1488.24,1487.98,29276.0,50.1495,1219.792,28.026,27.809,9.7828,9.7196,-0.0632,3.687997,3.679878,0.1013,0.3552,0.0658,0.0892,0.6116,12.23,2.5124,2.5129,0.0099,8.0437e-05,0.0026455,4.6114,0.0762,98.1128,0.151,0.0002,3.2111,40.13394,-70.78252
AT46,13,16,2022-02-19 03:35:28+00:00,33.9152,33.8695,26.1599,26.1403,278.89743,257.046,9.668,9.5701,1487.78,1487.37,29531.0,50.149623,1230.417,27.728,27.513,9.671,9.5731,-0.0979,3.673798,3.660367,0.1046,0.3982,0.0672,0.0973,0.0374,0.75,2.5215,2.522,0.0101,0.00010613,0.0045147,4.6036,0.0831,97.9445,0.1511,0.0002,2.8503,40.13391,-70.78254
AT46,13,17,2022-02-19 03:35:39+00:00,33.8873,33.8846,26.1493,26.1452,279.36879,258.469,9.6003,9.6122,1487.49,1487.53,29797.0,50.149751,1241.5,27.519,27.306,9.6034,9.6153,0.0119,3.664862,3.66569,0.1046,0.3982,0.0706,0.1176,0.0374,0.75,2.5283,2.5288,0.0099,6.7974e-05,4081.6,4.6038,0.0829,97.9498,0.1508,0.0003,2.9224,40.13388,-70.78257
AT46,13,18,2022-02-19 03:38:22+00:00,33.7598,33.7505,26.1106,26.1036,281.95183,262.804,9.2275,9.2259,1485.63,1485.61,33701.0,50.151634,1404.167,7.083,7.029,9.2283,9.2267,-0.0016,3.617309,3.616273,0.1166,0.5543,0.0666,0.0938,1.1296,22.59,2.5547,2.5551,0.014,0.0011133,0.039283,4.5886,0.0961,97.6253,0.1505,0.0003,3.1028,40.13348,-70.78298
